时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),电机1(RPM),电机2(RPM),误差(°),能量(J),阶段,是否平衡
5.600,346.333,750.000,352.090,534.600,-500.000,-500.000,166.333,0.003,渐进启摆,0
5.619,332.402,-1398.600,336.072,-1385.400,500.000,500.000,152.402,0.012,渐进启摆,0
5.639,300.366,-694.800,307.485,-514.200,500.000,500.000,120.366,0.001,渐进启摆,0
5.660,315.220,1483.200,323.064,1328.400,-500.000,-500.000,135.220,0.013,渐进启摆,0
5.679,348.223,761.400,353.364,544.200,-500.000,-500.000,168.223,0.004,渐进启摆,0
5.699,334.424,-1420.800,337.742,-1425.000,500.000,500.000,154.424,0.012,渐进启摆,0
5.719,302.454,-768.000,309.463,-557.400,500.000,500.000,122.454,0.002,渐进启摆,0
5.740,317.329,1495.200,325.459,1431.600,-500.000,-500.000,137.329,0.013,渐进启摆,0
5.760,351.013,761.400,355.671,511.800,-500.000,-500.000,171.013,0.004,渐进启摆,0
5.780,336.753,-1476.600,339.280,-1465.800,500.000,500.000,156.753,0.013,渐进启摆,0
5.799,301.926,-1024.200,309.397,-785.400,500.000,500.000,121.926,0.005,渐进启摆,0
5.820,316.318,1522.800,324.163,1427.400,-500.000,-500.000,136.318,0.013,渐进启摆,0
5.840,350.464,748.800,354.045,495.600,-500.000,-500.000,170.464,0.003,渐进启摆,0
5.860,334.995,-1576.800,336.731,-1432.200,500.000,500.000,154.995,0.015,渐进启摆,0
5.880,299.290,-965.400,307.178,-498.600,500.000,500.000,119.290,0.004,渐进启摆,0
5.899,315.066,1540.200,322.756,1432.800,-500.000,-500.000,135.066,0.014,渐进启摆,0
5.919,348.838,738.600,352.771,523.200,-500.000,-500.000,168.838,0.003,渐进启摆,0
5.939,331.216,-1522.800,335.808,-1404.000,500.000,500.000,151.216,0.014,渐进启摆,0
5.959,299.070,-676.800,308.716,-216.000,500.000,500.000,119.070,0.001,渐进启摆,0
5.979,317.791,1523.400,325.591,1515.000,-500.000,-500.000,137.791,0.013,渐进启摆,0
5.999,350.596,720.000,354.727,455.400,-500.000,-500.000,170.596,0.003,渐进启摆,0
6.019,331.787,-1576.200,338.950,-1266.000,500.000,500.000,151.787,0.015,渐进启摆,0
6.039,300.322,-691.200,313.660,-196.200,500.000,500.000,120.322,0.001,渐进启摆,0
6.059,320.779,1656.000,330.579,1408.800,-500.000,-500.000,140.779,0.016,渐进启摆,0
6.080,353.782,679.800,359.209,304.200,-500.000,-500.000,173.782,0.003,渐进启摆,0
6.099,334.116,-1566.000,345.125,-1055.400,500.000,500.000,154.116,0.015,渐进启摆,0
6.119,302.563,-862.800,320.867,-311.400,500.000,500.000,122.563,0.003,渐进启摆,0
6.139,320.999,1486.800,335.061,1272.000,-500.000,-500.000,140.999,0.013,渐进启摆,0
6.159,346.882,229.200,1.340,67.200,-500.000,-500.000,166.882,0.000,渐进启摆,0
6.179,327.810,-1402.800,347.322,-974.400,500.000,500.000,147.810,0.012,渐进启摆,0
6.199,299.883,-250.200,325.349,-255.600,500.000,500.000,119.883,-0.002,渐进启摆,0
6.219,317.637,1295.400,338.884,1199.400,-500.000,-500.000,137.637,0.009,渐进启摆,0
6.239,342.642,250.800,1.538,-216.000,-500.000,-500.000,162.642,0.000,渐进启摆,0
6.259,325.393,-1352.400,346.377,-1133.400,500.000,500.000,145.393,0.011,渐进启摆,0
6.279,299.443,-188.400,322.822,-298.200,493.230,500.000,119.443,-0.002,渐进启摆,0
6.299,315.088,1245.000,337.192,1258.800,-500.000,-500.000,135.088,0.009,渐进启摆,0
6.319,339.192,252.000,2.769,36.000,-500.000,-500.000,159.192,0.000,渐进启摆,0
6.339,322.361,-1321.800,347.827,-1082.400,500.000,500.000,142.361,0.010,渐进启摆,0
6.359,296.521,-200.400,322.053,-120.000,500.000,500.000,116.521,-0.002,渐进启摆,0
6.379,312.385,1293.600,338.093,1394.400,-500.000,-500.000,132.385,0.009,渐进启摆,0
6.399,336.885,295.200,5.208,172.800,-500.000,-500.000,156.885,0.000,渐进启摆,0
6.419,319.482,-1356.600,349.080,-1128.600,500.000,500.000,139.482,0.011,渐进启摆,0
6.439,293.181,-165.600,322.493,-162.000,433.540,500.000,113.181,-0.002,渐进启摆,0
6.459,309.353,1079.400,339.587,1502.400,-500.000,-500.000,129.353,0.006,渐进启摆,0
6.479,329.656,79.200,7.932,302.400,-414.690,-500.000,149.656,-0.001,渐进启摆,0
6.499,312.407,-1123.800,351.145,-1234.200,500.000,500.000,132.407,0.007,渐进启摆,0
6.520,292.302,116.400,322.734,-426.600,-304.734,-406.313,112.302,-0.002,渐进启摆,0
6.540,302.563,-295.200,330.447,-276.600,500.000,500.000,122.563,-0.001,渐进启摆,0
6.560,297.905,504.600,322.119,361.200,-500.000,-500.000,117.905,-0.001,渐进启摆,0
6.580,313.945,63.000,336.555,49.800,-329.867,-439.823,133.945,-0.001,渐进启摆,0
6.600,296.565,-1019.400,317.747,-1137.000,500.000,500.000,116.565,0.004,渐进启摆,0
6.619,281.953,207.000,292.961,-214.200,-500.000,-500.000,101.953,-0.003,渐进启摆,0
6.640,290.940,-364.200,297.664,-465.000,500.000,500.000,110.940,-0.002,渐进启摆,0
6.660,277.361,117.000,283.008,168.000,-306.305,-408.407,97.361,-0.004,渐进启摆,0
6.679,288.062,-234.600,292.698,-58.800,500.000,500.000,108.062,-0.002,渐进启摆,0
6.699,285.161,527.400,285.359,291.000,-500.000,-500.000,105.161,-0.001,渐进启摆,0
6.719,299.443,-121.200,298.323,-141.600,317.301,423.068,119.443,-0.002,渐进启摆,0
6.739,290.017,212.400,287.952,337.800,-500.000,-500.000,110.017,-0.002,渐进启摆,0
6.759,293.181,-480.600,294.873,-380.400,500.000,500.000,113.181,-0.001,渐进启摆,0
6.779,280.547,293.400,283.228,217.200,-500.000,-500.000,100.547,-0.003,渐进启摆,0
6.799,289.248,-361.800,294.521,-208.800,500.000,500.000,109.248,-0.002,渐进启摆,0
6.819,280.085,381.600,283.909,312.000,-500.000,-500.000,100.085,-0.002,渐进启摆,0
6.839,291.270,-174.600,297.070,-153.600,457.102,500.000,111.270,-0.002,渐进启摆,0
6.861,281.316,369.000,286.699,244.800,-500.000,-500.000,101.316,-0.002,渐进启摆,0
6.879,293.313,-11.400,302.278,320.400,59.690,79.587,113.313,-0.002,渐进启摆,0
6.899,282.261,27.000,291.379,-5.400,-141.372,-188.496,102.261,-0.003,渐进启摆,0
6.919,281.250,-177.000,290.479,-195.000,463.385,500.000,101.250,-0.003,渐进启摆,0
6.939,280.503,435.600,288.435,396.600,-500.000,-500.000,100.503,-0.002,渐进启摆,0
6.959,288.259,-403.800,298.850,-210.000,500.000,500.000,108.259,-0.002,渐进启摆,0
6.979,277.581,303.000,286.765,218.400,-500.000,-500.000,97.581,-0.003,渐进启摆,0
6.999,286.458,-394.200,298.213,-213.000,500.000,500.000,106.458,-0.002,渐进启摆,0
7.019,276.196,296.400,287.249,342.600,-500.000,-500.000,96.196,-0.003,渐进启摆,0
7.039,285.886,-357.600,299.290,-323.400,500.000,500.000,105.886,-0.002,渐进启摆,0
7.059,275.779,282.000,287.952,273.000,-500.000,-500.000,95.779,-0.003,渐进启摆,0
7.079,285.117,-237.000,299.202,-205.800,500.000,500.000,105.117,-0.003,渐进启摆,0
7.099,276.724,330.000,288.149,283.200,-500.000,-500.000,96.724,-0.003,渐进启摆,0
7.120,285.776,-324.000,299.224,-225.600,500.000,500.000,105.776,-0.002,渐进启摆,0
7.140,276.592,328.200,287.644,274.800,-500.000,-500.000,96.592,-0.003,渐进启摆,0
7.159,286.370,-328.200,299.509,-36.600,500.000,500.000,106.370,-0.002,渐进启摆,0
7.179,276.328,209.400,288.721,296.400,-500.000,-500.000,96.328,-0.003,渐进启摆,0
7.200,285.337,-329.400,301.047,-141.000,500.000,500.000,105.337,-0.002,渐进启摆,0
7.220,275.076,255.600,288.940,280.200,-500.000,-500.000,95.076,-0.003,渐进启摆,0
7.240,285.205,-304.200,301.223,-124.200,500.000,500.000,105.205,-0.002,渐进启摆,0
7.260,274.460,243.000,288.501,267.000,-500.000,-500.000,94.460,-0.003,渐进启摆,0
7.280,285.139,-177.600,301.311,-117.000,464.956,500.000,105.139,-0.003,渐进启摆,0
7.299,274.087,132.000,288.149,129.000,-345.575,-460.767,94.087,-0.004,渐进启摆,0
7.320,282.239,-282.600,299.180,-201.600,500.000,500.000,102.239,-0.003,渐进启摆,0
7.340,278.372,501.000,289.468,364.800,-500.000,-500.000,98.372,-0.002,渐进启摆,0
7.360,289.204,-159.600,301.223,-191.400,417.832,500.000,109.204,-0.003,渐进启摆,0
7.380,280.437,300.000,290.830,333.000,-500.000,-500.000,100.437,-0.003,渐进启摆,0
7.400,286.919,-323.400,300.894,-118.200,500.000,500.000,106.919,-0.002,渐进启摆,0
7.419,278.438,360.000,291.841,268.200,-500.000,-500.000,98.438,-0.003,渐进启摆,0
7.439,286.436,-261.600,299.465,-284.400,500.000,500.000,106.436,-0.003,渐进启摆,0
7.459,279.360,328.200,292.676,301.200,-500.000,-500.000,99.360,-0.003,渐进启摆,0
7.479,285.579,-304.200,299.861,-271.800,500.000,500.000,105.579,-0.002,渐进启摆,0
7.499,278.965,310.800,293.181,252.000,-500.000,-500.000,98.965,-0.003,渐进启摆,0
7.519,284.985,-234.000,299.641,-259.200,500.000,500.000,104.985,-0.003,渐进启摆,0
7.540,279.646,317.400,293.401,257.400,-500.000,-500.000,99.646,-0.003,渐进启摆,0
7.559,285.469,-255.600,300.081,-225.600,500.000,500.000,105.469,-0.003,渐进启摆,0
7.579,279.580,326.400,294.258,244.800,-500.000,-500.000,99.580,-0.003,渐进启摆,0
7.599,286.414,-274.800,301.003,-255.000,500.000,500.000,106.414,-0.002,渐进启摆,0
7.619,279.558,265.800,294.609,231.000,-500.000,-500.000,99.558,-0.003,渐进启摆,0
7.639,286.523,-287.400,301.003,-316.200,500.000,500.000,106.523,-0.002,渐进启摆,0
7.659,278.745,268.800,293.994,214.200,-500.000,-500.000,98.745,-0.003,渐进启摆,0
7.679,286.743,-258.600,301.047,-250.200,500.000,500.000,106.743,-0.003,渐进启摆,0
7.699,279.558,283.200,293.752,225.000,-500.000,-500.000,99.558,-0.003,渐进启摆,0
7.719,287.380,-238.200,299.795,-311.400,500.000,500.000,107.380,-0.003,渐进启摆,0
7.739,280.085,287.400,293.335,257.400,-500.000,-500.000,100.085,-0.003,渐进启摆,0
7.759,287.600,-252.600,299.531,-259.800,500.000,500.000,107.600,-0.002,渐进启摆,0
7.779,281.426,318.600,292.939,225.000,-500.000,-500.000,101.426,-0.003,渐进启摆,0
7.799,288.325,-251.400,298.586,-321.600,500.000,500.000,108.325,-0.002,渐进启摆,0
7.819,281.997,307.800,292.390,264.600,-500.000,-500.000,101.997,-0.003,渐进启摆,0
7.839,288.655,-250.800,298.301,-263.400,500.000,500.000,108.655,-0.002,渐进启摆,0
7.859,282.151,304.800,291.819,242.400,-500.000,-500.000,102.151,-0.003,渐进启摆,0
7.879,289.050,-209.400,298.301,-261.000,500.000,500.000,109.050,-0.003,渐进启摆,0
7.899,282.898,315.000,291.270,247.200,-500.000,-500.000,102.898,-0.003,渐进启摆,0
7.919,290.303,-207.600,297.312,-345.600,500.000,500.000,110.303,-0.002,渐进启摆,0
7.939,283.030,327.600,290.039,249.600,-500.000,-500.000,103.030,-0.003,渐进启摆,0
7.959,290.259,-238.800,296.917,-275.400,500.000,500.000,110.259,-0.002,渐进启摆,0
7.979,282.349,279.600,288.655,223.800,-500.000,-500.000,102.349,-0.003,渐进启摆,0
7.999,290.522,-220.800,295.181,-362.400,500.000,500.000,110.522,-0.002,渐进启摆,0
8.020,281.909,270.000,286.633,246.600,-500.000,-500.000,101.909,-0.003,渐进启摆,0
8.040,290.852,-132.000,295.225,-289.200,345.575,460.767,110.852,-0.003,渐进启摆,0
8.059,281.646,162.600,288.040,237.600,-425.686,-500.000,101.646,-0.003,渐进启摆,0
8.079,284.546,-399.000,294.609,-312.000,500.000,500.000,104.546,-0.002,渐进启摆,0
8.099,276.394,205.800,285.952,192.000,-500.000,-500.000,96.394,-0.003,渐进启摆,0
8.120,284.458,-255.600,294.258,-283.800,500.000,500.000,104.458,-0.003,渐进启摆,0
8.140,274.153,27.600,285.403,190.200,-144.513,-192.684,94.153,-0.004,渐进启摆,0
8.160,282.458,-55.800,293.423,-139.200,292.168,389.557,102.458,-0.003,渐进启摆,0
8.180,283.491,254.400,293.774,311.400,-500.000,-500.000,103.491,-0.003,渐进启摆,0
8.199,288.809,-268.800,304.014,-20.400,500.000,500.000,108.809,-0.002,渐进启摆,0
8.220,281.140,204.000,297.048,249.600,-500.000,-500.000,101.140,-0.003,渐进启摆,0
8.240,291.885,13.800,309.639,-63.600,-72.257,-96.342,111.885,-0.003,渐进启摆,0
8.260,281.118,-318.000,300.146,-298.800,500.000,500.000,101.118,-0.003,渐进启摆,0
8.279,279.053,420.600,297.883,253.800,-500.000,-500.000,99.053,-0.002,渐进启摆,0
8.300,288.237,-239.400,306.079,-212.400,500.000,500.000,108.237,-0.002,渐进启摆,0
8.320,278.020,102.000,295.444,90.600,-500.000,-500.000,98.020,-0.003,渐进启摆,0
8.340,287.820,-141.000,304.519,-150.000,369.137,492.183,107.820,-0.003,渐进启摆,0
8.360,278.899,234.600,293.928,-16.200,-500.000,-500.000,98.899,-0.003,渐进启摆,0
8.380,283.667,-407.400,301.619,-219.000,500.000,500.000,103.667,-0.002,渐进启摆,0
8.399,269.780,-259.800,291.094,177.600,333.276,444.368,89.780,-0.004,渐进启摆,0
8.419,282.195,828.600,306.672,1382.400,-500.000,-500.000,102.195,0.001,渐进启摆,0
8.439,301.399,225.000,336.028,709.800,-500.000,-500.000,121.399,-0.002,渐进启摆,0
8.459,287.930,-1227.600,323.503,-1231.800,500.000,500.000,107.930,0.007,渐进启摆,0
8.479,258.772,-765.000,293.643,-759.000,500.000,500.000,78.772,-0.001,渐进启摆,0
8.499,271.230,1092.000,304.519,1247.400,-500.000,-500.000,91.230,0.003,渐进启摆,0
8.519,301.750,868.200,335.830,696.600,-500.000,-500.000,121.750,0.003,渐进启摆,0
8.539,290.149,-1203.600,322.646,-1372.200,500.000,500.000,110.149,0.006,渐进启摆,0
8.559,257.761,-863.400,290.720,-808.800,500.000,500.000,77.761,-0.000,渐进启摆,0
8.579,268.945,1195.800,302.278,1226.400,-500.000,-500.000,88.945,0.005,渐进启摆,0
8.599,300.476,906.000,335.457,980.400,-500.000,-500.000,120.476,0.003,渐进启摆,0
8.619,288.457,-1255.200,323.987,-1417.800,500.000,500.000,108.457,0.007,渐进启摆,0
8.640,255.762,-875.400,292.258,-861.600,500.000,500.000,75.762,-0.000,渐进启摆,0
8.660,265.891,1126.800,304.299,1301.400,-500.000,-500.000,85.891,0.004,渐进启摆,0
8.679,296.235,879.000,337.808,985.200,-500.000,-500.000,116.235,0.003,渐进启摆,0
8.699,284.700,-1176.600,326.689,-1362.600,500.000,500.000,104.700,0.006,渐进启摆,0
8.719,255.059,-817.200,295.269,-808.800,500.000,500.000,75.059,-0.001,渐进启摆,0
8.739,264.858,1002.600,307.573,1345.800,-500.000,-500.000,84.858,0.002,渐进启摆,0
8.759,292.917,721.800,340.049,962.400,-500.000,-500.000,112.917,0.001,渐进启摆,0
8.779,281.118,-1064.400,328.909,-1235.400,500.000,500.000,101.118,0.004,渐进启摆,0
8.799,253.081,-775.800,298.674,-526.800,500.000,500.000,73.081,-0.002,渐进启摆,0
8.820,263.145,999.600,311.924,1239.000,-500.000,-500.000,83.145,0.002,渐进启摆,0
8.839,291.445,898.800,343.499,1109.400,-500.000,-500.000,111.445,0.002,渐进启摆,0
8.860,281.272,-1011.600,333.303,-1033.800,500.000,500.000,101.272,0.003,渐进启摆,0
8.880,255.256,-681.600,304.124,-634.200,500.000,500.000,75.256,-0.002,渐进启摆,0
8.900,265.781,1084.800,315.923,1113.000,-500.000,-500.000,85.781,0.003,渐进启摆,0
8.920,295.137,837.600,346.794,761.400,-500.000,-500.000,115.137,0.002,渐进启摆,0
8.940,284.897,-1155.000,335.215,-1124.400,500.000,500.000,104.897,0.005,渐进启摆,0
8.960,256.267,-907.200,304.958,-886.200,500.000,500.000,76.267,0.000,渐进启摆,0
8.980,264.924,1014.600,315.132,978.000,-500.000,-500.000,84.924,0.002,渐进启摆,0
9.000,293.599,783.000,344.729,789.600,-500.000,-500.000,113.599,0.001,渐进启摆,0
9.020,282.898,-1150.800,332.908,-1188.000,500.000,500.000,102.898,0.005,渐进启摆,0
9.040,254.443,-943.800,302.498,-606.600,500.000,500.000,74.443,0.000,渐进启摆,0
9.060,263.167,985.200,313.396,984.000,-500.000,-500.000,83.167,0.001,渐进启摆,0
9.080,290.544,709.200,344.004,1084.200,-500.000,-500.000,110.544,0.000,渐进启摆,0
9.100,279.536,-1054.200,333.677,-1144.200,500.000,500.000,99.536,0.004,渐进启摆,0
9.120,251.301,-971.400,303.398,-650.400,500.000,500.000,71.301,0.000,渐进启摆,0
9.140,260.815,1069.800,314.912,1125.000,-500.000,-500.000,80.815,0.002,渐进启摆,0
9.160,290.852,873.000,347.080,1092.000,-500.000,-500.000,110.852,0.002,渐进启摆,0
9.179,278.547,-1249.200,336.555,-1299.600,500.000,500.000,98.547,0.006,渐进启摆,0
9.199,248.379,-802.200,306.343,-551.400,500.000,500.000,68.379,-0.002,渐进启摆,0
9.219,260.837,1214.400,318.933,1203.000,-500.000,-500.000,80.837,0.004,渐进启摆,0
9.239,292.126,913.800,351.914,981.000,-500.000,-500.000,112.126,0.003,渐进启摆,0
9.259,280.679,-1191.000,340.972,-1348.800,500.000,500.000,100.679,0.006,渐进启摆,0
9.279,252.444,-850.200,309.924,-836.400,500.000,500.000,72.444,-0.001,渐进启摆,0
9.299,263.716,1166.400,319.241,977.400,-500.000,-500.000,83.716,0.004,渐进启摆,0
9.319,294.082,926.400,348.091,876.600,-500.000,-500.000,114.082,0.003,渐进启摆,0
9.339,283.052,-1168.800,336.138,-1212.000,500.000,500.000,103.052,0.005,渐进启摆,0
9.359,256.487,-717.600,306.409,-745.200,500.000,500.000,76.487,-0.002,渐进启摆,0
9.379,267.319,1135.200,317.241,1013.400,-500.000,-500.000,87.319,0.004,渐进启摆,0
9.399,295.225,828.000,347.080,954.600,-500.000,-500.000,115.225,0.002,渐进启摆,0
9.419,284.963,-1021.800,334.380,-1249.800,500.000,500.000,104.963,0.003,渐进启摆,0
9.439,261.343,-592.800,303.904,-715.800,500.000,500.000,81.343,-0.003,渐进启摆,0
9.459,272.219,914.400,315.286,960.600,-500.000,-500.000,92.219,0.001,渐进启摆,0
9.479,297.290,709.200,343.806,735.600,-500.000,-500.000,117.290,0.001,渐进启摆,0
9.499,287.073,-1000.800,331.545,-1135.800,500.000,500.000,107.073,0.003,渐进启摆,0
9.519,264.221,-591.600,302.102,-700.800,500.000,500.000,84.221,-0.002,渐进启摆,0
9.539,274.834,887.400,313.308,905.400,-500.000,-500.000,94.834,0.001,渐进启摆,0
9.560,299.883,712.200,342.686,975.000,-500.000,-500.000,119.883,0.001,渐进启摆,0
9.579,289.797,-943.800,332.139,-1114.800,500.000,500.000,109.797,0.003,渐进启摆,0
9.599,264.836,-674.400,303.838,-700.800,500.000,500.000,84.836,-0.002,渐进启摆,0
9.619,274.307,866.400,315.461,940.800,-500.000,-500.000,94.307,0.001,渐进启摆,0
9.639,298.894,678.000,345.081,926.400,-500.000,-500.000,118.894,0.001,渐进启摆,0
9.660,287.952,-976.800,333.721,-1102.800,500.000,500.000,107.952,0.003,渐进启摆,0
9.680,262.749,-807.000,304.475,-705.600,500.000,500.000,82.749,-0.001,渐进启摆,0
9.700,270.483,747.600,315.396,916.200,-500.000,-500.000,90.483,-0.001,渐进启摆,0
9.720,292.017,688.800,343.499,698.400,-500.000,-500.000,112.017,0.000,渐进启摆,0
9.740,282.349,-817.200,331.765,-1111.200,500.000,500.000,102.349,0.001,渐进启摆,0
9.760,263.386,-401.400,303.025,-639.600,500.000,500.000,83.386,-0.004,渐进启摆,0
9.780,272.043,595.200,313.550,808.200,-500.000,-500.000,92.043,-0.002,渐进启摆,0
9.800,289.951,499.200,341.147,937.200,-500.000,-500.000,109.951,-0.001,渐进启摆,0
9.819,281.843,-555.600,332.534,-907.800,500.000,500.000,101.843,-0.001,渐进启摆,0
9.839,269.670,-153.600,306.892,-633.600,197.041,262.721,89.670,-0.004,渐进启摆,0
9.859,274.548,147.600,313.088,267.600,-386.416,-500.000,94.548,-0.004,渐进启摆,0
9.879,275.823,-186.000,316.362,-204.600,486.947,500.000,95.823,-0.003,渐进启摆,0
9.899,273.384,331.200,311.638,218.400,-500.000,-500.000,93.384,-0.003,渐进启摆,0
9.919,279.250,-210.600,319.131,-161.400,500.000,500.000,99.250,-0.003,渐进启摆,0
9.939,274.263,266.400,314.692,313.800,-500.000,-500.000,94.263,-0.003,渐进启摆,0
9.959,280.151,-234.000,322.361,-178.200,500.000,500.000,100.151,-0.003,渐进启摆,0
9.979,274.438,242.400,317.329,290.400,-500.000,-500.000,94.438,-0.003,渐进启摆,0
9.999,281.777,-208.800,325.481,-169.200,500.000,500.000,101.777,-0.003,渐进启摆,0
10.019,274.460,229.800,319.285,225.600,-500.000,-500.000,94.460,-0.003,渐进启摆,0
10.039,283.491,-181.200,327.986,-192.000,474.381,500.000,103.491,-0.003,渐进启摆,0
10.059,276.548,251.400,320.273,208.800,-500.000,-500.000,96.548,-0.003,渐进启摆,0
10.079,284.326,-219.600,327.766,-288.000,500.000,500.000,104.326,-0.003,渐进启摆,0
10.099,276.987,270.000,320.032,193.200,-500.000,-500.000,96.987,-0.003,渐进启摆,0
10.120,284.392,-239.400,327.415,-246.000,500.000,500.000,104.392,-0.003,渐进启摆,0
10.140,277.559,213.600,319.065,150.600,-500.000,-500.000,97.559,-0.003,渐进启摆,0
10.160,284.260,-205.800,325.701,-245.400,500.000,500.000,104.260,-0.003,渐进启摆,0
10.180,278.064,241.200,318.120,190.800,-500.000,-500.000,98.064,-0.003,渐进启摆,0
10.200,283.557,-265.200,325.129,-181.800,500.000,500.000,103.557,-0.003,渐进启摆,0
10.219,277.756,219.000,318.735,210.000,-500.000,-500.000,97.756,-0.003,渐进启摆,0
10.240,283.293,-240.000,325.635,-245.400,500.000,500.000,103.293,-0.003,渐进启摆,0
10.260,278.196,285.600,318.757,203.400,-500.000,-500.000,98.196,-0.003,渐进启摆,0
10.280,283.623,-249.600,325.876,-237.000,500.000,500.000,103.623,-0.003,渐进启摆,0
10.300,277.932,297.600,318.560,202.200,-500.000,-500.000,97.932,-0.003,渐进启摆,0
10.319,283.975,-219.000,325.305,-239.400,500.000,500.000,103.975,-0.003,渐进启摆,0
10.339,278.284,277.800,317.461,175.200,-500.000,-500.000,98.284,-0.003,渐进启摆,0
10.359,284.985,-245.400,325.437,-233.400,500.000,500.000,104.985,-0.003,渐进启摆,0
10.379,277.734,264.000,317.703,262.800,-500.000,-500.000,97.734,-0.003,渐进启摆,0
10.399,286.633,-106.800,326.711,-204.000,500.000,500.000,106.633,-0.003,渐进启摆,0
10.419,277.537,105.600,316.538,87.600,-500.000,-500.000,97.537,-0.004,渐进启摆,0
10.439,287.029,-129.600,328.074,-60.000,339.292,452.389,107.029,-0.003,渐进启摆,0
10.459,275.559,-7.200,317.153,115.800,37.699,50.265,95.559,-0.004,渐进启摆,0
10.479,281.602,151.800,330.051,533.400,-397.411,-500.000,101.602,-0.003,渐进启摆,0
10.499,280.547,-390.000,333.765,-330.000,500.000,500.000,100.547,-0.002,渐进启摆,0
10.519,269.451,-21.600,317.395,-287.400,55.418,73.890,89.451,-0.004,渐进启摆,0
10.539,285.667,864.000,334.028,973.800,-500.000,-500.000,105.667,0.002,渐进启摆,0
10.560,293.511,-353.400,342.971,-407.400,500.000,500.000,113.511,-0.002,渐进启摆,0
10.580,276.196,-462.600,324.712,-470.400,500.000,500.000,96.196,-0.002,渐进启摆,0
10.599,296.301,1835.400,345.103,1970.400,-500.000,-500.000,116.301,0.019,渐进启摆,0
10.619,336.248,1214.400,26.104,1183.800,-500.000,-500.000,156.248,0.009,渐进启摆,0
10.639,323.657,-1682.400,12.986,-1719.600,500.000,500.000,143.657,0.017,渐进启摆,0
10.659,285.535,-1338.600,334.050,-1092.000,500.000,500.000,105.535,0.008,渐进启摆,0
10.679,297.598,1621.200,348.113,1647.600,-500.000,-500.000,117.598,0.014,渐进启摆,0
10.700,334.929,1081.200,25.291,1044.000,-500.000,-500.000,154.929,0.007,渐进启摆,0
10.719,321.218,-1731.000,10.481,-1730.400,500.000,500.000,141.218,0.018,渐进启摆,0
10.739,282.612,-1309.200,331.479,-1127.400,500.000,500.000,102.612,0.008,渐进启摆,0
10.759,294.983,1570.200,345.454,1717.800,-500.000,-500.000,114.983,0.013,渐进启摆,0
10.780,331.436,1003.200,22.302,792.600,-500.000,-500.000,151.436,0.006,渐进启摆,0
10.799,317.922,-1643.400,7.603,-1647.000,500.000,500.000,137.922,0.016,渐进启摆,0
10.819,282.195,-924.000,329.919,-1027.800,500.000,500.000,102.195,0.002,渐进启摆,0
10.839,293.269,1159.200,343.147,1649.400,-500.000,-500.000,113.269,0.006,渐进启摆,0
10.859,323.855,810.600,18.083,721.200,-500.000,-500.000,143.855,0.003,渐进启摆,0
10.879,312.517,-1139.400,3.274,-1481.400,500.000,500.000,132.517,0.007,渐进启摆,0
10.899,283.953,-767.400,327.832,-964.800,500.000,500.000,103.953,0.001,渐进启摆,0
10.919,294.368,1014.600,340.400,1566.000,-500.000,-500.000,114.368,0.004,渐进启摆,0
10.939,323.811,829.200,15.513,860.400,-500.000,-500.000,143.811,0.004,渐进启摆,0
10.959,310.122,-1396.200,0.901,-1515.600,500.000,500.000,130.122,0.011,渐进启摆,0
10.979,274.548,-965.400,324.250,-1064.400,500.000,500.000,94.548,0.002,渐进启摆,0
10.999,287.666,1595.400,338.005,1620.000,-500.000,-500.000,107.666,0.013,渐进启摆,0
11.019,324.712,1071.000,16.150,1115.400,-500.000,-500.000,144.712,0.006,渐进启摆,0
11.039,309.375,-1740.600,2.461,-1537.800,500.000,500.000,129.375,0.017,渐进启摆,0
11.059,268.506,-1182.000,325.811,-1074.600,500.000,500.000,88.506,0.005,渐进启摆,0
11.079,283.206,1746.000,341.104,1704.000,-500.000,-500.000,103.206,0.016,渐进启摆,0
11.099,323.042,1395.600,19.644,1080.000,-500.000,-500.000,143.042,0.011,渐进启摆,0
11.119,309.331,-1500.000,4.241,-1561.800,500.000,500.000,129.331,0.013,渐进启摆,0
11.139,272.021,-1083.000,328.667,-756.000,500.000,500.000,92.021,0.003,渐进启摆,0
11.159,288.018,1654.200,346.311,1648.800,-500.000,-500.000,108.018,0.014,渐进启摆,0
11.180,325.525,1033.800,23.994,866.400,-500.000,-500.000,145.525,0.006,渐进启摆,0
11.200,308.562,-1626.000,6.460,-1557.000,500.000,500.000,128.562,0.015,渐进启摆,0
11.220,272.988,-1074.600,330.535,-898.800,500.000,500.000,92.988,0.003,渐进启摆,0
11.240,289.094,1608.000,349.453,1522.200,-500.000,-500.000,109.094,0.013,渐进启摆,0
11.260,322.998,914.400,24.104,1003.800,-500.000,-500.000,142.998,0.004,渐进启摆,0
11.279,304.739,-1659.000,7.603,-1542.000,500.000,500.000,124.739,0.015,渐进启摆,0
11.299,270.967,-759.000,332.205,-853.200,500.000,500.000,90.967,-0.000,渐进启摆,0
11.319,291.204,1594.800,352.288,1661.400,-500.000,-500.000,111.204,0.013,渐进启摆,0
11.340,325.920,955.800,26.038,768.600,-500.000,-500.000,145.920,0.005,渐进启摆,0
11.360,307.881,-1694.400,7.690,-1661.400,500.000,500.000,127.881,0.016,渐进启摆,0
