时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),电机1(RPM),电机2(RPM),倒立误差(°),系统能量(J),是否平衡,控制模式
5.740,290.566,88.200,178.220,-55.800,-264.000,336.000,110.566,-0.003,0,能量启摆
5.760,282.063,-835.200,189.426,1001.400,-264.000,336.000,102.063,0.001,0,能量启摆
5.780,259.189,-1353.000,217.881,1659.600,192.000,-240.000,79.189,0.007,0,能量启摆
5.800,236.052,-459.000,247.961,650.400,192.000,-240.000,56.052,-0.005,0,能量启摆
5.820,238.008,430.200,245.061,-502.200,192.000,-240.000,58.008,-0.005,0,能量启摆
5.840,251.213,790.200,228.977,-1135.200,192.000,-240.000,71.213,-0.002,0,能量启摆
5.859,270.066,1064.400,205.708,-1229.400,-264.000,336.000,90.066,0.003,0,能量启摆
5.880,285.688,109.200,186.460,-51.000,-264.000,336.000,105.688,-0.003,0,能量启摆
5.899,276.812,-919.200,198.018,1150.200,-264.000,336.000,96.812,0.002,0,能量启摆
5.920,253.674,-1297.200,226.912,1707.600,192.000,-240.000,73.674,0.005,0,能量启摆
5.940,230.889,-450.000,256.641,669.000,192.000,-240.000,50.889,-0.005,0,能量启摆
5.960,231.372,343.200,254.707,-425.400,192.000,-240.000,51.372,-0.006,0,能量启摆
5.979,245.610,904.200,237.458,-1042.800,192.000,-240.000,65.610,-0.001,0,能量启摆
6.000,265.100,1005.600,213.245,-1375.800,192.000,-240.000,85.100,0.002,0,能量启摆
6.020,286.655,1074.600,186.724,-1409.400,-264.000,336.000,106.655,0.004,0,能量启摆
6.040,303.970,76.200,165.388,-182.400,-264.000,336.000,123.970,-0.002,0,能量启摆
6.060,295.906,-765.600,175.781,1036.800,-264.000,336.000,115.906,0.001,0,能量启摆
6.080,273.428,-1336.800,204.478,1665.600,-264.000,336.000,93.428,0.007,0,能量启摆
6.100,245.479,-1438.800,240.205,1877.400,192.000,-240.000,65.479,0.007,0,能量启摆
6.120,220.803,-404.400,273.845,835.800,192.000,-240.000,40.803,-0.006,0,能量启摆
6.140,222.429,429.000,273.164,-430.800,192.000,-240.000,42.429,-0.006,0,能量启摆
6.160,235.327,791.400,256.707,-1058.400,192.000,-240.000,55.327,-0.003,0,能量启摆
6.180,254.312,989.400,232.822,-1276.800,192.000,-240.000,74.312,0.001,0,能量启摆
6.200,275.779,1138.800,205.928,-1342.800,-264.000,336.000,95.779,0.004,0,能量启摆
6.220,293.049,85.200,184.087,-174.000,-264.000,336.000,113.049,-0.002,0,能量启摆
6.240,284.941,-807.600,193.381,969.000,-264.000,336.000,104.941,0.001,0,能量启摆
6.260,262.507,-1263.000,221.726,1571.400,192.000,-240.000,82.507,0.005,0,能量启摆
6.280,239.700,-366.600,251.345,558.000,192.000,-240.000,59.700,-0.005,0,能量启摆
6.300,242.820,448.800,248.511,-577.800,192.000,-240.000,62.820,-0.005,0,能量启摆
6.320,255.850,890.400,232.097,-1060.800,192.000,-240.000,75.850,-0.000,0,能量启摆
6.340,275.186,1066.800,208.499,-1260.000,-264.000,336.000,95.186,0.003,0,能量启摆
6.360,292.061,172.800,188.811,-16.800,-264.000,336.000,112.061,-0.002,0,能量启摆
6.380,284.260,-788.400,199.995,1062.600,-264.000,336.000,104.260,0.001,0,能量启摆
6.400,261.584,-1341.000,228.252,1700.400,192.000,-240.000,81.584,0.007,0,能量启摆
6.420,238.535,-356.400,257.102,547.200,192.000,-240.000,58.535,-0.005,0,能量启摆
6.439,241.172,460.200,255.015,-427.800,192.000,-240.000,61.172,-0.005,0,能量启摆
6.459,253.960,810.000,237.788,-1039.800,192.000,-240.000,73.960,-0.001,0,能量启摆
6.480,273.186,1074.000,213.333,-1282.800,-264.000,336.000,93.186,0.003,0,能量启摆
6.500,289.534,70.200,192.832,-38.400,-264.000,336.000,109.534,-0.003,0,能量启摆
6.520,281.250,-802.200,203.511,979.200,-264.000,336.000,101.250,0.001,0,能量启摆
6.540,258.530,-1330.800,231.152,1687.800,192.000,-240.000,78.530,0.006,0,能量启摆
6.560,236.052,-355.800,260.859,658.800,192.000,-240.000,56.052,-0.006,0,能量启摆
6.580,238.557,473.400,258.794,-475.200,192.000,-240.000,58.557,-0.005,0,能量启摆
6.599,251.917,798.000,241.941,-1113.000,192.000,-240.000,71.917,-0.001,0,能量启摆
6.620,270.945,1041.600,218.079,-1262.400,-264.000,336.000,90.945,0.003,0,能量启摆
6.640,286.985,80.400,197.512,-187.200,-264.000,336.000,106.985,-0.003,0,能量启摆
6.660,278.569,-844.800,207.554,1068.000,-264.000,336.000,98.569,0.001,0,能量启摆
6.680,255.586,-1354.200,236.909,1638.000,192.000,-240.000,75.586,0.006,0,能量启摆
6.699,233.613,-401.400,267.297,579.600,192.000,-240.000,53.613,-0.006,0,能量启摆
6.720,235.547,425.400,264.880,-567.000,192.000,-240.000,55.547,-0.005,0,能量启摆
6.740,249.500,770.400,248.730,-1005.600,192.000,-240.000,69.500,-0.002,0,能量启摆
6.760,268.616,1041.600,225.022,-1270.800,192.000,-240.000,88.616,0.003,0,能量启摆
6.779,290.039,1149.000,198.787,-1388.400,-264.000,336.000,110.039,0.006,0,能量启摆
6.799,306.650,109.200,178.308,40.200,-264.000,336.000,126.650,-0.002,0,能量启摆
6.820,298.564,-791.400,189.514,1038.000,-264.000,336.000,118.564,0.002,0,能量启摆
6.840,276.240,-1385.400,217.881,1639.800,-264.000,336.000,96.240,0.008,0,能量启摆
6.860,248.335,-1411.800,253.718,1900.200,192.000,-240.000,68.335,0.007,0,能量启摆
6.880,224.055,-445.200,286.479,667.800,192.000,-240.000,44.055,-0.006,0,能量启摆
6.900,226.670,429.000,285.952,-400.200,192.000,-240.000,46.670,-0.006,0,能量启摆
6.920,238.074,831.000,269.517,-1048.800,192.000,-240.000,58.074,-0.002,0,能量启摆
6.939,257.168,1082.400,245.391,-1355.400,192.000,-240.000,77.168,0.002,0,能量启摆
6.960,278.767,1104.000,218.452,-1335.600,-264.000,336.000,98.767,0.004,0,能量启摆
6.980,295.269,56.400,196.370,-187.200,-264.000,336.000,115.269,-0.002,0,能量启摆
7.000,286.501,-809.400,206.389,1005.000,-264.000,336.000,106.501,0.001,0,能量启摆
7.020,264.858,-1226.400,234.910,1689.000,192.000,-240.000,84.858,0.005,0,能量启摆
7.040,241.721,-463.200,264.595,497.400,192.000,-240.000,61.721,-0.005,0,能量启摆
7.060,243.962,379.200,261.079,-508.200,192.000,-240.000,63.962,-0.005,0,能量启摆
7.079,256.201,864.000,244.578,-1104.600,192.000,-240.000,76.201,-0.000,0,能量启摆
7.100,275.581,1067.400,220.693,-1225.200,-264.000,336.000,95.581,0.003,0,能量启摆
7.120,292.192,111.000,200.962,-17.400,-264.000,336.000,112.192,-0.002,0,能量启摆
7.140,284.194,-800.400,212.344,1107.000,-264.000,336.000,104.194,0.001,0,能量启摆
7.159,261.738,-1290.000,241.743,1639.800,192.000,-240.000,81.738,0.006,0,能量启摆
7.179,239.041,-375.000,271.890,646.200,192.000,-240.000,59.041,-0.005,0,能量启摆
7.200,242.095,463.800,270.527,-400.800,192.000,-240.000,62.095,-0.005,0,能量启摆
7.220,254.707,847.200,253.015,-1073.400,192.000,-240.000,74.707,-0.001,0,能量启摆
7.240,274.131,1077.600,227.505,-1387.200,-264.000,336.000,94.131,0.003,0,能量启摆
7.260,290.918,181.200,206.785,-26.400,-264.000,336.000,110.918,-0.002,0,能量启摆
7.279,283.250,-789.600,217.925,841.200,-264.000,336.000,103.250,0.001,0,能量启摆
7.300,260.837,-1334.400,245.369,1696.800,192.000,-240.000,80.837,0.006,0,能量启摆
7.319,238.777,-348.000,274.768,510.600,192.000,-240.000,58.777,-0.005,0,能量启摆
7.340,242.205,498.600,272.000,-442.800,192.000,-240.000,62.205,-0.004,0,能量启摆
7.359,255.059,847.200,254.531,-1054.200,192.000,-240.000,75.059,-0.001,0,能量启摆
7.380,274.460,1071.600,229.351,-1387.800,-264.000,336.000,94.460,0.003,0,能量启摆
7.400,291.050,94.800,208.499,-10.200,-264.000,336.000,111.050,-0.003,0,能量启摆
7.419,282.942,-823.200,219.880,913.800,-264.000,336.000,102.942,0.001,0,能量启摆
7.440,260.244,-1310.400,248.643,1746.600,192.000,-240.000,80.244,0.006,0,能量启摆
7.459,237.524,-348.600,278.350,622.800,192.000,-240.000,57.524,-0.006,0,能量启摆
7.479,240.469,495.000,276.064,-421.200,192.000,-240.000,60.469,-0.005,0,能量启摆
7.500,253.477,832.200,258.750,-1153.200,192.000,-240.000,73.477,-0.001,0,能量启摆
7.520,272.615,1020.600,233.965,-1322.400,-264.000,336.000,92.615,0.003,0,能量启摆
7.540,288.677,61.800,213.267,-170.400,-264.000,336.000,108.677,-0.003,0,能量启摆
7.559,280.042,-821.400,224.341,1021.200,-264.000,336.000,100.042,0.001,0,能量启摆
7.580,256.926,-1356.600,254.333,1684.800,192.000,-240.000,76.926,0.006,0,能量启摆
7.599,234.976,-376.200,284.854,569.400,192.000,-240.000,54.976,-0.006,0,能量启摆
7.620,237.458,483.000,283.250,-433.200,192.000,-240.000,57.458,-0.005,0,能量启摆
7.640,251.301,816.600,266.111,-1092.000,192.000,-240.000,71.301,-0.001,0,能量启摆
7.660,270.527,1055.400,241.282,-1357.200,-264.000,336.000,90.527,0.003,0,能量启摆
7.680,287.227,159.000,221.089,-50.400,-264.000,336.000,107.227,-0.003,0,能量启摆
7.700,279.207,-828.600,233.394,957.000,-264.000,336.000,99.207,0.001,0,能量启摆
7.720,256.333,-1291.200,261.453,1788.600,192.000,-240.000,76.333,0.005,0,能量启摆
7.740,233.613,-404.400,291.951,592.800,192.000,-240.000,53.613,-0.006,0,能量启摆
7.760,235.239,426.000,289.951,-426.600,192.000,-240.000,55.239,-0.005,0,能量启摆
7.780,249.280,774.000,274.065,-1107.000,192.000,-240.000,69.280,-0.002,0,能量启摆
7.800,268.528,997.800,249.390,-1355.400,192.000,-240.000,88.528,0.002,0,能量启摆
7.821,290.193,1156.800,221.309,-1330.800,-264.000,336.000,110.193,0.006,0,能量启摆
7.840,307.200,88.800,199.226,-176.400,-264.000,336.000,127.200,-0.002,0,能量启摆
7.859,299.158,-745.800,209.685,1009.800,-264.000,336.000,119.158,0.001,0,能量启摆
7.879,276.812,-1346.400,237.700,1639.200,-264.000,336.000,96.812,0.008,0,能量启摆
7.899,248.621,-1480.200,274.526,1900.200,192.000,-240.000,68.621,0.008,0,能量启摆
7.919,223.682,-396.000,306.519,541.800,192.000,-240.000,43.682,-0.006,0,能量启摆
7.940,226.033,426.600,303.750,-432.000,192.000,-240.000,46.033,-0.006,0,能量启摆
7.959,237.964,813.600,288.171,-1067.400,192.000,-240.000,57.964,-0.002,0,能量启摆
7.979,257.366,1084.800,263.496,-1371.000,192.000,-240.000,77.366,0.002,0,能量启摆
8.000,278.965,1123.200,235.811,-1379.400,-264.000,336.000,98.965,0.004,0,能量启摆
8.020,294.543,-43.200,214.717,-62.400,-264.000,336.000,114.543,-0.002,0,能量启摆
8.040,287.556,-637.200,224.890,1054.800,-264.000,336.000,107.556,-0.000,0,能量启摆
8.060,267.583,-1222.800,254.092,1675.800,192.000,-240.000,87.583,0.005,0,能量启摆
8.080,245.457,-482.400,283.865,519.600,192.000,-240.000,65.457,-0.004,0,能量启摆
8.100,245.874,261.600,282.151,-393.600,192.000,-240.000,65.874,-0.005,0,能量启摆
8.120,257.432,923.400,266.594,-993.600,192.000,-240.000,77.432,0.000,0,能量启摆
8.140,276.702,1037.400,242.490,-1353.000,-264.000,336.000,96.702,0.003,0,能量启摆
8.160,293.005,89.400,222.451,-69.600,-264.000,336.000,113.005,-0.002,0,能量启摆
8.180,285.073,-796.200,233.547,991.200,-264.000,336.000,105.073,0.001,0,能量启摆
8.200,262.727,-1315.200,261.716,1643.400,192.000,-240.000,82.727,0.006,0,能量启摆
8.220,239.238,-469.800,291.489,619.200,192.000,-240.000,59.238,-0.005,0,能量启摆
8.240,241.699,421.200,290.171,-371.400,192.000,-240.000,61.699,-0.005,0,能量启摆
8.260,254.048,817.200,274.856,-1078.200,192.000,-240.000,74.048,-0.001,0,能量启摆
8.280,273.340,1068.000,250.796,-1217.400,-264.000,336.000,93.340,0.003,0,能量启摆
8.300,290.127,195.000,229.395,-205.800,-264.000,336.000,110.127,-0.002,0,能量启摆
8.320,281.733,-805.800,238.689,1006.800,-264.000,336.000,101.733,0.001,0,能量启摆
8.340,259.255,-1284.000,267.341,1686.600,192.000,-240.000,79.255,0.005,0,能量启摆
8.360,236.536,-404.400,296.982,567.600,192.000,-240.000,56.536,-0.005,0,能量启摆
8.380,239.348,438.000,294.324,-416.400,192.000,-240.000,59.348,-0.005,0,能量启摆
8.400,252.136,781.800,279.163,-1035.600,192.000,-240.000,72.136,-0.002,0,能量启摆
8.420,271.121,1018.800,255.300,-1266.600,-264.000,336.000,91.121,0.002,0,能量启摆
8.440,287.556,116.400,234.009,-214.200,-264.000,336.000,107.556,-0.003,0,能量启摆
8.460,278.789,-849.000,243.896,986.400,-264.000,336.000,98.789,0.001,0,能量启摆
8.480,256.223,-1325.400,271.011,1519.200,192.000,-240.000,76.223,0.006,0,能量启摆
8.500,232.844,-564.600,300.410,662.400,192.000,-240.000,52.844,-0.005,0,能量启摆
8.520,233.767,335.400,298.960,-366.600,192.000,-240.000,53.767,-0.006,0,能量启摆
8.540,247.456,796.800,283.843,-956.400,192.000,-240.000,67.456,-0.002,0,能量启摆
8.559,266.375,997.200,260.310,-1279.800,192.000,-240.000,86.375,0.002,0,能量启摆
8.580,287.754,1103.400,233.459,-1354.200,-264.000,336.000,107.754,0.005,0,能量启摆
8.599,304.915,157.200,210.740,-227.400,-264.000,336.000,124.915,-0.002,0,能量启摆
8.619,296.125,-789.000,220.474,894.000,-264.000,336.000,116.125,0.002,0,能量启摆
8.640,273.757,-1335.000,248.115,1713.600,-264.000,336.000,93.757,0.007,0,能量启摆
8.659,246.028,-1451.400,283.535,1870.800,192.000,-240.000,66.028,0.007,0,能量启摆
8.679,221.375,-488.400,316.362,783.000,192.000,-240.000,41.375,-0.006,0,能量启摆
8.699,223.923,437.400,315.308,-372.000,192.000,-240.000,43.923,-0.006,0,能量启摆
8.719,236.294,782.400,300.146,-991.200,192.000,-240.000,56.294,-0.003,0,能量启摆
8.740,255.322,1027.200,276.768,-1324.800,192.000,-240.000,75.322,0.001,0,能量启摆
8.759,276.855,1134.600,249.895,-1336.800,-264.000,336.000,96.855,0.004,0,能量启摆
8.780,293.884,134.400,227.219,-251.400,-264.000,336.000,113.884,-0.002,0,能量启摆
8.800,284.897,-795.000,237.502,919.800,-264.000,336.000,104.897,0.001,0,能量启摆
8.819,262.815,-1260.600,265.518,1668.000,192.000,-240.000,82.815,0.005,0,能量启摆
8.839,240.425,-445.800,294.785,615.600,192.000,-240.000,60.425,-0.005,0,能量启摆
8.859,244.050,427.200,292.324,-420.000,192.000,-240.000,64.050,-0.005,0,能量启摆
8.880,256.465,907.200,276.306,-1075.200,192.000,-240.000,76.465,0.000,0,能量启摆
8.901,275.955,1024.800,251.895,-1254.600,-264.000,336.000,95.955,0.003,0,能量启摆
8.921,292.720,175.200,229.197,-445.800,-264.000,336.000,112.720,-0.002,0,能量启摆
8.941,284.348,-760.800,238.271,954.000,-264.000,336.000,104.348,0.001,0,能量启摆
8.960,262.573,-1279.800,265.847,1637.400,192.000,-240.000,82.573,0.006,0,能量启摆
8.979,239.744,-468.000,295.488,733.800,192.000,-240.000,59.744,-0.005,0,能量启摆
9.000,242.754,421.200,293.159,-416.400,192.000,-240.000,62.754,-0.005,0,能量启摆
9.019,254.312,799.200,277.756,-1078.800,192.000,-240.000,74.312,-0.001,0,能量启摆
9.040,273.494,1041.000,253.938,-1257.000,-264.000,336.000,93.494,0.003,0,能量启摆
9.059,289.907,174.000,232.976,-298.800,-264.000,336.000,109.907,-0.003,0,能量启摆
9.080,281.536,-789.000,243.391,998.400,-264.000,336.000,101.536,0.001,0,能量启摆
9.100,259.673,-1246.200,271.274,1591.800,192.000,-240.000,79.673,0.005,0,能量启摆
9.119,237.480,-443.400,301.465,724.800,192.000,-240.000,57.480,-0.005,0,能量启摆
9.140,240.557,411.600,300.454,-345.600,192.000,-240.000,60.557,-0.005,0,能量启摆
9.160,252.642,808.200,285.161,-1005.600,192.000,-240.000,72.642,-0.001,0,能量启摆
9.180,271.692,1057.200,261.431,-1340.400,-264.000,336.000,91.692,0.003,0,能量启摆
9.200,288.875,264.000,240.007,-226.200,-264.000,336.000,108.875,-0.002,0,能量启摆
9.220,280.481,-759.000,250.928,906.000,-264.000,336.000,100.481,0.000,0,能量启摆
9.240,258.574,-1265.400,278.108,1651.800,192.000,-240.000,78.574,0.005,0,能量启摆
9.260,235.657,-462.000,308.386,701.400,192.000,-240.000,55.657,-0.005,0,能量启摆
9.280,238.250,435.000,307.354,-322.200,192.000,-240.000,58.250,-0.005,0,能量启摆
9.300,250.862,735.600,292.500,-1017.600,192.000,-240.000,70.862,-0.002,0,能量启摆
9.320,269.648,984.600,268.748,-1294.800,192.000,-240.000,89.648,0.002,0,能量启摆
9.340,291.116,1134.000,241.436,-1440.000,-264.000,336.000,111.116,0.005,0,能量启摆
9.360,309.045,226.200,218.013,-334.200,-264.000,336.000,129.045,-0.001,0,能量启摆
9.380,300.630,-784.800,228.406,1054.200,-264.000,336.000,120.630,0.002,0,能量启摆
9.400,278.789,-1251.000,255.981,1582.800,-264.000,336.000,98.789,0.006,0,能量启摆
9.420,250.686,-1426.200,291.423,1860.000,192.000,-240.000,70.686,0.007,0,能量启摆
9.440,225.000,-591.000,324.207,731.400,192.000,-240.000,45.000,-0.005,0,能量启摆
9.460,227.900,384.600,321.526,-516.000,192.000,-240.000,47.900,-0.006,0,能量启摆
9.480,239.304,820.200,305.530,-1015.800,192.000,-240.000,59.304,-0.002,0,能量启摆
9.500,258.574,1089.000,281.624,-1269.600,192.000,-240.000,78.574,0.002,0,能量启摆
9.520,280.063,1090.800,254.312,-1381.800,-264.000,336.000,100.063,0.004,0,能量启摆
9.540,297.664,164.400,230.911,-383.400,-264.000,336.000,117.664,-0.002,0,能量启摆
9.560,288.918,-726.000,241.172,1104.600,-264.000,336.000,108.918,0.001,0,能量启摆
9.580,267.539,-1264.800,270.176,1648.200,192.000,-240.000,87.539,0.006,0,能量启摆
9.600,244.556,-577.200,300.498,719.400,192.000,-240.000,64.556,-0.004,0,能量启摆
9.620,246.248,327.000,298.103,-450.600,192.000,-240.000,66.248,-0.005,0,能量启摆
9.640,259.475,937.800,282.261,-1034.400,192.000,-240.000,79.475,0.001,0,能量启摆
9.660,279.163,1081.800,258.201,-1333.800,-264.000,336.000,99.163,0.004,0,能量启摆
9.680,295.884,141.000,236.909,-250.200,-264.000,336.000,115.884,-0.002,0,能量启摆
9.700,286.260,-794.400,248.796,1013.400,-264.000,336.000,106.260,0.001,0,能量启摆
9.720,264.617,-1215.000,276.064,1651.200,192.000,-240.000,84.617,0.005,0,能量启摆
9.740,240.996,-640.800,306.497,780.000,192.000,-240.000,60.996,-0.004,0,能量启摆
9.760,243.655,340.800,304.629,-418.200,192.000,-240.000,63.655,-0.005,0,能量启摆
9.780,255.081,839.400,289.578,-1030.200,192.000,-240.000,75.081,-0.001,0,能量启摆
9.800,274.307,1048.800,266.177,-1210.800,-264.000,336.000,94.307,0.003,0,能量启摆
9.820,291.643,205.200,244.116,-297.600,-264.000,336.000,111.643,-0.002,0,能量启摆
9.840,283.667,-742.800,254.377,972.000,-264.000,336.000,103.667,0.000,0,能量启摆
9.860,262.002,-1288.800,282.349,1645.200,192.000,-240.000,82.002,0.006,0,能量启摆
9.880,238.843,-472.800,312.209,745.800,192.000,-240.000,58.843,-0.005,0,能量启摆
9.900,241.655,369.600,309.968,-376.800,192.000,-240.000,61.655,-0.005,0,能量启摆
9.920,252.708,751.200,294.434,-998.400,192.000,-240.000,72.708,-0.002,0,能量启摆
9.940,271.560,1064.400,270.593,-1305.600,-264.000,336.000,91.560,0.003,0,能量启摆
9.960,288.325,187.200,248.159,-342.000,-264.000,336.000,108.325,-0.003,0,能量启摆
9.980,280.745,-711.600,257.476,985.200,-264.000,336.000,100.745,-0.000,0,能量启摆
10.000,259.453,-1264.800,285.469,1578.600,192.000,-240.000,79.453,0.005,0,能量启摆
10.020,237.107,-460.200,315.549,703.200,192.000,-240.000,57.107,-0.005,0,能量启摆
10.040,239.634,335.400,313.813,-354.600,192.000,-240.000,59.634,-0.005,0,能量启摆
10.060,250.774,712.200,299.224,-960.600,192.000,-240.000,70.774,-0.002,0,能量启摆
10.080,269.385,990.000,276.042,-1305.000,192.000,-240.000,89.385,0.002,0,能量启摆
10.100,290.720,1111.200,249.214,-1385.400,-264.000,336.000,110.720,0.005,0,能量启摆
10.120,308.320,229.200,226.011,-279.600,-264.000,336.000,128.320,-0.001,0,能量启摆
10.140,300.916,-743.400,235.173,810.600,-264.000,336.000,120.916,0.001,0,能量启摆
10.160,279.712,-1227.600,261.716,1716.600,-264.000,336.000,99.712,0.006,0,能量启摆
10.180,251.895,-1426.200,296.785,1896.000,192.000,-240.000,71.895,0.007,0,能量启摆
10.200,227.065,-621.600,329.150,820.200,192.000,-240.000,47.065,-0.005,0,能量启摆
10.220,228.230,224.400,329.041,-173.400,192.000,-240.000,48.230,-0.007,0,能量启摆
10.240,238.184,821.400,317.109,-968.400,192.000,-240.000,58.184,-0.002,0,能量启摆
10.260,257.498,1110.600,294.082,-1284.600,192.000,-240.000,77.498,0.003,0,能量启摆
10.280,279.272,1141.800,266.946,-1384.800,-264.000,336.000,99.272,0.005,0,能量启摆
10.300,297.488,265.800,243.853,-341.400,-264.000,336.000,117.488,-0.002,0,能量启摆
10.320,290.962,-625.800,251.982,735.600,-264.000,336.000,110.962,-0.000,0,能量启摆
10.340,271.714,-1224.600,278.240,1623.000,-264.000,336.000,91.714,0.005,0,能量启摆
10.361,244.863,-1405.200,313.616,1903.800,192.000,-240.000,64.863,0.007,0,能量启摆
10.381,219.924,-602.400,346.487,799.200,192.000,-240.000,39.924,-0.005,0,能量启摆
10.400,219.924,115.800,346.641,-158.400,192.000,-240.000,39.924,-0.007,0,能量启摆
10.420,228.823,675.600,336.841,-868.200,192.000,-240.000,48.823,-0.004,0,能量启摆
10.440,245.522,1036.800,314.626,-1273.800,192.000,-240.000,65.522,0.001,0,能量启摆
10.460,266.440,1055.400,288.040,-1396.200,192.000,-240.000,86.440,0.003,0,能量启摆
10.480,288.633,1118.400,259.717,-1429.800,-264.000,336.000,108.633,0.005,0,能量启摆
10.500,306.431,190.200,236.865,-252.600,-264.000,336.000,126.431,-0.001,0,能量启摆
10.520,301.772,-511.200,244.006,726.600,-264.000,336.000,121.772,-0.000,0,能量启摆
10.540,284.172,-1161.000,268.396,1535.400,-264.000,336.000,104.172,0.005,0,能量启摆
10.560,258.113,-1430.400,302.388,1840.800,192.000,-240.000,78.113,0.008,0,能量启摆
10.579,234.382,-445.200,334.358,813.600,192.000,-240.000,54.382,-0.005,0,能量启摆
10.600,234.514,75.600,334.358,-137.400,192.000,-240.000,54.514,-0.006,0,能量启摆
10.619,240.315,535.200,325.459,-757.800,192.000,-240.000,60.315,-0.004,0,能量启摆
10.639,255.872,979.200,303.860,-1297.200,192.000,-240.000,75.872,0.001,0,能量启摆
10.659,276.833,1060.800,277.317,-1405.800,-264.000,336.000,96.833,0.003,0,能量启摆
10.679,294.148,165.000,255.542,-176.400,-264.000,336.000,114.148,-0.002,0,能量启摆
10.699,289.995,-398.400,261.189,516.600,-264.000,336.000,109.995,-0.002,0,能量启摆
10.720,274.065,-1116.000,282.766,1458.600,-264.000,336.000,94.065,0.004,0,能量启摆
10.740,249.697,-1263.000,316.362,1765.200,192.000,-240.000,69.697,0.004,0,能量启摆
10.760,227.988,-421.200,347.124,729.000,192.000,-240.000,47.988,-0.006,0,能量启摆
10.780,227.966,42.600,346.904,-81.600,192.000,-240.000,47.966,-0.007,0,能量启摆
10.800,229.724,134.400,342.949,-344.400,192.000,-240.000,49.724,-0.007,0,能量启摆
10.819,238.118,699.600,326.953,-1150.200,192.000,-240.000,58.118,-0.003,0,能量启摆
10.839,257.937,1188.000,300.674,-1398.600,192.000,-240.000,77.937,0.004,0,能量启摆
10.860,282.129,1167.600,272.373,-1478.400,-264.000,336.000,102.129,0.005,0,能量启摆
10.880,302.278,277.800,249.258,-249.600,-264.000,336.000,122.278,-0.001,0,能量启摆
10.900,299.751,-246.000,252.598,332.400,-264.000,336.000,119.751,-0.002,0,能量启摆
10.921,286.238,-1068.000,269.648,1264.800,-264.000,336.000,106.238,0.004,0,能量启摆
10.941,260.881,-1342.200,302.893,1748.400,192.000,-240.000,80.881,0.007,0,能量启摆
10.961,236.382,-532.800,335.325,810.000,192.000,-240.000,56.382,-0.005,0,能量启摆
10.981,236.294,57.600,335.632,-69.600,192.000,-240.000,56.294,-0.006,0,能量启摆
11.000,240.051,354.600,331.458,-362.400,192.000,-240.000,60.051,-0.005,0,能量启摆
11.020,250.796,717.000,317.109,-1082.400,192.000,-240.000,70.796,-0.002,0,能量启摆
11.040,269.539,1048.800,291.226,-1441.800,192.000,-240.000,89.539,0.003,0,能量启摆
11.060,291.687,1130.400,262.463,-1492.800,-264.000,336.000,111.687,0.005,0,能量启摆
11.080,309.287,213.000,239.414,-184.200,-264.000,336.000,129.287,-0.001,0,能量启摆
11.099,306.760,-202.200,243.369,346.200,-264.000,336.000,126.760,-0.001,0,能量启摆
11.120,295.291,-959.400,259.255,1350.000,-264.000,336.000,115.291,0.003,0,能量启摆
11.139,270.637,-1330.200,292.698,1860.000,-264.000,336.000,90.637,0.007,0,能量启摆
11.159,242.842,-1448.400,330.205,1890.600,192.000,-240.000,62.842,0.007,0,能量启摆
11.179,219.792,-446.400,3.450,847.800,192.000,-240.000,39.792,-0.006,0,能量启摆
11.200,219.595,52.200,3.560,-67.800,192.000,-240.000,39.595,-0.007,0,能量启摆
11.220,221.968,219.600,0.088,-285.000,192.000,-240.000,41.968,-0.007,0,能量启摆
11.240,230.559,532.800,347.542,-1127.400,192.000,-240.000,50.559,-0.005,0,能量启摆
11.259,246.621,1021.200,322.053,-1387.800,192.000,-240.000,66.621,0.001,0,能量启摆
11.280,268.308,1150.800,293.489,-1428.000,192.000,-240.000,88.308,0.004,0,能量启摆
11.300,291.577,1174.800,264.177,-1461.600,-264.000,336.000,111.577,0.006,0,能量启摆
11.321,309.968,155.400,241.040,-105.600,-264.000,336.000,129.968,-0.001,0,能量启摆
11.341,307.837,-169.200,244.358,262.800,-264.000,336.000,127.837,-0.001,0,能量启摆
11.361,299.993,-649.800,255.059,1029.000,-264.000,336.000,119.993,0.001,0,能量启摆
11.381,278.591,-1321.200,286.831,1808.400,-264.000,336.000,98.591,0.007,0,能量启摆
11.400,250.334,-1434.000,324.734,1965.600,192.000,-240.000,70.334,0.007,0,能量启摆
11.420,226.121,-517.200,357.803,789.000,192.000,-240.000,46.121,-0.005,0,能量启摆
11.440,225.791,58.200,358.220,-36.600,192.000,-240.000,45.791,-0.007,0,能量启摆
11.460,227.483,111.600,355.935,-232.200,192.000,-240.000,47.483,-0.007,0,能量启摆
11.480,232.910,448.200,347.695,-662.400,192.000,-240.000,52.910,-0.005,0,能量启摆
11.500,249.324,950.400,325.195,-1387.200,192.000,-240.000,69.324,0.000,0,能量启摆
11.519,271.450,1165.800,296.609,-1423.800,-264.000,336.000,91.450,0.005,0,能量启摆
11.540,290.193,208.200,274.197,30.000,-264.000,336.000,110.193,-0.002,0,能量启摆
11.559,287.864,-212.400,277.317,254.400,-264.000,336.000,107.864,-0.003,0,能量启摆
11.580,278.525,-826.800,286.919,912.000,-264.000,336.000,98.525,0.001,0,能量启摆
