时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°),策略,是否平衡
6.200,358.000,189.000,359.890,0.000,-180.000,-0.000,178.000,表3-1四状态,0
6.220,359.692,-171.000,359.890,-4.800,180.000,1.440,179.692,表3-1四状态,0
6.240,357.935,175.200,359.890,0.000,-180.000,-0.000,177.935,表3-1四状态,0
6.260,359.297,-147.000,359.890,0.000,180.000,-0.000,179.297,表3-1四状态,0
6.280,357.803,144.600,359.890,5.400,-180.000,-1.620,177.803,表3-1四状态,0
6.300,359.099,-107.400,359.890,0.000,180.000,-0.000,179.099,表3-1四状态,0
6.320,357.825,112.800,359.890,0.000,-180.000,-0.000,177.825,表3-1四状态,0
6.340,358.748,-106.200,359.890,0.000,180.000,-0.000,178.748,表3-1四状态,0
6.360,357.627,107.400,359.890,0.000,-180.000,-0.000,177.627,表3-1四状态,0
6.380,358.726,-112.800,359.890,0.000,180.000,-0.000,178.726,表3-1四状态,0
6.400,357.671,103.800,359.890,0.000,-180.000,-0.000,177.671,表3-1四状态,0
6.420,358.484,-100.800,359.890,0.000,180.000,-0.000,178.484,表3-1四状态,0
6.440,357.561,110.400,359.890,0.000,-180.000,-0.000,177.561,表3-1四状态,0
6.460,358.506,-97.200,359.890,0.000,180.000,-0.000,178.506,表3-1四状态,0
6.480,357.517,97.800,359.890,0.000,-180.000,-0.000,177.517,表3-1四状态,0
6.500,358.506,-106.200,359.890,0.000,180.000,-0.000,178.506,表3-1四状态,0
6.520,357.671,106.800,359.890,-5.400,-180.000,1.620,177.671,表3-1四状态,0
6.540,358.528,-114.000,359.890,-5.400,180.000,1.620,178.528,表3-1四状态,0
6.560,357.429,117.000,359.890,0.000,-180.000,-0.000,177.429,表3-1四状态,0
6.580,358.594,-129.000,359.890,-4.800,180.000,1.440,178.594,表3-1四状态,0
6.600,357.583,139.200,359.890,0.000,-180.000,-0.000,177.583,表3-1四状态,0
6.620,359.209,-118.800,359.890,0.000,180.000,-0.000,179.209,表3-1四状态,0
6.640,357.935,138.600,359.890,0.000,-180.000,-0.000,177.935,表3-1四状态,0
6.660,359.561,-114.600,359.890,0.000,180.000,-0.000,179.561,表3-1四状态,0
6.680,358.088,121.200,359.890,0.000,-180.000,-0.000,178.088,表3-1四状态,0
6.700,359.253,-114.000,359.890,0.000,180.000,-0.000,179.253,表3-1四状态,0
6.720,357.759,128.400,359.890,0.000,-180.000,-0.000,177.759,表3-1四状态,0
6.740,359.209,-125.400,359.890,0.000,180.000,-0.000,179.209,表3-1四状态,0
6.760,357.715,117.000,359.890,0.000,-180.000,-0.000,177.715,表3-1四状态,0
6.780,359.275,-117.000,359.890,0.000,180.000,-0.000,179.275,表3-1四状态,0
6.800,358.022,112.800,359.890,0.000,-180.000,-0.000,178.022,表3-1四状态,0
6.820,359.517,-93.000,359.890,0.000,180.000,-0.000,179.517,表3-1四状态,0
6.840,358.132,111.000,359.890,0.000,-180.000,-0.000,178.132,表3-1四状态,0
6.860,359.561,-100.800,359.890,0.000,180.000,-0.000,179.561,表3-1四状态,0
6.880,358.044,129.000,359.890,0.000,-180.000,-0.000,178.044,表3-1四状态,0
6.900,359.297,-105.000,359.890,0.000,180.000,-0.000,179.297,表3-1四状态,0
6.920,357.693,129.600,359.890,0.000,-180.000,-0.000,177.693,表3-1四状态,0
6.940,359.297,-126.600,359.890,0.000,180.000,-0.000,179.297,表3-1四状态,0
6.960,357.957,153.600,359.890,5.400,-180.000,-1.620,177.957,表3-1四状态,0
6.980,359.517,-153.000,359.890,0.000,180.000,-0.000,179.517,表3-1四状态,0
7.000,357.847,168.000,359.890,0.000,-180.000,-0.000,177.847,表3-1四状态,0
7.020,359.780,-174.000,359.890,0.000,180.000,-0.000,179.780,表3-1四状态,0
7.040,357.561,174.600,359.890,0.000,-180.000,-0.000,177.561,表3-1四状态,0
7.060,359.429,-195.600,359.890,0.000,180.000,-0.000,179.429,表3-1四状态,0
7.080,357.231,177.000,359.890,0.000,-180.000,-0.000,177.231,表3-1四状态,0
7.100,359.451,-202.800,359.890,0.000,180.000,-0.000,179.451,表3-1四状态,0
7.120,357.231,175.200,359.890,0.000,-180.000,-0.000,177.231,表3-1四状态,0
7.140,359.495,-198.600,359.890,0.000,180.000,-0.000,179.495,表3-1四状态,0
7.160,357.671,177.600,359.890,0.000,-180.000,-0.000,177.671,表3-1四状态,0
7.180,359.758,-211.800,359.890,0.000,180.000,-0.000,179.758,表3-1四状态,0
7.200,357.649,187.200,359.890,0.000,-180.000,-0.000,177.649,表3-1四状态,0
7.220,359.824,-203.400,359.890,0.000,180.000,-0.000,179.824,表3-1四状态,0
7.240,358.044,195.600,359.890,0.000,-180.000,-0.000,178.044,表3-1四状态,0
7.260,0.132,-193.200,359.890,0.000,180.000,-0.000,179.868,表3-1四状态,0
7.280,357.957,220.800,359.868,-5.400,-180.000,1.620,177.957,表3-1四状态,0
7.300,0.374,-208.200,359.890,0.000,180.000,-0.000,179.626,表3-1四状态,0
7.320,357.803,201.000,359.890,0.000,-180.000,-0.000,177.803,表3-1四状态,0
7.340,359.912,-220.200,359.890,0.000,180.000,-0.000,179.912,表3-1四状态,0
7.360,357.495,222.600,359.890,0.000,-180.000,-0.000,177.495,表3-1四状态,0
7.380,359.934,-218.400,359.890,0.000,180.000,-0.000,179.934,表3-1四状态,0
7.400,357.407,206.400,359.868,0.000,-180.000,-0.000,177.407,表3-1四状态,0
7.420,359.495,-215.400,359.868,0.000,180.000,-0.000,179.495,表3-1四状态,0
7.440,357.078,213.000,359.868,0.000,-180.000,-0.000,177.078,表3-1四状态,0
7.460,359.539,-213.000,359.868,0.000,180.000,-0.000,179.539,表3-1四状态,0
7.480,357.012,205.800,359.868,0.000,-180.000,-0.000,177.012,表3-1四状态,0
7.500,359.121,-210.000,359.868,0.000,180.000,-0.000,179.121,表3-1四状态,0
7.520,356.660,200.400,359.868,0.000,-180.000,-0.000,176.660,表3-1四状态,0
7.540,359.187,-219.600,359.868,0.000,180.000,-0.000,179.187,表3-1四状态,0
7.560,356.572,205.200,359.868,0.000,-180.000,-0.000,176.572,表3-1四状态,0
7.580,359.275,-213.000,359.890,0.000,180.000,-0.000,179.275,表3-1四状态,0
7.600,357.122,192.000,359.890,0.000,-180.000,-0.000,177.122,表3-1四状态,0
7.620,359.539,-231.000,359.890,0.000,180.000,-0.000,179.539,表3-1四状态,0
7.640,357.078,208.200,359.868,0.000,-180.000,-0.000,177.078,表3-1四状态,0
7.660,359.626,-217.200,359.890,0.000,180.000,-0.000,179.626,表3-1四状态,0
7.680,357.561,214.200,359.890,0.000,-180.000,-0.000,177.561,表3-1四状态,0
7.700,359.890,-229.800,359.890,0.000,180.000,-0.000,179.890,表3-1四状态,0
7.720,357.539,219.600,359.890,0.000,-180.000,-0.000,177.539,表3-1四状态,0
7.740,359.978,-215.400,359.890,0.000,180.000,-0.000,179.978,表3-1四状态,0
7.760,357.429,223.200,359.890,0.000,-180.000,-0.000,177.429,表3-1四状态,0
7.780,359.517,-221.400,359.890,0.000,180.000,-0.000,179.517,表3-1四状态,0
7.800,357.122,198.000,359.890,0.000,-180.000,-0.000,177.122,表3-1四状态,0
7.820,359.583,-216.000,359.890,0.000,180.000,-0.000,179.583,表3-1四状态,0
7.840,357.034,208.200,359.890,0.000,-180.000,-0.000,177.034,表3-1四状态,0
7.860,359.165,-217.200,359.890,0.000,180.000,-0.000,179.165,表3-1四状态,0
7.880,356.704,201.600,359.890,5.400,-180.000,-1.620,176.704,表3-1四状态,0
7.900,359.209,-219.600,359.890,0.000,180.000,-0.000,179.209,表3-1四状态,0
7.920,356.616,211.200,359.890,0.000,-180.000,-0.000,176.616,表3-1四状态,0
7.940,359.275,-230.400,359.890,0.000,180.000,-0.000,179.275,表3-1四状态,0
7.960,357.144,213.000,359.890,0.000,-180.000,-0.000,177.144,表3-1四状态,0
7.980,359.561,-221.400,359.890,0.000,180.000,-0.000,179.561,表3-1四状态,0
8.000,357.100,214.800,359.890,0.000,-180.000,-0.000,177.100,表3-1四状态,0
8.020,359.648,-214.800,359.890,0.000,180.000,-0.000,179.648,表3-1四状态,0
8.040,357.034,213.600,359.890,0.000,-180.000,-0.000,177.034,表3-1四状态,0
8.060,359.209,-210.600,359.890,0.000,180.000,-0.000,179.209,表3-1四状态,0
8.080,356.660,202.200,359.890,0.000,-180.000,-0.000,176.660,表3-1四状态,0
8.100,359.253,-220.200,359.890,0.000,180.000,-0.000,179.253,表3-1四状态,0
8.120,356.572,211.800,359.890,0.000,-180.000,-0.000,176.572,表3-1四状态,0
8.140,358.835,-223.200,359.890,0.000,180.000,-0.000,178.835,表3-1四状态,0
8.160,356.221,189.000,359.890,0.000,-180.000,-0.000,176.221,表3-1四状态,0
8.180,358.879,-226.800,359.890,0.000,180.000,-0.000,178.879,表3-1四状态,0
8.200,356.155,190.800,359.890,0.000,-180.000,-0.000,176.155,表3-1四状态,0
8.220,358.989,-200.400,359.890,0.000,180.000,-0.000,178.989,表3-1四状态,0
8.240,356.660,182.400,359.890,0.000,-180.000,-0.000,176.660,表3-1四状态,0
8.260,359.253,-199.200,359.890,0.000,180.000,-0.000,179.253,表3-1四状态,0
8.280,356.660,189.000,359.890,0.000,-180.000,-0.000,176.660,表3-1四状态,0
8.300,359.319,-213.600,359.890,0.000,180.000,-0.000,179.319,表3-1四状态,0
8.320,357.166,198.600,359.890,0.000,-180.000,-0.000,177.166,表3-1四状态,0
8.340,359.604,-211.800,359.890,0.000,180.000,-0.000,179.604,表3-1四状态,0
8.360,357.166,205.200,359.890,4.800,-180.000,-1.440,177.166,表3-1四状态,0
8.380,359.692,-210.600,359.890,0.000,180.000,-0.000,179.692,表3-1四状态,0
8.400,357.100,202.800,359.890,0.000,-180.000,-0.000,177.100,表3-1四状态,0
8.421,359.780,-183.000,359.890,4.800,180.000,-1.440,179.780,表3-1四状态,0
8.440,357.100,159.000,359.890,0.000,-180.000,-0.000,177.100,表3-1四状态,0
8.461,359.275,-170.400,359.890,0.000,180.000,-0.000,179.275,表3-1四状态,0
8.480,356.968,159.600,359.890,0.000,-180.000,-0.000,176.968,表3-1四状态,0
8.500,359.209,-159.600,359.890,0.000,180.000,-0.000,179.209,表3-1四状态,0
8.520,356.946,147.000,359.890,0.000,-180.000,-0.000,176.946,表3-1四状态,0
8.540,358.857,-160.200,359.890,0.000,180.000,-0.000,178.857,表3-1四状态,0
8.560,356.858,129.600,359.890,0.000,-180.000,-0.000,176.858,表3-1四状态,0
8.580,358.352,-136.800,359.890,0.000,180.000,-0.000,178.352,表3-1四状态,0
8.600,356.748,121.200,359.890,0.000,-180.000,-0.000,176.748,表3-1四状态,0
8.620,358.154,-72.600,359.890,0.000,180.000,-0.000,178.154,表3-1四状态,0
8.640,357.188,53.400,359.890,0.000,-175.920,-0.000,177.188,表3-1四状态,0
8.660,357.913,-58.200,359.890,0.000,180.000,-0.000,177.913,表3-1四状态,0
8.680,357.539,52.800,359.890,0.000,-175.292,-0.000,177.539,表3-1四状态,0
8.700,358.022,-53.400,359.868,-4.800,175.920,1.440,178.022,表3-1四状态,0
8.720,357.693,36.600,359.890,0.000,-158.327,-0.000,177.693,表3-1四状态,0
8.740,358.154,-40.800,359.890,0.000,162.726,-0.000,178.154,表3-1四状态,0
8.760,358.000,34.200,359.890,0.000,-155.814,-0.000,178.000,表3-1四状态,0
8.780,358.506,-34.800,359.890,0.000,156.442,-0.000,178.506,表3-1四状态,0
8.800,358.286,34.200,359.890,0.000,-155.814,-0.000,178.286,表3-1四状态,0
8.820,358.923,-42.000,359.890,0.000,163.982,-0.000,178.923,表3-1四状态,0
8.840,358.594,85.200,359.890,0.000,-180.000,-0.000,178.594,表3-1四状态,0
8.860,359.385,-79.800,359.890,0.000,180.000,-0.000,179.385,表3-1四状态,0
8.880,358.176,70.800,359.890,0.000,-180.000,-0.000,178.176,表3-1四状态,0
8.900,359.297,-81.600,359.890,0.000,180.000,-0.000,179.297,表3-1四状态,0
8.920,358.220,72.000,359.890,0.000,-180.000,-0.000,178.220,表3-1四状态,0
8.940,359.077,-67.200,359.890,0.000,180.000,-0.000,179.077,表3-1四状态,0
8.960,358.110,52.200,359.890,0.000,-174.664,-0.000,178.110,表3-1四状态,0
8.980,358.967,-64.200,359.890,0.000,180.000,-0.000,178.967,表3-1四状态,0
9.000,358.352,57.600,359.890,0.000,-180.000,-0.000,178.352,表3-1四状态,0
9.020,358.792,-64.800,359.890,0.000,180.000,-0.000,178.792,表3-1四状态,0
9.040,358.176,46.800,359.890,0.000,-169.009,-0.000,178.176,表3-1四状态,0
9.060,358.704,-37.800,359.890,0.000,159.584,-0.000,178.704,表3-1四状态,0
9.080,358.264,41.400,359.890,0.000,-163.354,-0.000,178.264,表3-1四状态,0
9.100,358.572,-42.000,359.890,0.000,163.982,-0.000,178.572,表3-1四状态,0
9.120,358.154,51.000,359.890,0.000,-173.407,-0.000,178.154,表3-1四状态,0
9.140,358.330,-48.600,359.890,0.000,170.894,-0.000,178.330,表3-1四状态,0
9.160,357.759,46.800,359.890,0.000,-169.009,-0.000,177.759,表3-1四状态,0
9.180,358.154,-46.200,359.890,0.000,168.381,-0.000,178.154,表3-1四状态,0
9.200,357.693,46.800,359.890,5.400,-169.009,-1.620,177.693,表3-1四状态,0
9.220,357.957,-48.000,359.890,4.800,170.265,-1.440,177.957,表3-1四状态,0
9.240,357.451,46.800,359.890,0.000,-169.009,-0.000,177.451,表3-1四状态,0
9.260,357.803,-31.800,359.890,0.000,153.301,-0.000,177.803,表3-1四状态,0
9.280,357.297,51.000,359.890,5.400,-173.407,-1.620,177.297,表3-1四状态,0
9.300,357.451,-53.400,359.890,0.000,175.920,-0.000,177.451,表3-1四状态,0
9.320,356.748,58.800,359.890,5.400,-180.000,-1.620,176.748,表3-1四状态,0
9.340,356.990,-55.800,359.890,0.000,178.434,-0.000,176.990,表3-1四状态,0
9.360,356.133,58.800,359.890,0.000,-180.000,-0.000,176.133,表3-1四状态,0
9.380,356.506,-54.600,359.890,0.000,177.177,-0.000,176.506,表3-1四状态,0
9.400,355.913,70.200,359.890,0.000,-180.000,-0.000,175.913,表3-1四状态,0
9.420,356.353,-56.400,359.890,0.000,179.062,-0.000,176.353,表3-1四状态,0
9.440,355.759,64.800,359.890,0.000,-180.000,-0.000,175.759,表3-1四状态,0
9.460,356.221,-66.000,359.890,0.000,180.000,-0.000,176.221,表3-1四状态,0
9.480,355.627,70.800,359.890,0.000,-180.000,-0.000,175.627,表3-1四状态,0
9.500,355.957,-55.200,359.890,0.000,177.805,-0.000,175.957,表3-1四状态,0
9.520,355.320,57.600,359.890,0.000,-180.000,-0.000,175.320,表3-1四状态,0
9.540,355.715,-49.200,359.890,0.000,171.522,-0.000,175.715,表3-1四状态,0
9.560,355.078,54.000,359.890,0.000,-176.549,-0.000,175.078,表3-1四状态,0
9.580,355.430,-48.000,359.890,0.000,170.265,-0.000,175.430,表3-1四状态,0
9.600,354.924,48.600,359.890,5.400,-170.894,-1.620,174.924,表3-1四状态,0
9.620,355.254,-47.400,359.890,0.000,169.637,-0.000,175.254,表3-1四状态,0
9.640,354.727,52.800,359.890,0.000,-175.292,-0.000,174.727,表3-1四状态,0
9.660,354.902,-47.400,359.890,4.800,169.637,-1.440,174.902,表3-1四状态,0
9.680,354.133,53.400,359.890,0.000,-175.920,-0.000,174.133,表3-1四状态,0
9.700,354.265,-54.000,359.868,0.000,176.549,-0.000,174.265,表3-1四状态,0
9.720,353.320,58.800,359.868,-5.400,-180.000,1.620,173.320,表3-1四状态,0
9.740,353.430,-44.400,359.890,0.000,166.496,-0.000,173.430,表3-1四状态,0
9.760,352.507,48.000,359.868,0.000,-170.265,-0.000,172.507,表3-1四状态,0
9.780,352.529,-47.400,359.890,0.000,169.637,-0.000,172.529,表3-1四状态,0
9.800,351.650,36.600,359.890,0.000,-158.327,-0.000,171.650,表3-1四状态,0
9.820,351.782,-36.000,359.890,0.000,157.699,-0.000,171.782,表3-1四状态,0
9.840,351.497,29.400,359.868,0.000,-150.788,-0.000,171.497,表3-1四状态,0
9.860,351.584,-17.400,359.890,0.000,138.221,-0.000,171.584,表3-1四状态,0
9.880,351.387,22.800,359.890,0.000,-143.876,-0.000,171.387,表3-1四状态,0
9.900,351.431,-19.200,359.890,4.800,140.106,-1.440,171.431,表3-1四状态,0
9.920,351.255,28.200,359.890,0.000,-149.531,-0.000,171.255,表3-1四状态,0
9.940,351.233,-23.400,359.890,0.000,144.504,-0.000,171.233,表3-1四状态,0
9.960,350.837,23.400,359.890,0.000,-144.504,-0.000,170.837,表3-1四状态,0
9.980,350.859,-33.600,359.890,0.000,155.186,-0.000,170.859,表3-1四状态,0
10.000,350.596,23.400,359.890,0.000,-144.504,-0.000,170.596,表3-1四状态,0
10.020,350.618,-33.000,359.890,0.000,154.558,-0.000,170.618,表3-1四状态,0
10.040,350.486,24.600,359.890,0.000,-145.761,-0.000,170.486,表3-1四状态,0
10.060,350.574,-23.400,359.868,0.000,144.504,-0.000,170.574,表3-1四状态,0
10.080,350.486,29.400,359.890,0.000,-150.788,-0.000,170.486,表3-1四状态,0
10.100,350.552,-13.200,359.890,0.000,133.823,-0.000,170.552,表3-1四状态,0
10.120,350.398,24.600,359.890,0.000,-145.761,-0.000,170.398,表3-1四状态,0
10.140,350.354,-29.400,359.868,0.000,150.788,-0.000,170.354,表3-1四状态,0
10.160,350.156,22.800,359.868,0.000,-143.876,-0.000,170.156,表3-1四状态,0
10.180,350.200,-27.600,359.890,0.000,148.903,-0.000,170.200,表3-1四状态,0
10.200,350.178,13.800,359.890,0.000,-134.451,-0.000,170.178,表3-1四状态,0
10.220,350.244,-12.600,359.890,0.000,133.195,-0.000,170.244,表3-1四状态,0
10.240,350.222,17.400,359.890,0.000,-138.221,-0.000,170.222,表3-1四状态,0
10.260,350.244,-22.800,359.868,0.000,143.876,-0.000,170.244,表3-1四状态,0
10.280,350.222,23.400,359.868,0.000,-144.504,-0.000,170.222,表3-1四状态,0
10.300,350.244,-18.000,359.868,0.000,138.850,-0.000,170.244,表3-1四状态,0
10.320,350.200,18.600,359.890,0.000,-139.478,-0.000,170.200,表3-1四状态,0
10.340,350.200,-17.400,359.890,0.000,138.221,-0.000,170.200,表3-1四状态,0
10.360,350.134,22.800,359.868,0.000,-143.876,-0.000,170.134,表3-1四状态,0
10.380,350.112,-18.000,359.868,0.000,138.850,-0.000,170.112,表3-1四状态,0
10.400,350.068,19.200,359.868,0.000,-140.106,-0.000,170.068,表3-1四状态,0
10.420,350.068,-27.600,359.868,0.000,148.903,-0.000,170.068,表3-1四状态,0
10.440,350.068,19.200,359.890,0.000,-140.106,-0.000,170.068,表3-1四状态,0
10.460,350.134,-18.600,359.890,0.000,139.478,-0.000,170.134,表3-1四状态,0
10.480,350.156,18.000,359.890,0.000,-138.850,-0.000,170.156,表3-1四状态,0
10.500,350.156,-12.600,359.868,0.000,133.195,-0.000,170.156,表3-1四状态,0
10.520,350.134,17.400,359.868,0.000,-138.221,-0.000,170.134,表3-1四状态,0
10.540,350.112,-23.400,359.868,0.000,144.504,-0.000,170.112,表3-1四状态,0
10.560,350.112,18.600,359.868,0.000,-139.478,-0.000,170.112,表3-1四状态,0
10.580,350.112,-22.800,359.868,0.000,143.876,-0.000,170.112,表3-1四状态,0
10.600,350.068,18.000,359.868,0.000,-138.850,-0.000,170.068,表3-1四状态,0
10.620,350.112,-28.200,359.868,0.000,149.531,-0.000,170.112,表3-1四状态,0
10.640,350.112,29.400,359.868,5.400,-150.788,-1.620,170.112,表3-1四状态,0
10.660,350.156,-12.600,359.868,0.000,133.195,-0.000,170.156,表3-1四状态,0
10.680,350.068,7.200,359.890,4.800,-127.540,-1.440,170.068,表3-1四状态,0
10.700,350.068,-22.200,359.890,0.000,143.248,-0.000,170.068,表3-1四状态,0
10.720,350.046,12.600,359.890,0.000,-133.195,-0.000,170.046,表3-1四状态,0
10.740,350.046,-27.600,359.890,0.000,148.903,-0.000,170.046,表3-1四状态,0
10.760,350.090,23.400,359.890,0.000,-144.504,-0.000,170.090,表3-1四状态,0
10.780,350.112,-22.200,359.890,0.000,143.248,-0.000,170.112,表3-1四状态,0
10.800,350.090,2.400,359.890,0.000,-122.513,-0.000,170.090,表3-1四状态,0
10.820,350.178,-6.000,359.890,0.000,126.283,-0.000,170.178,表3-1四状态,0
10.840,350.222,6.000,359.890,0.000,-126.283,-0.000,170.222,表3-1四状态,0
10.860,350.244,-11.400,359.890,0.000,131.938,-0.000,170.244,表3-1四状态,0
10.880,350.266,12.600,359.890,4.800,-133.195,-1.440,170.266,表3-1四状态,0
10.900,350.332,-12.000,359.890,0.000,132.566,-0.000,170.332,表3-1四状态,0
10.920,350.398,2.400,359.890,0.000,-122.513,-0.000,170.398,表3-1四状态,0
10.940,350.464,-6.000,359.890,0.000,126.283,-0.000,170.464,表3-1四状态,0
10.960,350.508,18.600,359.890,5.400,-139.478,-1.620,170.508,表3-1四状态,0
10.980,350.552,-16.800,359.890,0.000,137.593,-0.000,170.552,表3-1四状态,0
11.000,350.530,7.200,359.890,0.000,-127.540,-0.000,170.530,表3-1四状态,0
11.020,350.552,-6.000,359.890,0.000,126.283,-0.000,170.552,表3-1四状态,0
11.040,350.552,16.800,359.890,0.000,-137.593,-0.000,170.552,表3-1四状态,0
11.060,350.530,-21.600,359.890,0.000,142.619,-0.000,170.530,表3-1四状态,0
11.080,350.552,8.400,359.890,0.000,-128.796,-0.000,170.552,表3-1四状态,0
11.100,350.596,-7.200,359.890,0.000,127.540,-0.000,170.596,表3-1四状态,0
11.120,350.596,31.800,359.890,0.000,-153.301,-0.000,170.596,表3-1四状态,0
11.140,350.552,-32.400,359.890,0.000,153.929,-0.000,170.552,表3-1四状态,0
11.160,350.508,24.000,359.890,0.000,-145.133,-0.000,170.508,表3-1四状态,0
11.180,350.552,-13.200,359.890,0.000,133.823,-0.000,170.552,表3-1四状态,0
11.200,350.552,32.400,359.890,0.000,-153.929,-0.000,170.552,表3-1四状态,0
11.220,350.530,-17.400,359.890,0.000,138.221,-0.000,170.530,表3-1四状态,0
11.240,350.420,28.200,359.890,0.000,-149.531,-0.000,170.420,表3-1四状态,0
11.260,350.376,-28.200,359.890,0.000,149.531,-0.000,170.376,表3-1四状态,0
11.280,350.244,45.600,359.890,0.000,-167.752,-0.000,170.244,表3-1四状态,0
11.300,350.156,-31.200,359.868,0.000,152.673,-0.000,170.156,表3-1四状态,0
11.320,349.739,29.400,359.890,0.000,-150.788,-0.000,169.739,表3-1四状态,0
11.340,349.717,-45.600,359.890,0.000,167.752,-0.000,169.717,表3-1四状态,0
11.360,349.475,34.800,359.890,0.000,-156.442,-0.000,169.475,表3-1四状态,0
11.380,349.673,-43.200,359.890,0.000,165.239,-0.000,169.673,表3-1四状态,0
11.400,349.563,34.800,359.890,0.000,-156.442,-0.000,169.563,表3-1四状态,0
11.420,349.805,-45.600,359.890,4.800,167.752,-1.440,169.805,表3-1四状态,0
11.440,349.651,36.000,359.890,0.000,-157.699,-0.000,169.651,表3-1四状态,0
11.460,349.915,-31.800,359.890,0.000,153.301,-0.000,169.915,表3-1四状态,0
11.480,349.717,45.600,359.890,0.000,-167.752,-0.000,169.717,表3-1四状态,0
11.500,349.893,-43.800,359.890,0.000,165.867,-0.000,169.893,表3-1四状态,0
11.520,349.585,36.000,359.868,0.000,-157.699,-0.000,169.585,表3-1四状态,0
11.540,349.805,-46.200,359.890,0.000,168.381,-0.000,169.805,表3-1四状态,0
11.560,349.607,41.400,359.890,0.000,-163.354,-0.000,169.607,表3-1四状态,0
11.580,349.958,-48.600,359.890,0.000,170.894,-0.000,169.958,表3-1四状态,0
11.600,349.651,61.800,359.890,0.000,-180.000,-0.000,169.651,表3-1四状态,0
11.620,350.112,-59.400,359.868,0.000,180.000,-0.000,170.112,表3-1四状态,0
11.641,349.541,70.200,359.890,0.000,-180.000,-0.000,169.541,表3-1四状态,0
11.660,350.222,-49.200,359.890,0.000,171.522,-0.000,170.222,表3-1四状态,0
11.680,349.629,64.200,359.890,0.000,-180.000,-0.000,169.629,表3-1四状态,0
11.700,350.288,-55.800,359.890,0.000,178.434,-0.000,170.288,表3-1四状态,0
11.720,349.717,70.800,359.890,0.000,-180.000,-0.000,169.717,表3-1四状态,0
11.740,350.574,-42.600,359.890,0.000,164.611,-0.000,170.574,表3-1四状态,0
11.760,349.739,64.800,359.890,0.000,-180.000,-0.000,169.739,表3-1四状态,0
11.780,350.354,-54.600,359.890,0.000,177.177,-0.000,170.354,表3-1四状态,0
11.800,349.233,68.400,359.890,0.000,-180.000,-0.000,169.233,表3-1四状态,0
11.820,349.651,-66.600,359.890,0.000,180.000,-0.000,169.651,表3-1四状态,0
11.840,348.442,64.800,359.890,5.400,-180.000,-1.620,168.442,表3-1四状态,0
11.860,349.058,-62.400,359.890,0.000,180.000,-0.000,169.058,表3-1四状态,0
11.880,347.783,57.600,359.890,0.000,-180.000,-0.000,167.783,表3-1四状态,0
11.900,348.596,-64.200,359.890,0.000,180.000,-0.000,168.596,表3-1四状态,0
11.920,347.542,64.800,359.890,0.000,-180.000,-0.000,167.542,表3-1四状态,0
11.940,348.574,-48.600,359.890,0.000,170.894,-0.000,168.574,表3-1四状态,0
11.960,347.410,63.600,359.890,0.000,-180.000,-0.000,167.410,表3-1四状态,0
11.980,348.267,-60.600,359.868,0.000,180.000,-0.000,168.267,表3-1四状态,0
12.000,347.168,65.400,359.890,0.000,-180.000,-0.000,167.168,表3-1四状态,0
12.020,348.333,-48.600,359.890,0.000,170.894,-0.000,168.333,表3-1四状态,0
12.040,347.080,65.400,359.890,0.000,-180.000,-0.000,167.080,表3-1四状态,0
12.060,348.113,-55.800,359.890,0.000,178.434,-0.000,168.113,表3-1四状态,0
12.080,346.399,76.800,359.890,0.000,-180.000,-0.000,166.399,表3-1四状态,0
12.100,347.322,-70.200,359.890,0.000,180.000,-0.000,167.322,表3-1四状态,0
12.120,345.168,72.000,359.890,5.400,-180.000,-1.620,165.168,表3-1四状态,0
12.140,346.311,-67.800,359.868,0.000,180.000,-0.000,166.311,表3-1四状态,0
12.160,344.092,88.800,359.890,0.000,-180.000,-0.000,164.092,表3-1四状态,0
12.180,345.344,-93.600,359.868,-4.800,180.000,1.440,165.344,表3-1四状态,0
12.200,343.323,112.800,359.890,0.000,-180.000,-0.000,163.323,表3-1四状态,0
12.220,345.146,-93.000,359.890,4.800,180.000,-1.440,165.146,表3-1四状态,0
12.240,343.103,118.800,359.890,0.000,-180.000,-0.000,163.103,表3-1四状态,0
12.260,345.190,-115.800,359.890,0.000,180.000,-0.000,165.190,表3-1四状态,0
12.280,342.993,136.200,359.890,0.000,-180.000,-0.000,162.993,表3-1四状态,0
12.300,344.839,-121.800,359.890,0.000,180.000,-0.000,164.839,表3-1四状态,0
12.320,342.686,136.200,359.868,0.000,-180.000,-0.000,162.686,表3-1四状态,0
12.341,344.861,-117.000,359.890,0.000,180.000,-0.000,164.861,表3-1四状态,0
12.360,342.642,130.200,359.890,0.000,-180.000,-0.000,162.642,表3-1四状态,0
12.380,344.861,-122.400,359.890,0.000,180.000,-0.000,164.861,表3-1四状态,0
12.400,343.015,120.000,359.890,0.000,-180.000,-0.000,163.015,表3-1四状态,0
12.420,345.103,-114.600,359.890,0.000,180.000,-0.000,165.103,表3-1四状态,0
12.441,343.037,123.600,359.890,0.000,-180.000,-0.000,163.037,表3-1四状态,0
12.460,345.103,-105.600,359.890,0.000,180.000,-0.000,165.103,表3-1四状态,0
12.480,343.411,118.200,359.890,0.000,-180.000,-0.000,163.411,表3-1四状态,0
12.500,345.410,-100.200,359.890,0.000,180.000,-0.000,165.410,表3-1四状态,0
