时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°)
14.801,180.132,-5.400,204.148,0.000,1.105,-3.378,0.132
14.820,180.132,0.000,204.126,0.000,-0.056,-3.377,0.132
14.840,180.132,0.000,204.082,0.000,-0.056,-3.377,0.132
14.860,180.132,0.000,204.038,-10.200,-0.056,-1.149,0.132
14.880,180.132,0.000,203.994,0.000,-0.056,-3.375,0.132
14.900,180.132,4.800,203.950,0.000,-1.088,-3.375,0.132
14.920,180.132,-0.600,203.884,-4.800,0.073,-2.326,0.132
14.940,180.132,0.000,203.708,-22.200,-0.056,1.475,0.132
14.960,180.132,0.000,201.885,-95.400,-0.056,17.484,0.132
14.980,180.132,0.000,201.797,0.000,-0.056,-3.339,0.132
15.000,180.132,0.000,201.797,0.000,-0.056,-3.339,0.132
15.020,180.132,0.000,201.797,0.000,-0.056,-3.339,0.132
15.040,180.132,0.000,201.797,0.000,-0.056,-3.339,0.132
15.060,180.132,0.000,201.775,0.000,-0.056,-3.339,0.132
15.080,180.132,0.000,201.775,0.000,-0.056,-3.339,0.132
15.100,180.132,0.000,201.775,0.000,-0.056,-3.339,0.132
15.120,180.132,0.000,201.753,0.000,-0.056,-3.338,0.132
15.140,180.132,0.000,201.753,0.000,-0.056,-3.338,0.132
15.160,180.132,-4.800,201.731,-4.800,0.976,-2.290,0.132
15.180,180.132,0.000,201.709,0.000,-0.056,-3.337,0.132
15.200,180.132,0.000,201.687,-4.200,-0.056,-2.420,0.132
15.220,180.132,0.000,201.687,0.000,-0.056,-3.337,0.132
15.240,180.132,0.000,201.665,0.000,-0.056,-3.337,0.132
15.260,180.132,0.000,201.665,0.000,-0.056,-3.337,0.132
15.280,180.132,0.000,201.643,0.000,-0.056,-3.336,0.132
15.300,180.132,0.000,201.621,-5.400,-0.056,-2.157,0.132
15.320,180.132,0.000,201.599,0.000,-0.056,-3.336,0.132
15.340,180.132,0.000,201.577,0.000,-0.056,-3.335,0.132
15.360,180.132,0.000,201.555,-4.800,-0.056,-2.287,0.132
15.380,180.132,0.000,201.511,0.000,-0.056,-3.334,0.132
15.400,180.132,0.000,201.489,0.000,-0.056,-3.334,0.132
15.420,180.132,0.000,201.445,0.000,-0.056,-3.333,0.132
15.440,180.132,0.000,201.401,0.000,-0.056,-3.332,0.132
15.460,180.132,0.000,201.335,-10.800,-0.056,-0.974,0.132
15.480,180.132,0.000,201.138,-6.600,-0.056,-1.887,0.132
15.500,180.132,5.400,198.853,-136.800,-1.217,26.572,0.132
15.520,180.132,0.000,197.314,-36.000,-0.056,4.594,0.132
15.540,180.132,0.000,197.205,-5.400,-0.056,-2.084,0.132
15.560,180.132,-4.800,197.205,0.000,0.976,-3.263,0.132
15.580,180.132,4.800,197.183,-4.800,-1.088,-2.215,0.132
15.600,180.132,0.000,197.183,0.000,-0.056,-3.263,0.132
15.620,180.132,0.000,197.161,0.000,-0.056,-3.262,0.132
15.640,180.132,0.000,197.139,0.000,-0.056,-3.262,0.132
15.660,180.132,0.000,197.117,0.000,-0.056,-3.261,0.132
15.680,180.132,4.800,197.117,0.000,-1.088,-3.261,0.132
15.700,180.132,0.000,197.095,0.000,-0.056,-3.261,0.132
15.720,180.132,0.000,197.073,0.000,-0.056,-3.261,0.132
15.740,180.132,0.000,197.051,0.000,-0.056,-3.260,0.132
15.760,180.132,0.000,197.029,0.000,-0.056,-3.260,0.132
15.780,180.132,0.000,196.963,-1.200,-0.056,-2.997,0.132
15.800,180.132,0.000,196.897,-0.600,-0.056,-3.127,0.132
15.820,180.132,0.000,196.743,-16.800,-0.056,0.412,0.132
15.840,180.132,4.800,195.337,-135.600,-1.088,26.368,0.132
15.860,180.132,0.000,194.019,0.000,-0.056,-3.210,0.132
15.880,180.132,0.000,194.062,0.000,-0.056,-3.211,0.132
15.900,180.132,0.000,194.041,0.000,-0.056,-3.211,0.132
15.920,180.132,4.800,194.041,0.000,-1.088,-3.211,0.132
15.940,180.132,0.000,194.019,0.000,-0.056,-3.210,0.132
15.960,180.132,0.000,193.997,0.000,-0.056,-3.210,0.132
15.980,180.132,0.000,193.975,-4.800,-0.056,-2.162,0.132
16.000,180.132,-5.400,193.953,0.000,1.105,-3.209,0.132
16.020,180.132,0.000,193.931,0.000,-0.056,-3.209,0.132
16.040,180.132,0.000,193.887,0.000,-0.056,-3.208,0.132
16.060,180.132,0.000,193.865,-5.400,-0.056,-2.029,0.132
