时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°)
20.42,177.98,10.80,156.75,0.00,-1.47,-2.59,2.02
20.44,178.07,5.40,156.75,0.00,-0.34,-2.59,1.93
20.46,178.13,5.40,156.71,-4.80,-0.37,-1.55,1.87
20.48,178.18,5.40,156.69,0.00,-0.39,-2.59,1.82
20.50,178.20,0.00,156.69,0.00,0.76,-2.59,1.80
20.52,178.26,0.00,156.67,0.00,0.74,-2.59,1.74
20.54,178.33,0.00,156.67,0.00,0.71,-2.59,1.67
20.56,178.37,0.00,156.64,0.00,0.69,-2.59,1.63
20.58,178.37,0.00,156.64,0.00,0.69,-2.59,1.63
20.60,178.35,0.00,156.62,0.00,0.70,-2.59,1.65
20.62,178.33,0.00,156.60,0.00,0.71,-2.59,1.67
20.64,178.33,0.00,156.60,5.40,0.71,-3.77,1.67
20.66,178.31,0.00,156.58,-4.80,0.72,-1.54,1.69
20.68,178.29,0.00,156.58,0.00,0.73,-2.59,1.71
20.70,178.26,0.00,156.56,0.00,0.74,-2.59,1.74
20.72,178.26,0.00,156.56,0.00,0.74,-2.59,1.74
20.74,178.26,0.00,156.56,0.00,0.74,-2.59,1.74
20.76,178.26,0.00,156.53,0.00,0.74,-2.59,1.74
20.78,178.35,21.00,156.53,0.00,-3.82,-2.59,1.65
20.80,178.84,36.60,156.51,0.00,-7.38,-2.59,1.16
20.82,179.56,28.20,156.51,-4.80,-5.88,-1.54,0.44
20.84,179.65,0.00,156.49,0.00,0.15,-2.59,0.35
20.86,179.67,0.00,156.49,0.00,0.14,-2.59,0.33
20.88,179.71,0.00,156.47,0.00,0.12,-2.59,0.29
20.90,179.74,0.00,156.47,4.80,0.11,-3.64,0.26
20.92,179.74,0.00,156.47,0.00,0.11,-2.59,0.26
20.94,179.74,0.00,156.45,0.00,0.11,-2.59,0.26
20.96,179.74,0.00,156.45,0.00,0.11,-2.59,0.26
20.98,179.74,0.00,156.42,0.00,0.11,-2.59,0.26
21.00,179.74,0.00,156.42,0.00,0.11,-2.59,0.26
21.02,179.74,0.00,156.42,0.00,0.11,-2.59,0.26
21.04,179.74,4.80,156.40,0.00,-0.92,-2.59,0.26
21.06,179.74,0.00,156.38,-0.60,0.11,-2.46,0.26
21.08,179.74,0.00,156.38,0.00,0.11,-2.59,0.26
21.10,179.74,0.00,156.36,0.00,0.11,-2.59,0.26
21.12,179.76,0.00,156.36,0.00,0.10,-2.59,0.24
21.14,179.78,0.00,156.34,0.00,0.09,-2.59,0.22
21.16,179.82,0.00,156.31,0.00,0.07,-2.59,0.18
21.18,179.89,0.00,156.31,0.00,0.05,-2.59,0.11
21.20,179.93,0.00,156.31,0.00,0.03,-2.59,0.07
21.22,179.96,0.00,156.29,-4.80,0.02,-1.54,0.04
21.24,179.96,0.00,156.27,0.00,0.02,-2.59,0.04
21.26,179.96,0.00,156.25,0.00,0.02,-2.59,0.04
21.28,179.93,0.00,156.23,0.00,0.03,-2.58,0.07
21.30,179.91,0.00,156.20,0.00,0.04,-2.58,0.09
21.32,179.91,0.00,156.16,0.00,0.04,-2.58,0.09
21.34,179.89,0.00,155.79,-63.00,0.05,11.17,0.11
21.36,179.87,0.00,151.63,-160.20,0.06,32.46,0.13
21.38,179.82,-6.00,150.31,15.60,1.36,-5.89,0.18
21.40,179.82,0.00,150.36,0.00,0.07,-2.49,0.18
21.42,179.76,-5.40,150.36,0.00,1.26,-2.49,0.24
21.44,179.65,0.00,150.34,0.00,0.15,-2.49,0.35
21.46,179.58,-5.40,150.34,0.00,1.34,-2.49,0.42
21.48,179.54,0.00,150.34,0.00,0.20,-2.49,0.46
21.50,179.54,0.00,150.34,0.00,0.20,-2.49,0.46
21.52,179.52,-4.80,150.31,0.00,1.24,-2.49,0.48
21.54,179.49,0.00,150.31,0.00,0.21,-2.49,0.51
21.56,179.49,-4.80,150.29,-5.40,1.25,-1.31,0.51
21.58,179.47,0.00,150.29,0.00,0.22,-2.49,0.53
21.60,179.47,0.00,150.29,0.00,0.22,-2.49,0.53
21.62,179.47,0.00,150.27,0.00,0.22,-2.49,0.53
21.64,179.47,-4.80,150.27,0.00,1.26,-2.49,0.53
21.66,179.47,0.00,150.25,-4.80,0.22,-1.44,0.53
21.68,179.47,0.00,150.21,0.00,0.22,-2.49,0.53
21.70,179.47,0.00,150.21,0.00,0.22,-2.49,0.53
21.72,179.49,10.20,150.21,0.00,-1.98,-2.49,0.51
21.74,179.47,-4.80,150.18,0.00,1.26,-2.48,0.53
21.76,179.47,0.00,150.18,0.00,0.22,-2.48,0.53
21.78,179.49,0.00,150.16,-4.80,0.21,-1.44,0.51
21.80,179.49,0.00,150.14,0.00,0.21,-2.48,0.51
21.82,179.49,0.00,150.12,0.00,0.21,-2.48,0.51
21.84,179.49,0.00,150.10,0.00,0.21,-2.48,0.51
21.86,179.49,0.00,150.10,0.00,0.21,-2.48,0.51
21.88,179.49,0.00,150.07,0.00,0.21,-2.48,0.51
21.90,179.49,0.00,150.05,0.00,0.21,-2.48,0.51
21.92,179.49,0.00,150.03,-5.40,0.21,-1.30,0.51
21.94,179.52,0.00,150.01,0.00,0.20,-2.48,0.48
21.96,179.52,0.00,150.01,0.00,0.20,-2.48,0.48
21.98,179.52,0.00,149.99,0.00,0.20,-2.48,0.48
22.00,179.52,0.00,149.96,0.00,0.20,-2.48,0.48
22.02,179.52,0.00,149.94,0.00,0.20,-2.48,0.48
22.04,179.52,0.00,149.92,5.40,0.20,-3.66,0.48
22.06,179.52,0.00,149.90,-4.80,0.20,-1.43,0.48
22.08,179.52,0.00,149.85,0.00,0.20,-2.48,0.48
22.10,179.52,0.00,149.83,0.00,0.20,-2.48,0.48
22.12,179.52,0.00,149.77,-5.40,0.20,-1.30,0.48
22.14,179.52,0.00,149.57,-28.20,0.20,3.68,0.48
22.16,179.54,-5.40,147.57,-73.20,1.36,13.54,0.46
22.18,179.54,0.00,146.62,-0.60,0.20,-2.30,0.46
22.20,179.54,0.00,146.62,0.00,0.20,-2.43,0.46
22.22,179.54,-0.60,146.60,0.00,0.32,-2.43,0.46
22.24,179.54,5.40,146.56,-5.40,-0.97,-1.25,0.46
22.26,179.54,0.00,146.54,0.00,0.20,-2.42,0.46
22.28,179.54,0.00,146.51,-5.40,0.20,-1.25,0.46
22.30,179.54,0.00,146.47,-5.40,0.20,-1.24,0.46
22.32,179.54,0.00,146.45,0.00,0.20,-2.42,0.46
22.34,179.54,0.00,146.40,0.00,0.20,-2.42,0.46
22.36,179.54,0.00,146.36,-5.40,0.20,-1.24,0.46
22.38,179.54,-4.80,146.34,0.00,1.23,-2.42,0.46
22.40,179.54,0.00,146.32,0.00,0.20,-2.42,0.46
22.42,179.54,0.00,146.29,0.00,0.20,-2.42,0.46
22.44,179.54,0.00,146.27,0.00,0.20,-2.42,0.46
22.46,179.54,0.00,146.27,0.00,0.20,-2.42,0.46
22.48,179.54,0.00,146.25,0.00,0.20,-2.42,0.46
22.50,179.54,0.00,146.23,0.00,0.20,-2.42,0.46
22.52,179.54,0.00,146.23,0.00,0.20,-2.42,0.46
22.54,179.54,0.00,146.21,0.00,0.20,-2.42,0.46
22.56,179.54,0.00,146.18,0.00,0.20,-2.42,0.46
22.58,179.54,0.00,146.16,0.00,0.20,-2.42,0.46
22.60,179.54,0.00,146.16,0.00,0.20,-2.42,0.46
22.62,179.54,0.00,146.14,0.00,0.20,-2.42,0.46
22.64,179.54,0.00,146.12,0.00,0.20,-2.42,0.46
22.66,179.54,4.80,146.07,-4.80,-0.84,-1.37,0.46
22.68,179.54,0.00,146.07,0.00,0.20,-2.42,0.46
22.70,179.54,0.00,146.05,0.00,0.20,-2.42,0.46
22.72,179.54,0.00,146.03,0.00,0.20,-2.42,0.46
22.74,179.52,0.00,146.01,4.80,0.20,-3.46,0.48
22.76,179.52,0.00,145.99,0.00,0.20,-2.42,0.48
22.78,179.52,0.00,145.99,0.00,0.20,-2.42,0.48
22.80,179.52,0.00,145.96,0.00,0.20,-2.42,0.48
22.82,179.52,0.00,145.90,-4.80,0.20,-1.37,0.48
22.84,179.52,0.00,145.74,-12.00,0.20,0.21,0.48
22.86,179.52,0.00,141.79,-172.80,0.20,35.37,0.48
22.88,179.54,0.00,139.81,-0.60,0.20,-2.18,0.46
22.90,179.54,0.00,139.83,0.00,0.20,-2.31,0.46
22.92,179.54,0.00,139.81,0.00,0.20,-2.31,0.46
22.94,179.58,0.00,139.75,-5.40,0.18,-1.13,0.42
22.96,179.58,0.00,139.77,0.00,0.18,-2.31,0.42
22.98,179.58,0.00,139.75,-4.80,0.18,-1.26,0.42
23.00,179.56,0.00,139.75,0.00,0.19,-2.31,0.44
23.02,179.54,0.00,139.75,0.00,0.20,-2.31,0.46
23.04,179.54,-5.40,139.77,0.00,1.36,-2.31,0.46
23.06,179.56,0.00,139.77,-4.80,0.19,-1.26,0.44
23.08,179.56,0.00,139.77,0.00,0.19,-2.31,0.44
23.10,179.54,0.00,139.77,0.00,0.20,-2.31,0.46
23.12,179.54,0.00,139.77,0.00,0.20,-2.31,0.46
23.14,179.56,5.40,139.75,0.00,-0.98,-2.31,0.44
23.16,179.56,0.00,139.77,0.00,0.19,-2.31,0.44
23.18,179.58,0.00,139.75,0.00,0.18,-2.31,0.42
23.20,179.60,0.00,139.75,0.00,0.17,-2.31,0.40
23.22,179.60,0.00,139.75,0.00,0.17,-2.31,0.40
23.24,179.58,0.00,139.72,0.00,0.18,-2.31,0.42
23.26,179.56,0.00,139.72,0.00,0.19,-2.31,0.44
23.28,179.56,0.00,139.72,0.00,0.19,-2.31,0.44
23.30,179.54,0.00,139.72,0.00,0.20,-2.31,0.46
23.32,179.54,0.00,139.70,0.00,0.20,-2.31,0.46
23.34,179.54,0.00,139.70,0.00,0.20,-2.31,0.46
23.36,179.54,0.00,139.70,0.00,0.20,-2.31,0.46
23.38,179.54,0.00,139.68,0.00,0.20,-2.31,0.46
23.40,179.54,0.00,139.68,-4.80,0.20,-1.26,0.46
23.42,179.54,0.00,139.66,0.00,0.20,-2.31,0.46
23.44,179.54,0.00,139.66,0.00,0.20,-2.31,0.46
23.52,179.60,-10.20,139.57,0.00,2.36,-2.31,0.40
23.53,179.60,0.00,139.53,-4.80,0.17,-1.26,0.40
23.55,179.60,0.00,139.48,-4.80,0.17,-1.26,0.40
23.56,179.60,0.00,139.42,-10.80,0.17,0.05,0.40
23.58,179.60,0.00,139.42,0.00,0.17,-2.31,0.40
23.59,179.60,0.00,139.39,0.00,0.17,-2.31,0.40
23.61,179.60,0.00,139.37,0.00,0.17,-2.31,0.40
23.62,179.63,4.80,139.37,0.00,-0.87,-2.31,0.37
23.64,179.63,0.00,139.37,-4.80,0.16,-1.26,0.37
23.65,179.63,0.00,139.37,0.00,0.16,-2.31,0.37
23.67,179.71,6.00,139.37,0.00,-1.17,-2.31,0.29
23.68,179.85,0.00,139.37,-4.80,0.07,-1.26,0.15
23.70,179.87,0.00,139.35,0.00,0.06,-2.31,0.13
23.72,179.89,0.00,139.33,4.80,0.05,-3.35,0.11
23.74,179.93,0.00,139.31,0.00,0.03,-2.30,0.07
23.76,179.91,0.00,139.31,0.00,0.04,-2.30,0.09
23.78,179.91,0.00,139.31,0.00,0.04,-2.30,0.09
23.80,179.91,0.00,139.28,0.00,0.04,-2.30,0.09
23.82,179.89,-4.80,139.26,0.00,1.08,-2.30,0.11
23.84,179.89,0.00,139.24,0.00,0.05,-2.30,0.11
23.86,179.91,4.80,139.20,0.00,-0.99,-2.30,0.09
23.88,179.91,4.80,139.13,0.00,-0.99,-2.30,0.09
23.90,179.91,0.00,139.13,0.00,0.04,-2.30,0.09
23.92,179.91,0.00,139.11,0.00,0.04,-2.30,0.09
23.94,179.91,4.80,139.09,0.00,-0.99,-2.30,0.09
23.96,179.91,0.00,139.06,0.00,0.04,-2.30,0.09
23.98,179.91,0.00,139.02,-5.40,0.04,-1.12,0.09
24.00,179.91,0.00,138.93,-4.80,0.04,-1.25,0.09
24.02,179.91,-4.80,138.74,-16.80,1.07,1.37,0.09
24.04,179.89,0.00,136.89,-52.20,0.05,9.13,0.11
24.06,179.89,0.00,135.75,-18.60,0.05,1.81,0.11
24.08,179.89,0.00,135.24,-40.20,0.05,6.54,0.11
24.10,179.89,0.00,134.25,-46.80,0.05,7.99,0.11
24.12,179.89,0.00,133.59,-23.40,0.05,2.90,0.11
24.14,179.89,0.00,133.42,0.00,0.05,-2.21,0.11
24.16,179.89,0.00,133.40,0.00,0.05,-2.21,0.11
24.18,179.82,-1.80,133.42,0.00,0.46,-2.21,0.18
24.20,179.98,1.20,133.42,4.80,-0.25,-3.26,0.02
24.22,180.00,-4.20,133.40,-4.80,0.90,-1.16,0.00
24.24,179.89,0.00,133.35,0.00,0.05,-2.21,0.11
24.26,179.91,0.00,133.33,0.00,0.04,-2.21,0.09
24.28,179.91,5.40,133.26,0.00,-1.12,-2.20,0.09
24.30,179.91,0.00,133.26,0.00,0.04,-2.20,0.09
24.32,179.91,0.00,133.26,0.00,0.04,-2.20,0.09
24.34,179.91,0.00,133.24,0.00,0.04,-2.20,0.09
24.36,179.91,0.00,133.24,0.00,0.04,-2.20,0.09
24.38,179.91,0.00,133.22,0.00,0.04,-2.20,0.09
24.40,179.91,0.00,133.20,-4.80,0.04,-1.16,0.09
24.42,179.91,0.00,133.18,0.00,0.04,-2.20,0.09
24.44,179.91,0.00,133.13,0.00,0.04,-2.20,0.09
24.46,179.91,-4.80,133.13,0.00,1.07,-2.20,0.09
24.48,179.91,5.40,133.11,0.00,-1.12,-2.20,0.09
24.50,179.91,0.00,133.09,0.00,0.04,-2.20,0.09
24.52,179.89,0.00,133.07,0.00,0.05,-2.20,0.11
24.54,179.91,0.00,132.87,-0.60,0.04,-2.07,0.09
24.56,179.89,0.00,132.60,-40.20,0.05,6.58,0.11
24.58,179.91,0.00,131.81,-18.60,0.04,1.88,0.09
24.60,179.91,0.00,131.70,-0.60,0.04,-2.05,0.09
24.62,179.91,4.80,131.62,-4.80,-0.99,-1.13,0.09
24.64,179.91,0.00,131.53,-4.80,0.04,-1.13,0.09
24.66,179.89,0.00,131.33,-10.80,0.05,0.18,0.11
24.68,179.89,0.00,131.24,0.00,0.05,-2.17,0.11
24.70,179.89,0.00,131.13,-0.60,0.05,-2.04,0.11
24.72,179.89,0.00,130.89,-27.60,0.05,3.86,0.11
24.74,179.89,0.00,129.81,-73.80,0.05,13.96,0.11
24.76,179.89,4.80,129.18,0.00,-0.99,-2.14,0.11
24.78,179.89,-5.40,129.13,-5.40,1.21,-0.96,0.11
24.80,179.91,4.80,129.02,-4.80,-0.99,-1.09,0.09
24.82,179.89,0.00,128.96,0.00,0.05,-2.13,0.11
24.84,179.89,0.00,128.94,0.00,0.05,-2.13,0.11
24.86,179.89,0.00,128.89,-5.40,0.05,-0.95,0.11
24.88,179.89,0.00,128.87,0.00,0.05,-2.13,0.11
24.90,179.89,0.00,128.85,0.00,0.05,-2.13,0.11
24.92,179.89,-4.80,128.83,0.00,1.08,-2.13,0.11
24.94,179.89,0.00,128.80,0.00,0.05,-2.13,0.11
24.96,179.89,0.00,128.76,-5.40,0.05,-0.95,0.11
24.98,179.91,0.00,128.74,0.00,0.04,-2.13,0.09
25.00,179.89,0.00,128.74,0.00,0.05,-2.13,0.11
25.02,179.89,0.00,128.72,0.00,0.05,-2.13,0.11
25.04,179.89,0.00,128.69,-4.80,0.05,-1.08,0.11
25.06,179.89,0.00,128.69,0.00,0.05,-2.13,0.11
25.08,179.89,0.00,128.69,0.00,0.05,-2.13,0.11
25.10,179.89,0.00,128.67,0.00,0.05,-2.13,0.11
