时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°)
12.28,181.49,0.00,230.54,4.80,-0.63,-4.86,1.49
12.30,181.49,0.00,230.52,0.00,-0.63,-3.81,1.49
12.32,181.49,0.00,230.56,5.40,-0.63,-4.99,1.49
12.34,181.49,0.00,230.56,0.00,-0.63,-3.81,1.49
12.36,181.49,0.00,230.62,0.60,-0.63,-3.95,1.49
12.38,181.52,4.80,231.09,40.80,-1.67,-12.73,1.52
12.40,181.49,0.00,232.03,36.00,-0.63,-11.70,1.49
12.42,181.49,-4.80,232.29,0.00,0.40,-3.84,1.49
12.44,181.49,-5.40,232.45,12.60,0.53,-6.60,1.49
12.46,181.49,0.00,233.79,100.80,-0.63,-25.87,1.49
12.48,181.49,0.00,235.85,111.60,-0.63,-28.26,1.49
12.50,181.49,-4.80,237.61,47.40,0.40,-14.28,1.49
12.52,181.49,0.00,238.67,85.20,-0.63,-22.55,1.49
12.54,181.49,0.00,239.88,46.20,-0.63,-14.05,1.49
12.56,181.49,0.00,240.69,46.20,-0.63,-14.07,1.49
12.58,181.49,0.00,241.72,52.20,-0.63,-15.39,1.49
12.60,181.49,0.00,242.60,48.60,-0.63,-14.62,1.49
12.62,181.49,4.80,243.85,59.40,-1.67,-17.00,1.49
12.64,181.49,0.00,245.17,60.60,-0.63,-17.28,1.49
12.66,181.49,0.00,246.93,83.40,-0.63,-22.29,1.49
12.68,181.49,0.00,247.94,39.60,-0.63,-12.75,1.49
12.70,181.49,0.00,248.25,0.60,-0.63,-4.24,1.49
12.72,181.49,0.00,248.25,0.00,-0.63,-4.11,1.49
12.74,181.49,0.00,248.29,0.60,-0.63,-4.24,1.49
12.76,181.49,0.00,248.69,30.00,-0.63,-10.66,1.49
12.78,181.49,0.00,249.63,31.20,-0.63,-10.94,1.49
12.80,181.49,0.00,250.20,34.80,-0.63,-11.74,1.49
12.82,181.49,0.00,251.13,58.80,-0.63,-16.99,1.49
12.84,181.49,0.00,252.47,72.60,-0.63,-20.02,1.49
12.86,181.49,0.00,253.19,7.20,-0.63,-5.76,1.49
12.88,181.49,0.00,253.39,16.80,-0.63,-7.86,1.49
12.90,181.49,4.80,253.65,5.40,-1.67,-5.38,1.49
12.92,181.49,0.00,253.70,0.00,-0.63,-4.20,1.49
12.94,181.49,0.00,253.72,4.80,-0.63,-5.25,1.49
12.96,181.49,0.00,253.98,39.60,-0.63,-12.85,1.49
12.98,181.52,0.00,254.66,33.00,-0.64,-11.42,1.52
13.00,181.49,0.00,254.77,0.00,-0.63,-4.22,1.49
13.02,181.49,0.00,254.77,-4.80,-0.63,-3.17,1.49
13.04,181.49,0.00,254.82,0.00,-0.63,-4.22,1.49
13.06,181.49,-4.80,254.84,4.80,0.40,-5.26,1.49
13.08,181.49,0.00,254.90,0.00,-0.63,-4.22,1.49
13.10,181.52,0.00,254.99,5.40,-0.64,-5.40,1.52
13.12,181.49,0.00,255.12,0.00,-0.63,-4.22,1.49
13.14,181.49,0.00,255.15,4.80,-0.63,-5.27,1.49
13.16,181.49,0.00,255.12,0.00,-0.63,-4.22,1.49
13.18,181.49,0.00,255.17,5.40,-0.63,-5.40,1.49
13.20,181.49,0.00,255.15,0.00,-0.63,-4.22,1.49
13.22,181.49,0.00,255.12,-4.80,-0.63,-3.17,1.49
13.24,181.49,0.00,255.04,-0.60,-0.63,-4.09,1.49
13.26,181.49,0.00,254.97,0.00,-0.63,-4.22,1.49
13.28,181.52,0.00,254.88,0.00,-0.64,-4.22,1.52
13.30,181.49,0.00,254.82,-0.60,-0.63,-4.09,1.49
13.32,181.49,0.00,254.69,-10.80,-0.63,-1.86,1.49
13.34,181.49,-4.80,254.20,-46.80,0.40,6.01,1.49
13.36,181.49,0.00,237.08,-1311.00,-0.63,200.00,1.49
13.38,181.49,0.00,213.22,-870.00,-0.63,186.38,1.49
13.40,181.49,0.00,205.51,-1.20,-0.63,-3.14,1.49
13.42,181.49,0.00,205.95,-5.40,-0.63,-2.23,1.49
13.44,181.49,0.00,205.88,0.00,-0.63,-3.41,1.49
13.46,181.49,0.00,205.84,-5.40,-0.63,-2.23,1.49
13.48,181.52,0.00,205.80,0.00,-0.64,-3.41,1.52
13.50,181.49,0.00,205.75,-4.80,-0.63,-2.36,1.49
13.52,181.49,0.00,205.73,-5.40,-0.63,-2.23,1.49
13.54,181.49,0.00,205.69,-10.20,-0.63,-1.18,1.49
13.56,181.49,0.00,205.64,0.00,-0.63,-3.40,1.49
13.58,181.49,0.00,205.62,0.00,-0.63,-3.40,1.49
13.60,181.49,0.00,205.58,0.00,-0.63,-3.40,1.49
13.62,181.49,0.00,204.96,-153.60,-0.63,30.14,1.49
13.64,181.49,0.00,203.18,0.00,-0.63,-3.36,1.49
13.66,181.49,0.00,203.18,-10.20,-0.63,-1.14,1.49
13.68,181.49,0.00,203.09,-10.20,-0.63,-1.13,1.49
13.70,181.49,0.00,202.96,-10.20,-0.63,-1.13,1.49
13.72,181.49,0.00,202.83,0.00,-0.63,-3.36,1.49
13.74,181.49,0.00,202.68,-28.20,-0.63,2.80,1.49
13.76,181.49,0.00,200.57,-106.80,-0.63,19.99,1.49
13.78,181.52,0.00,199.53,4.80,-0.64,-4.35,1.52
13.80,181.49,0.00,199.53,0.00,-0.63,-3.30,1.49
13.82,181.52,0.00,199.47,-10.80,-0.64,-0.94,1.52
13.84,181.52,0.00,199.36,0.00,-0.64,-3.30,1.52
13.86,181.49,0.00,199.27,-4.80,-0.63,-2.25,1.49
13.88,181.52,0.00,198.70,-69.00,-0.64,11.77,1.52
13.90,181.52,-4.80,197.03,-70.80,0.39,12.19,1.52
13.92,181.52,0.00,196.00,-34.80,-0.64,4.35,1.52
13.94,181.52,0.00,195.60,-24.00,-0.64,2.00,1.52
13.96,181.52,0.00,194.92,-46.80,-0.64,6.99,1.52
13.98,181.52,0.00,193.91,-52.80,-0.64,8.32,1.52
14.00,181.52,0.00,192.94,-41.40,-0.64,5.84,1.52
14.02,181.49,-10.20,192.61,0.00,1.56,-3.19,1.49
14.04,181.52,0.00,192.61,0.00,-0.64,-3.19,1.52
14.06,181.52,0.00,192.68,6.00,-0.64,-4.50,1.52
14.08,181.52,0.00,192.68,0.00,-0.64,-3.19,1.52
14.10,181.52,0.00,192.77,0.00,-0.64,-3.19,1.52
14.12,181.52,0.00,192.77,0.00,-0.64,-3.19,1.52
14.14,181.52,0.00,192.77,0.00,-0.64,-3.19,1.52
14.16,181.52,0.00,192.77,0.00,-0.64,-3.19,1.52
14.18,181.52,0.00,192.79,0.00,-0.64,-3.19,1.52
14.20,181.52,0.00,192.79,0.00,-0.64,-3.19,1.52
14.22,181.49,0.00,192.79,4.80,-0.63,-4.24,1.49
14.24,181.52,0.00,192.77,0.00,-0.64,-3.19,1.52
14.26,181.52,0.00,192.77,0.00,-0.64,-3.19,1.52
14.28,181.52,0.00,192.77,0.00,-0.64,-3.19,1.52
14.30,181.52,4.80,192.77,0.00,-1.67,-3.19,1.52
14.32,181.52,0.00,192.77,0.00,-0.64,-3.19,1.52
14.34,181.52,0.00,192.77,-5.40,-0.64,-2.01,1.52
14.36,181.52,0.00,192.79,0.00,-0.64,-3.19,1.52
14.38,181.52,0.00,192.77,0.00,-0.64,-3.19,1.52
14.40,181.52,0.00,192.77,0.00,-0.64,-3.19,1.52
14.42,181.52,0.00,192.77,0.00,-0.64,-3.19,1.52
14.44,181.52,0.00,192.77,0.00,-0.64,-3.19,1.52
14.46,181.52,0.00,192.77,0.00,-0.64,-3.19,1.52
14.48,181.52,0.00,192.77,0.00,-0.64,-3.19,1.52
14.50,181.52,0.00,192.74,0.00,-0.64,-3.19,1.52
14.52,181.52,0.00,192.74,0.00,-0.64,-3.19,1.52
14.54,181.52,0.00,192.72,0.00,-0.64,-3.19,1.52
14.56,181.52,0.00,192.70,0.00,-0.64,-3.19,1.52
14.58,181.52,0.00,192.70,0.00,-0.64,-3.19,1.52
14.60,181.52,0.00,192.68,0.00,-0.64,-3.19,1.52
14.62,181.52,0.00,192.68,0.00,-0.64,-3.19,1.52
14.64,181.52,0.00,192.66,0.00,-0.64,-3.19,1.52
14.66,181.52,0.00,192.63,0.00,-0.64,-3.19,1.52
14.68,181.52,0.00,192.61,-4.80,-0.64,-2.14,1.52
14.70,181.52,0.00,192.61,0.00,-0.64,-3.19,1.52
14.72,181.52,-5.40,192.59,0.00,0.52,-3.19,1.52
14.74,181.52,0.00,192.55,-5.40,-0.64,-2.01,1.52
14.76,181.52,0.00,192.52,-4.80,-0.64,-2.14,1.52
14.78,181.52,0.00,192.52,0.00,-0.64,-3.19,1.52
14.80,181.54,0.00,192.50,0.00,-0.65,-3.19,1.54
14.82,181.52,0.00,192.50,0.00,-0.64,-3.19,1.52
14.84,181.52,-5.40,192.48,0.00,0.52,-3.18,1.52
14.86,181.54,0.00,192.48,0.00,-0.65,-3.18,1.54
14.88,181.52,0.00,192.46,0.00,-0.64,-3.18,1.52
14.90,181.52,0.00,192.44,0.00,-0.64,-3.18,1.52
14.92,181.52,0.00,192.41,0.00,-0.64,-3.18,1.52
14.94,181.52,0.00,192.39,0.00,-0.64,-3.18,1.52
14.96,181.54,0.00,192.39,-4.80,-0.65,-2.14,1.54
14.98,181.52,-4.80,192.37,0.00,0.39,-3.18,1.52
15.00,181.52,0.00,192.35,0.00,-0.64,-3.18,1.52
15.02,181.52,0.00,192.33,0.00,-0.64,-3.18,1.52
15.04,181.54,0.00,192.33,0.00,-0.65,-3.18,1.54
15.06,181.54,0.00,192.30,-5.40,-0.65,-2.00,1.54
15.08,181.52,-4.80,192.28,-4.80,0.39,-2.13,1.52
15.10,181.54,0.00,192.26,0.00,-0.65,-3.18,1.54
15.12,181.54,0.00,192.26,0.00,-0.65,-3.18,1.54
15.14,181.52,0.00,192.24,0.00,-0.64,-3.18,1.52
15.16,181.52,0.00,192.22,0.00,-0.64,-3.18,1.52
15.18,181.54,0.00,192.17,0.00,-0.65,-3.18,1.54
15.20,181.52,0.00,192.13,0.00,-0.64,-3.18,1.52
15.22,181.52,0.00,192.04,-5.40,-0.64,-2.00,1.52
15.24,181.54,0.00,189.62,-182.40,-0.65,36.68,1.54
15.26,181.54,0.00,188.20,12.00,-0.65,-5.73,1.54
15.28,181.52,0.00,188.22,-4.80,-0.64,-2.07,1.52
15.30,181.54,5.40,188.22,0.00,-1.81,-3.11,1.54
15.32,181.52,0.00,188.22,0.00,-0.64,-3.11,1.52
15.34,181.52,0.00,188.20,0.00,-0.64,-3.11,1.52
15.36,181.52,-4.80,188.20,0.00,0.39,-3.11,1.52
15.38,181.52,0.00,188.17,0.00,-0.64,-3.11,1.52
15.40,181.54,0.00,188.15,0.00,-0.65,-3.11,1.54
15.42,181.54,0.00,188.11,0.00,-0.65,-3.11,1.54
15.44,181.52,0.00,188.06,-10.20,-0.64,-0.89,1.52
15.46,181.54,0.00,188.02,0.00,-0.65,-3.11,1.54
15.48,181.52,0.00,188.00,0.00,-0.64,-3.11,1.52
15.50,181.54,0.00,187.98,0.00,-0.65,-3.11,1.54
15.52,181.52,-4.80,187.95,0.00,0.39,-3.11,1.52
15.54,181.52,0.00,187.91,-5.40,-0.64,-1.93,1.52
15.56,181.52,0.00,187.89,0.00,-0.64,-3.11,1.52
15.58,181.54,0.00,187.87,0.00,-0.65,-3.11,1.54
15.60,181.52,0.00,187.82,0.00,-0.64,-3.11,1.52
15.62,181.52,-5.40,187.80,0.00,0.52,-3.11,1.52
15.64,181.54,0.00,187.78,0.00,-0.65,-3.11,1.54
15.66,181.52,0.00,187.73,0.00,-0.64,-3.11,1.52
15.68,181.52,0.00,187.71,0.00,-0.64,-3.11,1.52
15.70,181.54,0.00,187.67,-5.40,-0.65,-1.93,1.54
15.72,181.52,0.00,187.62,-4.80,-0.64,-2.06,1.52
15.74,181.52,0.00,187.60,-5.40,-0.64,-1.93,1.52
15.76,181.52,0.00,187.58,0.00,-0.64,-3.10,1.52
15.78,181.54,0.00,187.54,0.00,-0.65,-3.10,1.54
15.80,181.54,0.00,187.47,0.00,-0.65,-3.10,1.54
15.82,181.52,0.00,185.91,-209.40,-0.64,42.63,1.52
15.84,181.54,0.00,183.69,-12.60,-0.65,-0.29,1.54
15.86,181.54,-5.40,183.74,0.00,0.51,-3.04,1.54
15.88,181.54,0.00,183.71,0.00,-0.65,-3.04,1.54
15.90,181.54,0.00,183.71,0.00,-0.65,-3.04,1.54
15.92,181.54,0.00,183.71,0.00,-0.65,-3.04,1.54
15.94,181.54,0.00,183.69,0.00,-0.65,-3.04,1.54
15.96,181.54,0.00,183.69,0.00,-0.65,-3.04,1.54
15.98,181.54,0.00,183.58,-5.40,-0.65,-1.86,1.54
16.00,181.54,0.00,183.47,-10.20,-0.65,-0.81,1.54
16.02,181.54,0.00,183.43,0.00,-0.65,-3.03,1.54
16.04,181.54,4.80,183.41,0.00,-1.68,-3.03,1.54
16.06,181.54,0.00,183.34,0.00,-0.65,-3.03,1.54
16.08,181.54,0.00,183.27,-0.60,-0.65,-2.90,1.54
16.10,181.54,0.00,183.21,-5.40,-0.65,-1.85,1.54
16.12,181.54,0.00,183.16,0.00,-0.65,-3.03,1.54
16.14,181.54,0.00,183.12,-10.80,-0.65,-0.67,1.54
16.16,181.52,0.00,183.10,0.00,-0.64,-3.03,1.52
16.18,181.54,0.00,183.08,-4.80,-0.65,-1.98,1.54
16.20,181.54,0.00,183.01,-4.80,-0.65,-1.98,1.54
16.22,181.54,0.00,182.94,-5.40,-0.65,-1.85,1.54
16.24,181.54,0.00,182.83,-15.60,-0.65,0.38,1.54
16.26,181.52,0.00,181.63,-131.40,-0.64,25.68,1.52
16.28,181.52,0.00,180.99,0.00,-0.64,-2.99,1.52
16.30,181.54,0.00,181.01,0.00,-0.65,-2.99,1.54
16.32,181.54,0.00,181.01,0.00,-0.65,-2.99,1.54
16.34,181.52,0.00,181.01,0.00,-0.64,-2.99,1.52
16.36,181.52,0.00,180.99,0.00,-0.64,-2.99,1.52
16.38,181.54,0.00,180.99,0.00,-0.65,-2.99,1.54
16.40,181.54,0.00,180.99,0.00,-0.65,-2.99,1.54
16.42,181.52,0.00,180.97,0.00,-0.64,-2.99,1.52
16.44,181.54,0.00,180.97,0.00,-0.65,-2.99,1.54
16.46,181.54,0.00,180.97,0.00,-0.65,-2.99,1.54
16.48,181.54,0.00,180.94,-4.80,-0.65,-1.95,1.54
16.50,181.54,0.00,180.92,0.00,-0.65,-2.99,1.54
16.52,181.54,0.00,180.88,0.00,-0.65,-2.99,1.54
16.54,181.54,0.00,180.83,-5.40,-0.65,-1.81,1.54
16.56,181.54,0.00,180.81,0.00,-0.65,-2.99,1.54
16.58,181.54,0.00,180.77,-5.40,-0.65,-1.81,1.54
16.60,181.54,0.00,180.77,-4.80,-0.65,-1.94,1.54
16.62,181.54,0.00,180.75,0.00,-0.65,-2.99,1.54
16.64,181.54,0.00,180.73,0.00,-0.65,-2.99,1.54
16.66,181.54,0.00,180.70,0.00,-0.65,-2.99,1.54
16.68,181.52,0.00,180.68,0.00,-0.64,-2.99,1.52
16.70,181.54,0.00,180.66,0.00,-0.65,-2.99,1.54
16.72,181.54,5.40,180.64,0.00,-1.81,-2.99,1.54
16.74,181.54,0.00,180.57,-10.80,-0.65,-0.63,1.54
16.76,181.54,-5.40,180.57,0.00,0.51,-2.99,1.54
16.78,181.52,0.00,180.55,-10.20,-0.64,-0.76,1.52
16.80,181.54,0.00,180.55,0.00,-0.65,-2.99,1.54
16.82,181.54,0.00,180.53,0.00,-0.65,-2.99,1.54
16.84,181.54,-5.40,180.53,4.80,0.51,-4.03,1.54
16.86,181.54,0.00,180.55,16.80,-0.65,-6.65,1.54
16.88,181.54,0.00,180.48,0.00,-0.65,-2.99,1.54
16.90,181.54,0.00,180.46,-5.40,-0.65,-1.81,1.54
16.92,181.54,0.00,180.42,-10.80,-0.65,-0.63,1.54
16.94,181.54,0.00,180.31,-10.80,-0.65,-0.63,1.54
16.96,181.54,0.00,180.11,-7.20,-0.65,-1.41,1.54
16.98,181.54,0.00,178.66,-42.60,-0.65,6.34,1.54
17.00,181.54,0.00,178.26,-0.60,-0.65,-2.82,1.54
17.02,181.54,0.00,178.22,0.00,-0.65,-2.95,1.54
17.04,181.54,0.00,178.13,-4.80,-0.65,-1.90,1.54
17.06,181.54,0.00,178.07,0.00,-0.65,-2.95,1.54
17.08,181.54,4.80,178.02,-4.80,-1.68,-1.90,1.54
17.10,181.54,0.00,177.98,0.00,-0.65,-2.94,1.54
17.12,181.54,0.00,177.96,-5.40,-0.65,-1.77,1.54
17.14,181.54,0.00,177.91,0.00,-0.65,-2.94,1.54
17.16,181.54,0.00,177.85,-4.80,-0.65,-1.89,1.54
17.18,181.52,0.00,177.74,-4.80,-0.64,-1.89,1.52
17.20,181.54,0.00,177.56,-16.20,-0.65,0.60,1.54
17.22,181.54,0.00,175.74,-144.00,-0.65,28.53,1.54
17.24,181.54,0.00,174.35,0.00,-0.65,-2.88,1.54
17.26,181.54,0.00,174.40,0.00,-0.65,-2.89,1.54
17.28,181.54,0.00,174.40,0.00,-0.65,-2.89,1.54
17.30,181.54,0.00,174.40,0.00,-0.65,-2.89,1.54
17.32,181.54,0.00,174.38,0.00,-0.65,-2.89,1.54
17.34,181.54,0.00,174.38,-5.40,-0.65,-1.71,1.54
17.36,181.54,0.00,174.35,0.00,-0.65,-2.88,1.54
17.38,181.54,0.00,174.35,0.00,-0.65,-2.88,1.54
17.40,181.54,0.00,174.33,0.00,-0.65,-2.88,1.54
17.42,181.54,0.00,174.31,0.00,-0.65,-2.88,1.54
17.44,181.54,0.00,174.29,0.00,-0.65,-2.88,1.54
17.46,181.54,0.00,174.29,0.00,-0.65,-2.88,1.54
17.48,181.54,0.00,174.29,0.00,-0.65,-2.88,1.54
17.50,181.54,0.00,174.29,0.00,-0.65,-2.88,1.54
17.52,181.54,0.00,174.27,0.00,-0.65,-2.88,1.54
17.54,181.54,0.00,174.27,0.00,-0.65,-2.88,1.54
17.56,181.54,0.00,174.27,-4.80,-0.65,-1.84,1.54
17.58,181.54,0.00,174.27,0.00,-0.65,-2.88,1.54
17.60,181.56,0.00,174.27,0.00,-0.66,-2.88,1.56
17.62,181.56,0.00,174.24,0.00,-0.66,-2.88,1.56
17.64,181.56,0.00,174.22,0.00,-0.66,-2.88,1.56
17.66,181.56,0.00,174.20,0.00,-0.66,-2.88,1.56
17.68,181.56,0.00,174.16,-4.80,-0.66,-1.83,1.56
17.70,181.56,0.00,174.13,-5.40,-0.66,-1.70,1.56
17.72,181.56,0.00,174.11,0.00,-0.66,-2.88,1.56
17.74,181.58,0.00,174.11,0.00,-0.67,-2.88,1.58
17.76,181.58,0.00,174.09,0.00,-0.67,-2.88,1.58
17.78,181.58,0.00,174.07,0.00,-0.67,-2.88,1.58
17.80,181.58,0.00,174.05,-4.80,-0.67,-1.83,1.58
17.82,181.58,5.40,174.05,0.00,-1.83,-2.88,1.58
17.84,181.58,0.00,174.02,0.00,-0.67,-2.88,1.58
17.86,181.58,0.00,174.00,0.00,-0.67,-2.88,1.58
17.88,181.60,0.00,173.98,0.00,-0.68,-2.88,1.60
17.90,181.65,0.00,173.98,0.00,-0.70,-2.88,1.65
17.92,181.63,0.00,173.96,-4.80,-0.69,-1.83,1.63
17.94,181.63,0.00,173.96,-5.40,-0.69,-1.70,1.63
17.96,181.63,0.00,173.94,0.00,-0.69,-2.88,1.63
17.98,181.60,0.00,173.94,0.00,-0.68,-2.88,1.60
18.00,181.60,-4.80,173.94,0.00,0.35,-2.88,1.60
18.02,181.63,0.00,173.94,-5.40,-0.69,-1.70,1.63
18.04,181.63,0.00,173.94,0.00,-0.69,-2.88,1.63
18.06,181.60,0.00,173.94,0.00,-0.68,-2.88,1.60
18.08,181.60,-4.80,173.91,-10.20,0.35,-0.65,1.60
18.10,181.58,0.00,173.89,0.00,-0.67,-2.88,1.58
18.12,181.58,5.40,173.85,0.00,-1.83,-2.88,1.58
18.14,181.58,0.00,173.80,0.00,-0.67,-2.88,1.58
18.16,181.63,4.80,173.74,-5.40,-1.72,-1.70,1.63
18.18,181.63,0.00,173.50,-23.40,-0.69,2.24,1.63
18.20,181.60,0.00,170.60,-66.00,-0.68,11.58,1.60
18.22,181.60,-10.20,169.89,-0.60,1.51,-2.68,1.60
18.24,181.60,0.00,169.87,-5.40,-0.68,-1.63,1.60
18.26,181.54,-15.60,169.83,0.00,2.70,-2.81,1.54
18.28,181.52,0.00,169.83,0.00,-0.64,-2.81,1.52
18.30,181.52,0.00,169.78,0.00,-0.64,-2.81,1.52
18.32,181.52,0.00,169.76,0.00,-0.64,-2.81,1.52
18.34,181.52,0.00,169.69,-10.80,-0.64,-0.45,1.52
18.36,181.54,0.00,169.61,0.00,-0.65,-2.81,1.54
18.38,181.58,0.00,169.56,-5.40,-0.67,-1.63,1.58
18.40,181.58,0.00,169.54,0.00,-0.67,-2.81,1.58
18.42,181.58,-4.80,169.52,0.00,0.36,-2.80,1.58
18.44,181.58,0.00,169.50,4.80,-0.67,-3.85,1.58
18.46,181.56,0.00,169.48,0.00,-0.66,-2.80,1.56
18.48,181.54,0.00,169.45,0.00,-0.65,-2.80,1.54
18.50,181.49,0.00,169.45,0.00,-0.63,-2.80,1.49
18.52,181.49,0.00,169.43,0.00,-0.63,-2.80,1.49
18.54,181.49,0.00,169.41,-5.40,-0.63,-1.62,1.49
18.56,181.49,0.00,169.37,0.00,-0.63,-2.80,1.49
18.58,181.49,0.00,169.37,0.00,-0.63,-2.80,1.49
18.60,181.49,0.00,169.34,0.00,-0.63,-2.80,1.49
18.62,181.49,0.00,169.32,0.00,-0.63,-2.80,1.49
18.64,181.49,0.00,169.32,0.00,-0.63,-2.80,1.49
18.66,181.47,0.00,169.30,0.00,-0.62,-2.80,1.47
18.68,181.47,0.00,169.28,0.00,-0.62,-2.80,1.47
18.70,181.47,0.00,169.26,-4.80,-0.62,-1.75,1.47
18.72,181.45,0.00,169.26,0.00,-0.61,-2.80,1.45
18.74,181.47,0.00,169.23,0.00,-0.62,-2.80,1.47
18.76,181.47,0.00,169.23,0.00,-0.62,-2.80,1.47
18.78,181.47,0.00,169.23,0.00,-0.62,-2.80,1.47
18.80,181.47,0.00,169.21,0.00,-0.62,-2.80,1.47
18.82,181.45,0.00,169.19,0.00,-0.61,-2.80,1.45
18.84,181.47,0.00,169.15,-10.80,-0.62,-0.44,1.47
18.86,181.45,0.00,169.01,-11.40,-0.61,-0.31,1.45
18.88,181.45,0.00,166.14,-184.80,-0.61,37.59,1.45
18.90,181.45,0.00,165.23,10.20,-0.61,-4.96,1.45
18.92,181.45,0.00,165.23,-4.80,-0.61,-1.69,1.45
18.94,181.47,0.00,165.23,0.00,-0.62,-2.73,1.47
18.96,181.47,0.00,165.26,4.80,-0.62,-3.78,1.47
18.98,181.49,0.00,165.26,-4.80,-0.63,-1.69,1.49
19.00,181.58,10.20,165.23,0.00,-2.86,-2.73,1.58
19.02,181.58,0.00,165.23,0.00,-0.67,-2.73,1.58
19.04,181.58,0.00,165.21,0.00,-0.67,-2.73,1.58
19.06,181.58,0.00,165.19,0.00,-0.67,-2.73,1.58
19.08,181.63,4.80,165.17,0.00,-1.72,-2.73,1.63
19.10,181.54,0.00,165.15,0.00,-0.65,-2.73,1.54
19.12,181.54,0.00,165.10,-4.80,-0.65,-1.68,1.54
19.14,181.54,0.00,164.99,-4.80,-0.65,-1.68,1.54
19.16,181.54,0.00,164.86,-12.00,-0.65,-0.11,1.54
19.18,181.54,5.40,163.89,-87.00,-1.81,16.28,1.54
19.20,181.54,0.00,162.62,-40.20,-0.65,6.08,1.54
19.22,181.56,0.00,162.11,-18.00,-0.66,1.25,1.56
19.24,181.56,0.00,161.67,-12.60,-0.66,0.08,1.56
19.26,181.58,0.00,161.02,-46.20,-0.67,7.42,1.58
19.28,181.56,0.00,160.16,-46.80,-0.66,7.57,1.56
19.30,181.56,0.00,159.41,-22.20,-0.66,2.21,1.56
19.32,181.58,0.00,159.32,-0.60,-0.67,-2.51,1.58
19.34,181.58,0.00,159.32,0.00,-0.67,-2.64,1.58
19.36,181.58,-5.40,159.30,0.00,0.49,-2.64,1.58
19.38,181.58,0.00,159.30,0.00,-0.67,-2.64,1.58
19.40,181.58,0.00,159.30,4.80,-0.67,-3.68,1.58
19.42,181.58,0.00,159.30,0.00,-0.67,-2.64,1.58
19.44,181.56,0.00,159.30,0.00,-0.66,-2.64,1.56
19.46,181.56,0.00,159.32,0.60,-0.66,-2.77,1.56
19.48,181.54,0.00,159.32,0.00,-0.65,-2.64,1.54
19.50,181.52,0.00,159.35,0.00,-0.64,-2.64,1.52
19.52,181.52,5.40,159.37,0.00,-1.80,-2.64,1.52
19.54,181.49,0.00,159.41,4.80,-0.63,-3.69,1.49
19.56,181.49,0.00,159.46,0.00,-0.63,-2.64,1.49
19.58,181.49,-5.40,159.50,0.00,0.53,-2.64,1.49
19.60,181.47,0.00,159.48,0.00,-0.62,-2.64,1.47
19.62,181.47,0.00,159.43,0.00,-0.62,-2.64,1.47
19.64,181.47,0.00,159.41,0.00,-0.62,-2.64,1.47
19.66,181.47,0.00,159.41,0.00,-0.62,-2.64,1.47
19.68,181.47,0.00,159.41,0.00,-0.62,-2.64,1.47
19.70,181.45,0.00,159.41,0.00,-0.61,-2.64,1.45
19.72,181.43,-4.80,159.41,4.80,0.43,-3.69,1.43
19.74,181.45,0.00,159.41,0.00,-0.61,-2.64,1.45
19.76,181.45,0.00,159.43,0.00,-0.61,-2.64,1.45
19.78,181.45,0.00,159.41,0.00,-0.61,-2.64,1.45
19.80,181.43,-10.80,159.30,-4.80,1.72,-1.59,1.43
19.82,181.38,0.00,159.30,-4.80,-0.59,-1.59,1.38
19.84,181.36,0.00,159.30,0.00,-0.58,-2.64,1.36
19.86,181.30,-4.80,159.28,0.00,0.48,-2.64,1.30
19.88,181.27,0.00,159.21,-10.80,-0.54,-0.28,1.27
19.90,181.23,0.00,159.19,0.00,-0.52,-2.63,1.23
19.92,181.16,-10.20,159.15,0.00,1.70,-2.63,1.16
19.94,181.08,-5.40,159.06,-5.40,0.71,-1.45,1.08
19.96,180.86,-39.60,159.02,0.00,8.15,-2.63,0.86
19.98,179.25,-18.60,158.97,-4.80,4.32,-1.58,0.75
20.00,178.68,-24.00,158.95,4.80,5.72,-3.68,1.32
20.02,178.22,-12.00,158.91,-10.20,3.33,-0.40,1.78
20.04,178.11,-5.40,158.86,0.00,1.96,-2.63,1.89
20.06,178.11,0.00,158.82,0.00,0.80,-2.63,1.89
20.08,178.13,5.40,158.80,0.00,-0.37,-2.63,1.87
20.10,178.15,0.00,158.71,-4.80,0.78,-1.58,1.85
20.12,178.15,-4.80,158.20,-86.40,1.81,16.24,1.85
20.14,178.11,0.00,156.99,0.00,0.80,-2.60,1.89
20.16,178.11,0.00,156.97,0.00,0.80,-2.60,1.89
20.18,178.07,-4.80,156.97,0.00,1.85,-2.60,1.93
20.20,178.02,0.00,156.97,0.00,0.84,-2.60,1.98
20.22,177.96,0.00,156.93,-4.80,0.87,-1.55,2.04
20.24,177.89,-5.40,156.91,-5.40,2.05,-1.42,2.11
20.26,177.82,0.00,156.93,0.00,0.92,-2.60,2.18
20.28,177.82,0.00,156.88,-16.20,0.92,0.94,2.18
20.30,177.82,0.00,156.84,0.00,0.92,-2.60,2.18
20.32,177.82,-5.40,156.80,5.40,2.08,-3.77,2.18
20.34,177.85,4.80,156.82,0.00,-0.12,-2.59,2.15
20.36,177.87,0.00,156.82,0.00,0.90,-2.59,2.13
20.38,177.87,0.00,156.80,0.00,0.90,-2.59,2.13
20.40,177.91,0.00,156.75,-0.60,0.88,-2.46,2.09
