时间(s),摆杆角度(°),摆杆速度(°/s),飞轮角度(°),飞轮速度(°/s),电机1输出(RPM),电机2输出(RPM),倒立误差(°),是否稳定,放缩系数
6.879,182.571,0.000,335.105,0.000,-1.149,-6.556,2.571,1,1.000
6.899,182.571,-4.800,335.083,0.000,1.714,-6.546,2.571,1,1.000
6.919,182.571,0.000,335.061,0.000,-1.149,-6.555,2.571,1,1.000
6.940,182.571,0.000,335.017,-5.400,-1.159,-3.226,2.571,1,1.000
6.960,182.571,0.000,334.995,0.000,-1.149,-6.554,2.571,1,1.000
6.980,182.571,0.000,334.973,0.000,-1.149,-6.553,2.571,1,1.000
7.000,182.571,0.000,334.929,0.000,-1.149,-6.552,2.571,1,1.000
7.020,182.571,0.000,334.863,0.000,-1.149,-6.551,2.571,1,1.000
7.039,182.549,0.000,334.819,-10.800,-1.159,0.107,2.549,1,1.000
7.059,182.549,0.000,334.775,0.000,-1.139,-6.549,2.549,1,1.000
7.079,182.527,0.000,334.753,-10.200,-1.148,-0.262,2.527,1,1.000
7.099,182.527,0.000,334.731,0.000,-1.129,-6.548,2.527,1,1.000
7.119,182.527,0.000,334.688,-15.600,-1.159,3.068,2.527,1,1.000
7.139,182.505,0.000,334.666,0.000,-1.119,-6.547,2.505,1,1.000
7.160,182.505,0.000,334.666,0.000,-1.119,-6.547,2.505,1,1.000
7.180,182.505,0.000,334.600,0.000,-1.119,-6.546,2.505,1,1.000
7.199,182.483,0.000,334.490,0.000,-1.109,-6.543,2.483,1,1.000
7.220,182.483,0.000,334.094,-66.600,-1.236,34.514,2.483,1,1.000
7.239,182.483,0.000,332.205,0.000,-1.109,-6.499,2.483,1,1.000
7.260,182.461,0.000,332.227,4.800,-1.089,-9.458,2.461,1,1.000
7.280,182.461,0.000,332.205,0.000,-1.099,-6.499,2.461,1,1.000
7.300,182.461,0.000,332.183,-4.800,-1.108,-3.540,2.461,1,1.000
7.321,182.461,0.000,332.161,0.000,-1.099,-6.498,2.461,1,1.000
7.340,182.439,0.000,332.117,-10.800,-1.109,0.160,2.439,1,1.000
7.360,182.439,0.000,332.117,0.000,-1.089,-6.497,2.439,1,1.000
7.380,182.439,0.000,332.117,0.000,-1.089,-6.497,2.439,1,1.000
7.401,182.439,0.000,332.095,0.000,-1.089,-6.497,2.439,1,1.000
7.420,182.417,0.000,332.051,0.000,-1.079,-6.496,2.417,1,1.000
7.440,182.417,-4.800,332.007,-0.600,1.783,-6.115,2.417,1,1.000
7.460,182.417,0.000,331.941,-6.000,-1.090,-2.795,2.417,1,1.000
7.479,182.417,0.000,331.699,-43.200,-1.162,20.138,2.417,1,1.000
7.500,182.395,0.000,329.041,-78.000,-1.219,41.640,2.395,1,1.000
7.520,182.395,0.000,328.931,0.000,-1.069,-6.435,2.395,1,1.000
7.540,182.395,0.000,328.975,0.000,-1.069,-6.436,2.395,1,1.000
7.560,182.395,0.000,328.953,0.000,-1.069,-6.435,2.395,1,1.000
7.580,182.373,-4.800,328.931,-4.800,1.795,-3.466,2.373,1,1.000
7.599,182.373,0.000,328.931,0.000,-1.059,-6.435,2.373,1,1.000
7.619,182.373,0.000,328.931,0.000,-1.059,-6.435,2.373,1,1.000
7.639,182.373,0.000,328.909,0.000,-1.059,-6.434,2.373,1,1.000
7.659,182.373,0.000,328.887,0.000,-1.059,-6.434,2.373,1,1.000
7.679,182.373,0.000,328.821,-10.200,-1.078,-0.146,2.373,1,1.000
7.699,182.373,0.000,328.777,0.000,-1.059,-6.432,2.373,1,1.000
7.719,182.351,0.000,328.733,-4.800,-1.058,-3.472,2.351,1,1.000
7.739,182.351,0.000,328.645,-15.600,-1.079,3.186,2.351,1,1.000
7.759,182.351,0.000,328.623,0.000,-1.049,-6.429,2.351,1,1.000
7.779,182.351,0.000,328.623,-5.400,-1.059,-3.100,2.351,1,1.000
7.799,182.329,-4.800,328.579,-4.800,1.815,-3.459,2.329,1,1.000
7.819,182.329,0.000,328.535,0.000,-1.039,-6.427,2.329,1,1.000
7.839,182.329,0.000,328.491,-5.400,-1.049,-3.098,2.329,1,1.000
7.859,182.329,5.400,328.381,0.000,-4.260,-6.435,2.329,1,1.000
7.879,182.307,-0.600,328.293,-5.400,-0.681,-3.092,2.307,1,1.000
7.899,182.285,-5.400,328.118,-11.400,2.181,0.619,2.285,1,1.000
7.920,182.285,0.000,326.536,-136.200,-1.280,77.561,2.285,1,1.000
7.940,182.285,0.000,326.030,17.400,-0.985,-17.102,2.285,1,1.000
7.960,182.285,0.000,326.140,0.000,-1.019,-6.380,2.285,1,1.000
7.980,182.285,0.000,326.140,-5.400,-1.029,-3.052,2.285,1,1.000
7.999,182.285,0.000,326.140,0.000,-1.019,-6.380,2.285,1,1.000
8.019,182.285,0.000,326.118,0.000,-1.019,-6.379,2.285,1,1.000
8.039,182.285,0.000,326.096,0.000,-1.019,-6.379,2.285,1,1.000
8.059,182.285,0.000,326.074,0.000,-1.019,-6.379,2.285,1,1.000
8.080,182.263,0.000,326.052,-0.600,-1.010,-6.008,2.263,1,1.000
8.099,182.263,0.000,326.008,0.000,-1.009,-6.377,2.263,1,1.000
8.119,182.263,0.000,325.986,0.000,-1.009,-6.377,2.263,1,1.000
8.140,182.241,0.000,325.942,0.000,-0.999,-6.376,2.241,1,1.000
8.169,182.241,0.000,325.876,-4.800,-1.008,-3.416,2.241,1,1.000
8.185,182.241,0.000,325.854,0.000,-0.999,-6.374,2.241,1,1.000
8.200,182.219,0.000,325.833,-5.400,-0.999,-3.045,2.219,1,1.000
8.220,182.219,0.000,325.789,0.000,-0.989,-6.373,2.219,1,1.000
8.240,182.219,0.000,325.745,0.000,-0.989,-6.372,2.219,1,1.000
8.260,182.219,0.000,325.635,-10.800,-1.009,0.287,2.219,1,1.000
8.280,182.219,-4.800,325.525,0.000,1.875,-6.358,2.219,1,1.000
8.300,182.219,0.000,325.481,-5.400,-0.999,-3.038,2.219,1,1.000
8.320,182.219,0.000,325.261,-17.400,-1.022,4.362,2.219,1,1.000
8.340,182.219,0.000,323.833,-90.600,-1.163,49.508,2.219,1,1.000
8.360,182.219,-4.800,323.591,0.000,1.874,-6.320,2.219,1,1.000
8.380,182.219,0.000,323.657,0.000,-0.989,-6.331,2.219,1,1.000
8.400,182.219,0.000,323.657,0.000,-0.989,-6.331,2.219,1,1.000
8.420,182.219,0.000,323.635,0.000,-0.989,-6.331,2.219,1,1.000
8.440,182.219,0.000,323.613,0.000,-0.989,-6.330,2.219,1,1.000
8.460,182.219,0.000,323.591,0.000,-0.989,-6.330,2.219,1,1.000
8.480,182.219,0.000,323.569,-4.800,-0.998,-3.371,2.219,1,1.000
8.500,182.219,0.000,323.547,0.000,-0.989,-6.329,2.219,1,1.000
8.520,182.219,0.000,323.525,0.000,-0.989,-6.329,2.219,1,1.000
8.540,182.219,-4.800,323.459,0.000,1.874,-6.318,2.219,1,1.000
8.560,182.197,-5.400,323.394,-10.200,2.223,-0.028,2.197,1,1.000
8.580,182.219,-4.800,323.350,0.000,1.874,-6.316,2.219,1,1.000
8.601,182.219,0.000,323.306,-4.800,-0.998,-3.366,2.219,1,1.000
8.621,182.219,0.000,323.262,0.000,-0.989,-6.323,2.219,1,1.000
8.641,182.219,0.000,323.218,0.000,-0.989,-6.323,2.219,1,1.000
8.661,182.219,0.000,323.130,-4.800,-0.998,-3.362,2.219,1,1.000
8.681,182.219,0.000,323.042,0.000,-0.989,-6.319,2.219,1,1.000
8.701,182.219,0.000,322.844,-28.200,-1.043,11.066,2.219,1,1.000
8.721,182.219,0.000,320.559,-135.000,-1.248,76.938,2.219,1,1.000
8.741,182.219,0.000,319.812,28.800,-0.934,-24.007,2.219,1,1.000
8.760,182.219,0.000,319.922,-1.200,-0.991,-5.519,2.219,1,1.000
8.781,182.219,-4.800,319.922,0.000,1.874,-6.249,2.219,1,1.000
8.800,182.219,-5.400,319.900,0.000,2.232,-6.247,2.219,1,1.000
8.820,182.219,0.000,319.878,-4.800,-0.998,-3.299,2.219,1,1.000
8.840,182.219,0.000,319.856,0.000,-0.989,-6.257,2.219,1,1.000
8.861,182.219,0.000,319.834,-0.600,-0.990,-5.887,2.219,1,1.000
8.880,182.219,0.000,319.812,0.000,-0.989,-6.256,2.219,1,1.000
8.901,182.219,0.000,319.768,-4.800,-0.998,-3.297,2.219,1,1.000
8.920,182.219,0.000,319.724,0.000,-0.989,-6.254,2.219,1,1.000
8.940,182.219,0.000,319.702,0.000,-0.989,-6.254,2.219,1,1.000
8.960,182.219,0.000,319.658,-4.800,-0.998,-3.294,2.219,1,1.000
8.980,182.219,0.000,319.614,0.000,-0.989,-6.252,2.219,1,1.000
9.000,182.219,0.000,319.526,0.000,-0.989,-6.250,2.219,1,1.000
9.020,182.219,0.000,319.373,-6.000,-1.001,-2.549,2.219,1,1.000
9.040,182.219,0.000,318.494,-120.000,-1.220,67.733,2.219,1,1.000
9.060,182.219,0.000,317.681,18.000,-0.955,-17.309,2.219,1,1.000
9.080,182.219,0.000,317.725,-4.800,-0.998,-3.257,2.219,1,1.000
9.100,182.219,0.000,317.747,0.000,-0.989,-6.216,2.219,1,1.000
9.120,182.219,0.000,317.725,0.000,-0.989,-6.215,2.219,1,1.000
9.140,182.219,0.000,317.703,-5.400,-1.000,-2.886,2.219,1,1.000
9.160,182.219,4.800,317.703,-4.800,-3.861,-3.266,2.219,1,1.000
9.180,182.219,0.000,317.703,0.000,-0.989,-6.215,2.219,1,1.000
9.200,182.219,0.000,317.681,0.000,-0.989,-6.214,2.219,1,1.000
9.221,182.197,0.000,317.659,-4.800,-0.988,-3.255,2.197,1,1.000
9.240,182.219,0.000,317.637,0.000,-0.989,-6.214,2.219,1,1.000
9.260,182.219,0.000,317.615,0.000,-0.989,-6.213,2.219,1,1.000
9.281,182.219,0.000,317.593,0.000,-0.989,-6.213,2.219,1,1.000
9.301,182.219,0.000,317.571,0.000,-0.989,-6.212,2.219,1,1.000
9.321,182.219,0.000,317.527,0.000,-0.989,-6.211,2.219,1,1.000
9.341,182.219,0.000,317.483,0.000,-0.989,-6.211,2.219,1,1.000
9.361,182.219,0.000,317.439,-4.800,-0.998,-3.251,2.219,1,1.000
9.381,182.219,0.000,317.351,0.000,-0.989,-6.208,2.219,1,1.000
9.401,182.219,0.000,317.241,-5.400,-1.000,-2.877,2.219,1,1.000
9.421,182.219,0.000,316.428,-139.800,-1.258,79.978,2.219,1,1.000
9.441,182.219,0.000,315.022,34.800,-0.923,-27.612,2.219,1,1.000
9.461,182.219,0.000,315.088,-6.000,-1.001,-2.466,2.219,1,1.000
9.481,182.219,0.000,315.088,0.000,-0.989,-6.164,2.219,1,1.000
9.501,182.219,0.000,315.088,0.000,-0.989,-6.164,2.219,1,1.000
9.521,182.219,0.000,315.066,0.000,-0.989,-6.163,2.219,1,1.000
9.541,182.219,0.000,315.044,0.000,-0.989,-6.163,2.219,1,1.000
9.560,182.219,0.000,315.000,-4.800,-0.999,-3.203,2.219,1,1.000
9.581,182.219,0.000,315.000,0.000,-0.989,-6.162,2.219,1,1.000
9.600,182.219,0.000,314.956,-10.200,-1.009,0.126,2.219,1,1.000
9.621,182.219,0.000,314.956,4.800,-0.980,-9.120,2.219,1,1.000
9.640,182.197,0.000,314.934,0.000,-0.979,-6.161,2.197,1,1.000
9.661,182.197,0.000,314.890,0.000,-0.979,-6.160,2.197,1,1.000
9.680,182.197,0.000,314.824,0.000,-0.979,-6.158,2.197,1,1.000
9.700,182.197,0.000,314.758,-5.400,-0.990,-2.829,2.197,1,1.000
9.721,182.197,0.000,314.648,0.000,-0.979,-6.155,2.197,1,1.000
9.740,182.197,0.000,314.561,-6.000,-0.991,-2.455,2.197,1,1.000
9.760,182.197,0.000,314.187,-51.600,-1.079,25.658,2.197,1,1.000
9.780,182.197,0.000,312.231,-24.600,-1.027,9.055,2.197,1,1.000
9.801,182.197,0.000,312.253,4.800,-0.970,-9.067,2.197,1,1.000
9.821,182.197,0.000,312.231,0.000,-0.980,-6.108,2.197,1,1.000
9.840,182.197,0.000,312.231,0.000,-0.980,-6.108,2.197,1,1.000
9.860,182.197,-4.200,312.166,-0.600,1.524,-5.728,2.197,1,1.000
9.881,182.197,0.000,312.012,-10.800,-1.000,0.553,2.197,1,1.000
9.901,182.197,0.000,311.880,0.000,-0.980,-6.101,2.197,1,1.000
9.921,182.197,0.000,311.836,-10.800,-1.000,0.557,2.197,1,1.000
9.941,182.197,0.000,311.726,0.000,-0.980,-6.098,2.197,1,1.000
9.961,182.197,0.000,311.682,-0.600,-0.981,-5.727,2.197,1,1.000
9.981,182.197,0.000,311.550,-10.800,-1.000,0.562,2.197,1,1.000
10.000,182.197,0.000,311.375,-4.800,-0.989,-3.133,2.197,1,1.000
10.020,182.175,-5.400,311.287,-6.000,2.240,-2.380,2.175,1,1.000
10.040,182.197,0.000,310.759,-68.400,-1.111,36.080,2.197,1,1.000
10.060,182.197,4.800,309.771,13.200,-3.818,-14.205,2.197,1,1.000
10.080,182.197,0.000,309.771,0.000,-0.980,-6.060,2.197,1,1.000
10.099,182.175,0.000,309.749,0.000,-0.970,-6.059,2.175,1,1.000
10.119,182.175,0.000,309.749,0.000,-0.970,-6.059,2.175,1,1.000
10.139,182.175,-4.800,309.705,0.000,1.893,-6.049,2.175,1,1.000
10.160,182.175,0.000,309.683,0.000,-0.970,-6.058,2.175,1,1.000
10.180,182.175,4.800,309.639,-5.400,-3.843,-2.738,2.175,1,1.000
10.200,182.175,0.000,309.595,-4.800,-0.979,-3.098,2.175,1,1.000
10.220,182.175,0.000,309.573,0.000,-0.970,-6.056,2.175,1,1.000
10.240,182.175,5.400,309.551,0.000,-4.191,-6.066,2.175,1,1.000
10.260,182.175,0.000,309.485,0.000,-0.970,-6.054,2.175,1,1.000
10.280,182.153,0.000,309.353,-10.800,-0.980,0.605,2.153,1,1.000
10.301,182.153,0.000,308.804,-78.000,-1.110,42.036,2.153,1,1.000
10.320,182.153,0.000,307.661,24.000,-0.914,-20.811,2.153,1,1.000
10.341,182.131,0.000,307.639,0.000,-0.950,-6.018,2.131,1,1.000
10.360,182.131,0.000,307.617,0.000,-0.950,-6.017,2.131,1,1.000
10.381,182.131,0.000,307.573,-10.800,-0.971,0.640,2.131,1,1.000
10.400,182.131,0.000,307.551,0.000,-0.950,-6.016,2.131,1,1.000
10.420,182.131,0.000,307.529,0.000,-0.950,-6.016,2.131,1,1.000
10.440,182.131,0.000,307.485,-10.800,-0.971,0.642,2.131,1,1.000
10.459,182.131,0.000,307.441,0.000,-0.950,-6.014,2.131,1,1.000
10.479,182.131,0.000,307.397,-0.600,-0.951,-5.643,2.131,1,1.000
10.499,182.131,0.000,307.310,0.000,-0.950,-6.011,2.131,1,1.000
10.519,182.131,5.400,307.112,-16.800,-4.203,4.336,2.131,1,1.000
10.540,182.131,0.000,306.189,-78.000,-1.100,42.087,2.131,1,1.000
10.559,182.109,0.000,305.574,6.000,-0.928,-9.676,2.109,1,1.000
10.579,182.109,0.000,305.596,0.000,-0.940,-5.978,2.109,1,1.000
10.599,182.087,0.000,305.574,0.000,-0.930,-5.977,2.087,1,1.000
10.620,182.087,0.000,305.574,0.000,-0.930,-5.977,2.087,1,1.000
10.640,182.087,4.800,305.552,0.000,-3.793,-5.987,2.087,1,1.000
10.660,182.087,0.000,305.508,-10.800,-0.951,0.681,2.087,1,1.000
10.680,182.087,0.000,305.508,0.000,-0.930,-5.976,2.087,1,1.000
10.700,182.065,0.000,305.486,0.000,-0.920,-5.976,2.065,1,1.000
10.720,182.065,0.000,305.464,0.000,-0.920,-5.975,2.065,1,1.000
10.740,182.065,0.000,305.420,-5.400,-0.930,-2.646,2.065,1,1.000
10.760,182.065,0.000,305.376,0.000,-0.920,-5.974,2.065,1,1.000
10.780,182.065,0.000,305.310,-10.200,-0.939,0.315,2.065,1,1.000
10.800,182.043,-5.400,305.178,-15.600,2.281,3.656,2.043,1,1.000
10.820,182.043,0.000,305.068,-5.400,-0.920,-2.639,2.043,1,1.000
10.839,182.065,0.000,305.068,0.000,-0.920,-5.968,2.065,1,1.000
10.860,182.065,0.000,304.980,-5.400,-0.930,-2.637,2.065,1,1.000
10.880,182.043,0.000,304.453,-64.200,-1.033,33.615,2.043,1,1.000
10.900,182.043,0.000,303.398,16.800,-0.878,-16.290,2.043,1,1.000
10.920,182.043,-4.800,303.376,0.000,1.953,-5.925,2.043,1,1.000
10.940,182.043,0.000,303.354,0.000,-0.910,-5.934,2.043,1,1.000
10.960,182.043,0.000,303.333,-0.600,-0.911,-5.564,2.043,1,1.000
10.980,182.043,0.000,303.289,0.000,-0.910,-5.933,2.043,1,1.000
11.000,182.043,0.000,303.245,-4.800,-0.919,-2.973,2.043,1,1.000
11.020,182.043,-5.400,303.201,0.000,2.311,-5.920,2.043,1,1.000
11.040,182.043,0.000,303.157,-0.600,-0.911,-5.560,2.043,1,1.000
11.060,182.043,0.000,303.069,0.000,-0.910,-5.928,2.043,1,1.000
11.080,182.043,0.000,302.915,-11.400,-0.932,1.101,2.043,1,1.000
11.100,182.043,-5.400,302.146,-87.000,2.144,47.724,2.043,1,1.000
11.120,182.043,0.000,301.333,10.800,-0.889,-12.551,2.043,1,1.000
11.140,182.043,0.000,301.333,0.000,-0.910,-5.894,2.043,1,1.000
11.160,182.043,0.000,301.333,0.000,-0.910,-5.894,2.043,1,1.000
11.180,182.043,0.000,301.311,0.000,-0.910,-5.894,2.043,1,1.000
11.200,182.043,0.000,301.289,0.000,-0.910,-5.894,2.043,1,1.000
11.220,182.043,0.000,301.289,0.000,-0.910,-5.894,2.043,1,1.000
11.241,182.043,0.000,301.245,0.000,-0.910,-5.893,2.043,1,1.000
11.261,182.043,0.000,301.223,-5.400,-0.920,-2.564,2.043,1,1.000
11.281,182.043,0.000,301.201,0.000,-0.910,-5.892,2.043,1,1.000
11.301,182.043,0.000,301.157,0.000,-0.910,-5.891,2.043,1,1.000
11.321,182.043,0.000,301.069,-10.200,-0.930,0.398,2.043,1,1.000
11.340,182.043,0.000,301.025,0.000,-0.910,-5.888,2.043,1,1.000
11.360,182.043,0.000,301.003,0.000,-0.910,-5.888,2.043,1,1.000
11.380,182.043,0.000,300.938,-10.200,-0.930,0.400,2.043,1,1.000
11.400,182.043,0.000,300.872,0.000,-0.910,-5.885,2.043,1,1.000
11.420,182.043,0.000,300.850,-4.800,-0.919,-2.926,2.043,1,1.000
11.439,182.043,0.000,300.806,0.000,-0.910,-5.884,2.043,1,1.000
11.460,182.043,0.000,300.762,0.000,-0.910,-5.883,2.043,1,1.000
11.480,182.043,0.000,300.696,-5.400,-0.921,-2.554,2.043,1,1.000
11.500,182.043,0.000,300.608,0.000,-0.910,-5.880,2.043,1,1.000
11.520,182.043,0.000,300.432,-16.800,-0.942,4.478,2.043,1,1.000
11.540,182.043,0.000,298.389,-109.200,-1.120,61.470,2.043,1,1.000
11.560,182.043,0.000,297.839,7.200,-0.897,-10.264,2.043,1,1.000
11.580,182.043,0.000,297.883,0.000,-0.910,-5.827,2.043,1,1.000
11.600,182.043,0.000,297.883,0.000,-0.910,-5.827,2.043,1,1.000
11.619,182.043,0.000,297.861,0.000,-0.910,-5.827,2.043,1,1.000
11.640,182.043,0.000,297.861,0.000,-0.910,-5.827,2.043,1,1.000
11.660,182.043,0.000,297.839,-4.800,-0.920,-2.868,2.043,1,1.000
11.680,182.043,4.800,297.839,0.000,-3.773,-5.836,2.043,1,1.000
11.700,182.043,0.000,297.817,0.000,-0.910,-5.826,2.043,1,1.000
11.720,182.043,0.000,297.795,0.000,-0.910,-5.825,2.043,1,1.000
11.740,182.043,0.000,297.773,0.000,-0.910,-5.825,2.043,1,1.000
11.760,182.043,0.000,297.729,-5.400,-0.921,-2.496,2.043,1,1.000
11.780,182.021,0.000,297.708,0.000,-0.900,-5.824,2.021,1,1.000
11.800,182.043,0.000,297.642,-4.800,-0.920,-2.864,2.043,1,1.000
11.820,182.021,4.800,297.576,0.000,-3.763,-5.831,2.021,1,1.000
11.840,182.021,0.000,297.510,-1.200,-0.903,-5.080,2.021,1,1.000
11.860,182.021,0.000,297.400,-0.600,-0.902,-5.448,2.021,1,1.000
11.880,182.021,0.000,297.202,-17.400,-0.934,4.911,2.021,1,1.000
11.900,182.021,4.800,296.257,-120.600,-3.995,68.529,2.021,1,1.000
11.920,182.000,-5.400,295.093,18.000,2.365,-16.856,2.000,1,1.000
11.939,182.000,0.000,295.137,0.000,-0.890,-5.773,2.000,1,1.000
11.959,182.000,0.000,295.137,0.000,-0.890,-5.773,2.000,1,1.000
11.980,182.000,0.000,295.115,0.000,-0.890,-5.773,2.000,1,1.000
12.000,182.000,0.000,295.093,-10.200,-0.910,0.515,2.000,1,1.000
12.021,182.000,-4.800,295.093,0.000,1.973,-5.763,2.000,1,1.000
12.041,182.000,0.000,295.093,-4.800,-0.900,-2.814,2.000,1,1.000
12.061,182.000,0.000,295.071,0.000,-0.890,-5.772,2.000,1,1.000
12.081,182.000,0.000,295.049,0.000,-0.891,-5.772,2.000,1,1.000
12.101,182.000,0.000,295.049,0.000,-0.891,-5.772,2.000,1,1.000
12.121,182.000,5.400,295.005,-4.800,-4.121,-2.823,2.000,1,1.000
12.141,182.000,0.000,294.983,0.000,-0.891,-5.770,2.000,1,1.000
12.161,182.000,0.000,294.961,-10.800,-0.911,0.887,2.000,1,1.000
12.181,182.000,0.000,294.939,0.000,-0.891,-5.769,2.000,1,1.000
12.201,181.978,0.000,294.939,0.000,-0.880,-5.769,1.978,1,1.000
12.221,181.978,0.000,294.873,-4.800,-0.890,-2.810,1.978,1,1.000
12.241,181.978,0.000,294.807,-5.400,-0.891,-2.438,1.978,1,1.000
12.261,182.000,0.000,294.697,-10.200,-0.910,0.522,2.000,1,1.000
12.281,181.978,0.000,294.434,-22.800,-0.924,8.294,1.978,1,1.000
12.301,181.978,0.000,293.291,-42.600,-0.962,20.520,1.978,1,1.000
12.321,181.978,0.000,293.137,0.000,-0.881,-5.734,1.978,1,1.000
12.341,181.978,0.000,293.159,5.400,-0.870,-9.063,1.978,1,1.000
12.361,181.978,0.000,293.137,-5.400,-0.891,-2.406,1.978,1,1.000
12.381,182.000,4.800,293.137,0.000,-3.754,-5.744,2.000,1,1.000
12.400,181.978,0.000,293.115,0.000,-0.881,-5.734,1.978,1,1.000
12.420,181.978,0.000,293.071,0.000,-0.881,-5.733,1.978,1,1.000
12.440,181.978,0.000,293.027,-6.000,-0.892,-2.034,1.978,1,1.000
12.459,181.956,-4.800,292.983,0.000,1.992,-5.721,1.956,1,1.000
12.480,181.956,0.000,292.939,-16.200,-0.902,4.255,1.956,1,1.000
12.500,181.956,0.000,292.874,0.000,-0.871,-5.729,1.956,1,1.000
12.520,181.956,0.000,292.874,0.000,-0.871,-5.729,1.956,1,1.000
12.540,181.956,0.000,292.808,-0.600,-0.872,-5.358,1.956,1,1.000
12.560,181.956,0.000,292.632,-12.000,-0.894,1.672,1.956,1,1.000
12.580,181.956,0.000,291.885,-57.000,-0.980,29.423,1.956,1,1.000
12.600,181.956,0.000,291.643,0.000,-0.871,-5.705,1.956,1,1.000
12.620,181.956,0.000,291.665,0.000,-0.871,-5.705,1.956,1,1.000
12.640,181.978,4.800,291.665,0.000,-3.744,-5.715,1.978,1,1.000
12.660,181.978,10.200,291.643,0.000,-6.965,-5.725,1.978,1,1.000
12.680,181.956,0.000,291.621,0.000,-0.871,-5.704,1.956,1,1.000
12.700,181.912,0.000,291.621,0.000,-0.851,-5.704,1.912,1,1.000
12.720,181.890,0.000,291.599,0.000,-0.840,-5.704,1.890,1,1.000
12.740,181.868,0.000,291.555,0.000,-0.830,-5.703,1.868,1,1.000
12.760,181.780,-0.600,291.533,0.000,-0.432,-5.701,1.780,1,1.000
12.780,177.385,-292.800,291.489,0.000,175.869,-5.105,2.615,0,1.000
12.799,175.847,126.000,291.401,-5.400,-73.237,-2.612,4.153,0,1.000
12.819,179.209,-35.400,291.204,-22.200,21.460,8.064,0.791,1,1.000
12.839,178.857,5.400,290.325,-62.400,-2.792,32.777,1.143,1,1.000
12.859,178.879,0.000,290.039,0.000,0.539,-5.667,1.121,1,1.000
12.879,178.879,0.000,290.083,0.000,0.539,-5.668,1.121,1,1.000
12.899,178.879,0.000,290.061,0.000,0.539,-5.668,1.121,1,1.000
12.919,178.879,0.000,290.061,0.000,0.539,-5.668,1.121,1,1.000
12.940,178.879,0.000,290.039,-10.200,0.519,0.620,1.121,1,1.000
12.960,178.879,-4.800,290.039,5.400,3.412,-8.986,1.121,1,1.000
12.980,178.879,0.000,290.017,0.000,0.539,-5.667,1.121,1,1.000
13.000,178.879,0.000,289.995,-10.800,0.518,0.990,1.121,1,1.000
13.020,178.879,0.000,289.973,0.000,0.539,-5.666,1.121,1,1.000
13.040,178.879,0.000,289.951,-5.400,0.528,-2.337,1.121,1,1.000
13.060,178.879,0.000,289.863,0.000,0.539,-5.664,1.121,1,1.000
13.080,178.879,0.000,289.797,-0.600,0.538,-5.293,1.121,1,1.000
13.100,178.879,0.000,289.622,-16.200,0.508,4.326,1.121,1,1.000
13.120,178.879,0.000,289.358,-11.400,0.517,1.373,1.121,1,1.000
13.140,178.879,0.000,289.314,-4.800,0.530,-2.695,1.121,1,1.000
13.160,178.879,0.000,289.248,-6.000,0.527,-1.954,1.121,1,1.000
13.180,178.879,0.000,289.138,-6.000,0.527,-1.952,1.121,1,1.000
13.200,178.879,0.000,289.028,0.000,0.539,-5.648,1.121,1,1.000
13.220,178.879,0.000,288.940,-10.800,0.518,1.011,1.121,1,1.000
13.239,178.879,0.000,288.787,-5.400,0.528,-2.315,1.121,1,1.000
13.259,178.879,0.000,288.721,0.000,0.539,-5.642,1.121,1,1.000
13.279,178.879,0.000,288.545,-16.800,0.506,4.717,1.121,1,1.000
13.299,178.879,0.000,287.886,-41.400,0.459,19.892,1.121,1,1.000
13.319,178.879,0.000,287.314,0.000,0.539,-5.614,1.121,1,1.000
13.339,178.879,0.000,287.314,0.000,0.539,-5.614,1.121,1,1.000
13.359,178.879,0.000,287.292,-0.600,0.537,-5.244,1.121,1,1.000
13.379,178.879,0.000,287.249,0.000,0.539,-5.613,1.121,1,1.000
13.399,178.879,0.000,287.205,-4.800,0.529,-2.653,1.121,1,1.000
13.419,178.879,0.000,287.161,-10.200,0.519,0.676,1.121,1,1.000
13.439,178.879,4.800,287.139,-5.400,-2.335,-2.292,1.121,1,1.000
13.459,178.879,0.000,287.117,0.000,0.539,-5.610,1.121,1,1.000
13.479,178.879,0.000,287.073,0.000,0.539,-5.609,1.121,1,1.000
13.499,178.879,0.000,286.897,-11.400,0.517,1.421,1.121,1,1.000
13.519,178.879,-5.400,286.128,-54.000,3.656,27.704,1.121,1,1.000
13.539,178.879,0.000,285.908,0.000,0.538,-5.587,1.121,1,1.000
13.560,178.879,0.000,285.930,0.000,0.538,-5.587,1.121,1,1.000
13.580,178.879,0.000,285.908,0.000,0.538,-5.587,1.121,1,1.000
13.600,178.879,0.000,285.908,0.000,0.538,-5.587,1.121,1,1.000
13.620,178.879,0.000,285.886,0.000,0.538,-5.586,1.121,1,1.000
13.640,178.879,0.000,285.864,-5.400,0.528,-2.257,1.121,1,1.000
13.660,178.879,0.000,285.864,0.000,0.538,-5.586,1.121,1,1.000
13.680,178.879,0.000,285.842,-10.200,0.519,0.702,1.121,1,1.000
13.700,178.879,0.000,285.842,-4.800,0.529,-2.627,1.121,1,1.000
13.720,178.879,0.000,285.842,0.000,0.538,-5.585,1.121,1,1.000
13.740,178.879,0.000,285.842,0.000,0.538,-5.585,1.121,1,1.000
13.760,178.879,0.000,285.820,0.000,0.538,-5.585,1.121,1,1.000
13.780,178.879,4.800,285.798,0.000,-2.325,-5.594,1.121,1,1.000
