时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°),策略
24.459,333.567,-273.000,326.162,-24.600,250.000,250.000,153.567,平滑启摆
24.480,327.788,255.000,326.096,35.400,-250.000,-250.000,147.788,平滑启摆
24.499,334.380,-270.000,326.162,-34.200,250.000,250.000,154.380,平滑启摆
24.520,328.162,257.400,326.118,28.800,-250.000,-250.000,148.162,平滑启摆
24.540,334.863,-280.200,326.228,-25.200,250.000,250.000,154.863,平滑启摆
24.559,328.206,208.200,326.140,39.000,-250.000,-250.000,148.206,平滑启摆
24.579,334.006,-287.400,326.206,-34.800,250.000,250.000,154.006,平滑启摆
24.599,327.129,234.600,326.162,35.400,-250.000,-250.000,147.129,平滑启摆
24.619,333.567,-270.000,326.294,-32.400,250.000,250.000,153.567,平滑启摆
24.639,326.667,232.200,326.184,31.200,-250.000,-250.000,146.667,平滑启摆
24.659,332.292,-284.400,326.294,-52.200,250.000,250.000,152.292,平滑启摆
24.679,325.195,177.600,326.162,40.200,-250.000,-250.000,145.195,平滑启摆
24.699,331.414,-262.800,326.250,-42.000,250.000,250.000,151.414,平滑启摆
24.719,324.294,187.800,326.096,41.400,-250.000,-250.000,144.294,平滑启摆
24.739,329.810,-251.400,326.250,-48.600,250.000,250.000,149.810,平滑启摆
24.759,322.603,219.000,326.096,53.400,-250.000,-250.000,142.603,平滑启摆
24.779,328.535,-230.400,326.272,-59.400,250.000,250.000,148.535,平滑启摆
24.799,321.570,267.600,326.096,71.400,-250.000,-250.000,141.570,平滑启摆
24.820,327.986,-209.400,326.360,-87.600,250.000,250.000,147.986,平滑启摆
24.839,322.053,283.200,326.030,87.600,-250.000,-250.000,142.053,平滑启摆
24.859,328.997,-184.200,326.558,-100.800,250.000,250.000,148.997,平滑启摆
24.880,322.559,245.400,326.030,117.000,-250.000,-250.000,142.559,平滑启摆
24.899,329.612,-178.800,327.327,-126.000,250.000,250.000,149.612,平滑启摆
24.919,323.965,246.000,325.481,155.400,-250.000,-250.000,143.965,平滑启摆
24.940,331.106,-214.800,328.337,-160.800,250.000,250.000,151.106,平滑启摆
24.959,325.020,227.400,324.976,168.000,-250.000,-250.000,145.020,平滑启摆
24.980,332.095,-254.400,328.601,-189.000,250.000,250.000,152.095,平滑启摆
24.999,325.569,163.800,324.250,163.200,-250.000,-250.000,145.569,平滑启摆
25.020,331.567,-248.400,328.689,-171.600,250.000,250.000,151.567,平滑启摆
25.040,324.536,181.200,324.053,151.800,-250.000,-250.000,144.536,平滑启摆
25.060,330.952,-239.400,328.777,-177.000,250.000,250.000,150.952,平滑启摆
25.080,323.855,192.600,323.987,151.200,-250.000,-250.000,143.855,平滑启摆
25.100,330.535,-162.000,328.821,-176.400,250.000,250.000,150.535,平滑启摆
25.120,324.624,207.600,324.866,169.800,-250.000,-250.000,144.624,平滑启摆
25.139,331.655,-228.000,329.392,-161.400,250.000,250.000,151.655,平滑启摆
25.160,325.327,222.600,324.734,151.800,-250.000,-250.000,145.327,平滑启摆
25.179,332.446,-201.600,329.414,-166.800,250.000,250.000,152.446,平滑启摆
25.199,326.909,259.800,325.525,169.800,-250.000,-250.000,146.909,平滑启摆
25.219,334.028,-251.400,330.095,-154.800,250.000,250.000,154.028,平滑启摆
25.240,327.810,259.200,325.305,174.600,-250.000,-250.000,147.810,平滑启摆
25.260,334.709,-225.000,330.227,-171.600,250.000,250.000,154.709,平滑启摆
25.279,329.194,281.400,325.305,185.400,-250.000,-250.000,149.194,平滑启摆
25.299,335.654,-277.200,329.458,-205.800,250.000,250.000,155.654,平滑启摆
25.319,329.502,270.000,324.690,174.600,-250.000,-250.000,149.502,平滑启摆
25.340,335.984,-299.400,329.436,-184.200,250.000,250.000,155.984,平滑启摆
25.359,330.601,309.000,324.712,169.200,-250.000,-250.000,150.601,平滑启摆
25.379,336.643,-340.200,328.623,-191.400,250.000,250.000,156.643,平滑启摆
25.399,330.688,286.800,324.229,145.800,-250.000,-250.000,150.688,平滑启摆
25.419,336.841,-332.400,328.513,-189.600,250.000,250.000,156.841,平滑启摆
25.440,331.633,310.800,324.470,157.200,-250.000,-250.000,151.633,平滑启摆
25.459,337.390,-344.400,328.491,-183.600,250.000,250.000,157.390,平滑启摆
25.479,331.633,315.000,325.349,174.000,-250.000,-250.000,151.633,平滑启摆
25.499,337.610,-331.800,328.887,-166.800,250.000,250.000,157.610,平滑启摆
25.520,331.523,307.800,325.481,163.200,-250.000,-250.000,151.523,平滑启摆
25.540,336.797,-348.600,328.799,-172.800,250.000,250.000,156.797,平滑启摆
25.560,330.908,298.200,325.657,141.000,-250.000,-250.000,150.908,平滑启摆
25.580,336.753,-335.400,328.711,-166.800,250.000,250.000,156.753,平滑启摆
25.600,330.667,292.200,325.767,138.600,-250.000,-250.000,150.667,平滑启摆
25.620,336.907,-292.800,328.667,-153.000,250.000,250.000,156.907,平滑启摆
25.640,330.557,239.400,325.811,139.800,-250.000,-250.000,150.557,平滑启摆
25.660,337.104,-286.800,328.052,-136.200,250.000,250.000,157.104,平滑启摆
25.680,331.523,310.200,325.547,114.000,-250.000,-250.000,151.523,平滑启摆
25.699,337.676,-310.200,327.876,-135.600,250.000,250.000,157.676,平滑启摆
25.719,332.512,310.200,326.118,129.600,-250.000,-250.000,152.512,平滑启摆
25.739,338.335,-346.200,328.096,-117.000,250.000,250.000,158.335,平滑启摆
25.759,332.556,316.200,326.711,122.400,-250.000,-250.000,152.556,平滑启摆
25.779,338.511,-348.000,328.425,-124.200,250.000,250.000,158.511,平滑启摆
25.799,333.479,322.200,326.799,129.000,-250.000,-250.000,153.479,平滑启摆
25.819,339.148,-335.400,328.623,-113.400,250.000,250.000,159.148,平滑启摆
25.839,333.479,328.800,326.667,134.400,-250.000,-250.000,153.479,平滑启摆
25.859,339.390,-344.400,328.293,-142.800,250.000,250.000,159.390,平滑启摆
25.879,334.358,331.800,326.206,136.800,-250.000,-250.000,154.358,平滑启摆
25.899,340.049,-328.800,328.381,-141.600,250.000,250.000,160.049,平滑启摆
25.919,334.402,340.800,325.964,142.800,-250.000,-250.000,154.402,平滑启摆
25.939,340.269,-326.400,328.755,-149.400,250.000,250.000,160.269,平滑启摆
25.959,335.281,325.800,326.360,165.000,-250.000,-250.000,155.281,平滑启摆
25.979,341.147,-284.400,329.568,-184.200,250.000,250.000,161.147,平滑启摆
25.999,335.391,333.600,326.162,187.200,-250.000,-250.000,155.391,平滑启摆
26.019,341.455,-272.400,329.810,-185.400,250.000,250.000,161.455,平滑启摆
26.039,335.281,336.000,326.074,181.200,-250.000,-250.000,155.281,平滑启摆
26.059,340.334,-331.800,329.194,-224.400,250.000,250.000,160.334,平滑启摆
26.079,334.512,331.200,325.393,187.200,-250.000,-250.000,154.512,平滑启摆
26.099,340.247,-318.000,329.348,-196.800,250.000,250.000,160.247,平滑启摆
26.119,334.314,334.800,325.371,175.800,-250.000,-250.000,154.314,平滑启摆
26.139,339.258,-352.200,329.304,-190.800,250.000,250.000,159.258,平滑启摆
26.159,333.633,327.600,326.140,186.000,-250.000,-250.000,153.633,平滑启摆
26.179,339.258,-333.600,329.788,-177.600,250.000,250.000,159.258,平滑启摆
26.200,333.413,315.000,326.096,164.400,-250.000,-250.000,153.413,平滑启摆
26.220,339.324,-336.000,329.634,-165.000,250.000,250.000,159.324,平滑启摆
26.240,333.281,279.600,326.272,151.800,-250.000,-250.000,153.281,平滑启摆
26.260,339.434,-291.000,329.546,-144.000,250.000,250.000,159.434,平滑启摆
26.280,334.226,331.200,326.250,156.000,-250.000,-250.000,154.226,平滑启摆
26.300,340.159,-324.000,328.975,-154.200,250.000,250.000,160.159,平滑启摆
26.320,334.292,334.800,325.767,150.600,-250.000,-250.000,154.292,平滑启摆
26.340,340.422,-262.800,328.975,-150.600,250.000,250.000,160.422,平滑启摆
26.359,335.083,332.400,325.679,145.200,-250.000,-250.000,155.083,平滑启摆
26.380,341.345,-268.800,328.359,-153.600,250.000,250.000,161.345,平滑启摆
26.399,335.215,291.600,325.261,145.800,-250.000,-250.000,155.215,平滑启摆
26.419,340.356,-333.000,328.250,-143.400,250.000,250.000,160.356,平滑启摆
26.439,334.490,339.000,325.920,135.600,-250.000,-250.000,154.490,平滑启摆
26.459,340.247,-321.000,328.755,-145.200,250.000,250.000,160.247,平滑启摆
26.480,335.259,364.800,325.964,140.400,-250.000,-250.000,155.259,平滑启摆
26.499,342.290,-179.400,328.689,-142.200,250.000,250.000,162.290,平滑启摆
26.519,336.907,340.800,326.008,142.200,-250.000,-250.000,156.907,平滑启摆
26.539,343.982,-184.200,328.140,-125.400,250.000,250.000,163.982,平滑启摆
26.559,337.566,282.600,325.547,117.600,-250.000,-250.000,157.566,平滑启摆
26.579,343.257,-217.200,327.942,-129.000,250.000,250.000,163.257,平滑启摆
26.599,336.819,321.000,325.657,125.400,-250.000,-250.000,156.819,平滑启摆
26.619,342.839,-253.200,327.986,-120.000,250.000,250.000,162.839,平滑启摆
26.640,336.401,329.400,326.250,129.000,-250.000,-250.000,156.401,平滑启摆
26.659,342.795,-238.200,328.337,-132.000,250.000,250.000,162.795,平滑启摆
26.679,337.170,335.400,326.294,141.000,-250.000,-250.000,157.170,平滑启摆
26.699,343.960,-186.000,328.403,-130.200,250.000,250.000,163.960,平滑启摆
26.720,337.588,299.400,326.272,135.600,-250.000,-250.000,157.588,平滑启摆
26.740,344.421,-201.600,328.425,-132.000,250.000,250.000,164.421,平滑启摆
26.760,337.610,231.000,326.250,129.600,-250.000,-250.000,157.610,平滑启摆
26.779,343.323,-216.600,328.008,-124.200,250.000,250.000,163.323,平滑启摆
26.800,336.643,315.000,325.745,130.200,-250.000,-250.000,156.643,平滑启摆
26.819,342.839,-232.800,327.964,-124.800,250.000,250.000,162.839,平滑启摆
26.839,337.214,337.800,326.250,129.000,-250.000,-250.000,157.214,平滑启摆
26.859,343.850,-195.000,328.381,-135.600,250.000,250.000,163.850,平滑启摆
26.879,337.544,311.400,326.316,142.200,-250.000,-250.000,157.544,平滑启摆
26.900,344.268,-198.000,328.469,-141.600,250.000,250.000,164.268,平滑启摆
26.919,337.588,282.000,326.228,130.800,-250.000,-250.000,157.588,平滑启摆
26.939,343.191,-214.800,328.030,-141.000,250.000,250.000,163.191,平滑启摆
26.959,336.665,323.400,325.811,141.000,-250.000,-250.000,156.665,平滑启摆
26.979,342.729,-235.200,327.942,-134.400,250.000,250.000,162.729,平滑启摆
27.000,336.248,328.800,325.745,135.000,-250.000,-250.000,156.248,平滑启摆
27.020,341.433,-254.400,327.986,-130.800,250.000,250.000,161.433,平滑启摆
27.040,335.369,333.000,325.767,135.000,-250.000,-250.000,155.369,平滑启摆
27.060,342.466,-172.200,328.008,-130.200,250.000,250.000,162.466,平滑启摆
27.080,336.731,337.200,326.206,142.800,-250.000,-250.000,156.731,平滑启摆
27.100,343.872,-186.600,328.359,-136.200,250.000,250.000,163.872,平滑启摆
27.120,337.324,262.800,326.272,124.800,-250.000,-250.000,157.324,平滑启摆
27.140,344.377,-154.200,328.469,-130.800,250.000,250.000,164.377,平滑启摆
27.159,338.247,263.400,326.228,135.000,-250.000,-250.000,158.247,平滑启摆
27.180,345.564,-189.600,328.096,-129.000,250.000,250.000,165.564,平滑启摆
27.199,340.049,236.400,325.833,124.800,-250.000,-250.000,160.049,平滑启摆
27.219,347.256,-229.800,328.118,-135.600,250.000,250.000,167.256,平滑启摆
27.239,341.235,224.400,326.250,144.600,-250.000,-250.000,161.235,平滑启摆
27.259,348.333,-252.600,328.557,-147.000,250.000,250.000,168.333,平滑启摆
27.279,341.807,163.200,326.162,142.800,-250.000,-250.000,161.807,平滑启摆
27.299,347.783,-288.600,328.689,-147.600,250.000,250.000,167.783,平滑启摆
27.319,340.686,183.600,326.030,147.000,-250.000,-250.000,160.686,平滑启摆
27.339,347.190,-256.800,328.271,-161.400,250.000,250.000,167.190,平滑启摆
27.359,341.389,250.800,325.525,141.000,-250.000,-250.000,161.389,平滑启摆
27.380,348.091,-263.400,328.271,-169.800,250.000,250.000,168.091,平滑启摆
27.399,341.895,220.200,325.415,153.000,-250.000,-250.000,161.895,平滑启摆
27.419,348.728,-263.400,327.788,-165.000,250.000,250.000,168.728,平滑启摆
27.439,342.180,225.000,324.822,145.200,-250.000,-250.000,162.180,平滑启摆
27.459,348.003,-304.200,327.744,-163.800,250.000,250.000,168.003,平滑启摆
27.479,340.950,178.200,324.624,152.400,-250.000,-250.000,160.950,平滑启摆
27.500,347.322,-264.000,327.744,-169.800,250.000,250.000,167.322,平滑启摆
27.519,340.247,189.000,324.558,140.400,-250.000,-250.000,160.247,平滑启摆
27.539,345.916,-247.800,327.283,-171.600,250.000,250.000,165.916,平滑启摆
27.559,338.796,198.000,323.855,139.200,-250.000,-250.000,158.796,平滑启摆
27.579,345.015,-199.200,327.107,-158.400,250.000,250.000,165.015,平滑启摆
27.600,338.005,248.400,323.635,145.800,-250.000,-250.000,158.005,平滑启摆
27.619,344.597,-184.200,327.217,-154.800,250.000,250.000,164.597,平滑启摆
27.639,338.599,252.000,324.294,157.200,-250.000,-250.000,158.599,平滑启摆
27.660,345.674,-202.200,327.788,-169.800,250.000,250.000,165.674,平滑启摆
27.680,339.192,230.400,324.426,148.200,-250.000,-250.000,159.192,平滑启摆
27.700,346.267,-225.600,327.876,-169.800,250.000,250.000,166.267,平滑启摆
27.719,340.686,226.200,324.404,156.600,-250.000,-250.000,160.686,平滑启摆
27.739,347.739,-252.000,327.349,-172.200,250.000,250.000,167.739,平滑启摆
27.760,341.631,210.600,323.767,113.400,-250.000,-250.000,161.631,平滑启摆
27.780,348.574,-259.800,327.173,-158.400,250.000,250.000,168.574,平滑启摆
27.800,342.004,156.600,323.657,135.600,-250.000,-250.000,162.004,平滑启摆
27.819,347.893,-310.800,327.195,-164.400,250.000,250.000,167.893,平滑启摆
27.839,340.840,167.400,324.448,147.000,-250.000,-250.000,160.840,平滑启摆
27.859,347.278,-264.600,327.810,-174.000,250.000,250.000,167.278,平滑启摆
27.880,340.181,210.000,324.514,157.800,-250.000,-250.000,160.181,平滑启摆
27.899,345.959,-249.600,327.986,-165.000,250.000,250.000,165.959,平滑启摆
27.919,338.708,200.400,325.173,159.000,-250.000,-250.000,158.708,平滑启摆
27.939,345.015,-205.800,328.491,-202.800,250.000,250.000,165.015,平滑启摆
27.959,337.917,246.600,325.195,155.400,-250.000,-250.000,157.917,平滑启摆
27.979,343.433,-219.600,328.689,-183.600,250.000,250.000,163.433,平滑启摆
28.000,336.819,315.600,325.063,181.800,-250.000,-250.000,156.819,平滑启摆
28.019,342.861,-235.200,328.777,-196.800,250.000,250.000,162.861,平滑启摆
28.040,336.357,321.600,325.679,222.600,-250.000,-250.000,156.357,平滑启摆
28.059,342.817,-233.400,330.183,-228.000,250.000,250.000,162.817,平滑启摆
28.079,337.192,325.200,326.536,265.800,-250.000,-250.000,157.192,平滑启摆
28.100,344.004,-178.800,331.150,-231.600,250.000,250.000,164.004,平滑启摆
28.119,337.544,300.000,326.624,246.600,-250.000,-250.000,157.544,平滑启摆
28.140,344.399,-199.200,330.469,-297.600,250.000,250.000,164.399,平滑启摆
28.160,337.544,231.000,325.920,278.400,-250.000,-250.000,157.544,平滑启摆
28.180,343.301,-220.200,330.381,-277.800,250.000,250.000,163.301,平滑启摆
28.200,336.643,307.200,325.701,298.200,-250.000,-250.000,156.643,平滑启摆
28.220,342.839,-240.600,330.667,-285.000,250.000,250.000,162.839,平滑启摆
28.239,336.226,285.000,325.591,318.000,-250.000,-250.000,156.226,平滑启摆
28.259,341.521,-276.000,329.832,-327.600,250.000,250.000,161.521,平滑启摆
28.279,335.391,346.800,325.063,277.200,-250.000,-250.000,155.391,平滑启摆
28.300,341.323,-284.400,329.875,-312.600,250.000,250.000,161.323,平滑启摆
28.319,335.105,331.800,324.954,264.600,-250.000,-250.000,155.105,平滑启摆
28.340,340.159,-337.800,329.106,-325.200,250.000,250.000,160.159,平滑启摆
28.359,334.380,340.200,324.250,253.200,-250.000,-250.000,154.380,平滑启摆
28.379,340.093,-333.000,329.019,-330.000,250.000,250.000,160.093,平滑启摆
28.399,334.116,321.000,324.031,261.000,-250.000,-250.000,154.116,平滑启摆
28.419,339.148,-342.000,328.293,-341.400,250.000,250.000,159.148,平滑启摆
28.439,333.413,312.000,323.262,221.400,-250.000,-250.000,153.413,平滑启摆
28.459,339.082,-351.600,328.228,-334.200,250.000,250.000,159.082,平滑启摆
28.479,333.215,324.600,323.064,238.200,-250.000,-250.000,153.215,平滑启摆
28.500,339.236,-295.200,328.293,-310.200,250.000,250.000,159.236,平滑启摆
28.520,334.182,341.400,323.042,230.400,-250.000,-250.000,154.182,平滑启摆
28.540,341.060,-248.400,328.469,-283.200,250.000,250.000,161.060,平滑启摆
28.559,335.720,353.400,324.031,243.000,-250.000,-250.000,155.720,平滑启摆
28.579,342.466,-247.800,329.041,-330.000,250.000,250.000,162.466,平滑启摆
28.600,337.039,352.200,324.075,251.400,-250.000,-250.000,157.039,平滑启摆
28.620,343.806,-190.800,328.315,-336.600,250.000,250.000,163.806,平滑启摆
28.640,337.456,315.600,323.284,232.800,-250.000,-250.000,157.456,平滑启摆
28.659,344.180,-196.800,328.271,-330.000,250.000,250.000,164.180,平滑启摆
28.679,338.511,266.400,324.250,287.400,-250.000,-250.000,158.511,平滑启摆
28.700,345.410,-179.400,328.777,-330.600,250.000,250.000,165.410,平滑启摆
28.719,339.104,232.800,324.316,286.800,-250.000,-250.000,159.104,平滑启摆
28.739,346.091,-214.800,329.019,-334.200,250.000,250.000,166.091,平滑启摆
28.759,340.554,255.000,324.250,259.200,-250.000,-250.000,160.554,平滑启摆
28.779,347.520,-250.200,329.128,-330.600,250.000,250.000,167.520,平滑启摆
28.799,341.477,223.200,324.119,252.000,-250.000,-250.000,161.477,平滑启摆
28.820,348.376,-272.400,328.381,-342.000,250.000,250.000,168.376,平滑启摆
28.839,341.873,211.800,323.328,228.000,-250.000,-250.000,161.873,平滑启摆
28.859,347.717,-288.000,328.293,-340.200,250.000,250.000,167.717,平滑启摆
28.879,340.972,178.200,323.152,227.400,-250.000,-250.000,160.972,平滑启摆
28.900,347.234,-253.200,327.612,-328.200,250.000,250.000,167.234,平滑启摆
28.919,340.642,204.600,322.317,232.800,-250.000,-250.000,160.642,平滑启摆
28.940,346.179,-263.400,327.502,-290.400,250.000,250.000,166.179,平滑启摆
28.959,338.994,195.000,322.141,199.200,-250.000,-250.000,158.994,平滑启摆
28.979,345.103,-204.600,327.546,-283.800,250.000,250.000,165.103,平滑启摆
28.999,337.961,251.400,322.097,214.800,-250.000,-250.000,157.961,平滑启摆
29.019,344.465,-204.600,326.821,-268.200,250.000,250.000,164.465,平滑启摆
29.039,338.423,262.200,321.394,183.000,-250.000,-250.000,158.423,平滑启摆
29.059,345.410,-183.600,326.492,-247.800,250.000,250.000,165.410,平滑启摆
29.080,339.060,244.800,321.284,182.400,-250.000,-250.000,159.060,平滑启摆
29.100,346.047,-219.000,326.382,-229.800,250.000,250.000,166.047,平滑启摆
29.120,340.554,226.800,322.295,193.200,-250.000,-250.000,160.554,平滑启摆
29.139,347.498,-251.400,327.151,-256.200,250.000,250.000,167.498,平滑启摆
29.160,341.631,219.000,322.866,177.600,-250.000,-250.000,161.631,平滑启摆
29.180,348.267,-248.400,327.327,-250.200,250.000,250.000,168.267,平滑启摆
29.200,342.202,157.800,323.020,171.000,-250.000,-250.000,162.202,平滑启摆
29.219,347.673,-272.400,326.624,-244.200,250.000,250.000,167.673,平滑启摆
29.240,341.257,175.800,322.273,165.000,-250.000,-250.000,161.257,平滑启摆
29.259,347.014,-240.600,326.118,-219.600,250.000,250.000,167.014,平滑启摆
29.280,341.016,178.800,322.053,163.800,-250.000,-250.000,161.016,平滑启摆
29.299,345.938,-246.600,325.920,-175.800,250.000,250.000,165.938,平滑启摆
29.320,339.741,173.400,322.756,176.400,-250.000,-250.000,159.741,平滑启摆
29.339,344.883,-201.000,326.448,-197.400,250.000,250.000,164.883,平滑启摆
29.360,338.796,203.400,323.350,165.000,-250.000,-250.000,158.796,平滑启摆
29.380,344.070,-162.600,326.777,-198.000,250.000,250.000,164.070,平滑启摆
29.400,339.324,229.800,323.613,175.200,-250.000,-250.000,159.324,平滑启摆
29.419,344.641,-177.600,326.360,-201.000,250.000,250.000,164.641,平滑启摆
29.440,339.917,187.200,323.152,169.200,-250.000,-250.000,159.917,平滑启摆
29.460,344.993,-168.000,326.140,-175.200,250.000,250.000,164.993,平滑启摆
29.480,340.378,153.600,322.932,160.200,-250.000,-250.000,160.378,平滑启摆
29.499,344.377,-167.400,326.096,-169.200,250.000,250.000,164.377,平滑启摆
29.520,339.478,166.800,323.481,165.600,-250.000,-250.000,159.478,平滑启摆
29.539,343.367,-136.200,326.316,-180.600,250.000,250.000,163.367,平滑启摆
29.560,339.609,153.600,323.701,176.400,-250.000,-250.000,159.609,平滑启摆
29.579,343.257,-133.800,326.360,-175.800,250.000,250.000,163.257,平滑启摆
29.600,339.983,106.800,324.624,216.600,-250.000,-202.089,159.983,平滑启摆
29.619,342.290,-111.000,326.931,-140.400,250.000,212.470,162.290,平滑启摆
29.639,340.356,95.400,326.162,155.400,-250.000,-180.853,160.356,平滑启摆
29.660,341.917,-76.800,327.766,-128.400,220.096,146.731,161.917,平滑启摆
29.679,340.774,49.200,326.865,71.400,-140.196,-93.464,160.774,平滑启摆
29.700,341.411,-27.600,327.437,-47.400,78.897,52.598,161.411,平滑启摆
29.719,341.323,16.200,327.173,7.800,-46.289,-30.859,161.323,平滑启摆
29.739,341.411,-4.800,327.195,-0.600,13.721,9.148,161.411,平滑启摆
29.759,341.411,0.000,327.129,4.800,79.427,52.951,161.411,平滑启摆
29.779,341.565,22.200,327.195,10.200,-63.510,-42.340,161.565,平滑启摆
29.799,341.697,0.000,327.239,-5.400,77.149,51.433,161.697,平滑启摆
29.819,341.763,6.000,327.349,11.400,-17.182,-11.455,161.763,平滑启摆
29.840,341.917,-5.400,327.480,0.000,15.476,10.317,161.917,平滑启摆
29.860,341.960,4.800,327.502,0.000,-13.759,-9.173,161.960,平滑启摆
29.879,342.004,-5.400,327.480,0.000,15.482,10.322,162.004,平滑启摆
29.899,342.004,0.000,327.502,0.000,74.101,49.401,162.004,平滑启摆
29.920,342.136,12.600,327.766,29.400,-36.149,-24.100,162.136,平滑启摆
29.939,342.554,0.000,328.293,0.000,70.388,46.925,162.554,平滑启摆
29.959,342.839,42.000,328.601,35.400,-120.924,-80.616,162.839,平滑启摆
29.979,343.521,-16.800,328.777,-27.600,48.536,32.357,163.521,平滑启摆
29.999,343.521,4.800,328.689,5.400,-13.867,-9.245,163.521,平滑启摆
30.020,343.564,0.000,328.711,-4.800,66.102,44.068,163.564,平滑启摆
30.040,343.674,22.200,328.843,11.400,-64.187,-42.791,163.674,平滑启摆
30.059,343.960,-5.400,328.953,-0.600,15.636,10.424,163.960,平滑启摆
30.079,343.938,0.000,328.909,4.800,60.911,40.607,163.938,平滑启摆
30.100,344.048,16.800,329.041,12.000,-48.666,-32.444,164.048,平滑启摆
30.120,344.333,-5.400,329.194,-0.600,15.665,10.443,164.333,平滑启摆
30.139,344.333,4.800,329.194,0.000,-13.925,-9.283,164.333,平滑启摆
30.159,344.333,-5.400,329.194,0.000,15.665,10.443,164.333,平滑启摆
30.179,344.355,0.000,329.194,4.800,55.103,36.735,164.355,平滑启摆
30.199,344.553,23.400,329.370,27.600,-67.958,-45.305,164.553,平滑启摆
30.219,346.333,23.400,329.568,-5.400,-68.575,-45.717,166.333,平滑启摆
30.239,346.245,-6.000,329.392,-17.400,17.575,11.717,166.245,平滑启摆
30.259,346.179,0.000,329.282,0.000,49.068,32.712,166.179,平滑启摆
30.280,346.267,0.000,329.370,0.000,42.049,28.033,166.267,平滑启摆
30.299,346.575,34.200,329.524,5.400,-100.348,-66.899,166.575,平滑启摆
30.319,348.025,-17.400,329.458,-16.800,51.433,34.289,168.025,平滑启摆
30.340,348.025,5.400,329.414,1.200,-15.962,-10.641,168.025,平滑启摆
30.360,348.091,0.000,329.436,0.000,34.911,23.274,168.091,平滑启摆
30.380,348.135,6.000,329.480,4.800,-17.746,-11.830,168.135,平滑启摆
30.400,348.245,0.000,329.502,0.000,27.052,18.035,168.245,平滑启摆
30.420,348.289,10.800,329.524,5.400,-31.967,-21.312,168.289,平滑启摆
30.440,348.552,0.000,329.524,0.000,18.926,12.617,168.552,平滑启摆
30.460,348.530,0.000,329.524,0.000,10.566,7.044,168.530,平滑启摆
30.480,348.640,10.800,329.546,0.000,-32.025,-21.350,168.640,平滑启摆
30.500,348.728,0.000,329.524,-10.200,2.106,1.404,168.728,平滑启摆
30.520,348.706,0.000,329.502,0.000,-6.386,-4.257,168.706,平滑启摆
30.539,348.706,5.400,329.502,0.000,-16.018,-10.679,168.706,平滑启摆
30.560,348.684,-0.600,329.480,-4.800,1.780,1.186,168.684,平滑启摆
30.579,348.684,4.800,329.458,0.000,-14.236,-9.491,168.684,平滑启摆
30.600,348.662,-5.400,329.436,-10.200,16.014,10.676,168.662,平滑启摆
30.620,348.662,0.000,329.436,0.000,-14.810,-9.874,168.662,平滑启摆
30.639,348.640,0.000,329.436,5.400,-23.086,-15.390,168.640,平滑启摆
30.659,348.596,-5.400,329.414,0.000,16.009,10.673,168.596,平滑启摆
30.680,348.574,0.000,329.414,0.000,-31.121,-20.748,168.574,平滑启摆
30.700,348.552,-10.800,329.392,0.000,32.010,21.340,168.552,平滑启摆
30.719,348.552,0.000,329.392,5.400,-38.850,-25.900,168.552,平滑启摆
30.739,348.530,-10.800,329.370,0.000,32.007,21.338,168.530,平滑启摆
30.759,348.508,0.600,329.348,0.000,-1.778,-1.185,168.508,平滑启摆
30.780,348.530,-5.400,329.370,-4.800,16.003,10.669,168.530,平滑启摆
30.799,348.552,0.000,329.370,0.000,-46.193,-30.795,168.552,平滑启摆
30.819,348.508,-5.400,329.348,0.000,16.002,10.668,168.508,平滑启摆
30.839,348.464,4.800,329.304,0.000,-14.220,-9.480,168.464,平滑启摆
30.860,348.464,0.000,329.304,0.000,-53.051,-35.367,168.464,平滑启摆
30.879,348.376,-5.400,329.216,-10.800,15.991,10.661,168.376,平滑启摆
30.899,348.289,0.000,329.106,0.000,-59.347,-39.564,168.289,平滑启摆
30.920,348.179,-16.800,328.997,-11.400,49.699,33.133,168.179,平滑启摆
30.940,347.893,6.000,328.645,15.600,-17.724,-11.816,167.893,平滑启摆
30.960,347.871,-0.600,328.645,-5.400,1.772,1.181,167.871,平滑启摆
30.980,347.805,0.000,328.623,4.800,-64.936,-43.291,167.805,平滑启摆
30.999,347.498,-46.800,328.403,-24.000,137.966,91.978,167.498,平滑启摆
31.020,346.992,24.600,328.337,29.400,-72.334,-48.223,166.992,平滑启摆
31.039,347.256,-22.200,328.513,-10.800,65.365,43.577,167.256,平滑启摆
31.059,347.234,10.200,328.535,4.800,-30.029,-20.019,167.234,平滑启摆
31.079,347.322,-0.600,328.535,0.000,1.767,1.178,167.322,平滑启摆
31.099,347.300,0.000,328.535,0.000,-69.843,-46.562,167.300,平滑启摆
31.119,347.124,-18.000,328.425,-1.200,52.963,35.309,167.124,平滑启摆
31.140,346.970,0.000,328.315,4.800,-74.094,-49.396,166.970,平滑启摆
31.159,346.860,-11.400,328.228,-6.600,33.498,22.332,166.860,平滑启摆
31.179,346.575,0.000,328.074,0.000,-77.566,-51.711,166.575,平滑启摆
31.199,346.311,-46.800,327.898,-23.400,137.134,91.423,166.311,平滑启摆
31.219,345.608,30.600,327.700,34.800,-89.345,-59.563,165.608,平滑启摆
31.239,345.784,-22.800,327.788,-6.000,66.630,44.420,165.784,平滑启摆
