时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°),策略
31.259,345.718,6.000,327.744,5.400,-17.528,-11.686,165.718,平滑启摆
31.279,345.784,0.000,327.766,0.000,-80.089,-53.393,165.784,平滑启摆
31.299,345.586,-22.800,327.612,-21.600,66.563,44.375,165.586,平滑启摆
31.319,345.454,17.400,327.480,6.000,-50.764,-33.843,165.454,平滑启摆
31.339,345.432,-4.800,327.458,-10.200,14.002,9.335,165.432,平滑启摆
31.359,345.344,0.000,327.393,0.000,-81.941,-54.627,165.344,平滑启摆
31.379,345.015,-53.400,327.173,-28.200,155.446,103.631,165.015,平滑启摆
31.400,343.301,36.600,326.997,47.400,-105.622,-70.415,163.301,平滑启摆
31.420,343.696,-55.800,327.195,-23.400,161.352,107.568,163.696,平滑启摆
31.439,343.784,76.800,327.305,42.000,-222.175,-148.117,163.784,平滑启摆
31.460,345.586,-128.400,327.239,-64.800,250.000,249.904,165.586,平滑启摆
31.479,341.631,87.600,327.305,172.800,-250.000,-167.126,161.631,平滑启摆
31.499,345.146,-174.600,329.062,-142.200,250.000,250.000,165.146,平滑启摆
31.520,340.334,129.600,328.777,177.600,-250.000,-245.661,160.334,平滑启摆
31.539,344.026,-155.400,331.765,-176.400,250.000,250.000,164.026,平滑启摆
31.559,339.873,166.200,330.073,216.000,-250.000,-250.000,159.873,平滑启摆
31.579,344.246,-154.800,333.193,-208.200,250.000,250.000,164.246,平滑启摆
31.599,339.983,151.200,330.908,187.800,-250.000,-250.000,159.983,平滑启摆
31.619,344.531,-158.400,334.116,-176.400,250.000,250.000,164.531,平滑启摆
31.639,340.181,156.600,331.479,178.200,-250.000,-250.000,160.181,平滑启摆
31.659,343.850,-157.200,334.182,-209.400,250.000,250.000,163.850,平滑启摆
31.679,338.994,156.600,331.545,205.200,-250.000,-250.000,158.994,平滑启摆
31.699,342.751,-157.800,334.490,-209.400,250.000,250.000,162.751,平滑启摆
31.719,338.005,171.600,331.611,171.600,-250.000,-250.000,158.005,平滑启摆
31.739,341.016,-177.000,334.138,-210.000,250.000,250.000,161.016,平滑启摆
31.759,336.841,205.800,331.260,196.200,-250.000,-250.000,156.841,平滑启摆
31.780,340.466,-177.000,334.028,-208.800,250.000,250.000,160.466,平滑启摆
31.799,336.555,195.000,331.106,176.400,-250.000,-250.000,156.555,平滑启摆
31.819,340.334,-174.600,334.028,-187.200,250.000,250.000,160.334,平滑启摆
31.839,337.258,192.600,331.545,200.400,-250.000,-250.000,157.258,平滑启摆
31.859,340.862,-164.400,334.094,-216.000,250.000,250.000,160.862,平滑启摆
31.879,337.500,160.800,331.501,169.800,-250.000,-250.000,157.500,平滑启摆
31.899,340.203,-141.600,333.633,-223.200,250.000,250.000,160.203,平滑启摆
31.919,338.577,94.800,330.864,165.600,-250.000,-178.141,158.577,平滑启摆
31.939,340.115,-101.400,333.018,-122.400,250.000,191.997,160.115,平滑启摆
31.959,338.862,86.400,332.271,123.000,-243.877,-162.585,158.862,平滑启摆
31.979,340.159,-94.200,333.391,-102.000,250.000,178.403,160.159,平滑启摆
31.999,338.928,97.200,332.864,115.800,-250.000,-182.967,158.928,平滑启摆
32.019,340.027,-115.800,333.633,-124.200,250.000,219.167,160.027,平滑启摆
32.039,338.687,94.800,333.062,165.600,-250.000,-178.237,158.687,平滑启摆
32.059,339.939,-96.600,334.841,-99.600,250.000,182.749,159.939,平滑启摆
32.080,338.489,108.000,334.402,103.800,-250.000,-202.857,158.489,平滑启摆
32.099,339.478,-112.800,335.457,-122.400,250.000,212.909,159.478,平滑启摆
32.119,338.115,109.800,334.644,135.000,-250.000,-205.861,158.115,平滑启摆
32.139,339.236,-107.400,335.588,-136.200,250.000,202.474,159.236,平滑启摆
32.159,337.939,101.400,334.644,124.200,-250.000,-189.948,157.939,平滑启摆
32.180,339.214,-94.800,335.676,-114.000,250.000,178.701,159.214,平滑启摆
32.199,338.203,114.000,334.907,115.800,-250.000,-213.827,158.203,平滑启摆
32.219,339.631,-117.600,335.566,-131.400,250.000,222.138,159.631,平滑启摆
32.240,338.203,120.000,334.775,159.000,-250.000,-225.081,158.203,平滑启摆
32.260,339.983,-106.800,335.808,-147.000,250.000,202.089,159.983,平滑启摆
32.279,338.665,126.600,334.797,134.400,-250.000,-238.000,158.665,平滑启摆
32.299,340.972,-112.200,335.764,-160.200,250.000,213.354,160.972,平滑启摆
32.319,338.752,117.000,334.358,135.000,-250.000,-220.048,158.752,平滑启摆
32.339,341.411,-114.600,335.171,-141.600,250.000,218.397,161.411,平滑启摆
32.359,339.434,107.400,334.160,125.400,-250.000,-202.672,159.434,平滑启摆
32.379,342.773,-115.800,334.995,-136.200,250.000,222.197,162.773,平滑启摆
32.399,340.400,127.800,334.182,139.800,-250.000,-242.328,160.400,平滑启摆
32.419,344.312,-123.000,335.083,-159.000,250.000,237.851,164.312,平滑启摆
32.440,342.927,128.400,334.006,153.000,-250.000,-246.564,162.927,平滑启摆
32.459,346.948,-147.600,334.973,-164.400,250.000,250.000,166.948,平滑启摆
32.479,344.949,112.800,333.831,163.200,-250.000,-218.832,164.949,平滑启摆
32.500,348.289,-142.200,335.083,-148.200,250.000,250.000,168.289,平滑启摆
32.519,345.806,118.200,334.314,158.400,-250.000,-230.309,165.806,平滑启摆
32.539,348.135,-129.600,335.500,-147.600,250.000,250.000,168.135,平滑启摆
32.559,345.300,118.800,334.775,167.400,-250.000,-230.884,165.300,平滑启摆
32.580,347.937,-142.800,336.357,-148.200,250.000,250.000,167.937,平滑启摆
32.599,345.015,112.800,335.588,148.200,-250.000,-218.906,165.015,平滑启摆
32.619,347.146,-141.600,337.280,-145.800,250.000,250.000,167.146,平滑启摆
32.639,344.180,124.200,336.863,165.600,-250.000,-240.012,164.180,平滑启摆
32.659,346.860,-130.200,339.280,-136.200,250.000,250.000,166.860,平滑启摆
32.680,344.092,134.400,338.599,164.400,-250.000,-250.000,164.092,平滑启摆
32.699,347.080,-147.600,340.950,-175.800,250.000,250.000,167.080,平滑启摆
32.719,344.817,137.400,340.027,165.000,-250.000,-250.000,164.817,平滑启摆
32.739,347.827,-147.000,341.477,-170.400,250.000,250.000,167.827,平滑启摆
32.760,345.190,139.800,340.620,173.400,-250.000,-250.000,165.190,平滑启摆
32.779,348.069,-136.200,342.180,-171.600,250.000,250.000,168.069,平滑启摆
32.799,346.047,136.800,341.257,170.400,-250.000,-250.000,166.047,平滑启摆
32.819,349.036,-121.800,342.817,-171.000,250.000,241.266,169.036,平滑启摆
32.839,346.597,140.400,342.312,179.400,-250.000,-250.000,166.597,平滑启摆
32.860,349.695,-128.400,343.367,-171.000,250.000,250.000,169.695,平滑启摆
32.879,346.794,137.400,342.751,186.600,-250.000,-250.000,166.794,平滑启摆
32.899,349.343,-135.000,343.938,-182.400,250.000,250.000,169.343,平滑启摆
32.919,346.047,153.000,343.345,190.800,-250.000,-250.000,166.047,平滑启摆
32.939,349.080,-145.800,344.333,-187.200,250.000,250.000,169.080,平滑启摆
32.959,346.399,136.800,343.411,201.600,-250.000,-250.000,166.399,平滑启摆
32.979,349.497,-140.400,344.531,-195.000,250.000,250.000,169.497,平滑启摆
32.999,346.355,154.200,343.345,192.600,-250.000,-250.000,166.355,平滑启摆
33.019,349.497,-141.000,344.685,-199.800,250.000,250.000,169.497,平滑启摆
33.039,346.157,143.400,343.696,208.200,-250.000,-250.000,166.157,平滑启摆
33.059,348.772,-147.600,344.905,-210.600,250.000,250.000,168.772,平滑启摆
33.079,345.542,147.000,343.740,198.000,-250.000,-250.000,165.542,平滑启摆
33.099,348.552,-145.800,345.212,-194.400,250.000,250.000,168.552,平滑启摆
33.119,345.344,142.200,344.180,208.200,-250.000,-250.000,165.344,平滑启摆
33.139,347.893,-141.600,345.520,-201.000,250.000,250.000,167.893,平滑启摆
33.159,344.597,137.400,344.268,205.800,-250.000,-250.000,164.597,平滑启摆
33.179,347.607,-141.600,345.740,-201.600,250.000,250.000,167.607,平滑启摆
33.200,344.399,146.400,344.180,204.000,-250.000,-250.000,164.399,平滑启摆
33.219,347.520,-134.400,345.872,-199.800,250.000,250.000,167.520,平滑启摆
33.239,344.949,135.000,344.531,208.200,-250.000,-250.000,164.949,平滑启摆
33.260,348.069,-154.800,346.047,-225.600,250.000,250.000,168.069,平滑启摆
33.279,345.146,135.000,344.531,207.600,-250.000,-250.000,165.146,平滑启摆
33.300,348.201,-140.400,346.223,-204.600,250.000,250.000,168.201,平滑启摆
33.319,345.828,129.600,344.465,190.800,-250.000,-250.000,165.828,平滑启摆
33.340,348.926,-125.400,345.850,-223.200,250.000,248.258,168.926,平滑启摆
33.360,346.157,113.400,344.312,203.400,-250.000,-221.351,166.157,平滑启摆
33.380,348.794,-112.800,345.828,-172.800,250.000,223.163,168.794,平滑启摆
33.400,346.377,106.800,344.641,165.000,-250.000,-208.702,166.377,平滑启摆
33.420,348.640,-112.800,345.959,-153.600,250.000,222.987,168.640,平滑启摆
33.440,346.509,94.200,344.883,154.800,-250.000,-184.203,166.509,平滑启摆
33.460,347.805,-117.000,346.465,-129.000,250.000,230.305,167.805,平滑启摆
33.479,345.894,78.000,345.981,175.200,-228.072,-152.048,165.894,平滑启摆
33.500,346.794,-95.400,348.684,-70.800,250.000,186.822,166.794,平滑启摆
33.519,345.300,43.800,348.508,156.000,-127.686,-85.124,165.300,平滑启摆
33.539,346.289,-17.400,351.628,-24.000,50.980,33.987,166.289,平滑启摆
33.559,346.201,10.800,351.606,10.800,-31.629,-21.086,166.201,平滑启摆
33.580,346.245,0.000,351.650,4.800,-83.534,-55.689,166.245,平滑启摆
33.600,346.157,-5.400,351.519,-0.600,15.811,10.541,166.157,平滑启摆
33.619,346.069,0.000,351.387,0.600,-83.841,-55.894,166.069,平滑启摆
33.639,345.806,-66.000,351.255,-1.800,192.898,128.599,165.806,平滑启摆
33.659,345.388,45.600,351.431,69.000,-132.993,-88.662,165.388,平滑启摆
33.679,345.981,-35.400,352.134,-24.000,103.556,69.037,165.981,平滑启摆
33.700,345.586,31.800,352.156,34.800,-92.838,-61.892,165.586,平滑启摆
33.719,345.696,-23.400,352.463,-1.800,68.353,45.569,165.696,平滑启摆
33.739,345.234,6.600,352.573,12.600,-19.234,-12.823,165.234,平滑启摆
33.759,345.388,0.000,352.947,-5.400,-83.096,-55.398,165.388,平滑启摆
33.779,344.883,-76.200,352.815,-1.800,221.668,147.779,164.883,平滑启摆
33.799,344.180,144.000,353.298,90.000,-250.000,-250.000,164.180,平滑启摆
33.819,349.058,-197.400,354.309,-171.000,250.000,250.000,169.058,平滑启摆
33.840,345.103,151.200,352.354,218.400,-250.000,-250.000,165.103,平滑启摆
33.859,347.849,-147.600,355.430,-189.600,250.000,250.000,167.849,平滑启摆
33.879,345.498,96.600,353.123,186.000,-250.000,-187.928,165.498,平滑启摆
33.900,347.366,-90.600,356.814,-132.000,250.000,177.939,167.366,平滑启摆
33.919,345.586,85.800,355.562,116.400,-250.000,-166.992,165.586,平滑启摆
33.940,346.597,-106.800,356.792,-117.600,250.000,208.936,166.597,平滑启摆
33.960,345.125,76.200,356.089,159.000,-221.940,-147.960,165.125,平滑启摆
33.980,346.531,-55.200,359.055,-87.600,161.929,107.953,166.531,平滑启摆
34.000,345.762,41.400,358.506,54.000,-120.973,-80.648,165.762,平滑启摆
34.019,346.025,-7.200,358.923,-25.200,21.067,14.045,166.025,平滑启摆
34.039,345.828,4.800,358.616,0.600,-14.031,-9.354,165.828,平滑启摆
34.059,345.806,-0.600,358.594,-10.200,1.754,1.169,165.806,平滑启摆
34.079,345.806,0.000,358.594,0.000,-81.986,-54.657,165.806,平滑启摆
34.099,345.674,-16.800,358.374,-18.600,49.068,32.712,165.674,平滑启摆
34.119,345.498,0.000,358.176,0.000,-79.754,-53.169,165.498,平滑启摆
34.139,345.366,-12.000,358.066,-16.200,34.994,23.329,165.366,平滑启摆
34.159,345.037,4.800,357.847,5.400,-13.974,-9.316,165.037,平滑启摆
34.179,345.015,0.000,357.847,-4.800,-76.666,-51.110,165.015,平滑启摆
34.199,344.795,-28.800,357.605,-24.000,83.743,55.829,164.795,平滑启摆
34.219,343.850,7.200,357.341,6.000,-20.836,-13.891,163.850,平滑启摆
34.239,343.872,-4.800,357.407,0.000,13.892,9.261,163.872,平滑启摆
34.259,343.872,0.000,357.407,0.000,-72.585,-48.390,163.872,平滑启摆
34.279,343.740,-10.800,357.253,-21.600,31.236,20.824,163.740,平滑启摆
34.299,343.477,6.000,357.100,0.600,-17.330,-11.554,163.477,平滑启摆
34.319,343.455,0.000,357.100,-5.400,-68.079,-45.386,163.455,平滑启摆
34.339,343.081,-51.600,356.924,-24.000,148.745,99.163,163.081,平滑启摆
34.359,341.587,17.400,356.726,43.800,-49.783,-33.189,161.587,平滑启摆
34.379,341.719,0.000,356.946,-6.000,-62.497,-41.664,161.719,平滑启摆
34.399,341.521,-16.200,356.814,-5.400,46.335,30.890,161.521,平滑启摆
34.419,341.367,5.400,356.748,0.000,-15.433,-10.289,161.367,平滑启摆
34.439,341.367,0.000,356.770,0.000,-56.782,-37.854,161.367,平滑启摆
34.459,341.235,-16.800,356.704,-4.800,47.982,31.988,161.235,平滑启摆
34.479,340.752,-0.600,356.572,4.800,1.710,1.140,160.752,平滑启摆
34.500,340.730,0.000,356.594,0.000,-50.449,-33.632,160.730,平滑启摆
34.520,340.598,-17.400,356.528,0.000,49.538,33.025,160.598,平滑启摆
34.539,339.961,0.000,356.396,0.000,-43.625,-29.083,159.961,平滑启摆
34.559,339.851,-16.800,356.353,-10.200,47.653,31.769,159.851,平滑启摆
34.579,339.543,0.000,356.309,10.200,-36.482,-24.321,159.543,平滑启摆
34.599,339.500,-5.400,356.309,0.000,15.290,10.194,159.500,平滑启摆
34.620,339.104,-1.200,356.287,-4.800,3.391,2.261,159.104,平滑启摆
34.639,338.994,0.000,356.287,0.000,-28.986,-19.324,158.994,平滑启摆
34.659,338.840,-17.400,356.265,0.000,49.109,32.739,158.840,平滑启摆
34.679,337.939,-25.800,356.265,0.000,72.495,48.330,157.939,平滑启摆
34.700,338.027,11.400,356.506,18.000,-32.046,-21.364,158.027,平滑启摆
34.719,338.071,-10.200,356.638,-5.400,28.679,19.120,158.071,平滑启摆
34.739,338.093,0.000,356.660,0.000,-21.205,-14.136,158.093,平滑启摆
34.759,338.093,-4.800,356.660,-4.800,13.498,8.998,158.093,平滑启摆
34.780,338.093,0.000,356.682,0.000,-13.340,-8.893,158.093,平滑启摆
34.799,338.071,0.000,356.660,-4.800,-5.341,-3.561,158.071,平滑启摆
34.820,338.049,0.000,356.660,0.000,2.709,1.806,158.049,平滑启摆
34.839,338.027,4.800,356.682,0.000,-13.493,-8.995,158.027,平滑启摆
34.860,338.005,0.000,356.660,0.000,10.729,7.153,158.005,平滑启摆
34.880,338.005,0.000,356.660,0.000,18.643,12.429,158.005,平滑启摆
34.899,338.027,0.000,356.682,4.800,26.373,17.582,158.027,平滑启摆
34.920,338.071,4.800,356.726,0.000,-13.496,-8.997,158.071,平滑启摆
34.939,338.093,0.000,356.748,0.000,33.849,22.566,158.093,平滑启摆
34.960,338.137,4.800,356.770,10.200,-13.501,-9.000,158.137,平滑启摆
34.979,338.181,0.000,356.814,0.000,40.995,27.330,158.181,平滑启摆
35.000,338.225,0.600,356.858,5.400,-1.688,-1.126,158.225,平滑启摆
35.019,338.291,0.000,356.924,0.000,47.743,31.829,158.291,平滑启摆
35.039,338.357,10.200,357.012,11.400,-28.720,-19.146,158.357,平滑启摆
35.059,338.467,0.000,357.671,25.800,54.039,36.026,158.467,平滑启摆
35.079,338.577,6.600,357.935,23.400,-18.603,-12.402,158.577,平滑启摆
35.099,338.796,0.000,358.198,0.000,59.850,39.900,158.796,平滑启摆
35.119,338.972,18.000,358.374,27.600,-50.835,-33.890,158.972,平滑启摆
35.139,339.412,-4.800,358.638,-0.600,13.586,9.057,159.412,平滑启摆
35.159,339.412,0.000,358.616,0.000,65.174,43.449,159.412,平滑启摆
35.179,339.675,23.400,358.792,22.800,-66.316,-44.211,159.675,平滑启摆
35.199,340.049,-5.400,358.967,-0.600,15.332,10.221,160.049,平滑启摆
35.219,340.005,0.000,358.923,0.000,69.869,46.579,160.005,平滑启摆
35.239,340.247,22.800,359.099,17.400,-64.799,-43.199,160.247,平滑启摆
35.259,340.620,-5.400,359.275,-6.600,15.376,10.250,160.620,平滑启摆
35.279,340.576,0.000,359.253,4.800,73.883,49.256,160.576,平滑启摆
35.300,340.796,33.600,359.451,26.400,-95.754,-63.836,160.796,平滑启摆
35.320,341.345,-11.400,359.648,-16.200,32.577,21.718,161.345,平滑启摆
35.339,341.279,5.400,359.583,5.400,-15.426,-10.284,161.279,平滑启摆
35.359,341.301,-5.400,359.604,0.000,15.428,10.285,161.301,平滑启摆
35.379,341.301,0.000,359.604,0.000,77.240,51.493,161.301,平滑启摆
35.399,341.477,12.000,359.780,17.400,-34.314,-22.876,161.477,平滑启摆
35.419,342.004,-4.800,0.022,-0.600,13.762,9.175,162.004,平滑启摆
35.439,342.026,0.000,0.044,0.000,79.846,53.231,162.026,平滑启摆
35.459,342.532,80.400,0.374,48.600,-231.126,-154.084,162.532,平滑启摆
35.479,345.015,-60.000,0.439,-58.200,174.659,116.439,165.015,平滑启摆
35.500,344.795,49.800,0.044,69.600,-144.805,-96.537,164.795,平滑启摆
35.520,345.190,-25.200,0.439,-51.600,73.422,48.948,165.190,平滑启摆
35.539,345.015,10.200,0.176,24.000,-29.692,-19.795,165.015,平滑启摆
35.560,345.081,0.000,0.220,0.000,82.638,55.092,165.081,平滑启摆
35.579,345.190,16.200,0.330,12.000,-47.200,-31.467,165.190,平滑启摆
35.599,345.300,0.000,0.417,-5.400,83.457,55.638,165.300,平滑启摆
35.619,345.410,6.000,0.549,22.800,-17.501,-11.667,165.410,平滑启摆
35.639,345.850,0.000,0.769,0.000,83.582,55.722,165.850,平滑启摆
35.659,346.311,86.400,1.033,53.400,-250.000,-168.781,166.311,平滑启摆
35.679,348.376,-60.600,1.187,-69.600,179.452,119.635,168.376,平滑启摆
35.699,348.069,58.800,0.681,77.400,-173.849,-115.899,168.069,平滑启摆
35.720,348.311,-42.600,0.989,-58.800,126.107,84.071,168.311,平滑启摆
35.740,348.113,18.000,0.637,37.200,-53.231,-35.487,168.113,平滑启摆
35.760,348.267,-5.400,0.835,-5.400,15.982,10.655,168.267,平滑启摆
35.779,348.223,4.800,0.791,4.800,-14.203,-9.469,168.223,平滑启摆
35.800,348.223,-4.800,0.791,-4.800,14.203,9.469,168.223,平滑启摆
35.820,348.201,0.000,0.791,0.000,83.636,55.758,168.201,平滑启摆
35.840,348.354,12.600,0.967,17.400,-37.308,-24.872,168.354,平滑启摆
35.860,348.508,-4.800,1.121,0.000,14.224,9.482,168.508,平滑启摆
35.879,348.530,0.600,1.121,0.000,-1.778,-1.185,168.530,平滑启摆
35.900,348.530,0.000,1.143,0.000,81.984,54.656,168.530,平滑启摆
35.920,348.728,29.400,1.340,33.600,-87.218,-58.145,168.728,平滑启摆
35.940,349.453,-6.600,1.582,-17.400,19.652,13.101,169.453,平滑启摆
35.960,349.409,0.600,1.494,0.000,-1.786,-1.191,169.409,平滑启摆
35.980,349.431,-4.800,1.494,0.000,14.291,9.527,169.431,平滑启摆
36.000,349.453,0.000,1.516,0.000,79.748,53.165,169.453,平滑启摆
36.020,349.717,34.200,1.714,12.600,-101.972,-67.981,169.717,平滑启摆
36.040,351.387,24.600,1.956,-12.000,-73.978,-49.318,171.387,平滑启摆
36.059,351.167,-6.000,1.648,-18.000,18.023,12.015,171.167,平滑启摆
36.079,351.057,4.800,1.516,0.000,-14.410,-9.607,171.057,平滑启摆
36.100,351.035,0.000,1.516,-5.400,76.947,51.298,171.035,平滑启摆
36.120,351.101,5.400,1.604,10.200,-16.215,-10.810,171.101,平滑启摆
36.140,351.167,0.000,1.670,0.000,72.779,48.519,171.167,平滑启摆
36.159,351.277,16.800,1.780,4.800,-50.493,-33.662,171.277,平滑启摆
36.179,351.453,-5.400,1.824,0.000,16.244,10.830,171.453,平滑启摆
36.199,351.431,4.800,1.802,0.000,-14.438,-9.625,171.431,平滑启摆
36.219,351.431,0.000,1.802,0.000,67.922,45.282,171.431,平滑启摆
36.239,351.519,15.600,1.890,21.000,-46.944,-31.296,171.519,平滑启摆
36.259,351.782,0.000,1.956,0.000,62.401,41.601,171.782,平滑启摆
36.279,351.870,16.800,2.021,15.600,-50.646,-33.764,171.870,平滑启摆
36.299,352.969,21.000,2.153,-5.400,-63.665,-42.443,172.969,平滑启摆
36.320,352.859,-10.200,2.021,-16.200,30.905,20.604,172.859,平滑启摆
36.339,352.815,5.400,1.956,0.000,-16.358,-10.905,172.815,平滑启摆
36.359,352.815,0.000,1.934,0.000,56.432,37.621,172.815,平滑启摆
36.379,352.859,6.000,2.021,5.400,-18.180,-12.120,172.859,平滑启摆
36.400,352.903,0.000,2.065,0.000,49.590,33.060,172.903,平滑启摆
36.419,352.947,5.400,2.109,0.600,-16.369,-10.913,172.947,平滑启摆
36.439,353.057,0.000,2.175,0.000,42.261,28.174,173.057,平滑启摆
36.459,353.145,1.800,2.219,0.000,-5.462,-3.641,173.145,平滑启摆
36.480,354.067,88.200,2.351,0.000,-250.000,-179.264,174.067,平滑启摆
36.499,354.067,-73.200,1.758,-82.800,223.165,148.777,174.067,平滑启摆
36.520,353.298,85.800,1.121,111.600,-250.000,-173.703,173.298,平滑启摆
36.539,353.760,-93.600,1.428,-121.800,250.000,189.941,173.760,平滑启摆
36.559,352.749,83.400,0.725,141.000,-250.000,-168.370,172.749,平滑启摆
36.579,353.452,-91.800,1.472,-123.600,250.000,185.996,173.452,平滑启摆
36.599,352.507,93.000,0.945,126.600,-250.000,-187.519,172.507,平滑启摆
36.619,353.364,-87.600,1.670,-133.800,250.000,177.406,173.364,平滑启摆
36.639,352.639,88.200,0.791,136.200,-250.000,-177.961,172.639,平滑启摆
36.659,353.408,-94.200,1.582,-118.200,250.000,190.816,173.408,平滑启摆
36.679,352.573,93.600,1.055,140.400,-250.000,-188.793,172.573,平滑启摆
36.699,353.408,-87.000,1.846,-134.400,250.000,176.231,173.408,平滑启摆
36.720,352.529,93.000,0.989,129.600,-250.000,-187.540,172.529,平滑启摆
36.739,353.188,-94.200,1.692,-124.800,250.000,190.601,173.188,平滑启摆
36.759,352.354,94.200,1.121,151.200,-250.000,-189.790,172.354,平滑启摆
36.779,353.188,-87.000,1.824,-136.200,250.000,176.033,173.188,平滑启摆
36.799,352.288,88.200,1.011,135.600,-250.000,-177.641,172.288,平滑启摆
36.819,352.925,-103.800,1.714,-127.800,250.000,209.743,172.925,平滑启摆
36.840,352.090,88.800,1.472,147.600,-250.000,-178.669,172.090,平滑启摆
36.860,353.079,-99.600,2.747,-123.600,250.000,201.415,173.079,平滑启摆
36.880,352.288,88.800,2.065,151.200,-250.000,-178.850,172.288,平滑启摆
36.900,353.123,-86.400,3.647,-114.000,250.000,174.760,173.123,平滑启摆
36.921,352.266,93.000,2.966,118.200,-250.000,-187.288,172.266,平滑启摆
36.940,353.145,-99.600,4.482,-115.200,250.000,201.482,173.145,平滑启摆
36.959,352.375,88.800,3.625,163.200,-250.000,-178.930,172.375,平滑启摆
36.979,353.145,-103.200,5.647,-87.000,250.000,208.765,173.145,平滑启摆
36.999,352.354,86.400,5.361,183.000,-250.000,-174.075,172.354,平滑启摆
37.019,353.035,-98.400,9.624,-108.000,250.000,198.943,173.035,平滑启摆
37.039,352.266,94.200,9.756,153.000,-250.000,-189.704,172.266,平滑启摆
37.059,353.101,-109.200,13.162,-84.600,250.000,220.853,173.101,平滑启摆
37.080,352.244,99.600,13.206,181.200,-250.000,-200.557,172.244,平滑启摆
37.100,353.210,-109.800,17.336,-136.800,250.000,222.191,173.210,平滑启摆
37.121,352.507,97.800,16.897,169.200,-250.000,-197.198,172.507,平滑启摆
37.140,353.650,-99.600,19.841,-112.800,250.000,202.003,173.650,平滑启摆
37.160,352.969,106.200,19.050,157.200,-250.000,-214.641,172.969,平滑启摆
37.179,354.045,-115.800,21.951,-102.600,250.000,235.334,174.045,平滑启摆
37.199,353.496,114.600,21.094,176.400,-250.000,-232.243,173.496,平滑启摆
37.220,354.397,-111.000,27.070,-110.400,250.000,225.984,174.397,平滑启摆
37.240,353.760,118.200,26.125,163.200,-250.000,-239.861,173.760,平滑启摆
37.259,354.880,-105.600,29.839,-178.200,250.000,215.520,174.880,平滑启摆
37.279,354.309,102.600,28.191,157.200,-250.000,-208.789,174.309,平滑启摆
37.299,355.693,-93.600,30.256,-150.600,250.000,191.821,175.693,平滑启摆
37.319,354.902,115.200,28.674,145.200,-250.000,-235.139,174.902,平滑启摆
37.340,356.265,-93.600,29.817,-183.000,250.000,192.379,176.265,平滑启摆
37.359,355.583,109.200,27.532,136.200,-250.000,-223.667,175.583,平滑启摆
37.379,357.122,-94.200,28.521,-186.600,250.000,194.455,177.122,平滑启摆
37.399,356.199,93.000,26.147,126.000,-250.000,-191.082,176.199,平滑启摆
37.420,358.066,-82.200,27.444,-147.000,250.000,170.495,178.066,平滑启摆
37.440,356.924,85.200,25.730,111.000,-250.000,-175.700,176.924,平滑启摆
37.459,358.484,-89.400,26.499,-121.200,250.000,185.820,178.484,平滑启摆
37.479,357.144,85.800,25.203,124.200,-250.000,-177.135,177.144,平滑启摆
37.500,358.945,-87.600,26.389,-110.400,250.000,182.502,178.945,平滑启摆
37.520,357.913,109.800,25.137,134.400,-250.000,-227.565,177.913,平滑启摆
37.539,359.846,-72.600,26.125,-165.600,227.904,151.936,179.846,平滑启摆
37.559,358.616,67.200,23.467,87.600,-209.654,-139.769,178.616,平滑启摆
37.579,359.890,-52.200,24.258,-60.000,163.901,109.267,179.890,平滑启摆
37.600,359.209,54.000,23.005,52.200,-168.975,-112.650,179.209,平滑启摆
37.619,359.297,-41.400,23.071,-53.400,129.605,86.403,179.297,平滑启摆
37.639,358.813,18.000,22.522,22.800,-56.213,-37.475,178.813,平滑启摆
37.659,358.945,-0.600,22.632,-10.800,1.875,1.250,178.945,平滑启摆
37.679,358.879,0.000,22.566,0.000,35.505,23.670,178.879,平滑启摆
37.699,358.901,4.800,22.610,0.600,-14.997,-9.998,178.901,平滑启摆
37.719,358.901,0.000,22.588,0.000,27.129,18.086,178.901,平滑启摆
37.739,358.901,0.000,22.588,0.000,18.478,12.319,178.901,平滑启摆
37.759,358.945,0.600,22.610,0.000,-1.875,-1.250,178.945,平滑启摆
37.780,358.967,0.000,22.610,4.800,9.646,6.430,178.967,平滑启摆
37.799,358.989,0.000,22.632,0.000,0.711,0.474,178.989,平滑启摆
37.820,359.011,0.000,22.654,0.000,-8.233,-5.489,179.011,平滑启摆
37.840,359.011,0.000,22.654,0.000,-17.095,-11.396,179.011,平滑启摆
37.860,358.989,0.000,22.632,0.000,-25.782,-17.188,178.989,平滑启摆
37.880,358.945,0.000,22.588,-4.800,-34.207,-22.805,178.945,平滑启摆
37.900,358.879,-4.800,22.522,-5.400,14.995,9.997,178.879,平滑启摆
37.919,358.835,0.000,22.478,0.000,-42.272,-28.182,178.835,平滑启摆
37.940,358.792,-4.800,22.434,-10.800,14.989,9.992,178.792,平滑启摆
37.959,358.748,4.800,22.346,0.000,-14.985,-9.990,178.748,平滑启摆
37.979,358.748,0.000,22.346,0.000,-49.912,-33.275,178.748,平滑启摆
37.999,358.638,-6.000,22.104,-34.800,18.721,12.481,178.638,平滑启摆
38.019,358.484,0.000,20.654,-48.600,-56.996,-37.997,178.484,平滑启摆
38.039,358.352,-24.000,19.446,-88.200,74.777,49.851,178.352,平滑启摆
38.059,357.693,0.000,18.171,0.600,-63.324,-42.216,177.693,平滑启摆
