时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),电机1(RPM),电机2(RPM),倒立误差(°),系统能量(J),是否平衡,控制模式
42.120,232.471,401.400,299.663,-958.200,180.000,-240.000,52.471,-0.006,0,能量启摆
42.140,247.017,825.600,276.636,-1228.200,180.000,-240.000,67.017,-0.001,0,能量启摆
42.160,266.243,1065.000,250.620,-1333.200,180.000,-240.000,86.243,0.003,0,能量启摆
42.180,287.908,1108.200,223.616,-1372.800,-264.000,336.000,107.908,0.005,0,能量启摆
42.200,304.409,124.800,200.940,-224.400,-264.000,336.000,124.409,-0.002,0,能量启摆
42.220,299.795,-393.600,208.718,858.000,-264.000,336.000,119.795,-0.001,0,能量启摆
42.240,282.722,-1147.200,234.141,1573.800,-264.000,336.000,102.722,0.005,0,能量启摆
42.260,256.707,-1431.000,268.286,1809.000,180.000,-240.000,76.707,0.008,0,能量启摆
42.280,231.790,-570.000,299.312,664.800,180.000,-240.000,51.790,-0.005,0,能量启摆
42.300,231.130,118.200,299.751,-152.400,180.000,-240.000,51.130,-0.007,0,能量启摆
42.320,237.349,474.600,288.171,-996.600,180.000,-240.000,57.349,-0.005,0,能量启摆
42.340,250.796,856.800,265.957,-1134.600,180.000,-240.000,70.796,-0.001,0,能量启摆
42.360,270.044,1102.800,240.161,-1348.200,-264.000,336.000,90.044,0.004,0,能量启摆
42.380,286.875,197.400,218.958,-161.400,-264.000,336.000,106.875,-0.003,0,能量启摆
42.400,282.590,-417.600,226.362,790.200,-264.000,336.000,102.590,-0.002,0,能量启摆
42.420,264.595,-1077.000,251.785,1548.000,180.000,-240.000,84.595,0.003,0,能量启摆
42.440,243.435,-437.400,280.327,533.400,180.000,-240.000,63.435,-0.005,0,能量启摆
42.460,243.325,141.600,279.712,-207.000,180.000,-240.000,63.325,-0.006,0,能量启摆
42.480,249.236,441.000,266.353,-887.400,180.000,-240.000,69.236,-0.004,0,能量启摆
42.500,263.628,814.200,243.127,-1290.600,180.000,-240.000,83.628,-0.000,0,能量启摆
42.520,283.118,1076.400,216.277,-1428.600,-264.000,336.000,103.118,0.004,0,能量启摆
42.540,299.487,132.600,194.414,-63.000,-264.000,336.000,119.487,-0.002,0,能量启摆
42.560,295.554,-436.800,205.137,1020.000,-264.000,336.000,115.554,-0.001,0,能量启摆
42.580,278.086,-1035.000,232.712,1618.800,-264.000,336.000,98.086,0.003,0,能量启摆
42.600,251.960,-1473.600,268.594,1880.400,180.000,-240.000,71.960,0.008,0,能量启摆
42.620,228.208,-459.000,300.344,691.800,180.000,-240.000,48.208,-0.006,0,能量启摆
42.640,227.812,103.800,300.630,-261.600,180.000,-240.000,47.812,-0.007,0,能量启摆
42.659,232.756,339.000,285.271,-1105.800,180.000,-240.000,52.756,-0.006,0,能量启摆
42.679,244.688,767.400,261.541,-1213.800,180.000,-240.000,64.688,-0.002,0,能量启摆
42.699,263.826,974.400,234.624,-1347.000,180.000,-240.000,83.826,0.001,0,能量启摆
42.719,285.469,1168.800,206.829,-1434.000,-264.000,336.000,105.469,0.006,0,能量启摆
42.739,302.915,164.400,184.702,-82.200,-264.000,336.000,122.915,-0.002,0,能量启摆
42.759,299.224,-373.200,195.139,918.600,-264.000,336.000,119.224,-0.001,0,能量启摆
42.779,282.173,-1107.000,223.616,1664.400,-264.000,336.000,102.173,0.004,0,能量启摆
42.799,255.916,-1444.200,259.146,1893.000,180.000,-240.000,75.916,0.008,0,能量启摆
42.819,231.833,-445.800,290.237,556.200,180.000,-240.000,51.833,-0.005,0,能量启摆
42.839,231.614,75.600,287.820,-448.200,180.000,-240.000,51.614,-0.007,0,能量启摆
42.859,237.766,439.200,272.351,-1083.600,180.000,-240.000,57.766,-0.005,0,能量启摆
42.879,249.258,800.400,248.643,-1244.400,180.000,-240.000,69.258,-0.002,0,能量启摆
42.899,267.847,1019.400,222.429,-1360.800,180.000,-240.000,87.847,0.002,0,能量启摆
42.919,288.765,1122.000,194.436,-1427.400,-264.000,336.000,108.765,0.005,0,能量启摆
42.939,305.815,71.400,170.706,-224.400,-264.000,336.000,125.815,-0.002,0,能量启摆
42.959,301.135,-429.600,180.571,1015.200,-264.000,336.000,121.135,-0.001,0,能量启摆
42.979,284.150,-1257.600,208.784,1663.200,-264.000,336.000,104.150,0.007,0,能量启摆
42.999,257.783,-1420.800,244.600,1845.600,180.000,-240.000,77.783,0.008,0,能量启摆
43.020,233.042,-453.600,276.174,658.800,180.000,-240.000,53.042,-0.005,0,能量启摆
43.039,233.042,149.400,275.010,-385.800,180.000,-240.000,53.042,-0.006,0,能量启摆
43.059,240.447,502.200,259.805,-1000.200,180.000,-240.000,60.447,-0.005,0,能量启摆
43.079,254.817,969.600,236.514,-1254.000,180.000,-240.000,74.817,0.001,0,能量启摆
43.099,273.955,1003.800,210.190,-1382.400,-264.000,336.000,93.955,0.002,0,能量启摆
43.119,290.039,28.200,187.998,-242.400,-264.000,336.000,110.039,-0.003,0,能量启摆
43.140,284.260,-516.600,197.710,981.600,-264.000,336.000,104.260,-0.001,0,能量启摆
43.160,265.452,-1147.200,226.714,1646.400,180.000,-240.000,85.452,0.004,0,能量启摆
43.180,243.259,-550.800,256.091,619.200,180.000,-240.000,63.259,-0.004,0,能量启摆
43.200,242.798,104.400,254.905,-342.000,180.000,-240.000,62.798,-0.006,0,能量启摆
43.220,250.049,588.000,239.656,-1041.600,180.000,-240.000,70.049,-0.003,0,能量启摆
43.240,265.781,928.200,216.145,-1280.400,180.000,-240.000,85.781,0.001,0,能量启摆
43.260,285.710,1113.000,189.097,-1420.800,-264.000,336.000,105.710,0.005,0,能量启摆
43.280,302.322,183.000,165.762,-152.400,-264.000,336.000,122.322,-0.002,0,能量启摆
43.300,296.960,-583.200,176.396,951.600,-264.000,336.000,116.960,-0.000,0,能量启摆
43.320,276.570,-1277.400,203.972,1699.200,-264.000,336.000,96.570,0.007,0,能量启摆
43.340,248.401,-1411.200,239.282,1908.000,180.000,-240.000,68.401,0.007,0,能量启摆
43.360,222.781,-713.400,270.813,747.600,180.000,-240.000,42.781,-0.004,0,能量启摆
43.380,221.968,154.800,270.571,-250.800,180.000,-240.000,41.968,-0.007,0,能量启摆
43.400,230.186,622.200,256.421,-1059.000,180.000,-240.000,50.186,-0.004,0,能量启摆
43.420,246.907,904.200,233.240,-1217.400,180.000,-240.000,66.907,-0.001,0,能量启摆
43.440,266.946,1005.600,206.565,-1400.400,180.000,-240.000,86.946,0.002,0,能量启摆
43.459,288.413,1123.200,178.198,-1418.400,-264.000,336.000,108.413,0.005,0,能量启摆
43.479,304.761,66.600,155.852,-139.200,-264.000,336.000,124.761,-0.002,0,能量启摆
43.499,297.554,-649.800,165.740,1038.000,-264.000,336.000,117.554,0.000,0,能量启摆
43.520,276.416,-1276.800,194.700,1609.200,-264.000,336.000,96.416,0.007,0,能量启摆
43.539,248.379,-1459.200,229.790,1857.000,180.000,-240.000,68.379,0.008,0,能量启摆
43.559,223.440,-610.200,261.453,690.600,180.000,-240.000,43.440,-0.005,0,能量启摆
43.579,223.352,190.800,260.947,-272.400,180.000,-240.000,43.352,-0.007,0,能量启摆
43.600,233.240,743.400,246.643,-998.400,180.000,-240.000,53.240,-0.003,0,能量启摆
43.619,250.532,926.400,224.099,-1230.000,180.000,-240.000,70.532,-0.000,0,能量启摆
43.639,270.549,1075.800,197.358,-1386.000,-264.000,336.000,90.549,0.003,0,能量启摆
43.659,286.436,151.800,174.968,-282.000,-264.000,336.000,106.436,-0.003,0,能量启摆
43.679,280.239,-664.800,184.351,1046.400,-264.000,336.000,100.239,-0.001,0,能量启摆
43.699,258.750,-1238.400,212.542,1572.600,180.000,-240.000,78.750,0.005,0,能量启摆
43.719,235.129,-444.000,242.183,600.000,180.000,-240.000,55.129,-0.005,0,能量启摆
43.740,235.920,201.600,240.776,-406.800,180.000,-240.000,55.920,-0.006,0,能量启摆
43.760,245.017,618.000,224.780,-1042.800,180.000,-240.000,65.017,-0.003,0,能量启摆
43.780,261.321,845.400,200.500,-1347.000,180.000,-240.000,81.321,-0.000,0,能量启摆
43.800,281.118,1042.800,172.661,-1466.400,-264.000,336.000,101.118,0.003,0,能量启摆
43.819,297.444,151.200,150.579,-133.200,-264.000,336.000,117.444,-0.002,0,能量启摆
43.839,291.555,-660.000,161.763,964.200,-264.000,336.000,111.555,0.000,0,能量启摆
43.860,270.483,-1336.200,190.986,1709.400,-264.000,336.000,90.483,0.007,0,能量启摆
43.880,242.776,-1471.800,226.472,1834.800,180.000,-240.000,62.776,0.008,0,能量启摆
43.900,217.969,-490.800,258.267,588.000,180.000,-240.000,37.969,-0.006,0,能量启摆
43.920,218.101,181.200,256.355,-419.400,180.000,-240.000,38.101,-0.007,0,能量启摆
43.940,227.175,596.400,240.183,-1002.000,180.000,-240.000,47.175,-0.005,0,能量启摆
43.960,243.105,867.600,216.936,-1282.200,180.000,-240.000,63.105,-0.001,0,能量启摆
43.980,262.397,957.600,189.580,-1441.200,180.000,-240.000,82.397,0.001,0,能量启摆
43.999,283.184,1105.200,160.950,-1354.800,-264.000,336.000,103.184,0.004,0,能量启摆
44.019,299.905,179.400,138.296,-204.000,-264.000,336.000,119.905,-0.002,0,能量启摆
44.039,295.291,-541.800,148.645,1042.200,-264.000,336.000,115.291,-0.001,0,能量启摆
44.060,275.361,-1223.400,178.528,1699.800,-264.000,336.000,95.361,0.006,0,能量启摆
44.079,248.159,-1435.200,214.036,1812.000,180.000,-240.000,68.159,0.007,0,能量启摆
44.099,223.242,-564.000,245.325,547.800,180.000,-240.000,43.242,-0.005,0,能量启摆
44.120,222.847,147.000,244.336,-340.200,180.000,-240.000,42.847,-0.007,0,能量启摆
44.139,229.878,571.200,228.999,-1005.000,180.000,-240.000,49.878,-0.005,0,能量启摆
44.159,245.676,870.000,205.554,-1309.200,180.000,-240.000,65.676,-0.001,0,能量启摆
44.179,264.968,1000.800,178.264,-1402.200,180.000,-240.000,84.968,0.002,0,能量启摆
44.199,286.194,1149.000,149.304,-1344.000,-264.000,336.000,106.194,0.005,0,能量启摆
44.220,303.376,243.000,128.430,-123.000,-264.000,336.000,123.376,-0.001,0,能量启摆
44.239,298.235,-547.800,137.791,1005.600,-264.000,336.000,118.235,-0.000,0,能量启摆
44.259,278.569,-1194.000,164.993,1592.400,-264.000,336.000,98.569,0.005,0,能量启摆
44.279,250.840,-1495.800,200.017,1818.000,180.000,-240.000,70.840,0.009,0,能量启摆
44.299,225.571,-573.000,230.845,535.200,180.000,-240.000,45.571,-0.005,0,能量启摆
44.319,224.604,97.200,230.449,-192.600,180.000,-240.000,44.604,-0.007,0,能量启摆
44.340,232.251,615.000,217.266,-930.000,180.000,-240.000,52.251,-0.004,0,能量启摆
44.360,248.752,918.000,194.678,-1232.400,180.000,-240.000,68.752,-0.000,0,能量启摆
44.380,268.484,1097.400,166.992,-1462.800,180.000,-240.000,88.484,0.003,0,能量启摆
44.400,289.863,1065.600,138.538,-1456.200,-264.000,336.000,109.863,0.004,0,能量启摆
44.420,306.672,141.000,116.499,-126.600,-264.000,336.000,126.672,-0.002,0,能量启摆
44.440,300.190,-588.000,124.739,859.800,-264.000,336.000,120.190,0.000,0,能量启摆
44.460,280.898,-1190.400,150.051,1578.000,-264.000,336.000,100.898,0.006,0,能量启摆
44.481,254.004,-1513.200,184.790,1820.400,180.000,-240.000,74.004,0.009,0,能量启摆
44.500,229.285,-534.000,216.892,797.400,180.000,-240.000,49.285,-0.005,0,能量启摆
44.520,228.318,73.200,217.551,-139.200,180.000,-240.000,48.318,-0.007,0,能量启摆
44.539,235.371,632.400,207.927,-773.400,180.000,-240.000,55.371,-0.004,0,能量启摆
44.559,251.125,921.000,186.570,-1273.200,180.000,-240.000,71.125,-0.000,0,能量启摆
44.579,270.374,1063.200,159.873,-1411.200,-264.000,336.000,90.374,0.003,0,能量启摆
44.599,286.633,137.400,137.329,-138.000,-264.000,336.000,106.633,-0.003,0,能量启摆
44.619,283.052,-423.000,143.965,741.000,-264.000,336.000,103.052,-0.002,0,能量启摆
44.639,264.463,-1151.400,169.321,1576.800,180.000,-240.000,84.463,0.004,0,能量启摆
44.659,242.446,-508.800,196.897,525.000,180.000,-240.000,62.446,-0.004,0,能量启摆
44.679,241.655,75.600,196.765,-117.000,180.000,-240.000,61.655,-0.006,0,能量启摆
44.699,247.830,613.800,184.746,-932.400,180.000,-240.000,67.830,-0.003,0,能量启摆
44.719,263.738,858.000,162.334,-1203.600,180.000,-240.000,83.738,0.000,0,能量启摆
44.739,283.535,1050.600,134.626,-1391.400,-264.000,336.000,103.535,0.004,0,能量启摆
44.759,299.993,182.400,113.972,-54.000,-264.000,336.000,119.993,-0.002,0,能量启摆
44.779,296.125,-522.000,121.663,924.000,-264.000,336.000,116.125,-0.001,0,能量启摆
44.799,276.833,-1241.400,147.656,1473.000,-264.000,336.000,96.833,0.006,0,能量启摆
44.820,249.412,-1465.800,183.120,1828.200,180.000,-240.000,69.412,0.008,0,能量启摆
44.840,223.352,-688.200,214.497,636.000,180.000,-240.000,43.352,-0.004,0,能量启摆
44.859,222.275,103.200,214.387,-153.000,180.000,-240.000,42.275,-0.007,0,能量启摆
44.879,229.197,597.600,202.808,-902.400,180.000,-240.000,49.197,-0.005,0,能量启摆
44.899,245.083,871.200,180.483,-1288.200,180.000,-240.000,65.083,-0.001,0,能量启摆
44.919,264.617,970.200,152.644,-1462.800,180.000,-240.000,84.617,0.001,0,能量启摆
44.939,285.930,1147.800,124.805,-1455.000,-264.000,336.000,105.930,0.005,0,能量启摆
44.959,302.761,159.600,103.997,31.200,-264.000,336.000,122.761,-0.002,0,能量启摆
44.980,297.817,-580.200,112.896,835.200,-264.000,336.000,117.817,-0.000,0,能量启摆
45.000,277.734,-1247.400,139.351,1712.400,-264.000,336.000,97.734,0.006,0,能量启摆
45.020,250.137,-1477.800,174.397,1950.600,180.000,-240.000,70.137,0.008,0,能量启摆
45.039,225.242,-587.400,206.060,651.000,180.000,-240.000,45.242,-0.005,0,能量启摆
45.060,224.451,132.000,205.686,-174.000,180.000,-240.000,44.451,-0.007,0,能量启摆
45.080,232.339,641.400,193.381,-883.200,180.000,-240.000,52.339,-0.004,0,能量启摆
45.100,248.840,899.400,170.156,-1335.600,180.000,-240.000,68.840,-0.001,0,能量启摆
45.120,268.572,1055.400,143.174,-1406.400,180.000,-240.000,88.572,0.003,0,能量启摆
45.140,289.731,1066.200,115.400,-1329.000,-264.000,336.000,109.731,0.004,0,能量启摆
45.160,305.903,46.200,93.647,-228.600,-264.000,336.000,125.903,-0.002,0,能量启摆
45.180,299.575,-590.400,100.986,835.200,-264.000,336.000,119.575,0.000,0,能量启摆
45.200,280.085,-1191.000,127.507,1568.400,-264.000,336.000,100.085,0.005,0,能量启摆
45.220,253.015,-1498.200,162.708,1833.600,180.000,-240.000,73.015,0.009,0,能量启摆
45.240,228.735,-511.800,193.975,576.600,180.000,-240.000,48.735,-0.005,0,能量启摆
45.260,228.274,114.600,193.469,-192.000,180.000,-240.000,48.274,-0.007,0,能量启摆
45.280,235.569,652.200,180.242,-897.000,180.000,-240.000,55.569,-0.004,0,能量启摆
45.300,251.060,884.400,157.478,-1314.600,180.000,-240.000,71.060,-0.001,0,能量启摆
45.321,270.593,1068.000,130.649,-1318.800,-264.000,336.000,90.593,0.003,0,能量启摆
45.341,287.644,213.000,108.347,-242.400,-264.000,336.000,107.644,-0.003,0,能量启摆
45.361,283.403,-456.600,115.422,871.800,-264.000,336.000,103.403,-0.002,0,能量启摆
45.381,264.551,-1159.200,142.317,1688.400,180.000,-240.000,84.551,0.004,0,能量启摆
45.401,242.073,-576.000,171.519,595.200,180.000,-240.000,62.073,-0.004,0,能量启摆
45.421,241.304,115.200,170.771,-234.000,180.000,-240.000,61.304,-0.006,0,能量启摆
45.441,248.796,605.400,156.489,-1128.600,180.000,-240.000,68.796,-0.003,0,能量启摆
45.461,265.078,900.000,133.044,-1165.800,180.000,-240.000,85.078,0.001,0,能量启摆
45.480,284.941,1123.800,106.326,-1413.000,-264.000,336.000,104.941,0.005,0,能量启摆
45.500,301.729,276.000,85.034,-156.000,-264.000,336.000,121.729,-0.001,0,能量启摆
45.519,297.554,-490.200,94.153,912.600,-264.000,336.000,117.554,-0.001,0,能量启摆
45.539,278.262,-1180.200,120.388,1582.800,-264.000,336.000,98.262,0.005,0,能量启摆
45.559,250.752,-1453.800,155.281,1843.200,180.000,-240.000,70.752,0.008,0,能量启摆
45.579,226.406,-589.800,187.515,699.000,180.000,-240.000,46.406,-0.005,0,能量启摆
45.600,225.791,108.000,187.317,-252.600,180.000,-240.000,45.791,-0.007,0,能量启摆
45.620,233.020,590.400,172.573,-1089.000,180.000,-240.000,53.020,-0.004,0,能量启摆
45.640,248.906,866.400,149.172,-1260.000,180.000,-240.000,68.906,-0.001,0,能量启摆
45.674,282.942,1066.800,102.832,-1337.400,-264.000,336.000,102.942,0.004,0,能量启摆
45.690,298.367,696.600,82.991,-778.800,-264.000,336.000,118.367,0.001,0,能量启摆
45.705,298.828,-150.600,84.309,446.400,-264.000,336.000,118.828,-0.002,0,能量启摆
45.721,290.566,-867.000,99.426,1255.200,-264.000,336.000,110.566,0.002,0,能量启摆
45.740,268.879,-1385.400,128.892,1699.800,180.000,-240.000,88.879,0.008,0,能量启摆
45.761,245.654,-511.800,159.434,540.600,180.000,-240.000,65.654,-0.004,0,能量启摆
45.781,245.039,86.400,157.522,-373.200,180.000,-240.000,65.039,-0.006,0,能量启摆
45.801,252.026,611.400,143.877,-960.600,180.000,-240.000,72.026,-0.003,0,能量启摆
45.821,267.385,926.400,121.267,-1330.800,180.000,-240.000,87.385,0.001,0,能量启摆
45.840,287.073,1089.600,95.054,-1429.800,-264.000,336.000,107.073,0.005,0,能量启摆
45.860,303.574,118.200,72.839,-146.400,-264.000,336.000,123.574,-0.002,0,能量启摆
45.880,299.070,-477.000,81.804,819.600,-264.000,336.000,119.070,-0.001,0,能量启摆
45.900,280.195,-1166.400,108.699,1613.400,-264.000,336.000,100.195,0.005,0,能量启摆
45.920,253.059,-1462.800,143.394,1917.600,180.000,-240.000,73.059,0.008,0,能量启摆
45.940,228.032,-578.400,175.583,624.000,180.000,-240.000,48.032,-0.005,0,能量启摆
45.960,226.912,69.600,174.331,-390.000,180.000,-240.000,46.912,-0.007,0,能量启摆
45.980,233.284,555.000,160.400,-919.800,180.000,-240.000,53.284,-0.005,0,能量启摆
46.000,248.862,841.800,137.439,-1323.000,180.000,-240.000,68.862,-0.001,0,能量启摆
46.019,268.352,1086.600,111.204,-1356.600,180.000,-240.000,88.352,0.003,0,能量启摆
46.039,289.270,1022.400,83.672,-1388.400,-264.000,336.000,109.270,0.004,0,能量启摆
46.060,304.915,60.600,61.985,-117.000,-264.000,336.000,124.915,-0.002,0,能量启摆
46.079,299.927,-486.000,71.455,999.600,-264.000,336.000,119.927,-0.001,0,能量启摆
46.100,281.843,-1158.600,99.536,1533.600,-264.000,336.000,101.843,0.005,0,能量启摆
46.120,255.278,-1449.000,134.165,1827.000,180.000,-240.000,75.278,0.008,0,能量启摆
46.140,230.208,-565.200,166.750,703.800,180.000,-240.000,50.208,-0.005,0,能量启摆
46.160,229.109,47.400,166.860,-258.000,180.000,-240.000,49.109,-0.007,0,能量启摆
46.180,234.382,524.400,152.249,-919.200,180.000,-240.000,54.382,-0.005,0,能量启摆
46.200,248.840,831.000,129.683,-1235.400,180.000,-240.000,68.840,-0.001,0,能量启摆
46.220,267.649,1033.200,103.513,-1338.000,180.000,-240.000,87.649,0.002,0,能量启摆
46.240,288.501,1056.000,76.047,-1458.600,-264.000,336.000,108.501,0.004,0,能量启摆
46.260,305.332,180.600,54.141,-184.800,-264.000,336.000,125.332,-0.002,0,能量启摆
46.280,301.333,-424.200,61.633,843.600,-264.000,336.000,121.333,-0.001,0,能量启摆
46.300,285.161,-1149.600,86.968,1472.400,-264.000,336.000,105.161,0.005,0,能量启摆
46.320,259.409,-1342.200,120.564,1831.200,180.000,-240.000,79.409,0.006,0,能量启摆
46.340,234.360,-521.400,152.578,765.600,180.000,-240.000,54.360,-0.005,0,能量启摆
46.360,233.789,52.800,153.347,-148.800,180.000,-240.000,53.789,-0.007,0,能量启摆
46.380,238.953,445.800,141.460,-928.200,180.000,-240.000,58.953,-0.005,0,能量启摆
46.400,251.367,805.800,119.180,-1258.200,180.000,-240.000,71.367,-0.001,0,能量启摆
46.420,269.934,1052.400,93.076,-1370.400,180.000,-240.000,89.934,0.003,0,能量启摆
46.440,290.457,999.000,65.369,-1427.400,-264.000,336.000,110.457,0.004,0,能量启摆
46.460,306.980,146.400,43.660,-245.400,-264.000,336.000,126.980,-0.002,0,能量启摆
46.480,303.486,-403.200,49.636,780.000,-264.000,336.000,123.486,-0.001,0,能量启摆
46.500,289.138,-1086.000,74.290,1497.000,-264.000,336.000,109.138,0.005,0,能量启摆
46.520,263.958,-1300.800,108.083,1860.600,180.000,-240.000,83.958,0.006,0,能量启摆
46.540,239.436,-701.400,139.856,828.000,180.000,-240.000,59.436,-0.003,0,能量启摆
46.560,238.228,46.200,139.988,-175.800,180.000,-240.000,58.228,-0.006,0,能量启摆
46.580,241.106,267.000,129.243,-804.000,180.000,-240.000,61.106,-0.006,0,能量启摆
46.600,252.532,865.200,107.161,-1317.600,180.000,-240.000,72.532,-0.001,0,能量启摆
46.620,271.582,1085.400,80.552,-1333.800,-264.000,336.000,91.582,0.003,0,能量启摆
46.640,288.040,207.000,58.821,-259.200,-264.000,336.000,108.040,-0.003,0,能量启摆
46.660,285.469,-305.400,66.248,867.600,-264.000,336.000,105.469,-0.002,0,能量启摆
46.680,271.472,-1083.000,92.175,1608.000,-264.000,336.000,91.472,0.003,0,能量启摆
46.700,246.028,-1386.600,126.826,1869.000,180.000,-240.000,66.028,0.006,0,能量启摆
46.720,220.979,-588.000,159.873,732.600,180.000,-240.000,40.979,-0.005,0,能量启摆
46.740,220.188,46.200,159.148,-348.600,180.000,-240.000,40.188,-0.007,0,能量启摆
46.760,224.011,286.800,146.426,-801.600,180.000,-240.000,44.011,-0.007,0,能量启摆
46.780,235.371,837.600,124.585,-1245.600,180.000,-240.000,55.371,-0.002,0,能量启摆
46.800,254.290,1045.200,98.350,-1329.600,180.000,-240.000,74.290,0.002,0,能量启摆
46.820,275.076,1003.200,70.378,-1372.200,-264.000,336.000,95.076,0.003,0,能量启摆
46.840,291.907,169.800,47.659,-256.800,-264.000,336.000,111.907,-0.002,0,能量启摆
46.860,288.281,-441.600,55.591,924.000,-264.000,336.000,108.281,-0.002,0,能量启摆
46.880,273.230,-1089.000,81.497,1561.200,-264.000,336.000,93.230,0.004,0,能量启摆
46.900,248.159,-1375.800,115.840,1771.200,180.000,-240.000,68.159,0.006,0,能量启摆
46.920,223.418,-685.200,148.337,741.600,180.000,-240.000,43.418,-0.004,0,能量启摆
46.940,222.209,46.200,148.821,-253.800,180.000,-240.000,42.209,-0.007,0,能量启摆
46.960,226.165,333.600,134.824,-861.600,180.000,-240.000,46.165,-0.006,0,能量启摆
46.980,239.260,928.200,112.148,-1268.400,180.000,-240.000,59.260,-0.001,0,能量启摆
47.000,258.245,959.400,85.781,-1323.600,180.000,-240.000,78.245,0.001,0,能量启摆
47.019,278.723,998.400,58.228,-1374.600,-264.000,336.000,98.723,0.003,0,能量启摆
47.040,294.785,138.000,36.716,-142.800,-264.000,336.000,114.785,-0.002,0,能量启摆
47.060,291.379,-436.200,46.011,969.600,-264.000,336.000,111.379,-0.001,0,能量启摆
47.080,274.373,-1123.800,72.795,1586.400,-264.000,336.000,94.373,0.004,0,能量启摆
47.099,248.796,-1390.800,107.183,1802.400,180.000,-240.000,68.796,0.007,0,能量启摆
47.119,223.923,-684.600,139.526,846.600,180.000,-240.000,43.923,-0.004,0,能量启摆
47.139,222.605,41.400,139.307,-310.200,180.000,-240.000,42.605,-0.007,0,能量启摆
47.159,226.604,339.000,126.277,-973.800,180.000,-240.000,46.604,-0.006,0,能量启摆
47.179,240.117,933.600,103.469,-1229.400,180.000,-240.000,60.117,-0.001,0,能量启摆
47.200,259.233,937.800,76.926,-1406.400,180.000,-240.000,79.233,0.001,0,能量启摆
47.219,279.888,1033.200,49.636,-1367.400,-264.000,336.000,99.888,0.003,0,能量启摆
47.239,296.301,162.600,26.785,-307.200,-264.000,336.000,116.301,-0.002,0,能量启摆
47.260,292.874,-448.800,34.387,936.600,-264.000,336.000,112.874,-0.001,0,能量启摆
47.280,275.054,-1162.200,60.293,1589.400,-264.000,336.000,95.054,0.005,0,能量启摆
47.300,248.577,-1413.600,94.922,1884.000,180.000,-240.000,68.577,0.007,0,能量启摆
47.320,223.242,-714.000,126.475,763.200,180.000,-240.000,43.242,-0.004,0,能量启摆
47.340,222.034,54.600,125.771,-292.200,180.000,-240.000,42.034,-0.007,0,能量启摆
47.360,227.659,487.200,113.379,-835.200,180.000,-240.000,47.659,-0.005,0,能量启摆
47.380,242.446,867.000,91.846,-1311.000,180.000,-240.000,62.446,-0.001,0,能量启摆
47.400,261.826,978.600,65.610,-1373.400,180.000,-240.000,81.826,0.001,0,能量启摆
47.420,282.766,1043.400,38.254,-1401.000,-264.000,336.000,102.766,0.004,0,能量启摆
47.440,299.421,198.000,15.491,-244.200,-264.000,336.000,119.421,-0.002,0,能量启摆
47.460,295.466,-519.600,23.247,870.000,-264.000,336.000,115.466,-0.001,0,能量启摆
47.480,276.218,-1243.800,48.516,1498.800,-264.000,336.000,96.218,0.006,0,能量启摆
47.500,249.038,-1425.000,83.210,1857.600,180.000,-240.000,69.038,0.007,0,能量启摆
47.520,223.418,-714.000,115.356,841.800,180.000,-240.000,43.418,-0.004,0,能量启摆
47.540,222.188,85.200,116.279,-169.200,180.000,-240.000,42.188,-0.007,0,能量启摆
47.559,228.208,514.800,103.909,-771.000,180.000,-240.000,48.208,-0.005,0,能量启摆
47.579,243.413,870.600,82.595,-1237.200,180.000,-240.000,63.413,-0.001,0,能量启摆
47.601,262.925,963.000,55.613,-1339.200,180.000,-240.000,82.925,0.001,0,能量启摆
47.621,283.821,1079.400,28.389,-1410.600,-264.000,336.000,103.821,0.004,0,能量启摆
47.641,301.487,304.200,4.900,-254.400,-264.000,336.000,121.487,-0.001,0,能量启摆
47.661,298.037,-462.000,11.931,781.200,-264.000,336.000,118.037,-0.001,0,能量启摆
47.681,279.536,-1177.800,37.507,1523.400,-264.000,336.000,99.536,0.005,0,能量启摆
47.700,252.466,-1448.400,71.829,1845.600,180.000,-240.000,72.466,0.008,0,能量启摆
47.721,226.824,-686.400,104.062,753.600,180.000,-240.000,46.824,-0.004,0,能量启摆
47.741,225.396,85.200,105.337,-163.200,180.000,-240.000,45.396,-0.007,0,能量启摆
47.761,231.636,530.400,92.747,-945.000,180.000,-240.000,51.636,-0.005,0,能量启摆
47.781,247.083,897.000,70.093,-1282.800,180.000,-240.000,67.083,-0.001,0,能量启摆
47.801,266.528,1027.200,43.682,-1364.400,180.000,-240.000,86.528,0.002,0,能量启摆
47.820,287.754,1100.400,15.513,-1425.000,-264.000,336.000,107.754,0.005,0,能量启摆
47.840,305.090,199.800,352.354,-291.600,-264.000,336.000,125.090,-0.002,0,能量启摆
47.860,300.103,-517.200,358.770,770.400,-264.000,336.000,120.103,-0.000,0,能量启摆
47.880,281.843,-1162.800,25.269,1616.400,-264.000,336.000,101.843,0.005,0,能量启摆
47.900,255.344,-1417.200,59.722,1893.600,180.000,-240.000,75.344,0.007,0,能量启摆
47.920,230.713,-568.800,92.241,785.400,180.000,-240.000,50.713,-0.005,0,能量启摆
47.940,230.164,121.200,92.329,-296.400,180.000,-240.000,50.164,-0.007,0,能量启摆
47.960,237.502,648.000,80.046,-877.800,180.000,-240.000,57.502,-0.004,0,能量启摆
