时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),电机1(RPM),电机2(RPM),倒立误差(°),系统能量(J),是否平衡,控制模式
10.900,257.607,-1302.000,88.308,1570.200,180.000,-240.000,77.607,0.006,0,能量启摆
10.920,234.119,-486.600,116.873,584.400,180.000,-240.000,54.119,-0.005,0,能量启摆
10.940,234.756,272.400,115.159,-412.200,180.000,-240.000,54.756,-0.006,0,能量启摆
10.960,244.863,603.000,99.668,-927.000,180.000,-240.000,64.863,-0.004,0,能量启摆
10.980,261.299,891.000,76.333,-1322.400,180.000,-240.000,81.299,0.000,0,能量启摆
11.001,281.118,986.400,49.592,-1330.200,-264.000,336.000,101.118,0.003,0,能量启摆
11.020,297.444,184.200,27.554,-290.400,-264.000,336.000,117.444,-0.002,0,能量启摆
11.039,291.094,-704.400,35.486,916.200,-264.000,336.000,111.094,0.000,0,能量启摆
11.060,269.736,-1348.200,62.358,1624.200,180.000,-240.000,89.736,0.007,0,能量启摆
11.079,247.720,-415.800,91.846,799.800,180.000,-240.000,67.720,-0.005,0,能量启摆
11.099,247.983,234.600,90.659,-339.600,180.000,-240.000,67.983,-0.005,0,能量启摆
11.119,258.486,634.800,76.113,-1060.200,180.000,-240.000,78.486,-0.002,0,能量启摆
11.140,275.054,892.800,52.646,-1276.200,-264.000,336.000,95.054,0.001,0,能量启摆
11.160,289.797,-42.000,33.003,16.200,-264.000,336.000,109.797,-0.003,0,能量启摆
11.180,282.151,-632.400,42.759,979.200,-264.000,336.000,102.151,-0.001,0,能量启摆
11.200,261.387,-1210.200,70.510,1620.600,180.000,-240.000,81.387,0.004,0,能量启摆
11.220,238.645,-519.600,99.690,586.200,180.000,-240.000,58.645,-0.005,0,能量启摆
11.240,239.370,268.800,98.064,-409.200,180.000,-240.000,59.370,-0.006,0,能量启摆
11.260,249.082,673.800,83.408,-970.800,180.000,-240.000,69.082,-0.003,0,能量启摆
11.280,266.594,972.000,60.557,-1234.800,180.000,-240.000,86.594,0.002,0,能量启摆
11.300,286.985,1089.000,34.343,-1343.400,-264.000,336.000,106.985,0.005,0,能量启摆
11.320,303.223,59.400,13.118,-113.400,-264.000,336.000,123.223,-0.002,0,能量启摆
11.340,296.389,-631.800,21.753,931.800,-264.000,336.000,116.389,0.000,0,能量启摆
11.360,275.164,-1277.400,48.208,1536.000,-264.000,336.000,95.164,0.006,0,能量启摆
11.381,247.126,-1400.400,83.584,1867.800,180.000,-240.000,67.126,0.007,0,能量启摆
11.401,221.199,-648.600,116.191,802.800,180.000,-240.000,41.199,-0.005,0,能量启摆
11.421,221.462,288.600,116.191,-340.800,180.000,-240.000,41.462,-0.007,0,能量启摆
11.441,230.208,585.600,102.019,-878.400,180.000,-240.000,50.208,-0.005,0,能量启摆
11.461,245.984,833.400,79.651,-1272.000,180.000,-240.000,65.984,-0.001,0,能量启摆
11.480,265.166,995.400,53.416,-1338.600,180.000,-240.000,85.166,0.002,0,能量启摆
11.500,286.150,1099.800,26.016,-1363.200,-264.000,336.000,106.150,0.005,0,能量启摆
11.519,302.981,208.200,4.021,-145.800,-264.000,336.000,122.981,-0.002,0,能量启摆
11.539,296.301,-621.600,12.305,793.800,-264.000,336.000,116.301,0.000,0,能量启摆
11.560,276.262,-1200.000,38.804,1597.800,-264.000,336.000,96.262,0.005,0,能量启摆
11.580,249.543,-1451.400,73.433,1836.000,180.000,-240.000,69.543,0.008,0,能量启摆
11.599,225.154,-581.400,105.776,769.800,180.000,-240.000,45.154,-0.005,0,能量启摆
11.620,225.220,256.200,105.864,-322.200,180.000,-240.000,45.220,-0.007,0,能量启摆
11.640,234.976,711.000,91.912,-1046.400,180.000,-240.000,54.976,-0.003,0,能量启摆
11.660,250.686,851.400,68.840,-1230.000,180.000,-240.000,70.686,-0.001,0,能量启摆
11.680,270.066,1060.800,42.605,-1356.600,-264.000,336.000,90.066,0.003,0,能量启摆
11.700,286.084,128.400,20.874,-133.200,-264.000,336.000,106.084,-0.003,0,能量启摆
11.720,279.097,-729.000,29.377,860.400,-264.000,336.000,99.097,-0.000,0,能量启摆
11.740,258.442,-1131.600,55.371,1620.000,180.000,-240.000,78.442,0.003,0,能量启摆
11.760,236.294,-533.400,83.496,571.800,180.000,-240.000,56.294,-0.005,0,能量启摆
11.780,238.162,321.000,81.409,-396.600,180.000,-240.000,58.162,-0.006,0,能量启摆
11.800,246.929,628.800,67.368,-921.000,180.000,-240.000,66.929,-0.003,0,能量启摆
11.820,262.310,784.800,44.890,-1263.600,180.000,-240.000,82.310,-0.001,0,能量启摆
11.840,280.942,958.800,19.028,-1375.200,-264.000,336.000,100.942,0.002,0,能量启摆
11.860,296.191,101.400,357.781,-90.000,-264.000,336.000,116.191,-0.002,0,能量启摆
11.880,288.215,-792.600,6.746,891.000,-264.000,336.000,108.215,0.001,0,能量启摆
11.900,268.264,-1168.200,32.080,1490.400,180.000,-240.000,88.264,0.004,0,能量启摆
11.920,247.874,-437.400,61.018,604.200,180.000,-240.000,67.874,-0.004,0,能量启摆
11.940,248.730,286.200,59.568,-334.200,180.000,-240.000,68.730,-0.005,0,能量启摆
11.960,259.058,550.200,46.714,-907.200,180.000,-240.000,79.058,-0.003,0,能量启摆
11.980,274.175,803.400,24.675,-1222.200,-264.000,336.000,94.175,0.000,0,能量启摆
12.000,287.798,72.600,4.175,-238.200,-264.000,336.000,107.798,-0.003,0,能量启摆
12.020,280.063,-688.200,12.612,820.200,-264.000,336.000,100.063,-0.000,0,能量启摆
12.039,259.958,-1082.400,36.980,1551.600,180.000,-240.000,79.958,0.003,0,能量启摆
12.059,239.172,-469.800,64.336,436.800,180.000,-240.000,59.172,-0.005,0,能量启摆
12.079,240.271,250.800,61.853,-391.800,180.000,-240.000,60.271,-0.006,0,能量启摆
12.099,249.631,675.600,48.779,-887.400,180.000,-240.000,69.631,-0.003,0,能量启摆
12.120,265.430,824.400,26.653,-1209.000,180.000,-240.000,85.430,-0.000,0,能量启摆
12.140,283.777,1019.400,0.659,-1327.800,-264.000,336.000,103.777,0.003,0,能量启摆
12.160,299.795,216.000,338.862,-244.800,-264.000,336.000,119.795,-0.002,0,能量启摆
12.179,293.049,-688.800,346.069,811.800,-264.000,336.000,113.049,0.000,0,能量启摆
12.199,272.988,-1121.400,10.745,1555.200,-264.000,336.000,92.988,0.004,0,能量启摆
12.220,247.939,-1356.600,44.846,1812.000,180.000,-240.000,67.939,0.006,0,能量启摆
12.240,223.616,-540.000,76.509,741.000,180.000,-240.000,43.616,-0.005,0,能量启摆
12.260,223.528,241.800,75.762,-268.800,180.000,-240.000,43.528,-0.007,0,能量启摆
12.280,232.053,602.400,64.468,-871.800,180.000,-240.000,52.053,-0.004,0,能量启摆
12.300,247.346,810.000,43.770,-1177.200,180.000,-240.000,67.346,-0.002,0,能量启摆
12.320,264.990,909.600,18.149,-1359.600,180.000,-240.000,84.990,0.001,0,能量启摆
12.340,285.293,1073.400,351.101,-1378.800,-264.000,336.000,105.293,0.004,0,能量启摆
12.360,301.531,156.600,328.689,-111.000,-264.000,336.000,121.531,-0.002,0,能量启摆
12.380,294.587,-699.600,336.511,750.600,-264.000,336.000,114.587,0.001,0,能量启摆
12.400,274.526,-1204.200,357.891,1377.600,-264.000,336.000,94.526,0.005,0,能量启摆
12.420,249.609,-1323.000,30.234,1809.600,180.000,-240.000,69.609,0.005,0,能量启摆
12.440,226.033,-565.200,62.161,724.800,180.000,-240.000,46.033,-0.005,0,能量启摆
12.460,226.033,258.600,61.809,-243.000,180.000,-240.000,46.033,-0.007,0,能量启摆
12.480,235.107,672.600,51.724,-697.800,180.000,-240.000,55.107,-0.004,0,能量启摆
12.500,250.291,792.000,32.388,-1136.400,180.000,-240.000,70.291,-0.002,0,能量启摆
12.520,267.869,963.600,7.427,-1377.600,180.000,-240.000,87.869,0.002,0,能量启摆
12.540,288.127,1076.400,340.049,-1317.000,-264.000,336.000,108.127,0.004,0,能量启摆
12.560,304.233,57.600,317.065,-166.200,-264.000,336.000,124.233,-0.002,0,能量启摆
12.580,296.938,-647.400,324.119,642.000,-264.000,336.000,116.938,0.000,0,能量启摆
12.600,277.734,-1114.800,345.872,1365.600,-264.000,336.000,97.734,0.004,0,能量启摆
12.620,253.103,-1344.000,18.611,1795.800,180.000,-240.000,73.103,0.006,0,能量启摆
12.640,229.746,-525.600,51.240,727.800,180.000,-240.000,49.746,-0.005,0,能量启摆
12.660,229.680,241.800,50.735,-262.800,180.000,-240.000,49.680,-0.006,0,能量启摆
12.680,239.106,702.000,39.485,-776.400,180.000,-240.000,59.106,-0.003,0,能量启摆
12.701,253.806,906.600,18.940,-1171.800,180.000,-240.000,73.806,-0.000,0,能量启摆
12.721,271.384,990.600,353.650,-1379.400,-264.000,336.000,91.384,0.002,0,能量启摆
12.741,286.458,115.200,332.051,-72.600,-264.000,336.000,106.458,-0.003,0,能量启摆
12.761,279.734,-655.800,340.071,753.000,-264.000,336.000,99.734,-0.001,0,能量启摆
12.781,259.739,-1077.600,2.966,1365.000,180.000,-240.000,79.739,0.002,0,能量启摆
12.801,238.843,-495.000,31.245,724.800,180.000,-240.000,58.843,-0.005,0,能量启摆
12.820,239.985,245.400,30.784,-261.600,180.000,-240.000,59.985,-0.006,0,能量启摆
12.840,248.687,631.200,18.940,-818.400,180.000,-240.000,68.687,-0.003,0,能量启摆
12.860,264.265,828.600,358.594,-1131.000,180.000,-240.000,84.265,-0.000,0,能量启摆
12.880,281.975,916.200,333.083,-1384.800,-264.000,336.000,101.975,0.002,0,能量启摆
12.900,296.851,99.600,312.275,-66.600,-264.000,336.000,116.851,-0.002,0,能量启摆
12.920,289.666,-744.600,320.625,809.400,-264.000,336.000,109.666,0.001,0,能量启摆
12.940,270.176,-1204.200,342.620,1298.400,-264.000,336.000,90.176,0.005,0,能量启摆
12.960,246.050,-1269.600,15.117,1755.000,180.000,-240.000,66.050,0.004,0,能量启摆
12.980,222.693,-542.400,46.626,690.000,180.000,-240.000,42.693,-0.005,0,能量启摆
13.000,222.935,214.200,46.362,-264.600,180.000,-240.000,42.935,-0.007,0,能量启摆
13.020,230.911,564.600,35.266,-795.600,180.000,-240.000,50.911,-0.005,0,能量启摆
13.040,246.028,799.200,15.271,-1120.200,180.000,-240.000,66.028,-0.002,0,能量启摆
13.060,263.452,864.000,349.893,-1374.000,180.000,-240.000,83.452,0.000,0,能量启摆
13.079,282.744,997.800,322.866,-1335.000,-264.000,336.000,102.744,0.003,0,能量启摆
13.099,298.762,149.400,301.641,4.800,-264.000,336.000,118.762,-0.002,0,能量启摆
13.119,291.995,-700.200,309.155,677.400,-264.000,336.000,111.995,0.000,0,能量启摆
13.139,272.109,-1175.400,332.007,1383.000,-264.000,336.000,92.109,0.005,0,能量启摆
13.159,247.544,-1210.200,4.834,1768.800,180.000,-240.000,67.544,0.003,0,能量启摆
13.179,224.736,-544.800,35.837,607.200,180.000,-240.000,44.736,-0.005,0,能量启摆
13.199,224.758,236.400,35.024,-241.800,180.000,-240.000,44.758,-0.007,0,能量启摆
13.219,233.372,636.600,23.730,-828.000,180.000,-240.000,53.372,-0.004,0,能量启摆
13.239,248.621,805.800,4.636,-1072.800,180.000,-240.000,68.621,-0.002,0,能量启摆
13.259,266.221,912.600,341.191,-1263.000,180.000,-240.000,86.221,0.001,0,能量启摆
13.279,285.667,1067.400,314.099,-1362.000,-264.000,336.000,105.667,0.004,0,能量启摆
13.299,302.058,129.000,292.852,-204.600,-264.000,336.000,122.058,-0.002,0,能量启摆
13.319,295.884,-626.400,299.575,701.400,-264.000,336.000,115.884,0.000,0,能量启摆
13.339,276.394,-1148.400,321.130,1326.600,-264.000,336.000,96.394,0.005,0,能量启摆
13.359,251.697,-1289.400,352.046,1809.000,180.000,-240.000,71.697,0.005,0,能量启摆
13.379,228.999,-483.000,23.467,634.800,180.000,-240.000,48.999,-0.005,0,能量启摆
13.399,228.911,190.200,23.291,-219.000,180.000,-240.000,48.911,-0.007,0,能量启摆
13.419,237.480,664.200,12.371,-783.000,180.000,-240.000,57.480,-0.004,0,能量启摆
13.439,251.895,841.200,351.870,-1192.200,180.000,-240.000,71.895,-0.001,0,能量启摆
13.460,269.561,987.000,326.052,-1311.600,180.000,-240.000,89.561,0.002,0,能量启摆
13.480,288.457,1009.800,298.982,-1351.800,-264.000,336.000,108.457,0.004,0,能量启摆
13.500,304.519,126.000,276.768,-327.000,-264.000,336.000,124.519,-0.002,0,能量启摆
13.519,297.927,-595.800,283.250,730.200,-264.000,336.000,117.927,0.000,0,能量启摆
13.540,279.382,-1120.200,305.706,1389.600,-264.000,336.000,99.382,0.004,0,能量启摆
13.560,254.949,-1272.000,337.983,1816.800,180.000,-240.000,74.949,0.005,0,能量启摆
13.580,232.625,-421.200,10.569,726.600,180.000,-240.000,52.625,-0.006,0,能量启摆
13.599,232.734,175.200,10.085,-252.600,180.000,-240.000,52.734,-0.006,0,能量启摆
13.620,241.458,547.800,359.473,-719.400,180.000,-240.000,61.458,-0.004,0,能量启摆
13.640,255.366,847.200,339.302,-1137.000,180.000,-240.000,75.366,-0.001,0,能量启摆
13.660,272.769,936.000,314.011,-1327.800,-264.000,336.000,92.769,0.002,0,能量启摆
13.680,287.183,123.000,292.852,-250.200,-264.000,336.000,107.183,-0.003,0,能量启摆
13.700,280.876,-615.000,299.905,756.600,-264.000,336.000,100.876,-0.001,0,能量启摆
13.720,261.584,-1104.000,321.965,1360.200,180.000,-240.000,81.584,0.003,0,能量启摆
13.740,241.589,-415.800,348.816,617.400,180.000,-240.000,61.589,-0.005,0,能量启摆
13.760,242.842,238.200,348.179,-252.600,180.000,-240.000,62.842,-0.006,0,能量启摆
13.780,252.488,715.200,336.621,-915.000,180.000,-240.000,72.488,-0.002,0,能量启摆
13.800,267.649,888.600,316.340,-1132.200,180.000,-240.000,87.649,0.001,0,能量启摆
13.820,285.491,962.400,292.522,-1243.200,-264.000,336.000,105.491,0.003,0,能量启摆
13.840,300.037,187.800,271.736,-170.400,-264.000,336.000,120.037,-0.002,0,能量启摆
13.860,294.104,-604.200,277.646,659.400,-264.000,336.000,114.104,-0.000,0,能量启摆
13.881,274.636,-1122.000,298.455,1229.400,-264.000,336.000,94.636,0.004,0,能量启摆
13.901,250.247,-1240.200,328.887,1710.000,180.000,-240.000,70.247,0.004,0,能量启摆
13.921,228.032,-541.800,0.593,789.000,180.000,-240.000,48.032,-0.005,0,能量启摆
13.941,227.834,154.200,1.758,-127.200,180.000,-240.000,47.834,-0.007,0,能量启摆
13.960,235.657,616.200,353.342,-794.400,180.000,-240.000,55.657,-0.004,0,能量启摆
13.981,249.939,781.800,334.907,-1152.000,180.000,-240.000,69.939,-0.002,0,能量启摆
14.000,267.583,969.600,311.528,-1161.000,180.000,-240.000,87.583,0.002,0,能量启摆
14.020,286.084,1032.600,285.513,-1376.400,-264.000,336.000,106.084,0.004,0,能量启摆
14.040,301.904,150.600,263.979,-297.000,-264.000,336.000,121.904,-0.002,0,能量启摆
14.060,295.862,-616.200,270.659,722.400,-264.000,336.000,115.862,0.000,0,能量启摆
14.080,276.438,-1127.400,291.094,1225.800,-264.000,336.000,96.438,0.004,0,能量启摆
14.100,251.851,-1251.600,320.515,1758.000,180.000,-240.000,71.851,0.004,0,能量启摆
14.121,230.142,-463.800,351.782,727.800,180.000,-240.000,50.142,-0.005,0,能量启摆
14.141,230.405,177.000,351.650,-170.400,180.000,-240.000,50.405,-0.007,0,能量启摆
14.161,239.019,657.600,342.224,-701.400,180.000,-240.000,59.019,-0.004,0,能量启摆
14.181,253.015,884.400,323.196,-1077.000,180.000,-240.000,73.015,-0.000,0,能量启摆
14.201,270.659,1002.600,298.938,-1320.600,-264.000,336.000,90.659,0.002,0,能量启摆
14.221,285.535,201.600,278.767,-132.000,-264.000,336.000,105.535,-0.003,0,能量启摆
14.240,279.800,-618.600,285.820,751.800,-264.000,336.000,99.800,-0.001,0,能量启摆
14.260,260.442,-1104.600,306.892,1312.200,180.000,-240.000,80.442,0.003,0,能量启摆
14.280,239.941,-465.600,331.875,555.000,180.000,-240.000,59.941,-0.005,0,能量启摆
14.301,241.150,215.400,331.018,-199.200,180.000,-240.000,61.150,-0.006,0,能量启摆
14.321,250.137,687.600,319.900,-892.800,180.000,-240.000,70.137,-0.003,0,能量启摆
14.341,265.583,836.400,300.125,-1137.600,180.000,-240.000,85.583,-0.000,0,能量启摆
14.361,283.535,967.800,276.064,-1270.800,-264.000,336.000,103.535,0.003,0,能量启摆
14.381,297.312,73.200,255.652,-159.600,-264.000,336.000,117.312,-0.002,0,能量启摆
14.400,290.413,-720.000,262.244,693.600,-264.000,336.000,110.413,0.001,0,能量启摆
14.420,271.099,-1165.200,283.689,1293.000,-264.000,336.000,91.099,0.004,0,能量启摆
14.440,247.083,-1170.600,314.407,1683.000,180.000,-240.000,67.083,0.003,0,能量启摆
14.460,225.527,-466.200,345.300,715.200,180.000,-240.000,45.527,-0.006,0,能量启摆
14.480,225.615,176.400,345.850,-161.400,180.000,-240.000,45.615,-0.007,0,能量启摆
14.499,233.328,582.600,335.676,-851.400,180.000,-240.000,53.328,-0.004,0,能量启摆
14.519,248.005,774.000,316.187,-1147.200,180.000,-240.000,68.005,-0.002,0,能量启摆
14.540,265.386,897.600,292.192,-1234.200,180.000,-240.000,85.386,0.001,0,能量启摆
14.560,284.128,1051.200,265.518,-1317.000,-264.000,336.000,104.128,0.004,0,能量启摆
14.580,300.081,222.600,243.940,-175.800,-264.000,336.000,120.081,-0.002,0,能量启摆
14.599,294.346,-603.000,250.203,662.400,-264.000,336.000,114.346,-0.000,0,能量启摆
14.620,275.010,-1139.400,271.494,1286.400,-264.000,336.000,95.010,0.004,0,能量启摆
14.640,250.422,-1217.400,302.344,1715.400,180.000,-240.000,70.422,0.004,0,能量启摆
14.661,228.494,-520.200,334.116,744.600,180.000,-240.000,48.494,-0.005,0,能量启摆
14.681,228.560,169.200,334.204,-207.000,180.000,-240.000,48.560,-0.007,0,能量启摆
14.701,236.799,638.400,324.250,-795.000,180.000,-240.000,56.799,-0.004,0,能量启摆
14.720,251.147,841.800,304.146,-1171.800,180.000,-240.000,71.147,-0.001,0,能量启摆
14.741,268.813,967.800,279.382,-1256.400,180.000,-240.000,88.813,0.002,0,能量启摆
14.760,287.380,1017.000,253.674,-1339.200,-264.000,336.000,107.380,0.004,0,能量启摆
14.781,302.607,100.200,231.790,-177.600,-264.000,336.000,122.607,-0.002,0,能量启摆
14.801,296.147,-618.000,238.601,771.000,-264.000,336.000,116.147,0.000,0,能量启摆
14.820,276.746,-1155.600,259.827,1246.800,-264.000,336.000,96.746,0.005,0,能量启摆
14.839,252.158,-1294.200,289.929,1743.000,180.000,-240.000,72.158,0.005,0,能量启摆
14.859,230.757,-439.800,320.779,589.800,180.000,-240.000,50.757,-0.006,0,能量启摆
14.880,231.042,170.400,319.548,-250.200,180.000,-240.000,51.042,-0.007,0,能量启摆
14.900,240.029,631.800,309.463,-729.000,180.000,-240.000,60.029,-0.004,0,能量启摆
14.920,254.180,901.800,289.907,-1120.200,180.000,-240.000,74.180,-0.000,0,能量启摆
14.940,271.956,984.000,265.452,-1229.400,-264.000,336.000,91.956,0.002,0,能量启摆
14.961,286.326,121.800,245.369,-103.800,-264.000,336.000,106.326,-0.003,0,能量启摆
14.980,280.195,-639.000,251.982,727.800,-264.000,336.000,100.195,-0.001,0,能量启摆
15.000,260.684,-1090.200,273.032,1347.000,180.000,-240.000,80.684,0.003,0,能量启摆
15.020,240.293,-427.200,297.334,507.600,180.000,-240.000,60.293,-0.005,0,能量启摆
15.040,241.414,190.800,296.125,-186.000,180.000,-240.000,61.414,-0.006,0,能量启摆
15.059,249.346,566.400,285.095,-789.600,180.000,-240.000,69.346,-0.004,0,能量启摆
15.079,262.969,715.200,266.353,-1027.800,180.000,-240.000,82.969,-0.001,0,能量启摆
15.100,279.360,834.600,242.732,-1298.400,-264.000,336.000,99.360,0.001,0,能量启摆
15.120,291.006,-143.400,221.682,-174.600,-264.000,336.000,111.006,-0.003,0,能量启摆
15.140,284.546,-438.600,227.944,687.600,-264.000,336.000,104.546,-0.002,0,能量启摆
15.160,269.517,-1071.000,249.082,1223.400,180.000,-240.000,89.517,0.003,0,能量启摆
15.180,252.466,-225.000,272.461,355.800,180.000,-240.000,72.466,-0.005,0,能量启摆
15.200,254.619,195.000,270.637,-154.200,180.000,-240.000,74.619,-0.005,0,能量启摆
15.220,261.321,526.800,261.387,-793.800,180.000,-240.000,81.321,-0.003,0,能量启摆
15.240,275.955,706.200,241.941,-1090.800,-264.000,336.000,95.955,-0.001,0,能量启摆
15.260,287.974,-172.800,224.121,-79.800,-264.000,336.000,107.974,-0.003,0,能量启摆
15.280,281.118,-579.600,231.284,727.200,-264.000,336.000,101.118,-0.001,0,能量启摆
15.300,262.266,-1014.000,253.257,1296.600,180.000,-240.000,82.266,0.002,0,能量启摆
15.320,242.930,-286.800,277.603,441.600,180.000,-240.000,62.930,-0.005,0,能量启摆
15.340,244.490,255.000,275.977,-225.600,180.000,-240.000,64.490,-0.005,0,能量启摆
15.360,254.861,738.000,266.287,-658.200,180.000,-240.000,74.861,-0.002,0,能量启摆
15.380,270.242,948.600,247.720,-1033.800,-264.000,336.000,90.242,0.002,0,能量启摆
15.400,283.689,94.200,229.197,-51.600,-264.000,336.000,103.689,-0.003,0,能量启摆
15.420,275.559,-762.600,235.942,699.600,-264.000,336.000,95.559,-0.000,0,能量启摆
15.439,255.234,-1204.800,257.651,1326.600,180.000,-240.000,75.234,0.004,0,能量启摆
15.459,236.096,-177.600,282.415,385.800,180.000,-240.000,56.096,-0.006,0,能量启摆
15.479,239.041,241.200,281.162,-222.000,180.000,-240.000,59.041,-0.006,0,能量启摆
15.499,246.973,581.400,270.286,-799.200,180.000,-240.000,66.973,-0.004,0,能量启摆
15.520,261.760,748.800,250.620,-1090.200,180.000,-240.000,81.760,-0.001,0,能量启摆
15.540,278.657,804.000,226.187,-1289.400,-264.000,336.000,98.657,0.001,0,能量启摆
15.560,290.193,-168.000,203.928,-178.200,-264.000,336.000,110.193,-0.003,0,能量启摆
15.580,283.579,-498.000,209.949,621.600,-264.000,336.000,103.579,-0.002,0,能量启摆
15.601,266.528,-972.000,231.218,1289.400,180.000,-240.000,86.528,0.002,0,能量启摆
15.620,247.983,-317.400,258.289,703.800,180.000,-240.000,67.983,-0.005,0,能量启摆
15.640,249.851,283.800,257.168,-216.000,180.000,-240.000,69.851,-0.005,0,能量启摆
15.661,260.134,557.400,247.654,-733.800,180.000,-240.000,80.134,-0.003,0,能量启摆
15.681,275.603,775.800,228.142,-1089.000,-264.000,336.000,95.603,0.000,0,能量启摆
15.701,288.523,-118.800,209.355,-62.400,-264.000,336.000,108.523,-0.003,0,能量启摆
15.721,280.833,-609.000,216.914,742.200,-264.000,336.000,100.833,-0.001,0,能量启摆
15.740,261.101,-1105.200,238.755,1396.800,180.000,-240.000,81.101,0.003,0,能量启摆
15.761,241.282,-312.000,265.627,554.400,180.000,-240.000,61.282,-0.005,0,能量启摆
15.781,242.732,220.200,264.507,-238.200,180.000,-240.000,62.732,-0.006,0,能量启摆
15.801,252.268,757.800,253.894,-760.800,180.000,-240.000,72.268,-0.002,0,能量启摆
15.820,267.847,904.800,234.514,-1071.000,180.000,-240.000,87.847,0.001,0,能量启摆
15.840,285.952,1001.400,210.784,-1326.600,-264.000,336.000,105.952,0.003,0,能量启摆
15.860,299.246,44.400,189.382,-193.200,-264.000,336.000,119.246,-0.002,0,能量启摆
15.880,292.302,-705.000,195.710,703.800,-264.000,336.000,112.302,0.001,0,能量启摆
15.900,272.637,-1137.600,217.837,1305.600,-264.000,336.000,92.637,0.004,0,能量启摆
15.920,247.786,-1213.200,249.829,1780.200,180.000,-240.000,67.786,0.004,0,能量启摆
15.940,226.604,-377.400,281.580,659.400,180.000,-240.000,46.604,-0.006,0,能量启摆
15.960,227.021,169.800,281.733,-232.800,180.000,-240.000,47.021,-0.007,0,能量启摆
15.980,234.822,610.200,271.494,-811.200,180.000,-240.000,54.822,-0.004,0,能量启摆
16.000,249.368,790.200,252.729,-1099.200,180.000,-240.000,69.368,-0.002,0,能量启摆
16.019,267.100,912.600,228.582,-1248.000,180.000,-240.000,87.100,0.001,0,能量启摆
16.039,285.886,1069.800,201.555,-1406.400,-264.000,336.000,105.886,0.004,0,能量启摆
16.059,300.740,96.600,179.626,-123.600,-264.000,336.000,120.740,-0.002,0,能量启摆
16.080,294.653,-612.600,187.273,731.400,-264.000,336.000,114.653,-0.000,0,能量启摆
16.100,275.405,-1158.000,208.872,1332.000,-264.000,336.000,95.405,0.005,0,能量启摆
16.120,250.796,-1284.000,240.271,1739.400,180.000,-240.000,70.796,0.005,0,能量启摆
16.140,229.570,-358.200,272.461,754.200,180.000,-240.000,49.570,-0.006,0,能量启摆
16.160,229.988,138.000,271.516,-247.200,180.000,-240.000,49.988,-0.007,0,能量启摆
16.180,237.678,630.600,262.354,-771.000,180.000,-240.000,57.678,-0.004,0,能量启摆
16.200,251.741,867.000,242.622,-1104.600,180.000,-240.000,71.741,-0.001,0,能量启摆
16.220,269.473,1024.800,218.079,-1332.600,180.000,-240.000,89.473,0.002,0,能量启摆
16.240,288.501,1019.400,190.525,-1417.800,-264.000,336.000,108.501,0.004,0,能量启摆
16.260,304.014,85.200,167.629,-134.400,-264.000,336.000,124.014,-0.002,0,能量启摆
16.280,297.795,-555.600,175.122,712.200,-264.000,336.000,117.795,-0.000,0,能量启摆
16.300,278.855,-1110.000,196.414,1251.000,-264.000,336.000,98.855,0.004,0,能量启摆
16.320,253.982,-1318.200,228.120,1788.000,180.000,-240.000,73.982,0.006,0,能量启摆
16.340,233.372,-232.800,260.508,829.200,180.000,-240.000,53.372,-0.006,0,能量启摆
16.360,234.558,153.000,260.442,-243.600,180.000,-240.000,54.558,-0.006,0,能量启摆
16.380,241.040,389.400,250.598,-666.600,180.000,-240.000,61.040,-0.005,0,能量启摆
16.400,252.905,792.600,231.636,-1101.600,180.000,-240.000,72.905,-0.001,0,能量启摆
16.420,269.187,958.200,206.895,-1265.400,180.000,-240.000,89.187,0.002,0,能量启摆
16.440,287.380,972.000,179.429,-1386.600,-264.000,336.000,107.380,0.003,0,能量启摆
16.460,299.377,-67.200,156.643,-259.800,-264.000,336.000,119.377,-0.002,0,能量启摆
16.480,294.258,-519.600,162.971,721.800,-264.000,336.000,114.258,-0.001,0,能量启摆
16.499,278.745,-858.600,185.757,1347.000,-264.000,336.000,98.745,0.001,0,能量启摆
16.519,256.157,-1296.600,217.661,1730.400,180.000,-240.000,76.157,0.005,0,能量启摆
16.539,235.547,-267.600,248.994,713.400,180.000,-240.000,55.547,-0.006,0,能量启摆
16.559,237.524,178.200,248.159,-284.400,180.000,-240.000,57.524,-0.006,0,能量启摆
16.579,243.040,394.200,237.590,-785.400,180.000,-240.000,63.040,-0.005,0,能量启摆
16.599,255.828,787.800,217.881,-1198.800,180.000,-240.000,75.828,-0.001,0,能量启摆
16.619,271.934,946.800,192.832,-1314.000,-264.000,336.000,91.934,0.002,0,能量启摆
16.639,284.678,-14.400,171.914,-16.800,-264.000,336.000,104.678,-0.003,0,能量启摆
16.659,278.591,-598.200,180.022,846.600,-264.000,336.000,98.591,-0.001,0,能量启摆
16.679,260.640,-1054.200,203.928,1483.800,180.000,-240.000,80.640,0.002,0,能量启摆
16.699,242.292,-204.600,230.229,439.800,180.000,-240.000,62.292,-0.006,0,能量启摆
16.719,243.743,185.400,228.384,-283.800,180.000,-240.000,63.743,-0.006,0,能量启摆
16.739,253.125,718.200,216.826,-808.800,180.000,-240.000,73.125,-0.002,0,能量启摆
16.760,268.066,915.000,195.952,-1118.400,180.000,-240.000,88.066,0.001,0,能量启摆
