时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),摆杆控制(RPM),飞轮控制(RPM),倒立误差(°),是否平衡,控制策略
16.26,181.49,0.00,112.46,-272.40,0.00,-64.96,1.49,1,LQR平衡
16.28,181.49,0.00,105.89,-337.80,0.00,-47.61,1.49,1,LQR平衡
16.30,181.49,0.00,99.16,-304.20,0.00,-56.44,1.49,1,LQR平衡
16.32,181.49,0.00,92.90,-398.40,0.00,-31.48,1.49,1,LQR平衡
16.34,181.52,5.40,86.33,-268.80,0.00,-94.84,1.52,1,LQR平衡
16.36,181.49,0.00,81.23,-309.60,0.00,-54.86,1.49,1,LQR平衡
16.38,181.52,0.00,72.09,-398.40,0.00,-33.31,1.52,1,LQR平衡
16.40,181.52,0.00,65.61,-232.80,0.00,-77.04,1.52,1,LQR平衡
16.42,181.52,0.00,59.06,-462.60,0.00,-16.22,1.52,1,LQR平衡
16.44,181.52,0.00,52.34,-212.40,0.00,-82.32,1.52,1,LQR平衡
16.46,181.52,0.00,48.27,-286.20,0.00,-62.78,1.52,1,LQR平衡
16.48,181.52,0.00,39.48,-406.80,0.00,-30.81,1.52,1,LQR平衡
16.50,181.52,0.00,33.29,-260.40,0.00,-69.47,1.52,1,LQR平衡
16.52,181.52,0.00,26.89,-421.20,0.00,-26.90,1.52,1,LQR平衡
16.54,181.54,0.00,20.90,-190.20,0.00,-89.93,1.54,1,LQR平衡
16.56,181.54,4.80,16.19,-348.00,0.00,-72.29,1.54,1,LQR平衡
16.58,181.54,0.00,6.72,-381.60,0.00,-39.20,1.54,1,LQR平衡
16.60,181.54,0.00,359.12,-390.00,0.00,-39.93,1.54,1,LQR平衡
16.62,181.54,0.00,352.02,-270.00,0.00,-71.61,1.54,1,LQR平衡
16.64,181.54,0.00,347.98,-278.40,0.00,-69.35,1.54,1,LQR平衡
16.66,181.54,0.00,339.92,-475.80,0.00,-17.09,1.54,1,LQR平衡
16.68,181.54,0.00,332.82,-227.40,0.00,-82.71,1.54,1,LQR平衡
16.70,181.54,0.00,327.35,-352.80,0.00,-49.50,1.54,1,LQR平衡
16.72,181.54,0.00,319.68,-353.40,0.00,-49.28,1.54,1,LQR平衡
16.74,181.54,0.00,313.51,-339.00,0.00,-53.04,1.54,1,LQR平衡
16.76,181.54,0.00,307.29,-289.80,0.00,-65.99,1.54,1,LQR平衡
16.78,181.54,0.00,300.83,-332.40,0.00,-54.68,1.54,1,LQR平衡
16.80,181.52,0.00,293.73,-333.00,0.00,-52.46,1.52,1,LQR平衡
16.82,181.54,0.00,286.74,-358.20,0.00,-47.74,1.54,1,LQR平衡
16.84,181.52,-4.80,280.35,-327.00,0.00,-29.80,1.52,1,LQR平衡
16.86,181.52,0.00,275.38,-233.40,0.00,-78.64,1.52,1,LQR平衡
16.88,181.52,-4.80,269.27,-347.40,0.00,-24.32,1.52,1,LQR平衡
16.90,181.52,0.00,262.79,-222.00,0.00,-81.55,1.52,1,LQR平衡
16.92,181.52,0.00,257.92,-399.00,0.00,-34.71,1.52,1,LQR平衡
16.94,181.52,0.00,249.76,-327.60,0.00,-53.52,1.52,1,LQR平衡
16.96,181.52,0.00,244.86,-241.80,0.00,-76.16,1.52,1,LQR平衡
16.98,181.52,0.00,237.41,-456.60,0.00,-19.30,1.52,1,LQR平衡
17.00,181.49,0.00,230.69,-235.80,0.00,-75.63,1.49,1,LQR平衡
17.02,181.49,-5.40,226.08,-355.20,0.00,-16.88,1.49,1,LQR平衡
17.04,181.49,-4.80,218.56,-217.80,0.00,-56.16,1.49,1,LQR平衡
17.06,181.49,0.00,215.33,-194.40,0.00,-86.45,1.49,1,LQR平衡
17.08,181.49,0.00,209.27,-433.80,0.00,-23.10,1.49,1,LQR平衡
17.10,181.49,0.00,200.94,-242.40,0.00,-73.64,1.49,1,LQR平衡
17.12,181.49,0.00,196.04,-309.00,0.00,-55.98,1.49,1,LQR平衡
17.14,181.49,0.00,187.89,-385.20,0.00,-35.77,1.49,1,LQR平衡
17.16,181.49,0.00,182.40,-274.80,0.00,-64.91,1.49,1,LQR平衡
17.18,181.49,-4.80,176.29,-360.60,0.00,-18.05,1.49,1,LQR平衡
17.20,181.49,0.00,170.18,-143.40,0.00,-99.56,1.49,1,LQR平衡
17.22,181.49,0.00,166.53,-344.40,0.00,-46.38,1.49,1,LQR平衡
17.24,181.49,0.00,157.54,-451.20,0.00,-18.06,1.49,1,LQR平衡
17.26,181.49,0.00,151.66,-214.80,0.00,-80.52,1.49,1,LQR平衡
17.28,181.49,0.00,146.71,-326.40,0.00,-50.97,1.49,1,LQR平衡
17.30,181.49,0.00,139.24,-348.00,0.00,-45.20,1.49,1,LQR平衡
17.32,181.49,0.00,133.11,-332.40,0.00,-49.27,1.49,1,LQR平衡
17.34,181.49,0.00,127.22,-315.00,0.00,-53.82,1.49,1,LQR平衡
17.36,181.49,0.00,121.16,-288.60,0.00,-60.75,1.49,1,LQR平衡
17.38,181.49,0.00,114.70,-321.60,0.00,-51.97,1.49,1,LQR平衡
17.40,181.49,0.00,107.89,-367.80,0.00,-39.70,1.49,1,LQR平衡
17.42,181.49,0.00,101.38,-288.60,0.00,-60.59,1.49,1,LQR平衡
17.44,181.49,0.00,96.44,-263.40,0.00,-67.21,1.49,1,LQR平衡
17.46,181.49,0.00,88.99,-393.60,0.00,-32.72,1.49,1,LQR平衡
17.48,181.52,0.00,82.29,-240.00,0.00,-75.28,1.52,1,LQR平衡
17.50,181.52,0.00,76.49,-436.80,0.00,-23.19,1.52,1,LQR平衡
17.52,181.52,0.00,69.15,-260.40,0.00,-69.77,1.52,1,LQR平衡
17.54,181.52,0.00,65.17,-237.00,0.00,-75.93,1.52,1,LQR平衡
17.56,181.52,0.00,57.00,-465.60,0.00,-15.41,1.52,1,LQR平衡
17.58,181.52,0.00,50.19,-234.00,0.00,-76.59,1.52,1,LQR平衡
17.60,181.52,0.00,45.44,-371.40,0.00,-40.22,1.52,1,LQR平衡
17.62,181.52,0.00,38.01,-244.20,0.00,-73.80,1.52,1,LQR平衡
17.64,181.52,0.00,33.07,-315.60,0.00,-54.87,1.52,1,LQR平衡
17.66,181.52,0.00,24.57,-448.20,0.00,-19.74,1.52,1,LQR平衡
17.68,181.52,-4.80,19.25,-201.00,0.00,-60.93,1.52,1,LQR平衡
17.70,181.52,0.00,14.48,-325.20,0.00,-52.18,1.52,1,LQR平衡
17.72,181.52,0.00,7.27,-271.20,0.00,-66.40,1.52,1,LQR平衡
17.74,181.52,4.80,2.37,-330.60,0.00,-74.78,1.52,1,LQR平衡
17.76,181.52,0.00,353.72,-489.00,0.00,-11.71,1.52,1,LQR平衡
17.78,181.52,0.00,346.79,-290.40,0.00,-64.17,1.52,1,LQR平衡
17.80,181.52,0.00,341.56,-290.40,0.00,-64.12,1.52,1,LQR平衡
17.82,181.52,0.00,335.04,-283.80,0.00,-65.81,1.52,1,LQR平衡
17.84,181.52,0.00,328.43,-402.60,0.00,-34.34,1.52,1,LQR平衡
17.86,181.52,5.40,320.71,-347.40,0.00,-76.02,1.52,1,LQR平衡
17.88,181.52,-4.80,315.37,-327.00,0.00,-30.10,1.52,1,LQR平衡
17.90,181.52,0.00,308.12,-303.60,0.00,-60.35,1.52,1,LQR平衡
17.92,181.52,0.00,302.34,-271.80,0.00,-68.71,1.52,1,LQR平衡
17.94,181.49,0.00,295.73,-382.20,0.00,-37.46,1.49,1,LQR平衡
17.96,181.49,5.40,288.76,-364.20,0.00,-69.31,1.49,1,LQR平衡
17.98,181.49,4.80,282.37,-356.40,0.00,-68.30,1.49,1,LQR平衡
18.00,181.49,0.00,275.45,-348.60,0.00,-46.18,1.49,1,LQR平衡
18.02,181.49,-4.80,267.28,-348.60,0.00,-21.98,1.49,1,LQR平衡
18.04,181.49,0.00,261.89,-175.20,0.00,-91.92,1.49,1,LQR平衡
18.06,181.47,0.00,257.32,-427.20,0.00,-23.24,1.47,1,LQR平衡
18.08,181.47,0.00,249.19,-286.20,0.00,-60.46,1.47,1,LQR平衡
18.10,181.47,-4.80,244.82,-234.60,0.00,-49.94,1.47,1,LQR平衡
18.12,181.47,0.00,237.61,-394.80,0.00,-31.65,1.47,1,LQR平衡
18.14,181.47,0.00,232.12,-213.60,0.00,-79.51,1.47,1,LQR平衡
18.16,181.47,0.00,227.81,-309.00,0.00,-54.25,1.47,1,LQR平衡
18.18,181.47,0.00,219.09,-375.60,0.00,-36.57,1.47,1,LQR平衡
18.20,181.45,0.00,213.46,-249.60,0.00,-67.84,1.45,1,LQR平衡
18.22,181.47,0.00,207.03,-424.20,0.00,-23.62,1.47,1,LQR平衡
18.24,181.45,0.00,200.94,-178.20,0.00,-86.61,1.45,1,LQR平衡
18.26,181.45,-4.80,196.63,-333.60,0.00,-21.36,1.45,1,LQR平衡
18.28,181.45,0.00,188.20,-345.00,0.00,-42.40,1.45,1,LQR平衡
18.30,181.45,0.00,184.68,-148.20,0.00,-94.41,1.45,1,LQR平衡
18.32,181.45,0.00,179.45,-412.20,0.00,-24.56,1.45,1,LQR平衡
18.34,181.45,0.00,170.55,-271.20,0.00,-61.76,1.45,1,LQR平衡
18.36,181.45,0.00,165.92,-298.20,0.00,-54.59,1.45,1,LQR平衡
18.38,181.45,0.00,158.97,-397.20,0.00,-28.35,1.45,1,LQR平衡
18.40,181.45,-5.40,153.33,-184.80,0.00,-57.32,1.45,1,LQR平衡
18.42,181.45,0.00,148.84,-304.80,0.00,-52.70,1.45,1,LQR平衡
18.44,181.45,0.00,142.43,-334.20,0.00,-44.87,1.45,1,LQR平衡
18.46,181.45,0.00,136.74,-244.20,0.00,-68.62,1.45,1,LQR平衡
18.48,181.45,0.00,130.78,-328.80,0.00,-46.20,1.45,1,LQR平衡
18.50,181.47,0.00,123.60,-355.80,0.00,-41.00,1.47,1,LQR平衡
18.52,181.47,5.40,117.53,-277.80,0.00,-88.72,1.47,1,LQR平衡
18.54,181.45,0.00,111.62,-351.00,0.00,-40.17,1.45,1,LQR平衡
18.56,181.47,0.00,103.16,-363.00,0.00,-38.93,1.47,1,LQR平衡
18.58,181.47,0.00,97.29,-230.40,0.00,-73.94,1.47,1,LQR平衡
18.60,181.47,0.00,91.19,-387.00,0.00,-32.48,1.47,1,LQR平衡
18.62,181.47,0.00,84.00,-306.00,0.00,-53.84,1.47,1,LQR平衡
18.64,181.47,0.00,79.26,-283.20,0.00,-59.83,1.47,1,LQR平衡
18.66,181.47,0.00,72.03,-315.60,0.00,-51.20,1.47,1,LQR平衡
18.68,181.47,0.00,66.23,-264.00,0.00,-64.80,1.47,1,LQR平衡
18.70,181.49,0.00,59.30,-461.40,0.00,-14.54,1.49,1,LQR平衡
18.72,181.49,0.00,52.80,-191.40,0.00,-85.88,1.49,1,LQR平衡
18.74,181.49,0.00,49.26,-253.20,0.00,-69.51,1.49,1,LQR平衡
18.76,181.49,0.00,40.36,-459.60,0.00,-14.86,1.49,1,LQR平衡
18.78,181.49,0.00,33.66,-250.20,0.00,-70.17,1.49,1,LQR平衡
18.80,181.49,0.00,28.39,-386.40,0.00,-34.11,1.49,1,LQR平衡
18.82,181.49,0.00,21.93,-184.80,0.00,-87.37,1.49,1,LQR平衡
18.84,181.49,0.00,17.34,-350.40,0.00,-43.54,1.49,1,LQR平衡
18.86,181.49,0.00,8.00,-432.00,0.00,-21.89,1.49,1,LQR平衡
18.88,181.49,0.00,2.94,-234.00,0.00,-74.20,1.49,1,LQR平衡
18.90,181.49,0.00,357.67,-360.00,0.00,-43.85,1.49,1,LQR平衡
18.92,181.49,0.00,350.49,-217.80,0.00,-81.39,1.49,1,LQR平衡
18.94,181.49,0.00,344.73,-411.00,0.00,-30.26,1.49,1,LQR平衡
18.96,181.49,0.00,336.14,-347.40,0.00,-47.00,1.49,1,LQR平衡
18.98,181.49,0.00,331.39,-266.40,0.00,-68.38,1.49,1,LQR平衡
19.00,181.49,0.00,324.91,-358.80,0.00,-43.90,1.49,1,LQR平衡
19.02,181.49,-4.80,318.03,-279.00,0.00,-40.81,1.49,1,LQR平衡
19.04,181.49,0.00,312.30,-283.80,0.00,-63.62,1.49,1,LQR平衡
19.06,181.49,0.00,306.83,-306.00,0.00,-57.71,1.49,1,LQR平衡
19.08,181.49,0.00,300.30,-332.40,0.00,-50.67,1.49,1,LQR平衡
19.10,181.49,0.00,293.49,-297.00,0.00,-59.97,1.49,1,LQR平衡
19.12,181.49,0.00,286.83,-363.00,0.00,-42.47,1.49,1,LQR平衡
19.14,181.49,0.00,280.09,-312.60,0.00,-55.74,1.49,1,LQR平衡
19.16,181.49,-5.40,274.68,-315.60,0.00,-27.75,1.49,1,LQR平衡
19.18,181.47,-5.40,267.98,-262.80,0.00,-39.66,1.47,1,LQR平衡
19.20,181.49,0.00,263.61,-178.80,0.00,-90.98,1.49,1,LQR平衡
19.22,181.47,0.00,259.19,-348.60,0.00,-44.04,1.47,1,LQR平衡
19.24,181.49,0.00,250.16,-363.60,0.00,-42.00,1.49,1,LQR平衡
19.26,181.47,0.00,244.42,-254.40,0.00,-68.83,1.47,1,LQR平衡
19.28,181.47,0.00,237.37,-399.00,0.00,-30.53,1.47,1,LQR平衡
19.30,181.47,0.00,231.31,-235.20,0.00,-73.79,1.47,1,LQR平衡
19.32,181.47,0.00,226.38,-342.60,0.00,-45.35,1.47,1,LQR平衡
19.34,181.47,0.00,218.21,-283.80,0.00,-60.83,1.47,1,LQR平衡
19.36,181.47,0.00,212.76,-309.00,0.00,-54.12,1.47,1,LQR平衡
19.38,181.45,0.00,204.85,-436.80,0.00,-18.26,1.45,1,LQR平衡
19.40,181.45,0.00,199.93,-160.20,0.00,-91.36,1.45,1,LQR平衡
19.42,181.45,0.00,195.60,-341.40,0.00,-43.41,1.45,1,LQR平衡
19.44,181.45,0.00,186.88,-300.60,0.00,-54.13,1.45,1,LQR平衡
19.46,181.45,0.00,181.41,-311.40,0.00,-51.23,1.45,1,LQR平衡
19.48,181.45,0.00,174.33,-393.60,0.00,-29.43,1.45,1,LQR平衡
19.50,181.45,-4.80,169.28,-143.40,0.00,-71.42,1.45,1,LQR平衡
19.52,181.45,0.00,164.73,-319.80,0.00,-48.87,1.45,1,LQR平衡
19.54,181.45,-4.80,156.99,-376.80,0.00,-9.60,1.45,1,LQR平衡
19.56,181.45,0.00,152.07,-172.20,0.00,-87.79,1.45,1,LQR平衡
19.58,181.45,0.00,147.77,-333.60,0.00,-45.07,1.45,1,LQR平衡
19.60,181.45,0.00,140.23,-354.60,0.00,-39.46,1.45,1,LQR平衡
19.62,181.45,0.00,134.52,-280.20,0.00,-59.08,1.45,1,LQR平衡
19.64,181.47,0.00,128.85,-289.20,0.00,-58.66,1.47,1,LQR平衡
19.66,181.47,5.40,122.21,-335.40,0.00,-73.53,1.47,1,LQR平衡
19.68,181.47,0.00,115.16,-387.60,0.00,-32.52,1.47,1,LQR平衡
19.70,181.47,0.00,107.34,-363.60,0.00,-38.80,1.47,1,LQR平衡
19.72,181.47,0.00,101.98,-238.20,0.00,-71.92,1.47,1,LQR平衡
19.74,181.47,0.00,97.16,-259.80,0.00,-66.16,1.47,1,LQR平衡
19.76,181.47,0.00,89.27,-416.40,0.00,-24.69,1.47,1,LQR平衡
19.78,181.49,0.00,82.35,-230.40,0.00,-75.82,1.49,1,LQR平衡
19.80,181.47,0.00,77.19,-421.20,0.00,-23.32,1.47,1,LQR平衡
19.82,181.49,0.00,69.90,-273.00,0.00,-64.45,1.49,1,LQR平衡
19.84,181.49,0.00,65.81,-214.20,0.00,-79.96,1.49,1,LQR平衡
19.86,181.49,0.00,58.29,-516.60,0.00,0.06,1.49,1,LQR平衡
19.88,181.49,0.00,51.20,-210.60,0.00,-80.79,1.49,1,LQR平衡
19.90,181.49,0.00,47.94,-262.20,0.00,-67.12,1.49,1,LQR平衡
19.92,181.49,0.00,39.62,-388.80,0.00,-33.57,1.49,1,LQR平衡
19.94,181.49,-10.80,33.31,-277.20,0.00,-8.74,1.49,1,LQR平衡
19.96,181.49,0.00,27.53,-273.60,0.00,-63.93,1.49,1,LQR平衡
19.98,181.49,0.00,23.60,-163.20,0.00,-93.09,1.49,1,LQR平衡
20.00,181.49,0.00,19.67,-337.80,0.00,-46.89,1.49,1,LQR平衡
20.02,181.52,0.00,10.33,-516.60,0.00,-1.54,1.52,1,LQR平衡
20.04,181.52,0.00,4.50,-136.20,0.00,-102.07,1.52,1,LQR平衡
20.06,181.52,0.00,0.35,-379.20,0.00,-37.78,1.52,1,LQR平衡
20.08,181.52,0.00,351.30,-359.40,0.00,-45.96,1.52,1,LQR平衡
20.10,181.49,-5.40,345.87,-315.00,0.00,-28.51,1.49,1,LQR平衡
20.12,181.52,0.00,339.59,-295.80,0.00,-62.68,1.52,1,LQR平衡
20.14,181.52,0.00,334.95,-199.80,0.00,-88.02,1.52,1,LQR平衡
20.16,181.52,0.00,328.89,-437.40,0.00,-25.15,1.52,1,LQR平衡
20.18,181.52,0.00,319.94,-359.40,0.00,-45.70,1.52,1,LQR平衡
20.20,181.49,0.00,314.91,-273.00,0.00,-66.50,1.49,1,LQR平衡
20.22,181.49,0.00,308.94,-316.20,0.00,-55.03,1.49,1,LQR平衡
20.24,181.49,0.00,302.01,-339.60,0.00,-48.78,1.49,1,LQR平衡
20.26,181.49,0.00,295.25,-315.60,0.00,-55.07,1.49,1,LQR平衡
20.28,181.49,0.00,289.25,-345.60,0.00,-47.09,1.49,1,LQR平衡
20.30,181.49,0.00,282.66,-310.20,0.00,-56.39,1.49,1,LQR平衡
20.32,181.49,0.00,277.14,-255.00,0.00,-70.94,1.49,1,LQR平衡
20.34,181.49,0.00,270.07,-427.80,0.00,-25.19,1.49,1,LQR平衡
20.36,181.49,4.80,263.01,-265.80,0.00,-92.10,1.49,1,LQR平衡
20.38,181.49,0.00,258.13,-402.00,0.00,-31.91,1.49,1,LQR平衡
20.40,181.49,0.00,249.48,-326.40,0.00,-51.83,1.49,1,LQR平衡
20.42,181.47,0.00,244.34,-242.40,0.00,-72.00,1.47,1,LQR平衡
20.44,181.47,0.00,236.91,-419.40,0.00,-25.13,1.47,1,LQR平衡
20.46,181.47,0.00,230.56,-231.60,0.00,-74.74,1.47,1,LQR平衡
20.48,181.47,0.00,225.44,-399.60,0.00,-30.27,1.47,1,LQR平衡
20.50,181.47,0.00,217.88,-225.00,0.00,-76.38,1.47,1,LQR平衡
20.52,181.47,0.00,213.40,-291.00,0.00,-58.89,1.47,1,LQR平衡
20.54,181.45,-5.40,205.03,-474.00,0.00,18.71,1.45,1,LQR平衡
20.56,181.45,0.00,199.75,-117.60,0.00,-102.62,1.45,1,LQR平衡
20.58,181.45,4.80,197.20,-303.60,0.00,-77.55,1.45,1,LQR平衡
20.60,181.45,0.00,188.06,-522.00,0.00,4.40,1.45,1,LQR平衡
20.62,181.45,0.00,180.97,-277.80,0.00,-60.11,1.45,1,LQR平衡
20.64,181.45,0.00,176.75,-244.80,0.00,-68.80,1.45,1,LQR平衡
20.66,181.45,0.00,170.77,-253.80,0.00,-66.37,1.45,1,LQR平衡
20.68,181.45,0.00,164.84,-378.00,0.00,-33.48,1.45,1,LQR平衡
20.70,181.45,4.80,157.04,-364.20,0.00,-61.19,1.45,1,LQR平衡
20.72,181.45,0.00,152.40,-231.00,0.00,-72.24,1.45,1,LQR平衡
20.74,181.45,0.00,145.66,-406.20,0.00,-25.86,1.45,1,LQR平衡
20.76,181.45,0.00,138.19,-259.20,0.00,-64.67,1.45,1,LQR平衡
20.78,181.45,0.00,133.24,-315.60,0.00,-49.71,1.45,1,LQR平衡
20.80,181.45,0.00,126.69,-334.20,0.00,-44.74,1.45,1,LQR平衡
20.82,181.45,0.00,120.34,-283.20,0.00,-58.17,1.45,1,LQR平衡
20.84,181.45,0.00,114.43,-288.60,0.00,-56.69,1.45,1,LQR平衡
20.86,181.45,0.00,107.84,-371.40,0.00,-34.74,1.45,1,LQR平衡
20.88,181.45,0.00,101.36,-285.00,0.00,-57.54,1.45,1,LQR平衡
20.90,181.45,0.00,96.53,-260.40,0.00,-64.00,1.45,1,LQR平衡
20.92,181.45,0.00,89.38,-369.60,0.00,-35.07,1.45,1,LQR平衡
20.94,181.45,0.00,82.81,-262.20,0.00,-63.41,1.45,1,LQR平衡
20.96,181.45,0.00,77.54,-385.20,0.00,-30.84,1.45,1,LQR平衡
20.98,181.45,0.00,70.55,-264.00,0.00,-62.83,1.45,1,LQR平衡
21.00,181.47,4.80,66.18,-233.40,0.00,-97.01,1.47,1,LQR平衡
21.02,181.47,0.00,58.65,-567.60,0.00,15.55,1.47,1,LQR平衡
21.04,181.47,0.00,50.62,-205.20,0.00,-80.21,1.47,1,LQR平衡
21.06,181.47,0.00,47.44,-264.60,0.00,-64.48,1.47,1,LQR平衡
21.08,181.47,0.00,39.27,-354.60,0.00,-40.61,1.47,1,LQR平衡
21.10,181.47,0.00,33.24,-275.40,0.00,-61.50,1.47,1,LQR平衡
21.12,181.47,0.00,26.32,-421.80,0.00,-22.74,1.47,1,LQR平衡
21.14,181.47,0.00,20.87,-164.40,0.00,-90.75,1.47,1,LQR平衡
21.16,181.47,0.00,16.59,-343.80,0.00,-43.28,1.47,1,LQR平衡
21.18,181.47,0.00,7.47,-355.80,0.00,-40.03,1.47,1,LQR平衡
21.20,181.47,0.00,2.11,-287.40,0.00,-58.07,1.47,1,LQR平衡
21.22,181.47,-4.80,355.54,-391.80,0.00,-9.30,1.47,1,LQR平衡
21.24,181.47,0.00,350.22,-109.20,0.00,-108.11,1.47,1,LQR平衡
21.26,181.47,0.00,347.21,-345.00,0.00,-45.73,1.47,1,LQR平衡
21.28,181.49,0.00,337.59,-459.60,0.00,-17.35,1.49,1,LQR平衡
21.30,181.47,0.00,331.22,-246.00,0.00,-71.77,1.47,1,LQR平衡
21.32,181.47,0.00,326.05,-305.40,0.00,-56.02,1.47,1,LQR平衡
21.34,181.47,0.00,319.31,-322.20,0.00,-51.53,1.47,1,LQR平衡
21.36,181.47,0.00,313.07,-349.20,0.00,-44.33,1.47,1,LQR平衡
21.38,181.47,0.00,306.65,-294.60,0.00,-58.72,1.47,1,LQR平衡
21.40,181.47,0.00,300.89,-285.00,0.00,-61.21,1.47,1,LQR平衡
21.42,181.45,-4.80,294.28,-317.40,0.00,-26.46,1.45,1,LQR平衡
21.44,181.47,0.00,287.84,-307.20,0.00,-55.23,1.47,1,LQR平衡
21.46,181.45,0.00,282.92,-264.60,0.00,-64.45,1.45,1,LQR平衡
21.48,181.45,0.00,277.38,-271.20,0.00,-62.66,1.45,1,LQR平衡
21.50,181.45,0.00,269.89,-406.80,0.00,-26.74,1.45,1,LQR平衡
21.52,181.45,0.00,263.23,-235.20,0.00,-72.06,1.45,1,LQR平衡
21.54,181.45,0.00,258.82,-328.20,0.00,-47.43,1.45,1,LQR平衡
21.56,181.43,0.00,250.97,-313.80,0.00,-49.17,1.43,1,LQR平衡
21.58,181.43,0.00,245.52,-235.80,0.00,-69.75,1.43,1,LQR平衡
21.60,181.43,0.00,238.71,-463.80,0.00,-9.41,1.43,1,LQR平衡
21.62,181.43,0.00,232.43,-176.40,0.00,-85.35,1.43,1,LQR平衡
21.64,181.43,0.00,228.98,-250.80,0.00,-65.65,1.43,1,LQR平衡
21.66,181.43,0.00,220.39,-467.40,0.00,-8.30,1.43,1,LQR平衡
21.68,181.41,0.00,214.08,-208.80,0.00,-74.63,1.41,1,LQR平衡
21.70,181.43,0.00,209.49,-343.80,0.00,-40.89,1.43,1,LQR平衡
21.72,181.43,0.00,202.41,-214.80,0.00,-74.94,1.43,1,LQR平衡
21.74,181.41,0.00,197.64,-335.40,0.00,-41.01,1.41,1,LQR平衡
21.76,181.43,0.00,189.56,-430.80,0.00,-17.72,1.43,1,LQR平衡
21.78,181.43,0.00,184.88,-135.00,0.00,-95.90,1.43,1,LQR平衡
21.80,181.43,0.00,180.75,-346.20,0.00,-40.02,1.43,1,LQR平衡
21.82,181.43,0.00,171.83,-375.60,0.00,-32.17,1.43,1,LQR平衡
21.84,181.43,4.80,166.73,-244.80,0.00,-90.84,1.43,1,LQR平衡
21.86,181.43,0.00,160.88,-386.40,0.00,-29.22,1.43,1,LQR平衡
21.88,181.43,0.00,153.30,-264.00,0.00,-61.52,1.43,1,LQR平衡
21.90,181.43,0.00,147.68,-311.40,0.00,-48.94,1.43,1,LQR平衡
21.92,181.45,4.80,140.93,-340.20,0.00,-67.40,1.45,1,LQR平衡
21.94,181.45,0.00,135.07,-332.40,0.00,-45.28,1.45,1,LQR平衡
21.96,181.45,0.00,128.01,-325.80,0.00,-46.97,1.45,1,LQR平衡
21.98,181.45,0.00,121.55,-283.20,0.00,-58.18,1.45,1,LQR平衡
22.00,181.45,0.00,115.64,-322.20,0.00,-47.82,1.45,1,LQR平衡
22.02,181.45,0.00,109.45,-350.40,0.00,-40.31,1.45,1,LQR平衡
22.04,181.45,0.00,103.25,-258.60,0.00,-64.53,1.45,1,LQR平衡
22.06,181.45,0.00,98.00,-264.00,0.00,-63.06,1.45,1,LQR平衡
22.08,181.45,-5.40,90.99,-409.20,0.00,2.53,1.45,1,LQR平衡
22.10,181.45,0.00,84.62,-183.60,0.00,-84.21,1.45,1,LQR平衡
22.12,181.45,0.00,81.78,-211.20,0.00,-76.89,1.45,1,LQR平衡
22.14,181.45,0.00,73.72,-487.80,0.00,-3.68,1.45,1,LQR平衡
22.16,181.45,0.00,66.38,-204.00,0.00,-78.66,1.45,1,LQR平衡
22.18,181.45,0.00,62.36,-345.60,0.00,-41.19,1.45,1,LQR平衡
22.20,181.45,0.00,54.54,-279.60,0.00,-58.57,1.45,1,LQR平衡
22.22,181.45,0.00,49.46,-262.80,0.00,-62.97,1.45,1,LQR平衡
22.24,181.45,0.00,41.97,-453.00,0.00,-12.62,1.45,1,LQR平衡
22.26,181.45,0.00,36.04,-193.20,0.00,-81.26,1.45,1,LQR平衡
22.28,181.45,0.00,32.32,-288.00,0.00,-56.16,1.45,1,LQR平衡
22.30,181.45,0.00,23.80,-385.20,0.00,-30.39,1.45,1,LQR平衡
22.32,181.45,0.00,18.26,-260.40,0.00,-63.34,1.45,1,LQR平衡
22.34,181.45,0.00,12.17,-397.20,0.00,-27.12,1.45,1,LQR平衡
22.36,181.45,0.00,6.09,-160.20,0.00,-89.74,1.45,1,LQR平衡
22.38,181.45,0.00,2.02,-352.80,0.00,-38.78,1.45,1,LQR平衡
22.40,181.45,0.00,352.90,-453.00,0.00,-15.22,1.45,1,LQR平衡
22.42,181.45,0.00,348.00,-187.20,0.00,-85.46,1.45,1,LQR平衡
22.44,181.45,0.00,343.15,-355.80,0.00,-40.84,1.45,1,LQR平衡
22.46,181.45,0.00,335.37,-301.80,0.00,-55.05,1.45,1,LQR平衡
22.48,181.45,0.00,329.92,-321.00,0.00,-49.93,1.45,1,LQR平衡
22.50,181.45,0.00,323.15,-334.20,0.00,-46.38,1.45,1,LQR平衡
22.52,181.45,0.00,317.46,-246.60,0.00,-69.50,1.45,1,LQR平衡
22.54,181.45,0.00,311.33,-358.80,0.00,-39.78,1.45,1,LQR平衡
22.56,181.43,0.00,304.21,-314.40,0.00,-49.46,1.43,1,LQR平衡
22.58,181.43,0.00,298.43,-298.80,0.00,-53.54,1.43,1,LQR平衡
22.60,181.43,0.00,292.68,-271.80,0.00,-60.63,1.43,1,LQR平衡
22.62,181.43,0.00,286.13,-352.80,0.00,-39.16,1.43,1,LQR平衡
22.64,181.43,-4.80,279.51,-293.40,0.00,-30.68,1.43,1,LQR平衡
22.66,181.43,0.00,274.83,-240.60,0.00,-68.73,1.43,1,LQR平衡
22.68,181.43,0.00,269.01,-301.80,0.00,-52.50,1.43,1,LQR平衡
22.70,181.41,0.00,262.81,-298.80,0.00,-51.24,1.41,1,LQR平衡
