时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),摆杆控制(RPM),飞轮控制(RPM),倒立误差(°),是否平衡,控制策略
9.88,185.30,0.00,73.19,-1160.40,0.00,-175.95,5.30,1,LQR平衡
9.90,185.30,0.00,51.17,-1038.00,0.00,-208.13,5.30,1,LQR平衡
9.92,185.32,5.40,30.01,-1071.00,0.00,-228.37,5.32,1,LQR平衡
9.94,185.32,0.00,6.22,-1251.60,0.00,-153.28,5.32,1,LQR平衡
9.96,185.34,0.00,341.21,-1143.00,0.00,-186.80,5.34,1,LQR平衡
9.98,185.34,0.00,319.77,-1077.60,0.00,-203.91,5.34,1,LQR平衡
10.00,185.32,0.00,298.02,-1170.00,0.00,-177.30,5.32,1,LQR平衡
10.02,185.32,0.00,274.77,-1123.20,0.00,-189.48,5.32,1,LQR平衡
10.04,185.32,0.00,252.73,-1147.80,0.00,-182.79,5.32,1,LQR平衡
10.06,185.30,0.00,229.94,-1089.00,0.00,-196.14,5.30,1,LQR平衡
10.08,185.30,0.00,207.58,-1148.40,0.00,-180.25,5.30,1,LQR平衡
10.10,185.27,0.00,184.64,-1104.60,0.00,-189.64,5.27,1,LQR平衡
10.12,185.27,0.00,162.80,-1063.80,0.00,-200.24,5.27,1,LQR平衡
10.14,185.27,0.00,140.45,-1141.20,0.00,-179.59,5.27,1,LQR平衡
10.16,185.27,0.00,117.58,-1116.60,0.00,-185.90,5.27,1,LQR平衡
10.18,185.30,4.80,95.34,-1090.80,0.00,-218.67,5.30,1,LQR平衡
10.20,185.30,5.40,71.94,-1266.60,0.00,-175.00,5.30,1,LQR平衡
10.22,185.30,0.00,47.48,-1150.20,0.00,-178.43,5.30,1,LQR平衡
10.24,185.32,0.00,25.40,-1075.20,0.00,-200.08,5.32,1,LQR平衡
10.26,185.32,0.00,3.76,-1092.60,0.00,-195.30,5.32,1,LQR平衡
10.28,185.32,0.00,340.99,-1142.40,0.00,-184.95,5.32,1,LQR平衡
10.30,185.32,0.00,317.83,-1134.60,0.00,-186.82,5.32,1,LQR平衡
10.32,185.32,0.00,295.36,-1092.00,0.00,-197.90,5.32,1,LQR平衡
10.34,185.30,0.00,272.75,-1148.40,0.00,-180.80,5.30,1,LQR平衡
10.36,185.30,-4.80,249.30,-1171.20,0.00,-150.44,5.30,1,LQR平衡
10.38,185.27,0.00,227.48,-991.20,0.00,-219.98,5.27,1,LQR平衡
10.40,185.25,0.00,206.83,-1159.80,0.00,-173.23,5.25,1,LQR平衡
10.42,185.25,0.00,183.49,-1102.80,0.00,-188.10,5.25,1,LQR平衡
10.44,185.25,0.00,161.94,-1059.60,0.00,-199.35,5.25,1,LQR平衡
10.46,185.25,0.00,139.83,-1128.00,0.00,-181.07,5.25,1,LQR平衡
10.48,185.25,0.00,117.14,-1125.00,0.00,-181.68,5.25,1,LQR平衡
10.50,185.25,0.00,94.90,-1086.00,0.00,-191.80,5.25,1,LQR平衡
10.52,185.27,0.00,72.05,-1206.00,0.00,-161.88,5.27,1,LQR平衡
10.54,185.30,0.60,49.64,-1053.60,0.00,-207.01,5.30,1,LQR平衡
10.56,185.30,4.80,29.03,-1060.80,0.00,-226.04,5.30,1,LQR平衡
10.58,185.30,0.00,5.52,-1233.00,0.00,-156.19,5.30,1,LQR平衡
10.60,185.30,0.00,340.84,-1188.60,0.00,-170.74,5.30,1,LQR平衡
10.62,185.30,0.00,319.50,-1039.20,0.00,-210.06,5.30,1,LQR平衡
10.64,185.30,0.00,298.54,-1109.40,0.00,-191.32,5.30,1,LQR平衡
10.66,185.30,0.00,275.05,-1155.60,0.00,-178.91,5.30,1,LQR平衡
10.68,185.27,0.00,251.74,-1174.80,0.00,-171.64,5.27,1,LQR平衡
10.70,185.27,0.00,229.46,-1060.20,0.00,-201.75,5.27,1,LQR平衡
10.72,185.27,0.00,208.19,-1155.00,0.00,-176.51,5.27,1,LQR平衡
10.74,185.25,0.00,185.23,-1104.00,0.00,-187.80,5.25,1,LQR平衡
10.76,185.25,4.80,163.85,-1053.00,0.00,-225.23,5.25,1,LQR平衡
10.78,185.25,4.80,141.44,-1186.20,0.00,-189.83,5.25,1,LQR平衡
10.80,185.25,0.00,116.74,-1246.80,0.00,-149.47,5.25,1,LQR平衡
10.82,185.25,0.00,93.34,-1071.60,0.00,-195.60,5.25,1,LQR平衡
10.84,185.25,0.00,72.71,-1099.20,0.00,-188.13,5.25,1,LQR平衡
10.86,185.27,0.00,50.43,-1080.60,0.00,-194.86,5.27,1,LQR平衡
10.88,185.30,0.00,28.15,-1116.60,0.00,-187.15,5.30,1,LQR平衡
10.90,185.30,0.00,5.49,-1116.60,0.00,-186.96,5.30,1,LQR平衡
10.92,185.30,0.00,343.23,-1133.40,0.00,-185.35,5.30,1,LQR平衡
10.94,185.30,0.00,320.78,-1110.60,0.00,-191.19,5.30,1,LQR平衡
10.96,185.30,0.00,298.39,-1118.40,0.00,-188.94,5.30,1,LQR平衡
10.98,185.30,0.00,275.84,-1096.80,0.00,-194.47,5.30,1,LQR平衡
11.00,185.27,-4.80,252.91,-1155.60,0.00,-152.60,5.27,1,LQR平衡
11.02,185.27,0.00,230.27,-1028.40,0.00,-210.17,5.27,1,LQR平衡
11.04,185.25,0.00,209.38,-1120.20,0.00,-183.72,5.25,1,LQR平衡
11.06,185.25,0.00,186.26,-1173.00,0.00,-169.56,5.25,1,LQR平衡
11.08,185.25,0.00,164.27,-1032.60,0.00,-206.50,5.25,1,LQR平衡
11.10,185.25,0.00,142.95,-1102.20,0.00,-187.92,5.25,1,LQR平衡
11.12,185.25,0.00,120.12,-1204.20,0.00,-160.76,5.25,1,LQR平衡
11.14,185.25,-5.40,97.60,-1069.80,0.00,-168.97,5.25,1,LQR平衡
11.16,185.27,0.00,76.60,-1043.40,0.00,-204.92,5.27,1,LQR平衡
11.18,185.27,-5.40,55.28,-1186.80,0.00,-139.68,5.27,1,LQR平衡
11.20,185.27,0.00,33.42,-943.80,0.00,-230.89,5.27,1,LQR平衡
11.22,185.27,0.00,13.71,-1087.20,0.00,-192.81,5.27,1,LQR平衡
11.24,185.30,-4.80,349.58,-1201.80,0.00,-143.19,5.30,1,LQR平衡
11.26,185.30,0.00,326.76,-1078.80,0.00,-199.65,5.30,1,LQR平衡
11.28,185.30,0.00,306.96,-1010.40,0.00,-217.57,5.30,1,LQR平衡
11.30,185.30,0.00,284.44,-1203.60,0.00,-166.30,5.30,1,LQR平衡
11.32,185.30,0.00,260.51,-1128.00,0.00,-186.09,5.30,1,LQR平衡
11.34,185.30,0.00,238.38,-1163.40,0.00,-176.54,5.30,1,LQR平衡
11.36,185.27,0.00,216.25,-1071.00,0.00,-198.79,5.27,1,LQR平衡
11.38,185.25,0.00,194.81,-1086.60,0.00,-192.48,5.25,1,LQR平衡
11.40,185.25,0.00,171.87,-1174.20,0.00,-169.13,5.25,1,LQR平衡
11.42,185.25,0.00,149.52,-1074.60,0.00,-195.28,5.25,1,LQR平衡
11.44,185.25,0.00,128.45,-1102.20,0.00,-187.80,5.25,1,LQR平衡
11.46,185.25,0.00,105.95,-1158.60,0.00,-172.70,5.25,1,LQR平衡
11.48,185.25,0.00,83.01,-1114.20,0.00,-184.25,5.25,1,LQR平衡
11.50,185.27,0.00,61.35,-1083.00,0.00,-194.32,5.27,1,LQR平衡
11.52,185.30,0.00,39.18,-1165.80,0.00,-174.24,5.30,1,LQR平衡
11.54,185.30,0.00,17.09,-1054.20,0.00,-203.56,5.30,1,LQR平衡
11.56,185.30,-4.80,355.43,-1155.60,0.00,-155.46,5.30,1,LQR平衡
11.58,185.30,0.00,332.73,-1045.20,0.00,-208.59,5.30,1,LQR平衡
11.60,185.30,0.00,311.70,-1083.00,0.00,-198.41,5.30,1,LQR平衡
11.62,185.30,0.00,288.48,-1182.00,0.00,-172.04,5.30,1,LQR平衡
11.64,185.27,-4.80,264.92,-1153.20,0.00,-153.33,5.27,1,LQR平衡
11.66,185.27,0.00,243.61,-968.40,0.00,-226.15,5.27,1,LQR平衡
11.68,185.27,0.00,222.60,-1204.20,0.00,-163.62,5.27,1,LQR平衡
11.70,185.25,-5.40,198.96,-1117.80,0.00,-157.12,5.25,1,LQR平衡
11.72,185.25,0.00,177.80,-1030.20,0.00,-207.25,5.25,1,LQR平衡
11.74,185.25,0.00,157.63,-1101.60,0.00,-188.20,5.25,1,LQR平衡
11.76,185.25,0.00,135.20,-1132.20,0.00,-179.93,5.25,1,LQR平衡
11.78,185.25,0.00,112.52,-1093.80,0.00,-189.89,5.25,1,LQR平衡
11.80,185.25,0.00,90.35,-1150.20,0.00,-174.79,5.25,1,LQR平衡
11.82,185.25,0.00,67.46,-1133.40,0.00,-179.04,5.25,1,LQR平衡
11.84,185.27,0.00,45.92,-1039.80,0.00,-205.61,5.27,1,LQR平衡
11.86,185.30,4.80,24.10,-1148.40,0.00,-202.84,5.30,1,LQR平衡
11.88,185.30,0.00,1.19,-1159.20,0.00,-175.66,5.30,1,LQR平衡
11.90,185.30,0.00,337.57,-1158.60,0.00,-178.64,5.30,1,LQR平衡
11.92,185.30,0.00,315.46,-1060.20,0.00,-204.47,5.30,1,LQR平衡
11.94,185.30,-4.80,293.97,-1144.20,0.00,-157.96,5.30,1,LQR平衡
11.96,185.30,0.00,270.94,-1108.20,0.00,-191.41,5.30,1,LQR平衡
11.98,185.27,0.00,250.05,-1072.80,0.00,-198.59,5.27,1,LQR平衡
12.00,185.27,0.00,227.75,-1122.60,0.00,-185.24,5.27,1,LQR平衡
12.02,185.25,0.00,204.52,-1210.20,0.00,-159.88,5.25,1,LQR平衡
12.04,185.25,0.00,182.64,-1041.00,0.00,-204.44,5.25,1,LQR平衡
12.06,185.25,0.00,162.20,-1038.60,0.00,-204.90,5.25,1,LQR平衡
12.08,185.23,0.00,138.96,-1180.80,0.00,-165.11,5.23,1,LQR平衡
12.10,185.25,0.00,115.62,-1120.20,0.00,-182.93,5.25,1,LQR平衡
12.12,185.25,0.00,94.24,-1062.00,0.00,-198.14,5.25,1,LQR平衡
12.14,185.25,0.00,71.46,-1180.20,0.00,-166.70,5.25,1,LQR平衡
12.16,185.27,0.00,48.58,-1090.20,0.00,-192.31,5.27,1,LQR平衡
12.18,185.30,5.40,27.47,-1070.40,0.00,-226.51,5.30,1,LQR平衡
12.20,185.30,0.00,5.27,-1181.40,0.00,-169.83,5.30,1,LQR平衡
12.22,185.30,0.00,340.73,-1192.20,0.00,-169.78,5.30,1,LQR平衡
12.24,185.30,0.00,318.63,-1085.40,0.00,-197.84,5.30,1,LQR平衡
12.26,185.30,0.00,297.53,-1144.80,0.00,-181.95,5.30,1,LQR平衡
12.28,185.30,0.00,274.88,-1090.20,0.00,-196.20,5.30,1,LQR平衡
12.30,185.27,0.00,252.33,-1155.60,0.00,-176.72,5.27,1,LQR平衡
12.32,185.27,-5.40,229.28,-1102.80,0.00,-163.34,5.27,1,LQR平衡
12.34,185.25,0.00,207.64,-1068.60,0.00,-197.35,5.25,1,LQR平衡
12.36,185.25,0.00,186.68,-1114.80,0.00,-184.96,5.25,1,LQR平衡
12.38,185.25,0.00,164.66,-1072.80,0.00,-195.88,5.25,1,LQR平衡
12.40,185.25,0.00,142.21,-1127.40,0.00,-181.25,5.25,1,LQR平衡
12.42,185.25,0.00,120.19,-1127.40,0.00,-181.07,5.25,1,LQR平衡
12.44,185.27,0.00,97.73,-1111.20,0.00,-187.16,5.27,1,LQR平衡
12.46,185.27,0.00,75.39,-1164.00,0.00,-173.02,5.27,1,LQR平衡
12.48,185.27,0.00,52.98,-1084.20,0.00,-193.93,5.27,1,LQR平衡
12.50,185.30,0.00,32.10,-1000.20,0.00,-217.97,5.30,1,LQR平衡
12.52,185.30,0.00,9.62,-1264.20,0.00,-147.97,5.30,1,LQR平衡
12.54,185.30,0.00,345.85,-1052.40,0.00,-206.79,5.30,1,LQR平衡
12.56,185.30,0.00,324.67,-1143.00,0.00,-182.66,5.30,1,LQR平衡
12.58,185.30,0.00,301.95,-1114.20,0.00,-190.08,5.30,1,LQR平衡
12.60,185.30,0.00,279.07,-1147.80,0.00,-181.01,5.30,1,LQR平衡
12.62,185.27,0.00,256.42,-1142.40,0.00,-180.24,5.27,1,LQR平衡
12.64,185.27,0.00,233.68,-1188.60,0.00,-167.84,5.27,1,LQR平衡
12.66,185.27,0.00,211.97,-1006.80,0.00,-215.73,5.27,1,LQR平衡
12.68,185.25,0.00,190.31,-1212.00,0.00,-159.29,5.25,1,LQR平衡
12.70,185.25,0.00,167.41,-1024.80,0.00,-208.59,5.25,1,LQR平衡
12.72,185.25,0.00,146.21,-1111.80,0.00,-185.41,5.25,1,LQR平衡
12.74,185.27,0.00,123.40,-1151.40,0.00,-176.75,5.27,1,LQR平衡
12.76,185.25,0.00,100.33,-1143.60,0.00,-176.62,5.25,1,LQR平衡
12.78,185.25,0.00,77.94,-1057.20,0.00,-199.28,5.25,1,LQR平衡
12.80,185.25,0.00,55.90,-1207.80,0.00,-159.27,5.25,1,LQR平衡
12.82,185.27,0.00,33.79,-961.80,0.00,-226.13,5.27,1,LQR平衡
12.84,185.27,0.00,12.72,-1167.00,0.00,-171.70,5.27,1,LQR平衡
12.86,185.27,0.00,348.84,-1126.20,0.00,-185.30,5.27,1,LQR平衡
12.88,185.25,0.00,326.71,-1164.60,0.00,-172.96,5.25,1,LQR平衡
12.90,185.21,-4.80,304.78,-1045.20,0.00,-176.22,5.21,1,LQR平衡
12.92,185.16,0.00,283.36,-1078.80,0.00,-187.28,5.16,1,LQR平衡
12.94,185.12,0.00,261.94,-1084.20,0.00,-181.67,5.12,1,LQR平衡
12.96,185.10,0.00,239.83,-1171.20,0.00,-156.48,5.10,1,LQR平衡
12.98,185.08,0.00,217.88,-1030.80,0.00,-191.42,5.08,1,LQR平衡
13.00,185.05,0.00,197.71,-989.40,0.00,-200.20,5.05,1,LQR平衡
13.02,185.05,0.00,176.04,-1144.80,0.00,-158.93,5.05,1,LQR平衡
13.04,185.03,0.00,153.70,-1086.60,0.00,-172.13,5.03,1,LQR平衡
13.06,184.99,0.00,133.33,-985.80,0.00,-194.61,4.99,1,LQR平衡
13.08,184.94,0.00,112.59,-1099.80,0.00,-160.29,4.94,1,LQR平衡
13.10,184.90,0.00,90.59,-1098.60,0.00,-156.42,4.90,1,LQR平衡
13.12,184.81,-0.60,69.72,-1011.60,0.00,-168.24,4.81,1,LQR平衡
13.14,184.75,0.00,49.70,-932.40,0.00,-186.02,4.75,1,LQR平衡
13.16,184.75,0.00,30.23,-1039.80,0.00,-157.46,4.75,1,LQR平衡
13.19,184.61,-6.00,358.68,-991.20,0.00,-130.90,4.61,1,LQR平衡
13.21,183.78,-24.00,343.06,-943.80,0.00,23.20,3.78,1,LQR平衡
13.22,183.43,-17.40,329.92,-621.60,0.00,-63.05,3.43,1,LQR平衡
13.24,183.10,-31.80,323.13,-322.80,0.00,-39.61,3.10,1,LQR平衡
13.26,182.79,-16.80,317.57,-223.20,0.00,-113.28,2.79,1,LQR平衡
13.28,182.57,-10.80,311.13,-445.20,0.00,-64.68,2.57,1,LQR平衡
13.30,182.40,-0.60,301.05,-460.20,0.00,-95.90,2.40,1,LQR平衡
13.32,182.11,-27.00,292.04,-436.20,0.00,56.54,2.11,1,LQR平衡
13.34,181.80,-19.20,283.71,-168.60,0.00,-25.34,1.80,1,LQR平衡
13.36,181.63,-10.80,283.16,-17.40,0.00,-91.54,1.63,1,LQR平衡
13.38,181.56,0.00,281.29,-225.60,0.00,-84.75,1.56,1,LQR平衡
13.40,181.49,-0.60,275.19,-392.40,0.00,-31.58,1.49,1,LQR平衡
13.42,181.45,-5.40,266.55,-345.00,0.00,-15.91,1.45,1,LQR平衡
13.44,181.41,-15.60,261.80,-145.80,0.00,-13.27,1.41,1,LQR平衡
13.46,181.34,-4.80,258.93,-180.60,0.00,-52.33,1.34,1,LQR平衡
13.48,181.30,-5.40,254.00,-262.20,0.00,-23.70,1.30,1,LQR平衡
13.50,181.25,0.00,250.05,-142.20,0.00,-78.53,1.25,1,LQR平衡
13.52,181.23,0.00,246.31,-258.60,0.00,-45.72,1.23,1,LQR平衡
13.54,181.21,0.00,238.25,-464.40,0.00,10.76,1.21,1,LQR平衡
13.56,181.19,5.40,232.65,-118.80,0.00,-105.72,1.19,1,LQR平衡
13.58,181.16,0.00,230.03,-266.40,0.00,-37.52,1.16,1,LQR平衡
13.60,181.14,0.00,221.29,-474.60,0.00,19.60,1.14,1,LQR平衡
13.62,181.12,-4.80,216.50,-86.40,0.00,-56.88,1.12,1,LQR平衡
13.64,181.14,0.60,215.62,-116.40,0.00,-78.08,1.14,1,LQR平衡
13.66,181.14,4.80,210.83,-370.20,0.00,-32.04,1.14,1,LQR平衡
13.68,181.14,4.80,202.46,-286.80,0.00,-54.02,1.14,1,LQR平衡
13.70,181.16,5.40,198.28,-256.20,0.00,-67.10,1.16,1,LQR平衡
13.72,181.16,0.00,191.43,-441.00,0.00,8.97,1.16,1,LQR平衡
13.74,181.14,0.00,185.54,-87.00,0.00,-82.59,1.14,1,LQR平衡
13.76,181.14,0.00,183.69,-234.00,0.00,-43.70,1.14,1,LQR平衡
13.78,181.14,0.00,176.35,-385.80,0.00,-3.50,1.14,1,LQR平衡
13.80,181.14,0.00,170.51,-102.60,0.00,-78.34,1.14,1,LQR平衡
13.82,181.16,4.80,168.82,-188.40,0.00,-81.76,1.16,1,LQR平衡
13.84,181.21,4.80,161.17,-481.20,0.00,-8.28,1.21,1,LQR平衡
13.86,181.21,0.00,153.06,-231.60,0.00,-50.08,1.21,1,LQR平衡
13.88,181.23,10.20,148.69,-262.80,0.00,-95.07,1.23,1,LQR平衡
13.90,181.25,0.00,142.47,-379.20,0.00,-14.97,1.25,1,LQR平衡
13.92,181.27,0.00,134.82,-313.20,0.00,-34.35,1.27,1,LQR平衡
13.94,181.32,10.20,130.01,-204.00,0.00,-118.46,1.32,1,LQR平衡
13.96,181.36,4.80,124.67,-410.40,0.00,-40.70,1.36,1,LQR平衡
13.98,181.36,-0.60,115.14,-428.40,0.00,-8.72,1.36,1,LQR平衡
14.00,181.36,4.80,108.30,-292.20,0.00,-71.82,1.36,1,LQR平衡
14.02,181.36,0.00,104.13,-232.80,0.00,-63.36,1.36,1,LQR平衡
14.04,181.36,0.00,98.04,-316.80,0.00,-41.10,1.36,1,LQR平衡
14.06,181.36,0.00,90.77,-385.20,0.00,-22.95,1.36,1,LQR平衡
14.08,181.36,0.00,85.17,-226.20,0.00,-64.95,1.36,1,LQR平衡
14.10,181.34,0.00,81.54,-208.20,0.00,-67.67,1.34,1,LQR平衡
14.12,181.34,4.80,74.44,-465.60,0.00,-23.68,1.34,1,LQR平衡
14.14,181.34,0.00,67.76,-222.00,0.00,-63.91,1.34,1,LQR平衡
14.16,181.34,0.00,63.61,-295.20,0.00,-44.52,1.34,1,LQR平衡
14.18,181.34,0.00,55.96,-319.20,0.00,-38.11,1.34,1,LQR平衡
14.20,181.34,0.00,51.37,-218.40,0.00,-64.72,1.34,1,LQR平衡
14.22,181.34,0.00,46.52,-323.40,0.00,-36.92,1.34,1,LQR平衡
14.24,181.34,0.00,38.89,-265.20,0.00,-52.24,1.34,1,LQR平衡
14.26,181.36,16.20,34.80,-227.40,0.00,-145.64,1.36,1,LQR平衡
14.28,181.38,0.00,27.38,-625.20,0.00,39.04,1.38,1,LQR平衡
14.30,181.41,0.00,16.85,-287.40,0.00,-52.19,1.41,1,LQR平衡
14.32,181.43,0.00,13.32,-217.80,0.00,-72.57,1.43,1,LQR平衡
14.34,181.43,0.00,7.98,-252.60,0.00,-63.32,1.43,1,LQR平衡
14.36,181.41,0.00,3.16,-337.20,0.00,-38.91,1.41,1,LQR平衡
14.38,181.41,0.00,355.19,-397.80,0.00,-25.83,1.41,1,LQR平衡
14.40,181.41,0.00,350.07,-124.20,0.00,-98.14,1.41,1,LQR平衡
14.42,181.38,0.00,346.16,-343.80,0.00,-38.04,1.38,1,LQR平衡
14.44,181.38,0.00,337.06,-384.00,0.00,-27.33,1.38,1,LQR平衡
14.46,181.38,0.00,331.59,-242.40,0.00,-64.73,1.38,1,LQR平衡
14.48,181.38,0.00,326.12,-289.80,0.00,-52.15,1.38,1,LQR平衡
14.50,181.43,0.00,319.61,-304.20,0.00,-52.29,1.43,1,LQR平衡
14.52,181.43,-4.80,313.77,-354.00,0.00,-14.94,1.43,1,LQR平衡
14.54,181.43,0.00,307.81,-226.80,0.00,-72.65,1.43,1,LQR平衡
14.56,181.43,-4.80,303.44,-269.40,0.00,-37.23,1.43,1,LQR平衡
14.58,181.43,0.00,297.36,-293.40,0.00,-54.96,1.43,1,LQR平衡
14.60,181.41,0.00,292.13,-256.20,0.00,-62.75,1.41,1,LQR平衡
14.62,181.45,5.40,285.69,-330.60,0.00,-74.17,1.45,1,LQR平衡
14.64,181.47,4.80,278.64,-369.60,0.00,-62.78,1.47,1,LQR平衡
14.66,181.47,0.00,270.59,-453.60,0.00,-16.37,1.47,1,LQR平衡
14.68,181.47,0.00,263.45,-259.20,0.00,-67.72,1.47,1,LQR平衡
14.70,181.47,0.00,259.54,-277.20,0.00,-62.92,1.47,1,LQR平衡
14.72,181.47,4.80,251.85,-361.80,0.00,-64.62,1.47,1,LQR平衡
14.74,181.47,0.00,245.17,-303.60,0.00,-55.82,1.47,1,LQR平衡
14.76,181.47,0.00,236.84,-426.00,0.00,-23.39,1.47,1,LQR平衡
14.78,181.49,0.00,230.95,-217.80,0.00,-80.39,1.49,1,LQR平衡
14.80,181.49,0.00,226.32,-354.00,0.00,-44.34,1.49,1,LQR平衡
14.82,181.49,0.00,218.08,-282.00,0.00,-63.31,1.49,1,LQR平衡
14.84,181.49,0.00,212.63,-311.40,0.00,-55.49,1.49,1,LQR平衡
14.86,181.49,0.00,204.50,-405.60,0.00,-30.51,1.49,1,LQR平衡
14.88,181.49,0.00,199.27,-211.20,0.00,-81.87,1.49,1,LQR平衡
14.90,181.49,0.00,193.71,-396.60,0.00,-32.80,1.49,1,LQR平衡
14.92,181.49,0.00,186.00,-233.40,0.00,-75.89,1.49,1,LQR平衡
14.94,181.52,0.00,180.99,-326.40,0.00,-53.26,1.52,1,LQR平衡
14.96,181.54,0.00,172.62,-420.60,0.00,-30.28,1.54,1,LQR平衡
14.98,181.54,0.00,167.12,-254.40,0.00,-74.18,1.54,1,LQR平衡
15.00,181.54,0.00,161.50,-332.40,0.00,-53.51,1.54,1,LQR平衡
15.02,181.54,0.00,154.25,-286.20,0.00,-65.66,1.54,1,LQR平衡
15.04,181.54,0.00,147.79,-388.20,0.00,-38.64,1.54,1,LQR平衡
15.06,181.54,-4.80,140.38,-324.00,0.00,-31.43,1.54,1,LQR平衡
15.08,181.54,0.00,135.37,-238.20,0.00,-78.20,1.54,1,LQR平衡
15.10,181.54,0.00,130.23,-331.20,0.00,-53.56,1.54,1,LQR平衡
15.12,181.54,-4.80,122.92,-363.00,0.00,-20.97,1.54,1,LQR平衡
15.14,181.56,0.00,116.50,-265.80,0.00,-72.74,1.56,1,LQR平衡
15.16,181.56,0.00,111.84,-280.20,0.00,-68.90,1.56,1,LQR平衡
15.18,181.58,4.80,104.50,-378.60,0.00,-68.94,1.58,1,LQR平衡
15.20,181.58,0.00,96.92,-361.80,0.00,-49.20,1.58,1,LQR平衡
15.22,181.58,0.00,88.62,-363.60,0.00,-48.65,1.58,1,LQR平衡
15.24,181.58,0.00,82.40,-265.80,0.00,-74.46,1.58,1,LQR平衡
15.26,181.58,0.00,75.92,-449.40,0.00,-25.86,1.58,1,LQR平衡
15.28,181.58,0.00,68.51,-265.20,0.00,-74.50,1.58,1,LQR平衡
15.30,181.56,0.00,64.12,-307.20,0.00,-61.36,1.56,1,LQR平衡
15.32,181.56,0.00,55.70,-364.20,0.00,-46.22,1.56,1,LQR平衡
15.34,181.56,0.00,49.50,-264.60,0.00,-72.50,1.56,1,LQR平衡
15.36,181.58,0.00,42.14,-466.80,0.00,-20.97,1.58,1,LQR平衡
15.38,181.58,0.00,35.84,-221.40,0.00,-85.81,1.58,1,LQR平衡
15.40,181.58,0.00,31.27,-351.00,0.00,-51.50,1.58,1,LQR平衡
15.42,181.60,0.00,22.65,-310.20,0.00,-64.22,1.60,1,LQR平衡
15.44,181.58,0.00,16.61,-353.40,0.00,-50.74,1.58,1,LQR平衡
15.46,181.58,-4.80,8.26,-367.20,0.00,-22.90,1.58,1,LQR平衡
15.48,181.58,0.00,3.52,-206.40,0.00,-89.50,1.58,1,LQR平衡
15.50,181.56,0.00,357.87,-417.00,0.00,-34.79,1.56,1,LQR平衡
15.52,181.56,0.00,349.85,-231.00,0.00,-83.90,1.56,1,LQR平衡
15.54,181.56,0.00,343.70,-393.00,0.00,-41.01,1.56,1,LQR平衡
15.56,181.58,0.00,335.26,-327.00,0.00,-60.39,1.58,1,LQR平衡
15.58,181.58,0.00,329.26,-336.00,0.00,-57.96,1.58,1,LQR平衡
15.60,181.58,5.40,322.08,-364.20,0.00,-77.59,1.58,1,LQR平衡
15.62,181.56,0.00,315.42,-390.00,0.00,-41.57,1.56,1,LQR平衡
15.64,181.54,0.00,307.38,-352.80,0.00,-49.34,1.54,1,LQR平衡
15.66,181.54,0.00,301.05,-277.80,0.00,-69.12,1.54,1,LQR平衡
15.68,181.54,0.00,294.68,-334.80,0.00,-53.99,1.54,1,LQR平衡
15.70,181.54,0.00,287.62,-385.80,0.00,-40.45,1.54,1,LQR平衡
15.72,181.52,0.00,280.79,-306.00,0.00,-59.49,1.52,1,LQR平衡
15.74,181.52,0.00,275.76,-267.00,0.00,-69.76,1.52,1,LQR平衡
15.76,181.52,0.00,268.37,-371.40,0.00,-42.09,1.52,1,LQR平衡
15.78,181.49,0.00,261.56,-267.00,0.00,-67.64,1.49,1,LQR平衡
15.80,181.49,0.00,254.75,-444.60,0.00,-20.62,1.49,1,LQR平衡
15.82,181.49,0.00,248.18,-233.40,0.00,-76.41,1.49,1,LQR平衡
15.84,181.49,0.00,244.31,-262.80,0.00,-68.61,1.49,1,LQR平衡
15.86,181.49,0.00,235.90,-415.80,0.00,-28.08,1.49,1,LQR平衡
15.88,181.47,0.00,229.20,-259.80,0.00,-67.27,1.47,1,LQR平衡
15.90,181.47,0.00,223.07,-427.20,0.00,-22.96,1.47,1,LQR平衡
15.92,181.47,0.00,216.98,-194.40,0.00,-84.46,1.47,1,LQR平衡
15.94,181.47,-4.80,212.96,-331.20,0.00,-24.13,1.47,1,LQR平衡
15.96,181.47,-5.40,204.61,-357.00,0.00,-14.22,1.47,1,LQR平衡
15.98,181.47,0.00,201.25,-86.40,0.00,-112.89,1.47,1,LQR平衡
16.00,181.47,0.00,198.30,-343.80,0.00,-44.80,1.47,1,LQR平衡
16.02,181.47,0.00,188.48,-475.20,0.00,-9.97,1.47,1,LQR平衡
16.04,181.45,0.00,182.75,-216.60,0.00,-76.30,1.45,1,LQR平衡
16.06,181.45,0.00,178.22,-302.40,0.00,-53.58,1.45,1,LQR平衡
16.08,181.45,0.00,171.01,-277.80,0.00,-60.02,1.45,1,LQR平衡
16.10,181.47,10.80,165.45,-328.80,0.00,-102.78,1.47,1,LQR平衡
16.12,181.45,-5.40,157.37,-504.00,0.00,27.05,1.45,1,LQR平衡
16.14,181.47,0.00,149.39,-263.40,0.00,-65.65,1.47,1,LQR平衡
16.16,181.47,4.80,146.29,-196.80,0.00,-107.36,1.47,1,LQR平衡
16.18,181.47,0.00,140.14,-415.20,0.00,-25.43,1.47,1,LQR平衡
16.20,181.49,5.40,131.37,-360.60,0.00,-68.94,1.49,1,LQR平衡
16.22,181.47,0.00,125.05,-355.20,0.00,-41.17,1.47,1,LQR平衡
16.24,181.49,0.00,118.32,-327.00,0.00,-50.57,1.49,1,LQR平衡
