时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°)
18.10,179.80,0.00,164.69,0.00,0.10,-3.18,0.20
18.12,179.80,0.00,164.66,0.00,0.10,-3.18,0.20
18.14,179.80,0.00,164.64,0.00,0.10,-3.18,0.20
18.16,179.80,0.00,164.64,0.00,0.10,-3.18,0.20
18.18,179.80,0.00,164.64,0.00,0.10,-3.18,0.20
18.20,179.80,0.00,164.62,0.00,0.10,-3.18,0.20
18.22,179.80,0.00,164.60,0.00,0.10,-3.18,0.20
18.24,179.80,0.00,164.58,0.00,0.10,-3.18,0.20
18.26,179.80,0.00,164.55,0.00,0.10,-3.18,0.20
18.28,179.80,0.00,164.55,0.00,0.10,-3.18,0.20
18.30,179.80,0.00,164.53,0.00,0.10,-3.18,0.20
18.32,179.80,0.00,164.53,-4.80,0.10,-1.95,0.20
18.34,179.80,4.80,164.51,0.00,-1.11,-3.18,0.20
18.36,179.80,0.00,164.49,0.00,0.10,-3.18,0.20
18.38,179.80,0.00,164.49,0.00,0.10,-3.18,0.20
18.40,179.80,0.00,164.47,0.00,0.10,-3.17,0.20
18.42,179.80,4.80,164.44,-4.80,-1.11,-1.95,0.20
18.44,179.80,0.00,164.40,0.00,0.10,-3.17,0.20
18.46,179.80,0.00,164.40,0.00,0.10,-3.17,0.20
18.48,179.80,0.00,164.38,0.00,0.10,-3.17,0.20
18.50,179.80,0.00,164.33,0.00,0.10,-3.17,0.20
18.52,179.78,0.00,164.29,0.00,0.11,-3.17,0.22
18.54,179.78,0.00,164.22,0.00,0.11,-3.17,0.22
18.56,179.80,0.00,163.81,-68.40,0.10,14.26,0.20
18.58,179.80,0.00,161.37,-1.20,0.10,-2.81,0.20
18.60,179.80,0.00,161.39,0.00,0.10,-3.12,0.20
18.62,179.80,0.00,161.39,0.00,0.10,-3.12,0.20
18.64,179.80,0.00,161.39,0.00,0.10,-3.12,0.20
18.66,179.80,0.00,161.37,0.00,0.10,-3.11,0.20
18.68,179.80,0.00,161.35,0.00,0.10,-3.11,0.20
18.70,179.80,0.00,161.32,-5.40,0.10,-1.74,0.20
18.72,179.80,0.00,161.32,0.00,0.10,-3.11,0.20
18.74,179.80,0.00,161.30,0.00,0.10,-3.11,0.20
18.76,179.80,0.00,161.30,0.00,0.10,-3.11,0.20
18.78,179.80,0.00,161.28,0.00,0.10,-3.11,0.20
18.80,179.80,0.00,161.26,0.00,0.10,-3.11,0.20
18.82,179.80,0.00,161.26,0.00,0.10,-3.11,0.20
18.84,179.80,0.00,161.24,0.00,0.10,-3.11,0.20
18.86,179.80,-5.40,161.21,0.00,1.45,-3.11,0.20
18.88,179.80,4.80,161.19,-10.80,-1.11,-0.36,0.20
18.90,179.80,-4.80,161.19,0.00,1.30,-3.11,0.20
18.92,179.80,0.00,161.19,0.00,0.10,-3.11,0.20
18.94,179.80,0.00,161.17,0.00,0.10,-3.11,0.20
18.96,179.80,0.00,161.17,0.00,0.10,-3.11,0.20
18.98,179.80,-5.40,161.15,0.00,1.45,-3.11,0.20
19.00,179.82,4.80,161.10,0.00,-1.12,-3.11,0.18
19.02,179.82,0.00,161.08,0.00,0.09,-3.11,0.18
19.04,179.82,0.00,161.08,0.00,0.09,-3.11,0.18
19.06,179.82,0.00,161.06,0.00,0.09,-3.11,0.18
19.08,179.82,0.00,161.02,0.00,0.09,-3.11,0.18
19.10,179.82,0.00,160.99,-4.80,0.09,-1.89,0.18
19.12,179.82,-4.80,160.95,-10.20,1.29,-0.51,0.18
19.14,179.82,0.00,160.93,0.00,0.09,-3.11,0.18
19.16,179.82,0.00,160.93,4.80,0.09,-4.33,0.18
19.18,179.82,0.00,160.88,0.00,0.09,-3.11,0.18
19.20,179.82,0.00,160.84,-15.60,0.09,0.87,0.18
19.22,179.82,0.00,160.69,-12.00,0.09,-0.05,0.18
19.24,179.82,0.00,157.76,-205.80,0.09,49.37,0.18
19.26,179.82,0.00,155.24,-18.60,0.09,1.74,0.18
19.28,179.82,0.00,155.26,5.40,0.09,-4.37,0.18
19.30,179.82,0.00,155.26,0.00,0.09,-3.00,0.18
19.32,179.82,0.00,155.24,-4.80,0.09,-1.77,0.18
19.34,179.82,0.00,155.24,0.00,0.09,-3.00,0.18
19.36,179.82,0.00,155.24,0.00,0.09,-3.00,0.18
19.38,179.82,0.00,155.24,0.00,0.09,-3.00,0.18
19.40,179.82,0.00,155.21,0.00,0.09,-3.00,0.18
19.42,179.82,0.00,155.21,0.00,0.09,-3.00,0.18
19.44,179.82,0.00,155.21,4.80,0.09,-4.22,0.18
19.46,179.82,0.00,155.19,0.00,0.09,-3.00,0.18
19.48,179.82,0.00,155.17,0.00,0.09,-3.00,0.18
19.50,179.82,0.00,155.17,-5.40,0.09,-1.62,0.18
19.52,179.82,0.00,155.15,0.00,0.09,-2.99,0.18
19.54,179.82,10.80,155.15,0.00,-2.62,-2.99,0.18
19.56,179.82,0.00,155.15,0.00,0.09,-2.99,0.18
19.58,179.82,0.00,155.15,-4.80,0.09,-1.77,0.18
19.60,179.82,0.00,155.15,0.00,0.09,-2.99,0.18
19.62,179.82,0.00,155.13,0.00,0.09,-2.99,0.18
19.64,179.80,0.00,155.13,0.00,0.10,-2.99,0.20
19.66,179.80,0.00,155.10,0.00,0.10,-2.99,0.20
19.68,179.80,0.00,155.10,0.00,0.10,-2.99,0.20
19.70,179.80,0.00,155.08,0.00,0.10,-2.99,0.20
19.72,179.80,0.00,155.08,-4.80,0.10,-1.77,0.20
19.74,179.80,0.00,155.08,0.00,0.10,-2.99,0.20
19.76,179.80,0.00,155.06,0.00,0.10,-2.99,0.20
19.78,179.80,0.00,155.06,0.00,0.10,-2.99,0.20
19.80,179.80,0.00,155.04,0.00,0.10,-2.99,0.20
19.82,179.80,0.00,155.02,0.00,0.10,-2.99,0.20
19.84,179.80,0.00,155.00,0.00,0.10,-2.99,0.20
19.86,179.80,0.00,154.97,0.00,0.10,-2.99,0.20
19.88,179.80,0.00,154.95,-4.80,0.10,-1.77,0.20
19.90,179.80,0.00,154.93,0.00,0.10,-2.99,0.20
19.92,179.80,4.80,154.93,0.00,-1.11,-2.99,0.20
19.94,179.80,0.00,154.91,0.00,0.10,-2.99,0.20
19.96,179.80,0.00,154.89,0.00,0.10,-2.99,0.20
19.98,179.80,0.00,154.86,-5.40,0.10,-1.61,0.20
20.00,179.80,0.00,154.84,0.00,0.10,-2.99,0.20
20.02,179.80,0.00,154.82,0.00,0.10,-2.99,0.20
20.04,179.78,0.00,154.80,0.00,0.11,-2.99,0.22
20.06,179.78,0.00,154.78,0.00,0.11,-2.99,0.22
20.08,179.78,0.00,154.75,0.00,0.11,-2.99,0.22
20.10,179.80,0.00,154.71,0.00,0.10,-2.99,0.20
20.12,179.80,0.00,154.64,-4.80,0.10,-1.76,0.20
20.14,179.80,0.00,152.20,-225.00,0.10,54.36,0.20
20.16,179.80,0.00,148.29,-71.40,0.10,15.32,0.20
20.18,179.80,0.00,148.29,0.00,0.10,-2.86,0.20
20.20,179.80,0.00,148.29,0.00,0.10,-2.86,0.20
20.22,179.80,0.00,148.29,0.00,0.10,-2.86,0.20
20.24,179.80,0.00,148.29,0.00,0.10,-2.86,0.20
20.26,179.80,0.00,148.29,0.00,0.10,-2.86,0.20
20.28,179.80,0.00,148.29,0.00,0.10,-2.86,0.20
20.30,179.80,-0.60,148.29,0.00,0.25,-2.86,0.20
20.32,179.80,0.00,148.27,0.00,0.10,-2.86,0.20
20.34,179.80,0.00,148.27,0.00,0.10,-2.86,0.20
20.36,179.80,0.00,148.27,0.00,0.10,-2.86,0.20
20.38,179.80,0.00,148.27,0.00,0.10,-2.86,0.20
20.40,179.80,0.00,148.27,0.00,0.10,-2.86,0.20
20.42,179.80,0.00,148.25,0.00,0.10,-2.86,0.20
20.44,179.80,0.00,148.25,0.00,0.10,-2.86,0.20
20.46,179.80,0.00,148.25,0.00,0.10,-2.86,0.20
20.48,179.80,-5.40,148.25,0.00,1.45,-2.86,0.20
20.50,179.80,0.00,148.25,0.00,0.10,-2.86,0.20
20.52,179.82,0.00,148.23,0.00,0.09,-2.86,0.18
20.54,179.82,0.00,148.23,0.00,0.09,-2.86,0.18
20.56,179.82,0.00,148.23,4.80,0.09,-4.08,0.18
20.58,179.82,0.00,148.23,-5.40,0.09,-1.49,0.18
20.60,179.82,4.80,148.21,0.00,-1.12,-2.86,0.18
20.62,179.82,0.00,148.21,0.00,0.09,-2.86,0.18
20.64,179.82,0.00,148.21,0.00,0.09,-2.86,0.18
20.66,179.82,0.00,148.21,0.00,0.09,-2.86,0.18
20.68,179.82,0.00,148.21,-4.80,0.09,-1.64,0.18
20.70,179.82,-5.40,148.18,-5.40,1.44,-1.49,0.18
20.72,179.82,0.00,148.18,0.00,0.09,-2.86,0.18
20.74,179.82,0.00,148.18,0.00,0.09,-2.86,0.18
20.76,179.82,0.00,148.18,0.00,0.09,-2.86,0.18
20.78,179.82,0.00,148.18,0.00,0.09,-2.86,0.18
20.80,179.82,0.00,148.16,0.00,0.09,-2.86,0.18
20.82,179.82,0.00,148.16,0.00,0.09,-2.86,0.18
20.84,179.82,0.00,148.16,-4.80,0.09,-1.64,0.18
20.86,179.82,0.00,148.16,0.00,0.09,-2.86,0.18
20.88,179.82,0.00,148.16,0.00,0.09,-2.86,0.18
20.90,179.82,5.40,148.14,0.00,-1.27,-2.86,0.18
20.92,179.82,0.00,148.14,4.80,0.09,-4.08,0.18
20.94,179.82,4.80,148.12,0.00,-1.12,-2.86,0.18
20.96,179.82,0.00,148.12,0.00,0.09,-2.86,0.18
20.98,179.82,0.00,148.10,0.00,0.09,-2.86,0.18
21.00,179.82,0.00,148.07,-4.80,0.09,-1.64,0.18
21.02,179.82,0.00,148.05,-5.40,0.09,-1.48,0.18
21.04,179.82,0.00,148.05,-4.80,0.09,-1.64,0.18
21.06,179.82,0.00,148.03,0.00,0.09,-2.86,0.18
21.08,179.82,0.00,148.03,0.00,0.09,-2.86,0.18
21.10,179.82,0.00,148.01,-5.40,0.09,-1.48,0.18
21.12,179.82,0.00,147.99,-10.20,0.09,-0.26,0.18
21.14,179.82,0.00,147.99,0.00,0.09,-2.86,0.18
21.16,179.82,0.00,147.96,0.00,0.09,-2.86,0.18
21.18,179.82,0.00,147.96,-5.40,0.09,-1.48,0.18
21.20,179.82,0.00,147.94,0.00,0.09,-2.86,0.18
21.22,179.82,0.00,147.90,-16.20,0.09,1.27,0.18
21.24,179.85,0.00,147.90,0.00,0.08,-2.85,0.15
21.26,179.85,0.00,147.90,0.00,0.08,-2.85,0.15
21.28,179.87,4.80,147.88,0.00,-1.14,-2.85,0.13
21.30,179.85,0.00,147.83,-5.40,0.08,-1.48,0.15
21.32,179.87,0.00,147.79,-4.80,0.07,-1.63,0.13
21.34,179.85,0.00,147.46,-54.00,0.08,10.91,0.15
21.36,179.85,0.00,145.26,0.00,0.08,-2.80,0.15
21.38,179.85,0.00,145.26,0.00,0.08,-2.80,0.15
21.40,179.85,0.00,145.26,0.00,0.08,-2.80,0.15
21.42,179.85,0.00,145.24,0.00,0.08,-2.80,0.15
21.44,179.85,0.00,145.22,0.00,0.08,-2.80,0.15
21.46,179.85,0.00,145.22,0.00,0.08,-2.80,0.15
21.48,179.85,0.00,145.22,0.00,0.08,-2.80,0.15
21.50,179.85,4.80,145.20,0.00,-1.13,-2.80,0.15
21.52,179.85,4.80,145.20,-4.80,-1.13,-1.58,0.15
21.54,179.85,0.00,145.20,0.00,0.08,-2.80,0.15
21.56,179.85,0.00,145.20,0.00,0.08,-2.80,0.15
21.58,179.85,0.00,145.17,-5.40,0.08,-1.43,0.15
21.60,179.85,0.00,145.17,0.00,0.08,-2.80,0.15
21.62,179.82,-4.80,145.17,0.00,1.29,-2.80,0.18
21.64,179.82,0.00,145.17,-0.60,0.09,-2.65,0.18
21.66,179.82,0.00,145.17,0.00,0.09,-2.80,0.18
21.68,179.82,0.00,145.15,-4.80,0.09,-1.58,0.18
21.70,179.82,0.00,145.15,5.40,0.09,-4.18,0.18
21.72,179.82,0.00,145.13,0.00,0.09,-2.80,0.18
21.74,179.82,0.00,145.13,0.00,0.09,-2.80,0.18
21.76,179.82,0.00,145.13,0.00,0.09,-2.80,0.18
21.78,179.82,0.00,145.11,-5.40,0.09,-1.43,0.18
21.80,179.82,0.00,145.11,0.00,0.09,-2.80,0.18
21.82,179.82,0.00,145.09,0.00,0.09,-2.80,0.18
21.84,179.82,0.00,145.06,0.00,0.09,-2.80,0.18
21.86,179.80,0.00,145.04,-10.80,0.10,-0.05,0.20
21.88,179.80,0.00,145.02,0.00,0.10,-2.80,0.20
21.90,179.80,0.00,144.98,-5.40,0.10,-1.42,0.20
21.92,179.80,0.00,144.95,0.00,0.10,-2.80,0.20
21.94,179.80,0.00,144.93,0.00,0.10,-2.80,0.20
21.96,179.80,0.00,144.89,-0.60,0.10,-2.64,0.20
21.98,179.80,0.00,144.84,-5.40,0.10,-1.42,0.20
22.00,179.80,0.00,144.80,0.00,0.10,-2.80,0.20
22.02,179.80,0.00,144.67,-11.40,0.10,0.11,0.20
22.04,179.80,0.00,142.16,-176.40,0.10,42.18,0.20
22.06,179.80,0.00,139.75,-30.60,0.10,5.10,0.20
22.08,179.80,0.00,139.75,4.80,0.10,-3.92,0.20
22.10,179.80,0.00,139.75,0.00,0.10,-2.70,0.20
22.12,179.80,5.40,139.75,0.00,-1.26,-2.70,0.20
22.14,179.80,0.00,139.75,-5.40,0.10,-1.32,0.20
22.16,179.78,0.00,139.75,-4.80,0.11,-1.48,0.22
22.18,179.85,1.80,139.72,0.00,-0.38,-2.70,0.15
22.20,179.82,0.00,139.72,0.00,0.09,-2.70,0.18
22.22,179.80,0.00,139.72,0.00,0.10,-2.70,0.20
22.24,179.80,0.00,139.70,0.00,0.10,-2.70,0.20
22.26,179.78,-4.80,139.70,0.00,1.31,-2.70,0.22
22.28,179.78,0.00,139.68,0.00,0.11,-2.70,0.22
22.30,179.80,0.00,139.68,0.00,0.10,-2.70,0.20
22.32,179.82,0.00,139.68,0.00,0.09,-2.70,0.18
22.34,179.80,0.00,139.68,0.00,0.10,-2.70,0.20
22.36,179.80,4.80,139.66,0.00,-1.11,-2.70,0.20
22.38,179.80,0.00,139.66,0.00,0.10,-2.70,0.20
22.40,179.80,0.00,139.66,0.00,0.10,-2.70,0.20
22.42,179.80,0.00,139.64,0.00,0.10,-2.70,0.20
22.44,179.80,0.00,139.64,0.00,0.10,-2.70,0.20
22.46,179.80,0.00,139.64,0.00,0.10,-2.70,0.20
22.48,179.80,0.00,139.61,0.00,0.10,-2.70,0.20
22.50,179.80,0.00,139.61,0.00,0.10,-2.70,0.20
22.52,179.80,0.00,139.59,0.00,0.10,-2.69,0.20
22.54,179.80,0.00,139.59,-4.80,0.10,-1.47,0.20
22.56,179.80,0.00,139.59,0.00,0.10,-2.69,0.20
22.58,179.80,0.00,139.57,0.00,0.10,-2.69,0.20
22.60,179.80,0.00,139.57,0.00,0.10,-2.69,0.20
22.62,179.80,0.00,139.57,0.00,0.10,-2.69,0.20
22.64,179.80,0.00,139.55,0.00,0.10,-2.69,0.20
22.66,179.80,4.80,139.55,0.00,-1.11,-2.69,0.20
22.68,179.80,0.00,139.50,0.00,0.10,-2.69,0.20
22.70,179.80,0.00,139.46,0.00,0.10,-2.69,0.20
22.72,179.80,0.00,138.74,-119.40,0.10,27.73,0.20
22.74,179.80,0.00,136.36,-19.80,0.10,2.41,0.20
22.76,179.80,0.00,136.34,0.00,0.10,-2.63,0.20
22.78,179.80,0.00,136.32,0.00,0.10,-2.63,0.20
22.80,179.80,0.00,136.30,0.00,0.10,-2.63,0.20
22.82,179.80,0.00,136.27,0.00,0.10,-2.63,0.20
22.84,179.80,0.00,136.25,0.00,0.10,-2.63,0.20
22.86,179.80,0.00,136.25,0.00,0.10,-2.63,0.20
22.88,179.80,0.00,136.25,0.00,0.10,-2.63,0.20
22.90,179.80,0.00,136.23,0.00,0.10,-2.63,0.20
22.92,179.78,0.00,136.23,0.00,0.11,-2.63,0.22
22.94,179.78,0.00,136.23,0.00,0.11,-2.63,0.22
22.96,179.78,0.00,136.21,0.00,0.11,-2.63,0.22
22.98,179.78,0.00,136.19,0.00,0.11,-2.63,0.22
23.00,179.76,0.00,136.19,0.00,0.12,-2.63,0.24
23.02,179.76,0.00,136.19,0.00,0.12,-2.63,0.24
23.04,179.76,0.00,136.16,0.00,0.12,-2.63,0.24
23.06,179.74,0.00,136.16,0.00,0.13,-2.63,0.26
23.08,179.76,0.00,136.14,0.00,0.12,-2.63,0.24
23.10,179.76,5.40,136.12,0.00,-1.24,-2.63,0.24
23.12,179.76,0.00,136.10,0.00,0.12,-2.63,0.24
23.14,179.76,5.40,136.08,-4.80,-1.24,-1.40,0.24
23.16,179.76,0.00,136.05,0.00,0.12,-2.63,0.24
23.18,179.76,0.00,136.01,0.00,0.12,-2.63,0.24
23.20,179.78,0.00,135.99,0.00,0.11,-2.63,0.22
23.22,179.78,0.00,135.97,-5.40,0.11,-1.25,0.22
23.24,179.80,0.00,135.94,0.00,0.10,-2.62,0.20
23.26,179.80,0.00,135.94,0.00,0.10,-2.62,0.20
23.28,179.80,-4.80,135.92,-4.80,1.30,-1.40,0.20
23.30,179.80,0.00,135.90,0.00,0.10,-2.62,0.20
23.32,179.80,0.00,135.88,0.00,0.10,-2.62,0.20
23.34,179.80,0.00,135.86,-4.80,0.10,-1.40,0.20
23.36,179.80,0.00,135.83,0.00,0.10,-2.62,0.20
23.38,179.82,0.00,135.81,5.40,0.09,-4.00,0.18
23.40,179.82,-4.80,135.81,0.00,1.29,-2.62,0.18
23.42,179.82,0.00,135.77,-0.60,0.09,-2.47,0.18
23.44,179.82,0.00,135.73,0.00,0.09,-2.62,0.18
23.46,179.82,0.00,135.53,-27.60,0.09,4.41,0.18
23.48,179.85,0.00,132.91,-106.80,0.08,24.63,0.15
23.50,179.87,0.00,132.32,1.20,0.07,-2.86,0.13
23.52,179.87,0.00,132.30,0.00,0.07,-2.55,0.13
23.54,179.87,0.00,132.28,0.00,0.07,-2.55,0.13
23.56,179.87,0.00,132.25,-4.80,0.07,-1.33,0.13
23.58,179.87,0.00,132.25,-5.40,0.07,-1.18,0.13
23.60,179.87,0.00,132.25,0.00,0.07,-2.55,0.13
23.62,179.87,0.00,132.23,0.00,0.07,-2.55,0.13
23.64,179.87,0.00,132.23,0.00,0.07,-2.55,0.13
23.66,179.87,0.00,132.21,0.00,0.07,-2.55,0.13
23.68,179.87,0.00,132.21,0.00,0.07,-2.55,0.13
23.70,179.87,0.00,132.19,0.00,0.07,-2.55,0.13
23.72,179.87,0.00,132.19,0.00,0.07,-2.55,0.13
23.74,179.87,0.00,132.19,0.00,0.07,-2.55,0.13
23.76,179.87,5.40,132.19,-4.80,-1.29,-1.33,0.13
23.78,179.87,0.00,132.17,0.00,0.07,-2.55,0.13
23.80,179.87,0.00,132.17,0.00,0.07,-2.55,0.13
23.82,179.87,0.00,132.17,0.00,0.07,-2.55,0.13
23.84,179.85,-0.60,132.17,0.00,0.23,-2.55,0.15
23.86,179.85,0.00,132.14,0.00,0.08,-2.55,0.15
23.88,179.85,0.00,132.14,0.00,0.08,-2.55,0.15
23.90,179.85,0.00,132.12,0.00,0.08,-2.55,0.15
23.92,179.85,0.00,132.12,0.00,0.08,-2.55,0.15
23.94,179.85,0.00,132.10,0.00,0.08,-2.55,0.15
23.96,179.85,0.00,132.10,0.00,0.08,-2.55,0.15
23.98,179.87,0.00,132.08,0.00,0.07,-2.55,0.13
24.00,179.85,0.00,132.01,0.00,0.08,-2.55,0.15
24.02,179.85,0.00,131.88,-6.00,0.08,-1.02,0.15
24.04,179.85,0.00,130.06,-73.20,0.08,16.13,0.15
24.06,179.85,0.00,129.95,4.80,0.08,-3.73,0.15
24.08,179.85,0.00,129.95,4.80,0.08,-3.73,0.15
24.10,179.85,0.00,129.92,0.00,0.08,-2.51,0.15
24.12,179.85,0.00,129.92,0.00,0.08,-2.51,0.15
24.14,179.85,0.00,129.90,0.00,0.08,-2.51,0.15
24.16,179.85,0.00,129.90,0.00,0.08,-2.51,0.15
24.18,179.85,0.00,129.88,-4.80,0.08,-1.28,0.15
24.20,179.85,-3.60,129.88,0.00,0.98,-2.51,0.15
24.22,179.85,0.00,129.86,0.00,0.08,-2.51,0.15
24.24,179.85,0.00,129.84,0.00,0.08,-2.51,0.15
24.26,179.85,0.00,129.81,0.00,0.08,-2.51,0.15
24.28,179.85,0.00,129.81,0.00,0.08,-2.51,0.15
24.30,179.82,0.00,129.81,-4.80,0.09,-1.28,0.18
24.32,179.82,0.00,129.79,-5.40,0.09,-1.13,0.18
24.34,179.82,0.00,129.79,0.00,0.09,-2.51,0.18
24.36,179.82,0.00,129.79,0.00,0.09,-2.51,0.18
24.38,179.82,0.00,129.77,0.00,0.09,-2.51,0.18
24.40,179.82,0.00,129.77,0.00,0.09,-2.51,0.18
24.42,179.82,4.80,129.77,4.80,-1.12,-3.73,0.18
24.44,179.82,0.00,129.75,0.00,0.09,-2.50,0.18
24.46,179.82,0.00,129.73,-4.80,0.09,-1.28,0.18
24.48,179.82,0.00,129.70,-4.80,0.09,-1.28,0.18
24.50,179.82,-4.80,129.70,0.00,1.29,-2.50,0.18
24.52,179.82,0.00,129.70,0.00,0.09,-2.50,0.18
24.54,179.82,0.00,129.70,0.00,0.09,-2.50,0.18
24.56,179.82,0.00,129.68,0.00,0.09,-2.50,0.18
24.58,179.82,0.00,129.68,0.00,0.09,-2.50,0.18
24.60,179.82,0.00,129.66,-5.40,0.09,-1.13,0.18
24.62,179.82,-10.20,129.64,0.00,2.65,-2.50,0.18
24.64,179.82,0.00,129.62,-4.80,0.09,-1.28,0.18
24.66,179.85,0.00,129.62,0.00,0.08,-2.50,0.15
24.68,179.82,0.00,129.62,0.00,0.09,-2.50,0.18
24.70,179.85,0.00,129.59,0.00,0.08,-2.50,0.15
24.72,179.85,4.80,129.57,-4.80,-1.13,-1.28,0.15
24.74,179.85,0.00,129.57,0.00,0.08,-2.50,0.15
24.76,179.82,0.00,129.55,0.00,0.09,-2.50,0.18
24.78,179.82,0.00,129.55,0.00,0.09,-2.50,0.18
24.80,179.82,0.00,129.53,0.00,0.09,-2.50,0.18
24.82,179.82,0.00,129.51,0.00,0.09,-2.50,0.18
24.84,179.82,0.00,129.48,0.00,0.09,-2.50,0.18
24.86,179.82,0.00,129.48,0.00,0.09,-2.50,0.18
24.88,179.82,0.00,129.46,0.00,0.09,-2.50,0.18
24.90,179.82,0.00,129.44,0.00,0.09,-2.50,0.18
24.92,179.82,0.00,129.42,-10.80,0.09,0.25,0.18
24.94,179.82,0.00,129.40,4.80,0.09,-3.72,0.18
24.96,179.82,0.00,129.38,0.00,0.09,-2.50,0.18
24.98,179.82,0.00,129.35,0.00,0.09,-2.50,0.18
25.00,179.85,4.80,129.31,0.00,-1.13,-2.50,0.15
25.02,179.82,0.00,129.29,0.00,0.09,-2.50,0.18
25.04,179.82,0.00,129.27,0.00,0.09,-2.50,0.18
25.06,179.82,5.40,129.20,-0.60,-1.27,-2.34,0.18
25.08,179.82,0.00,129.07,-12.00,0.09,0.56,0.18
25.10,179.82,0.00,127.18,-160.80,0.09,38.50,0.18
25.12,179.82,0.00,125.60,-3.00,0.09,-1.66,0.18
25.14,179.82,0.00,125.60,0.00,0.09,-2.42,0.18
25.16,179.82,-4.80,125.57,0.00,1.29,-2.42,0.18
25.18,179.85,0.00,125.53,0.00,0.08,-2.42,0.15
25.20,179.85,0.00,125.51,0.00,0.08,-2.42,0.15
25.22,179.85,0.00,125.49,-0.60,0.08,-2.27,0.15
25.24,179.85,0.00,125.49,0.00,0.08,-2.42,0.15
25.26,179.85,0.00,125.46,0.00,0.08,-2.42,0.15
25.28,179.85,0.00,125.46,0.00,0.08,-2.42,0.15
25.30,179.85,0.00,125.46,0.00,0.08,-2.42,0.15
25.32,179.85,0.00,125.40,0.00,0.08,-2.42,0.15
25.34,179.85,0.00,125.35,0.00,0.08,-2.42,0.15
25.36,179.85,0.00,125.31,0.00,0.08,-2.42,0.15
25.38,179.85,0.00,125.29,0.00,0.08,-2.42,0.15
25.40,179.85,0.00,125.22,0.00,0.08,-2.42,0.15
25.42,179.85,0.00,125.18,0.00,0.08,-2.42,0.15
25.44,179.87,0.00,125.13,-0.60,0.07,-2.26,0.13
25.46,179.87,0.00,124.96,-21.60,0.07,3.09,0.13
25.48,179.85,-4.80,122.96,-141.60,1.28,33.69,0.15
25.50,179.87,0.00,121.97,0.00,0.07,-2.35,0.13
25.52,179.87,0.00,121.97,0.00,0.07,-2.35,0.13
25.54,179.87,0.00,121.97,0.00,0.07,-2.35,0.13
25.56,179.87,0.00,121.97,0.00,0.07,-2.35,0.13
25.58,179.87,0.00,121.95,0.00,0.07,-2.35,0.13
25.60,179.87,0.00,121.95,0.00,0.07,-2.35,0.13
25.62,179.87,0.00,121.95,0.00,0.07,-2.35,0.13
25.64,179.87,0.00,121.93,0.00,0.07,-2.35,0.13
25.66,179.87,0.00,121.93,0.00,0.07,-2.35,0.13
25.68,179.87,0.00,121.93,0.00,0.07,-2.35,0.13
25.70,179.87,0.60,121.93,0.00,-0.09,-2.35,0.13
25.72,179.87,0.00,121.93,0.00,0.07,-2.35,0.13
25.74,179.87,0.00,121.93,0.00,0.07,-2.35,0.13
25.76,179.87,0.00,121.90,0.00,0.07,-2.35,0.13
25.78,179.87,-4.80,121.90,-4.80,1.27,-1.13,0.13
25.80,179.87,0.00,121.88,0.00,0.07,-2.35,0.13
25.82,179.87,0.00,121.88,0.00,0.07,-2.35,0.13
25.84,179.87,0.00,121.88,0.00,0.07,-2.35,0.13
25.86,179.87,0.00,121.86,0.00,0.07,-2.35,0.13
25.88,179.87,0.00,121.86,5.40,0.07,-3.73,0.13
25.90,179.87,0.00,121.84,0.00,0.07,-2.35,0.13
25.92,179.87,5.40,121.82,0.00,-1.29,-2.35,0.13
25.94,179.87,0.00,121.82,10.20,0.07,-4.95,0.13
25.96,179.87,0.00,121.79,0.00,0.07,-2.35,0.13
25.98,179.87,0.00,121.79,0.00,0.07,-2.35,0.13
26.00,179.87,5.40,121.77,0.00,-1.29,-2.35,0.13
26.02,179.87,0.00,121.75,4.80,0.07,-3.57,0.13
26.04,179.85,0.00,121.73,-0.60,0.08,-2.20,0.15
26.06,179.87,0.00,121.71,0.00,0.07,-2.35,0.13
26.08,179.87,5.40,121.68,0.00,-1.29,-2.35,0.13
26.10,179.87,4.20,121.68,0.00,-0.99,-2.35,0.13
26.12,179.85,0.00,121.66,-5.40,0.08,-0.97,0.15
26.14,179.87,0.00,121.64,0.00,0.07,-2.35,0.13
26.16,179.85,0.00,121.62,-4.80,0.08,-1.13,0.15
26.18,179.85,0.00,121.57,0.00,0.08,-2.35,0.15
26.20,179.87,0.00,121.53,-5.40,0.07,-0.97,0.13
26.22,179.87,0.00,121.49,0.00,0.07,-2.35,0.13
26.24,179.85,-4.80,121.38,-5.40,1.28,-0.97,0.15
26.26,179.87,0.00,119.31,-178.80,0.07,43.23,0.13
26.28,179.87,0.00,118.04,16.20,0.07,-6.40,0.13
26.30,179.87,0.00,118.06,0.00,0.07,-2.28,0.13
26.32,179.87,0.00,118.06,0.00,0.07,-2.28,0.13
26.34,179.87,0.00,118.06,0.00,0.07,-2.28,0.13
26.36,179.87,0.00,118.04,0.00,0.07,-2.28,0.13
26.38,179.87,0.00,118.04,0.00,0.07,-2.28,0.13
26.40,179.85,0.00,118.04,0.00,0.08,-2.28,0.15
26.42,179.87,0.00,118.02,4.20,0.07,-3.35,0.13
26.44,179.87,0.00,118.02,0.00,0.07,-2.28,0.13
26.46,179.87,0.00,118.02,0.00,0.07,-2.28,0.13
