时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°)
7.60,179.74,0.00,247.57,0.00,0.19,-6.83,0.26
7.61,179.74,4.80,247.54,0.00,-1.53,-6.83,0.26
7.63,179.71,0.00,247.50,0.00,0.20,-6.83,0.29
7.64,179.71,-4.80,247.48,0.00,1.92,-6.82,0.29
7.66,179.71,0.00,247.43,0.00,0.20,-6.82,0.29
7.67,179.71,0.00,247.35,-10.20,0.20,-3.11,0.29
7.69,179.74,0.00,247.28,-10.80,0.19,-2.89,0.26
7.70,179.74,0.00,247.24,-5.40,0.19,-4.85,0.26
7.72,179.71,0.00,247.19,0.00,0.20,-6.82,0.29
7.73,179.71,0.00,247.13,-0.60,0.20,-6.60,0.29
7.75,179.71,0.00,246.99,-21.60,0.20,1.05,0.29
7.76,179.71,0.00,246.38,-91.20,0.20,26.39,0.29
7.78,179.71,0.00,245.02,-28.80,0.20,3.72,0.29
7.79,179.71,0.00,245.02,-4.80,0.20,-5.01,0.29
7.81,179.74,0.00,245.02,5.40,0.19,-8.72,0.26
7.82,179.71,0.00,245.00,0.00,0.20,-6.76,0.29
7.84,179.71,-4.80,244.97,0.00,1.92,-6.76,0.29
7.85,179.71,0.00,244.91,-5.40,0.20,-4.79,0.29
7.87,179.74,5.40,244.84,-5.40,-1.75,-4.79,0.26
7.88,179.71,0.00,244.78,0.00,0.20,-6.75,0.29
7.90,179.71,-4.80,244.67,-16.20,1.92,-0.85,0.29
7.92,179.71,0.00,244.47,-6.00,0.20,-4.56,0.29
7.93,179.71,0.00,244.20,-12.60,0.20,-2.15,0.29
7.95,179.74,0.00,243.28,-88.80,0.19,25.60,0.26
7.96,179.74,0.00,242.38,-12.60,0.19,-2.10,0.26
7.98,179.71,0.00,242.38,-0.60,0.20,-6.47,0.29
7.99,179.74,0.00,242.38,0.00,0.19,-6.68,0.26
8.01,179.74,0.00,242.36,-5.40,0.19,-4.72,0.26
8.03,179.74,0.00,242.31,-10.20,0.19,-2.97,0.26
8.04,179.74,0.00,242.29,0.00,0.19,-6.68,0.26
8.06,179.74,5.40,242.27,0.00,-1.75,-6.68,0.26
8.07,179.74,0.00,242.25,-4.80,0.19,-4.93,0.26
8.09,179.71,-4.80,242.18,0.00,1.92,-6.68,0.29
8.10,179.71,0.00,242.12,-4.80,0.20,-4.93,0.29
8.12,179.74,0.00,242.05,-10.80,0.19,-2.75,0.26
8.13,179.74,0.00,241.98,-4.80,0.19,-4.93,0.26
8.15,179.74,4.80,241.96,-10.20,-1.53,-2.96,0.26
8.16,179.74,0.00,241.92,0.00,0.19,-6.67,0.26
8.18,179.74,0.00,241.90,-5.40,0.19,-4.71,0.26
8.19,179.74,0.00,241.83,0.00,0.19,-6.67,0.26
8.21,179.71,0.00,241.79,0.00,0.20,-6.67,0.29
8.23,179.74,0.00,241.61,-6.60,0.19,-4.26,0.26
8.24,179.74,0.00,240.14,-140.40,0.19,44.46,0.26
8.26,179.74,0.00,239.35,10.20,0.19,-10.31,0.26
8.27,179.74,0.00,239.39,0.00,0.19,-6.60,0.26
8.29,179.74,0.00,239.37,0.00,0.19,-6.60,0.26
8.30,179.74,-5.40,239.37,0.00,2.12,-6.60,0.26
8.32,179.74,0.00,239.35,0.00,0.19,-6.60,0.26
8.33,179.74,0.00,239.35,-4.80,0.19,-4.85,0.26
8.35,179.74,-5.40,239.33,0.00,2.12,-6.60,0.26
8.36,179.74,0.00,239.30,0.00,0.19,-6.60,0.26
8.38,179.74,4.80,239.28,0.00,-1.53,-6.60,0.26
8.40,179.74,0.00,239.26,0.00,0.19,-6.60,0.26
8.41,179.74,0.00,239.22,-16.20,0.19,-0.70,0.26
8.43,179.74,0.00,239.17,-4.80,0.19,-4.85,0.26
8.44,179.74,0.00,239.13,-5.40,0.19,-4.63,0.26
8.46,179.74,0.00,239.08,-1.20,0.19,-6.16,0.26
8.47,179.74,0.00,239.04,0.00,0.19,-6.59,0.26
8.49,179.74,0.00,238.91,-16.20,0.19,-0.69,0.26
8.50,179.74,0.00,238.07,-135.60,0.19,42.77,0.26
8.52,179.74,0.00,236.71,-41.40,0.19,8.53,0.26
8.53,179.74,-4.80,236.69,-4.80,1.91,-4.78,0.26
8.55,179.74,0.00,236.71,0.00,0.19,-6.53,0.26
8.56,179.74,0.00,236.69,0.00,0.19,-6.53,0.26
8.58,179.74,0.00,236.67,-6.00,0.19,-4.34,0.26
8.59,179.74,0.00,236.65,0.00,0.19,-6.53,0.26
8.61,179.74,0.00,236.62,0.00,0.19,-6.53,0.26
8.62,179.74,0.00,236.58,-4.80,0.19,-4.78,0.26
8.64,179.74,0.00,236.49,-0.60,0.19,-6.30,0.26
8.65,179.74,0.00,236.38,-1.20,0.19,-6.08,0.26
8.67,179.74,0.00,235.90,-60.60,0.19,15.54,0.26
8.68,179.74,0.00,234.45,-59.40,0.19,15.15,0.26
8.70,179.74,0.00,233.75,-6.60,0.19,-4.04,0.26
8.71,179.74,0.00,233.70,0.00,0.19,-6.44,0.26
8.73,179.74,0.00,233.66,0.00,0.19,-6.44,0.26
8.75,179.74,0.00,233.64,0.00,0.19,-6.44,0.26
8.76,179.74,0.00,233.57,-10.80,0.19,-2.51,0.26
8.78,179.74,0.00,233.53,0.00,0.19,-6.44,0.26
8.79,179.74,0.00,233.50,-5.40,0.19,-4.47,0.26
8.81,179.74,0.00,233.46,0.00,0.19,-6.44,0.26
8.82,179.74,0.00,233.37,-10.80,0.19,-2.51,0.26
8.84,179.74,0.00,233.28,-10.20,0.19,-2.72,0.26
8.85,179.74,0.00,233.17,0.00,0.19,-6.43,0.26
8.87,179.74,0.00,233.04,-10.80,0.19,-2.50,0.26
8.88,179.74,0.00,232.51,-68.40,0.19,18.47,0.26
8.90,179.74,0.00,231.33,-23.40,0.19,2.13,0.26
8.91,179.74,0.00,231.31,-5.40,0.19,-4.41,0.26
8.93,179.74,0.00,231.31,0.00,0.19,-6.38,0.26
8.94,179.74,0.00,231.31,-4.80,0.19,-4.63,0.26
8.96,179.74,0.00,231.28,-5.40,0.19,-4.41,0.26
8.97,179.74,0.00,231.26,0.00,0.19,-6.38,0.26
8.99,179.74,0.00,231.24,0.00,0.19,-6.38,0.26
9.00,179.74,0.00,231.22,0.00,0.19,-6.38,0.26
9.02,179.74,0.00,231.17,-5.40,0.19,-4.41,0.26
9.03,179.74,0.00,231.15,0.00,0.19,-6.37,0.26
9.05,179.74,5.40,231.13,-4.80,-1.75,-4.63,0.26
9.06,179.74,0.00,231.09,0.00,0.19,-6.37,0.26
9.08,179.74,0.00,231.04,0.00,0.19,-6.37,0.26
9.10,179.74,0.00,230.95,0.00,0.19,-6.37,0.26
9.11,179.74,0.00,230.82,-6.00,0.19,-4.18,0.26
9.13,179.74,0.00,230.41,-58.80,0.19,15.04,0.26
9.14,179.74,0.00,228.96,-43.20,0.19,9.40,0.26
9.16,179.74,0.00,228.82,0.00,0.19,-6.31,0.26
9.17,179.74,0.00,228.82,0.00,0.19,-6.31,0.26
9.19,179.74,0.00,228.82,0.00,0.19,-6.31,0.26
9.20,179.74,4.80,228.78,-6.00,-1.53,-4.13,0.26
9.22,179.74,0.00,228.76,0.00,0.19,-6.31,0.26
9.23,179.74,0.00,228.71,0.00,0.19,-6.31,0.26
9.25,179.74,0.00,228.67,-10.80,0.19,-2.38,0.26
9.26,179.74,0.00,228.60,-4.80,0.19,-4.56,0.26
9.28,179.74,-5.40,228.56,-0.60,2.12,-6.08,0.26
9.29,179.74,0.00,228.49,-0.60,0.19,-6.08,0.26
9.31,179.74,0.00,228.32,-11.40,0.19,-2.15,0.26
9.32,179.74,0.00,227.57,-126.00,0.19,39.57,0.26
9.34,179.74,0.00,226.27,-25.20,0.19,2.93,0.26
9.35,179.74,0.00,226.27,-0.60,0.19,-6.02,0.26
9.37,179.74,0.00,226.27,0.00,0.19,-6.24,0.26
9.39,179.74,0.00,226.25,0.00,0.19,-6.24,0.26
9.40,179.74,0.00,226.25,0.00,0.19,-6.24,0.26
9.42,179.74,0.00,226.21,0.00,0.19,-6.24,0.26
9.43,179.74,0.00,226.19,0.00,0.19,-6.24,0.26
9.45,179.74,0.00,226.16,0.00,0.19,-6.24,0.26
9.46,179.74,0.00,226.12,0.00,0.19,-6.24,0.26
9.48,179.74,0.00,226.05,-5.40,0.19,-4.27,0.26
9.49,179.76,4.80,225.97,-6.00,-1.55,-4.05,0.24
9.51,179.76,0.00,225.90,-5.40,0.17,-4.26,0.24
9.52,179.74,0.00,225.86,-1.80,0.19,-5.57,0.26
9.54,179.76,5.40,225.79,0.00,-1.76,-6.23,0.24
9.55,179.76,0.00,225.73,-5.40,0.17,-4.26,0.24
9.57,179.76,0.00,225.59,-6.00,0.17,-4.04,0.24
9.58,179.76,0.00,225.15,-57.60,0.17,14.75,0.24
9.60,179.76,0.00,223.84,-46.20,0.17,10.64,0.24
9.61,179.78,0.00,223.75,0.00,0.16,-6.17,0.22
9.63,179.76,0.00,223.73,0.00,0.17,-6.17,0.24
9.65,179.78,0.00,223.70,0.00,0.16,-6.17,0.22
9.66,179.78,0.00,223.66,-10.20,0.16,-2.46,0.22
9.68,179.80,0.00,223.64,0.00,0.14,-6.17,0.20
9.69,179.80,0.00,223.62,0.00,0.14,-6.17,0.20
9.71,179.80,0.00,223.59,-4.80,0.14,-4.42,0.20
9.72,179.80,0.00,223.57,-0.60,0.14,-5.95,0.20
9.74,179.80,0.00,223.55,0.00,0.14,-6.16,0.20
9.75,179.80,0.00,223.53,0.00,0.14,-6.16,0.20
9.77,179.80,0.00,223.51,0.00,0.14,-6.16,0.20
9.78,179.80,-4.80,223.51,0.00,1.86,-6.16,0.20
9.80,179.80,0.00,223.46,0.00,0.14,-6.16,0.20
9.81,179.80,0.00,223.37,-10.20,0.14,-2.45,0.20
9.83,179.82,0.00,223.20,-11.40,0.12,-2.01,0.18
9.84,179.82,0.00,221.97,-131.40,0.12,41.68,0.18
9.86,179.82,0.00,220.39,-58.80,0.12,15.31,0.18
9.87,179.82,0.00,220.25,0.00,0.12,-6.07,0.18
9.89,179.82,0.00,220.23,0.00,0.12,-6.07,0.18
9.90,179.82,0.00,220.21,-4.80,0.12,-4.33,0.18
9.92,179.80,0.00,220.17,0.00,0.14,-6.07,0.20
9.93,179.80,-4.80,220.14,-6.00,1.86,-3.89,0.20
9.95,179.82,0.00,220.08,-10.20,0.12,-2.36,0.18
9.96,179.82,0.00,220.06,0.00,0.12,-6.07,0.18
9.98,179.82,0.00,220.01,0.00,0.12,-6.07,0.18
9.99,179.80,-0.60,219.95,-4.80,0.35,-4.32,0.20
10.01,179.82,0.00,219.79,-11.40,0.12,-1.91,0.18
10.02,179.82,0.00,219.07,-103.20,0.12,31.50,0.18
10.04,179.80,0.00,217.20,-67.20,0.14,18.46,0.20
10.05,179.82,-4.80,217.13,-4.80,1.84,-4.24,0.18
10.07,179.80,0.00,217.13,-0.60,0.14,-5.77,0.20
10.09,179.82,0.00,217.13,0.00,0.12,-5.99,0.18
10.10,179.82,0.00,217.13,0.00,0.12,-5.99,0.18
10.12,179.82,0.00,217.11,-5.40,0.12,-4.02,0.18
10.13,179.80,0.00,217.09,0.00,0.14,-5.99,0.20
10.15,179.82,0.00,217.07,-4.80,0.12,-4.24,0.18
10.16,179.82,0.00,217.07,0.00,0.12,-5.99,0.18
10.18,179.82,0.00,217.05,0.00,0.12,-5.99,0.18
10.19,179.82,0.00,217.02,0.00,0.12,-5.98,0.18
10.21,179.82,0.00,217.00,0.00,0.12,-5.98,0.18
10.22,179.80,0.00,216.96,-5.40,0.14,-4.02,0.20
10.24,179.82,0.00,216.91,-5.40,0.12,-4.02,0.18
10.25,179.82,0.00,216.85,-10.20,0.12,-2.27,0.18
10.27,179.82,0.00,216.78,0.00,0.12,-5.98,0.18
10.28,179.82,0.00,216.72,0.00,0.12,-5.98,0.18
10.30,179.82,0.00,216.61,-6.00,0.12,-3.79,0.18
10.31,179.82,0.00,215.97,-82.20,0.12,23.95,0.18
10.33,179.82,0.00,215.02,0.00,0.12,-5.93,0.18
10.34,179.82,0.00,215.07,0.00,0.12,-5.93,0.18
10.36,179.82,0.00,215.05,0.00,0.12,-5.93,0.18
10.37,179.98,0.00,215.02,0.00,0.02,-5.93,0.02
10.39,179.98,-1.20,214.98,0.00,0.45,-5.93,0.02
10.40,180.02,5.40,215.02,10.20,-1.95,-9.64,0.02
10.42,180.04,10.80,214.96,-10.80,-3.90,-2.00,0.04
10.43,180.13,10.80,214.89,0.00,-3.96,-5.93,0.13
10.45,180.15,4.80,214.87,0.00,-1.83,-5.93,0.15
10.47,180.20,0.00,214.83,0.00,-0.14,-5.92,0.20
10.48,180.18,0.00,214.78,-5.40,-0.12,-3.96,0.18
10.50,180.18,0.00,214.72,-6.00,-0.12,-3.74,0.18
10.51,180.20,0.00,214.63,-5.40,-0.14,-3.95,0.20
10.53,180.20,0.00,214.56,-5.40,-0.14,-3.95,0.20
10.54,180.20,0.00,214.48,-0.60,-0.14,-5.70,0.20
10.56,180.20,0.00,214.32,-12.00,-0.14,-1.54,0.20
10.57,180.20,0.00,213.88,-54.00,-0.14,13.75,0.20
10.59,180.20,0.00,212.96,-7.80,-0.14,-3.03,0.20
10.60,180.20,0.00,212.94,0.00,-0.14,-5.87,0.20
10.62,180.20,0.00,212.94,-0.60,-0.14,-5.65,0.20
10.63,180.20,5.40,212.92,-5.40,-2.07,-3.91,0.20
10.65,180.20,0.00,212.89,0.00,-0.14,-5.87,0.20
10.66,180.20,0.00,212.87,0.00,-0.14,-5.87,0.20
10.68,180.18,0.00,212.85,0.00,-0.12,-5.87,0.18
10.69,180.18,0.00,212.83,0.00,-0.12,-5.87,0.18
10.71,180.20,0.00,212.78,-16.20,-0.14,0.03,0.20
10.73,180.20,0.00,212.76,-5.40,-0.14,-3.90,0.20
10.74,180.18,0.00,212.74,-10.20,-0.12,-2.16,0.18
10.76,180.20,4.80,212.72,-5.40,-1.86,-3.90,0.20
10.77,180.18,0.00,212.70,0.00,-0.12,-5.87,0.18
10.79,180.18,0.00,212.67,0.00,-0.12,-5.86,0.18
10.80,180.18,0.00,212.63,-4.80,-0.12,-4.12,0.18
10.82,180.18,0.00,212.61,-4.80,-0.12,-4.12,0.18
10.83,180.18,0.00,212.59,0.00,-0.12,-5.86,0.18
10.85,180.18,0.00,212.54,-4.80,-0.12,-4.11,0.18
10.86,180.18,0.00,212.50,-10.20,-0.12,-2.15,0.18
10.88,180.18,5.40,212.48,-6.00,-2.06,-3.68,0.18
10.89,180.18,0.00,212.45,0.00,-0.12,-5.86,0.18
10.91,180.18,4.80,212.41,0.00,-1.84,-5.86,0.18
10.92,180.18,0.00,212.34,0.00,-0.12,-5.86,0.18
10.94,180.15,0.00,212.21,-16.80,-0.11,0.26,0.15
10.95,180.18,0.00,210.52,-246.60,-0.12,83.91,0.18
10.97,180.15,0.00,208.56,-6.00,-0.11,-3.57,0.15
10.98,180.15,0.00,208.72,-22.80,-0.11,2.54,0.15
11.00,180.15,0.00,208.70,0.00,-0.11,-5.76,0.15
11.01,180.13,-4.80,208.70,0.00,1.63,-5.76,0.13
11.03,180.13,0.00,208.70,-4.80,-0.09,-4.01,0.13
11.04,180.13,0.00,208.70,0.00,-0.09,-5.76,0.13
11.06,180.13,0.00,208.67,0.00,-0.09,-5.75,0.13
11.07,180.13,0.00,208.65,0.00,-0.09,-5.75,0.13
11.09,180.13,-4.80,208.63,0.00,1.63,-5.75,0.13
11.11,180.15,5.40,208.61,-4.80,-2.04,-4.01,0.15
11.12,180.13,0.00,208.59,0.00,-0.09,-5.75,0.13
11.14,180.15,0.00,208.59,-4.80,-0.11,-4.01,0.15
11.15,180.15,5.40,208.56,0.00,-2.04,-5.75,0.15
11.17,180.15,0.00,208.56,-5.40,-0.11,-3.79,0.15
11.18,180.15,4.20,208.54,0.00,-1.61,-5.75,0.15
11.20,180.15,0.00,208.54,-4.80,-0.11,-4.00,0.15
11.21,180.15,0.00,208.54,0.00,-0.11,-5.75,0.15
11.23,180.15,0.00,208.52,0.00,-0.11,-5.75,0.15
11.24,180.15,0.00,208.52,0.00,-0.11,-5.75,0.15
11.26,180.15,0.00,208.52,0.00,-0.11,-5.75,0.15
11.27,180.15,0.00,208.50,0.00,-0.11,-5.75,0.15
11.29,180.15,0.00,208.48,0.00,-0.11,-5.75,0.15
11.30,180.13,-5.40,208.45,0.00,1.84,-5.75,0.13
11.32,180.11,-5.40,208.43,-4.80,1.86,-4.00,0.11
11.33,180.07,0.00,208.43,0.00,-0.05,-5.75,0.07
11.35,180.09,10.20,208.41,-4.80,-3.72,-4.00,0.09
11.36,180.09,5.40,208.37,0.00,-2.00,-5.75,0.09
11.38,180.09,0.00,208.34,0.00,-0.06,-5.75,0.09
11.39,180.09,0.00,208.28,0.00,-0.06,-5.74,0.09
11.41,180.09,0.00,208.17,-16.80,-0.06,0.37,0.09
11.43,180.09,0.00,207.25,-169.20,-0.06,55.84,0.09
11.44,180.09,0.00,205.47,-30.60,-0.06,5.47,0.09
11.46,180.09,0.00,205.49,-10.80,-0.06,-1.74,0.09
11.47,180.09,0.00,205.49,0.00,-0.06,-5.67,0.09
11.49,180.09,0.00,205.49,0.00,-0.06,-5.67,0.09
11.50,180.09,0.00,205.49,0.00,-0.06,-5.67,0.09
11.52,180.09,4.80,205.47,0.00,-1.78,-5.67,0.09
11.54,180.09,0.00,205.47,0.00,-0.06,-5.67,0.09
11.55,180.09,0.00,205.44,0.00,-0.06,-5.67,0.09
11.57,180.09,0.00,205.42,-4.80,-0.06,-3.92,0.09
11.58,180.09,0.00,205.38,-5.40,-0.06,-3.70,0.09
11.60,180.09,0.00,205.38,0.00,-0.06,-5.66,0.09
11.61,180.09,0.00,205.36,0.00,-0.06,-5.66,0.09
11.63,180.09,-4.80,205.31,0.00,1.66,-5.66,0.09
11.65,180.09,0.00,205.22,-6.00,-0.06,-3.48,0.09
11.66,180.09,0.00,205.05,-22.20,-0.06,2.42,0.09
11.68,180.09,0.00,204.06,-133.20,-0.06,42.83,0.09
11.69,180.09,0.00,202.06,-88.80,-0.06,26.73,0.09
11.71,180.09,0.00,201.80,0.00,-0.06,-5.56,0.09
11.72,180.09,0.00,201.80,-5.40,-0.06,-3.60,0.09
11.74,180.09,0.00,201.80,0.00,-0.06,-5.56,0.09
11.75,180.09,0.00,201.77,0.00,-0.06,-5.56,0.09
11.77,180.09,0.00,201.77,-4.80,-0.06,-3.82,0.09
11.79,180.09,0.00,201.75,0.00,-0.06,-5.56,0.09
11.80,180.09,4.80,201.75,0.00,-1.78,-5.56,0.09
11.82,180.09,0.00,201.71,0.00,-0.06,-5.56,0.09
11.83,180.09,0.00,201.69,-5.40,-0.06,-3.60,0.09
11.85,180.09,0.00,201.69,0.00,-0.06,-5.56,0.09
11.86,180.09,0.00,201.67,0.00,-0.06,-5.56,0.09
11.88,180.09,0.00,201.62,0.00,-0.06,-5.56,0.09
11.89,180.09,0.00,201.58,-1.20,-0.06,-5.12,0.09
11.91,180.09,0.00,201.51,-5.40,-0.06,-3.59,0.09
11.92,180.09,0.00,201.42,-10.80,-0.06,-1.63,0.09
11.94,180.09,0.00,201.34,-0.60,-0.06,-5.33,0.09
11.95,180.09,0.00,201.29,0.00,-0.06,-5.55,0.09
11.97,180.09,0.00,201.20,-0.60,-0.06,-5.33,0.09
11.98,180.11,0.00,201.01,-22.80,-0.08,2.75,0.11
12.00,180.09,-4.80,199.80,-139.80,1.66,45.35,0.09
12.01,180.09,0.00,198.87,22.80,-0.06,-13.78,0.09
12.03,180.09,0.00,198.90,-10.80,-0.06,-1.56,0.09
12.04,180.09,0.00,198.90,0.00,-0.06,-5.48,0.09
12.06,180.09,0.00,198.90,0.00,-0.06,-5.48,0.09
12.07,180.09,-4.80,198.87,4.20,1.66,-7.01,0.09
12.09,180.09,0.00,198.87,0.00,-0.06,-5.48,0.09
12.10,180.09,0.00,198.85,0.00,-0.06,-5.48,0.09
12.12,180.09,0.00,198.85,0.00,-0.06,-5.48,0.09
12.14,180.09,0.00,198.83,0.00,-0.06,-5.48,0.09
12.15,180.09,0.00,198.83,0.00,-0.06,-5.48,0.09
12.17,180.11,0.00,198.81,0.00,-0.08,-5.48,0.11
12.18,180.09,0.00,198.81,0.00,-0.06,-5.48,0.09
