时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°),策略
38.579,216.167,93.000,105.293,0.000,-29.432,-1.452,36.167,纯LQR平衡
38.599,217.705,58.800,105.293,0.000,-23.847,-1.452,37.705,纯LQR平衡
38.619,218.716,64.200,105.293,0.000,-25.171,-1.452,38.716,纯LQR平衡
38.639,220.166,82.200,105.293,0.000,-28.909,-1.452,40.166,纯LQR平衡
38.659,221.726,70.200,105.293,0.000,-27.309,-1.452,41.726,纯LQR平衡
38.679,222.627,19.800,105.293,0.000,-18.595,-1.452,42.627,纯LQR平衡
38.699,222.979,27.000,105.293,0.000,-20.010,-1.452,42.979,纯LQR平衡
38.719,223.506,18.000,105.293,0.000,-18.583,-1.452,43.506,纯LQR平衡
38.739,224.143,36.000,105.293,0.000,-22.033,-1.452,44.143,纯LQR平衡
38.759,224.846,36.000,105.271,0.000,-22.282,-1.451,44.846,纯LQR平衡
38.779,225.264,11.400,105.271,0.000,-18.021,-1.451,45.264,纯LQR平衡
38.800,225.330,0.000,105.271,0.000,-16.001,-1.451,45.330,纯LQR平衡
38.819,225.417,6.000,105.271,0.000,-17.107,-1.451,45.417,纯LQR平衡
38.839,225.879,35.400,105.271,0.000,-22.539,-1.451,45.879,纯LQR平衡
38.859,226.846,47.400,105.271,0.000,-25.030,-1.451,46.846,纯LQR平衡
38.879,227.856,47.400,105.271,0.000,-25.387,-1.451,47.856,纯LQR平衡
38.899,228.318,0.000,105.271,0.000,-17.056,-1.451,48.318,纯LQR平衡
38.919,228.252,0.000,105.271,0.000,-17.033,-1.451,48.252,纯LQR平衡
38.939,228.142,0.000,105.271,0.000,-16.994,-1.451,48.142,纯LQR平衡
38.959,228.296,11.400,105.271,0.000,-19.091,-1.451,48.296,纯LQR平衡
38.979,228.801,17.400,105.271,0.000,-20.345,-1.451,48.801,纯LQR平衡
38.999,229.087,10.800,105.249,0.000,-19.263,-1.451,49.087,纯LQR平衡
39.019,229.197,0.000,105.249,0.000,-17.366,-1.451,49.197,纯LQR平衡
39.039,229.109,-6.000,105.249,0.000,-16.260,-1.451,49.109,纯LQR平衡
39.059,228.735,-28.800,105.249,0.000,-12.042,-1.451,48.735,纯LQR平衡
39.079,228.142,-25.200,105.249,0.000,-12.478,-1.451,48.142,纯LQR平衡
39.100,227.285,-74.400,105.249,0.000,-3.359,-1.451,47.285,纯LQR平衡
39.120,224.780,-216.600,105.249,0.000,23.008,-1.451,44.780,纯LQR平衡
39.139,217.354,-540.600,105.249,0.000,83.691,-1.451,37.354,纯LQR平衡
39.159,202.456,-935.400,105.205,-10.800,159.698,0.514,22.456,纯LQR平衡
39.179,181.494,-1099.200,105.205,0.000,180.000,-1.451,1.494,纯LQR平衡
39.199,160.840,-996.000,105.205,0.000,180.000,-1.451,19.160,纯LQR平衡
39.219,147.085,-294.600,105.183,0.000,64.412,-1.450,32.915,纯LQR平衡
39.239,147.590,91.200,105.183,-4.800,-4.903,-0.577,32.410,纯LQR平衡
39.259,150.227,89.400,105.183,0.000,-5.511,-1.450,29.773,纯LQR平衡
39.280,150.667,-4.800,105.161,4.800,11.215,-2.323,29.333,纯LQR平衡
39.299,150.667,0.000,105.161,0.000,10.355,-1.450,29.333,纯LQR平衡
39.319,150.842,6.000,105.161,0.000,9.217,-1.450,29.158,纯LQR平衡
39.339,151.194,28.200,105.161,0.000,5.115,-1.450,28.806,纯LQR平衡
39.359,152.249,42.000,105.139,0.000,2.270,-1.450,27.751,纯LQR平衡
39.379,152.666,10.800,105.139,-5.400,7.713,-0.467,27.334,纯LQR平衡
39.399,152.776,5.400,105.139,-4.800,8.642,-0.577,27.224,纯LQR平衡
39.419,152.952,6.000,105.139,0.000,8.473,-1.450,27.048,纯LQR平衡
39.439,153.215,16.800,105.139,0.000,6.444,-1.450,26.785,纯LQR平衡
39.459,154.292,41.400,105.139,0.000,1.656,-1.450,25.708,纯LQR平衡
39.479,154.534,0.000,105.117,-4.800,8.989,-0.576,25.466,纯LQR平衡
39.499,154.600,0.600,105.117,5.400,8.859,-2.432,25.400,纯LQR平衡
39.519,154.731,0.000,105.117,0.000,8.920,-1.449,25.269,纯LQR平衡
39.539,154.841,0.600,105.095,-5.400,8.773,-0.467,25.159,纯LQR平衡
39.559,154.995,10.800,105.095,0.000,6.891,-1.449,25.005,纯LQR平衡
39.579,155.435,40.800,105.095,0.000,1.360,-1.449,24.565,纯LQR平衡
39.599,156.182,10.800,105.095,0.000,6.472,-1.449,23.818,纯LQR平衡
39.619,156.313,10.800,105.095,0.000,6.426,-1.449,23.687,纯LQR平衡
39.639,156.379,10.200,105.073,0.000,6.510,-1.449,23.621,纯LQR平衡
39.659,156.445,0.000,105.073,-5.400,8.315,-0.466,23.555,纯LQR平衡
39.679,156.511,10.800,105.073,0.000,6.356,-1.449,23.489,纯LQR平衡
39.699,156.577,0.000,105.073,0.000,8.268,-1.449,23.423,纯LQR平衡
39.719,156.643,10.200,105.051,0.000,6.417,-1.448,23.357,纯LQR平衡
39.739,156.731,0.000,105.051,0.000,8.214,-1.448,23.269,纯LQR平衡
39.759,156.885,6.000,105.029,0.000,7.084,-1.448,23.115,纯LQR平衡
39.779,157.676,108.000,105.029,0.000,-11.473,-1.448,22.324,纯LQR平衡
39.799,159.895,104.400,105.007,0.000,-11.612,-1.448,20.105,纯LQR平衡
39.819,161.499,45.600,104.963,-5.400,-1.641,-0.465,18.501,纯LQR平衡
39.839,162.268,28.800,100.042,-481.200,1.098,86.154,17.732,纯LQR平衡
39.859,162.576,6.000,93.054,-183.600,5.075,32.115,17.424,纯LQR平衡
39.879,162.664,11.400,92.747,10.800,4.077,-3.243,17.336,纯LQR平衡
39.899,163.059,34.800,92.747,0.000,-0.256,-1.279,16.941,纯LQR平衡
39.919,164.158,31.200,92.769,4.800,0.001,-2.152,15.842,纯LQR平衡
39.939,164.333,0.000,92.747,0.000,5.530,-1.279,15.667,纯LQR平衡
39.959,164.268,0.000,92.747,0.000,5.553,-1.279,15.732,纯LQR平衡
39.979,164.136,-12.000,92.747,-5.400,7.750,-0.297,15.864,纯LQR平衡
39.999,163.389,-75.600,92.747,-4.800,19.411,-0.406,16.611,纯LQR平衡
40.019,160.796,-158.400,92.747,0.000,35.164,-1.279,19.204,纯LQR平衡
40.039,156.731,-251.400,92.747,4.800,53.265,-2.152,23.269,纯LQR平衡
40.059,153.259,-96.000,92.747,0.000,26.643,-1.279,26.741,纯LQR平衡
40.079,150.601,-177.000,92.747,0.000,42.096,-1.279,29.399,纯LQR平衡
40.099,147.261,-135.600,92.747,0.000,35.856,-1.279,32.739,纯LQR平衡
40.119,144.141,-174.000,92.725,0.000,43.839,-1.278,35.859,纯LQR平衡
40.139,140.911,-173.400,92.725,0.000,44.872,-1.278,39.089,纯LQR平衡
40.159,138.120,-107.400,92.725,0.000,34.030,-1.278,41.880,纯LQR平衡
40.179,136.208,-98.400,92.725,0.000,33.092,-1.278,43.792,纯LQR平衡
40.199,133.616,-141.600,92.725,0.000,41.748,-1.278,46.384,纯LQR平衡
40.219,130.957,-134.400,92.725,4.800,41.397,-2.152,49.043,纯LQR平衡
40.239,127.573,-178.200,92.725,0.000,50.440,-1.278,52.427,纯LQR平衡
40.259,125.354,-76.200,92.725,0.000,32.945,-1.278,54.646,纯LQR平衡
40.279,123.640,-88.200,92.725,0.000,35.700,-1.278,56.360,纯LQR平衡
40.299,122.673,-18.000,92.725,0.000,23.462,-1.278,57.327,纯LQR平衡
40.319,122.695,6.000,92.725,0.000,19.153,-1.278,57.305,纯LQR平衡
40.339,122.717,0.000,92.703,0.000,20.220,-1.278,57.283,纯LQR平衡
40.359,122.651,0.000,92.703,0.000,20.244,-1.278,57.349,纯LQR平衡
40.379,122.783,6.600,92.703,0.000,19.014,-1.278,57.217,纯LQR平衡
40.399,124.036,135.600,92.703,0.000,-4.545,-1.278,55.964,纯LQR平衡
40.419,128.738,268.800,92.703,0.000,-30.074,-1.278,51.262,纯LQR平衡
40.439,134.121,228.000,92.703,0.000,-24.663,-1.278,45.879,纯LQR平衡
40.459,137.834,135.600,92.703,-5.400,-9.416,-0.296,42.166,纯LQR平衡
40.479,138.230,-11.400,92.703,0.000,16.787,-1.278,41.770,纯LQR平衡
40.499,137.922,-10.800,92.681,0.000,16.788,-1.278,42.078,纯LQR平衡
40.519,137.988,11.400,92.681,0.000,12.787,-1.278,42.012,纯LQR平衡
40.539,138.691,80.400,92.681,0.000,0.174,-1.278,41.309,纯LQR平衡
40.559,142.075,300.000,92.681,0.000,-40.373,-1.278,37.925,纯LQR平衡
40.579,151.018,597.600,92.681,0.000,-96.860,-1.278,28.982,纯LQR平衡
40.599,167.102,964.800,92.659,0.000,-168.341,-1.278,12.898,纯LQR平衡
40.619,184.373,660.600,92.659,0.000,-119.924,-1.278,4.373,纯LQR平衡
40.639,191.096,156.600,92.659,0.000,-31.980,-1.278,11.096,纯LQR平衡
40.659,191.755,-10.200,92.637,0.000,-2.322,-1.277,11.755,纯LQR平衡
40.679,191.711,0.000,92.637,0.000,-4.134,-1.277,11.711,纯LQR平衡
40.699,191.689,0.000,92.637,0.000,-4.126,-1.277,11.689,纯LQR平衡
40.719,191.667,0.000,92.637,0.000,-4.119,-1.277,11.667,纯LQR平衡
40.739,191.646,0.000,92.615,0.000,-4.111,-1.277,11.646,纯LQR平衡
40.759,191.602,-1.200,92.615,-4.800,-3.880,-0.404,11.602,纯LQR平衡
40.779,191.580,0.000,92.615,0.000,-4.088,-1.277,11.580,纯LQR平衡
40.799,191.558,0.000,92.615,0.000,-4.080,-1.277,11.558,纯LQR平衡
40.819,191.514,-0.600,92.615,0.000,-3.957,-1.277,11.514,纯LQR平衡
40.839,191.514,0.000,92.593,0.000,-4.064,-1.277,11.514,纯LQR平衡
40.859,191.514,0.000,92.593,0.000,-4.064,-1.277,11.514,纯LQR平衡
40.879,191.426,-10.800,92.593,0.000,-2.098,-1.277,11.426,纯LQR平衡
40.899,191.426,0.000,92.571,0.000,-4.033,-1.276,11.426,纯LQR平衡
40.919,191.558,18.600,92.571,0.000,-7.413,-1.276,11.558,纯LQR平衡
40.939,192.458,93.600,92.571,0.000,-21.171,-1.276,12.458,纯LQR平衡
40.959,195.798,190.800,92.571,0.000,-39.768,-1.276,15.798,纯LQR平衡
40.979,199.929,229.800,92.571,0.000,-48.215,-1.276,19.929,纯LQR平衡
40.999,205.093,247.800,92.571,0.000,-53.264,-1.276,25.093,纯LQR平衡
41.019,211.619,393.600,92.571,0.000,-81.695,-1.276,31.619,纯LQR平衡
41.039,218.232,316.200,92.571,0.000,-70.159,-1.276,38.232,纯LQR平衡
41.059,223.242,246.600,92.549,0.000,-59.455,-1.276,43.242,纯LQR平衡
41.079,227.483,214.200,92.549,0.000,-55.146,-1.276,47.483,纯LQR平衡
41.099,230.779,118.800,92.549,0.000,-39.214,-1.276,50.779,纯LQR平衡
41.119,233.547,186.000,92.549,0.000,-52.233,-1.276,53.547,纯LQR平衡
41.139,237.151,142.800,92.549,0.000,-45.764,-1.276,57.151,纯LQR平衡
41.159,239.941,112.200,92.549,0.000,-41.265,-1.276,59.941,纯LQR平衡
41.179,241.545,63.000,92.549,5.400,-33.015,-2.258,61.545,纯LQR平衡
41.199,242.117,5.400,92.527,0.000,-22.894,-1.276,62.117,纯LQR平衡
41.219,241.809,-30.000,92.527,0.000,-16.442,-1.276,61.809,纯LQR平衡
41.239,240.161,-138.000,92.527,0.000,3.493,-1.276,60.161,纯LQR平衡
41.259,235.613,-336.000,92.527,0.000,40.581,-1.276,55.613,纯LQR平衡
41.279,226.121,-579.600,92.505,-4.800,87.585,-0.402,46.121,纯LQR平衡
41.299,209.795,-976.800,92.505,0.000,164.527,-1.275,29.795,纯LQR平衡
41.319,189.294,-1032.600,92.505,0.000,180.000,-1.275,9.294,纯LQR平衡
41.339,172.288,-580.800,92.505,5.400,106.803,-2.258,7.712,纯LQR平衡
41.359,169.519,34.800,92.483,0.000,-2.537,-1.275,10.481,纯LQR平衡
41.379,170.859,12.000,92.483,0.000,1.076,-1.275,9.141,纯LQR平衡
41.399,170.837,0.000,92.483,0.000,3.234,-1.275,9.163,纯LQR平衡
41.420,170.837,0.000,92.483,-4.800,3.234,-0.402,9.163,纯LQR平衡
41.439,170.859,5.400,92.483,0.000,2.259,-1.275,9.141,纯LQR平衡
41.459,170.903,0.000,92.483,0.000,3.211,-1.275,9.097,纯LQR平衡
41.479,170.925,4.800,92.483,0.000,2.343,-1.275,9.075,纯LQR平衡
41.499,170.947,4.800,92.483,0.000,2.335,-1.275,9.053,纯LQR平衡
41.520,170.947,-4.800,92.461,0.000,4.056,-1.275,9.053,纯LQR平衡
41.540,170.859,-11.400,92.461,0.000,5.269,-1.275,9.141,纯LQR平衡
41.560,170.530,-27.600,92.461,-4.800,8.289,-0.402,9.470,纯LQR平衡
41.580,168.706,-128.400,92.461,0.000,26.996,-1.275,11.294,纯LQR平衡
41.599,165.344,-188.400,92.461,0.000,38.935,-1.275,14.656,纯LQR平衡
41.619,160.950,-255.600,92.461,0.000,52.529,-1.275,19.050,纯LQR平衡
41.639,155.193,-312.000,92.461,0.000,64.668,-1.275,24.807,纯LQR平衡
41.659,150.930,-178.800,92.461,0.000,42.303,-1.275,29.070,纯LQR平衡
41.679,147.239,-207.600,92.461,0.000,48.767,-1.275,32.761,纯LQR平衡
41.699,142.339,-268.200,92.461,0.000,61.356,-1.275,37.661,纯LQR平衡
41.719,136.516,-232.800,92.461,0.000,57.068,-1.275,43.484,纯LQR平衡
41.739,132.297,-178.800,92.461,0.000,48.880,-1.275,47.703,纯LQR平衡
41.759,128.958,-175.800,92.461,4.800,49.521,-2.148,51.042,纯LQR平衡
41.779,126.475,-87.000,92.461,0.000,34.485,-1.275,53.525,纯LQR平衡
41.799,124.409,-134.400,92.439,0.000,43.708,-1.275,55.591,纯LQR平衡
41.819,121.904,-56.400,92.439,0.000,30.614,-1.275,58.096,纯LQR平衡
41.839,121.421,0.000,92.439,0.000,20.678,-1.275,58.579,纯LQR平衡
41.859,121.663,20.400,92.439,0.000,16.937,-1.275,58.337,纯LQR平衡
41.879,122.651,52.200,92.439,-5.400,10.889,-0.292,57.349,纯LQR平衡
41.899,124.080,99.600,92.439,0.000,1.891,-1.275,55.920,纯LQR平衡
41.919,127.046,188.400,92.439,0.000,-15.069,-1.275,52.954,纯LQR平衡
41.939,130.979,244.800,92.439,0.000,-26.565,-1.275,49.021,纯LQR平衡
41.959,138.801,489.000,92.417,0.000,-73.087,-1.274,41.199,纯LQR平衡
41.979,154.050,1146.600,92.417,0.000,-180.000,-1.274,25.950,纯LQR平衡
41.999,176.704,951.000,92.417,0.000,-169.257,-1.274,3.296,纯LQR平衡
42.020,189.800,365.400,92.417,0.000,-68.940,-1.274,9.800,纯LQR平衡
42.039,192.437,6.000,92.417,0.000,-5.465,-1.274,12.437,纯LQR平衡
42.059,192.261,0.000,92.417,0.000,-4.328,-1.274,12.261,纯LQR平衡
42.079,192.261,0.000,92.417,-4.800,-4.328,-0.401,12.261,纯LQR平衡
42.099,192.239,0.000,92.417,0.000,-4.320,-1.274,12.239,纯LQR平衡
42.120,192.261,4.800,92.395,0.000,-5.188,-1.274,12.261,纯LQR平衡
42.140,192.217,0.000,92.395,0.000,-4.312,-1.274,12.217,纯LQR平衡
42.160,192.151,-5.400,92.395,0.000,-3.321,-1.274,12.151,纯LQR平衡
42.180,192.129,0.000,92.395,0.000,-4.281,-1.274,12.129,纯LQR平衡
42.200,192.063,-5.400,92.395,0.000,-3.290,-1.274,12.063,纯LQR平衡
42.220,191.975,-0.600,92.395,0.000,-4.120,-1.274,11.975,纯LQR平衡
42.240,191.997,0.000,92.395,0.000,-4.235,-1.274,11.997,纯LQR平衡
42.260,191.997,0.000,92.395,0.000,-4.235,-1.274,11.997,纯LQR平衡
42.280,191.997,0.000,92.373,-4.800,-4.235,-0.400,11.997,纯LQR平衡
42.300,191.953,0.000,92.373,-0.600,-4.219,-1.165,11.953,纯LQR平衡
42.320,191.755,-10.800,92.395,4.800,-2.214,-2.147,11.755,纯LQR平衡
42.340,191.096,-57.000,92.395,0.000,6.298,-1.274,11.096,纯LQR平衡
42.360,189.932,-57.600,92.373,0.000,6.816,-1.274,9.932,纯LQR平衡
42.380,188.877,-57.600,92.373,0.000,7.189,-1.274,8.877,纯LQR平衡
42.400,187.537,-66.000,92.373,0.000,9.167,-1.274,7.537,纯LQR平衡
42.419,187.537,4.800,92.373,0.000,-3.521,-1.274,7.537,纯LQR平衡
42.439,187.537,0.000,92.373,0.000,-2.660,-1.274,7.537,纯LQR平衡
42.459,187.537,0.000,92.373,0.000,-2.660,-1.274,7.537,纯LQR平衡
42.479,187.515,-4.800,92.373,0.000,-1.792,-1.274,7.515,纯LQR平衡
42.500,187.471,-4.800,92.373,0.000,-1.777,-1.274,7.471,纯LQR平衡
42.520,187.493,5.400,92.373,4.800,-3.613,-2.147,7.493,纯LQR平衡
42.540,187.515,0.000,92.351,0.000,-2.653,-1.273,7.515,纯LQR平衡
42.560,187.537,-4.800,92.351,0.000,-1.800,-1.273,7.537,纯LQR平衡
42.580,187.537,-4.800,92.351,-5.400,-1.800,-0.291,7.537,纯LQR平衡
42.600,187.515,0.000,92.351,0.000,-2.653,-1.273,7.515,纯LQR平衡
42.619,187.471,0.000,92.351,0.000,-2.637,-1.273,7.471,纯LQR平衡
42.640,187.449,0.000,92.351,0.000,-2.629,-1.273,7.449,纯LQR平衡
42.660,187.405,0.000,92.351,0.000,-2.614,-1.273,7.405,纯LQR平衡
42.680,187.383,0.000,92.351,0.000,-2.606,-1.273,7.383,纯LQR平衡
42.699,187.383,4.800,92.351,0.000,-3.466,-1.273,7.383,纯LQR平衡
42.719,187.383,-5.400,92.329,0.000,-1.638,-1.273,7.383,纯LQR平衡
42.739,187.383,0.000,92.329,0.000,-2.606,-1.273,7.383,纯LQR平衡
42.759,187.361,0.000,92.329,0.000,-2.598,-1.273,7.361,纯LQR平衡
42.779,187.361,0.000,92.329,0.000,-2.598,-1.273,7.361,纯LQR平衡
42.799,187.361,5.400,92.329,0.000,-3.566,-1.273,7.361,纯LQR平衡
42.819,187.361,-4.800,92.329,0.000,-1.738,-1.273,7.361,纯LQR平衡
42.839,187.339,0.000,92.329,0.000,-2.591,-1.273,7.339,纯LQR平衡
42.859,187.339,0.000,92.329,0.000,-2.591,-1.273,7.339,纯LQR平衡
42.879,187.317,0.000,92.329,0.000,-2.583,-1.273,7.317,纯LQR平衡
42.899,187.295,0.000,92.307,0.000,-2.575,-1.273,7.295,纯LQR平衡
42.919,187.295,0.000,92.307,0.000,-2.575,-1.273,7.295,纯LQR平衡
42.939,187.273,0.000,92.307,0.000,-2.567,-1.273,7.273,纯LQR平衡
42.959,187.273,0.000,92.307,0.000,-2.567,-1.273,7.273,纯LQR平衡
42.979,187.251,0.000,92.307,0.000,-2.560,-1.273,7.251,纯LQR平衡
43.000,187.207,-10.800,92.307,0.000,-0.609,-1.273,7.207,纯LQR平衡
43.020,187.207,4.800,92.285,0.000,-3.404,-1.272,7.207,纯LQR平衡
43.040,187.185,0.000,92.285,0.000,-2.536,-1.272,7.185,纯LQR平衡
43.060,187.163,0.000,92.285,0.000,-2.529,-1.272,7.163,纯LQR平衡
43.080,187.163,0.000,92.285,0.000,-2.529,-1.272,7.163,纯LQR平衡
43.100,187.141,0.000,92.285,0.000,-2.521,-1.272,7.141,纯LQR平衡
43.120,187.119,-5.400,92.285,0.000,-1.545,-1.272,7.119,纯LQR平衡
43.140,187.119,-4.800,92.263,0.000,-1.653,-1.272,7.119,纯LQR平衡
43.159,187.119,0.000,92.263,0.000,-2.513,-1.272,7.119,纯LQR平衡
43.180,187.097,0.000,92.263,-4.800,-2.505,-0.399,7.097,纯LQR平衡
43.200,187.075,0.000,92.263,0.000,-2.497,-1.272,7.075,纯LQR平衡
43.220,187.075,0.000,92.263,0.000,-2.497,-1.272,7.075,纯LQR平衡
43.240,187.053,0.000,92.241,-4.800,-2.490,-0.399,7.053,纯LQR平衡
43.259,187.053,0.000,92.241,0.000,-2.490,-1.272,7.053,纯LQR平衡
43.279,187.053,0.000,92.241,0.000,-2.490,-1.272,7.053,纯LQR平衡
43.299,187.031,0.000,92.241,0.000,-2.482,-1.272,7.031,纯LQR平衡
43.319,187.009,-4.800,92.241,-4.800,-1.614,-0.399,7.009,纯LQR平衡
43.339,187.009,0.000,92.219,0.000,-2.474,-1.272,7.009,纯LQR平衡
43.359,186.987,0.000,92.219,0.000,-2.466,-1.272,6.987,纯LQR平衡
43.379,186.987,0.000,92.219,0.000,-2.466,-1.272,6.987,纯LQR平衡
43.399,186.965,0.000,92.219,-5.400,-2.459,-0.289,6.965,纯LQR平衡
43.419,186.965,0.000,92.197,0.000,-2.459,-1.271,6.965,纯LQR平衡
43.439,186.965,4.800,92.197,0.000,-3.319,-1.271,6.965,纯LQR平衡
43.459,186.965,0.000,92.197,0.000,-2.459,-1.271,6.965,纯LQR平衡
43.479,186.987,5.400,92.175,0.000,-3.434,-1.271,6.987,纯LQR平衡
43.499,187.031,10.800,92.175,0.000,-4.417,-1.271,7.031,纯LQR平衡
43.519,187.295,26.400,92.153,-5.400,-7.306,-0.288,7.295,纯LQR平衡
43.539,187.976,75.600,92.109,-4.800,-16.363,-0.397,7.976,纯LQR平衡
43.559,191.272,216.600,89.011,-428.400,-42.794,76.702,11.272,纯LQR平衡
43.579,196.633,276.000,85.803,-7.200,-55.331,0.127,16.633,纯LQR平衡
43.599,202.544,312.000,85.913,0.000,-63.869,-1.185,22.544,纯LQR平衡
43.620,207.576,219.000,85.913,0.000,-48.979,-1.185,27.576,纯LQR平衡
43.639,212.300,243.000,85.913,0.000,-54.948,-1.185,32.300,纯LQR平衡
43.659,217.024,279.600,85.913,0.000,-63.174,-1.185,37.024,纯LQR平衡
43.679,222.078,228.600,85.913,5.400,-55.819,-2.167,42.078,纯LQR平衡
43.699,226.318,197.400,85.913,0.000,-51.724,-1.185,46.318,纯LQR平衡
43.719,229.966,135.000,85.913,0.000,-41.830,-1.185,49.966,纯LQR平衡
43.739,232.119,92.400,85.913,-4.800,-34.956,-0.311,52.119,纯LQR平衡
43.759,234.119,88.800,85.913,0.000,-35.017,-1.185,54.119,纯LQR平衡
43.779,235.261,12.600,85.913,0.000,-21.765,-1.185,55.261,纯LQR平衡
43.800,235.042,-28.800,85.913,0.000,-14.268,-1.185,55.042,纯LQR平衡
43.819,232.559,-245.400,85.891,0.000,25.423,-1.184,52.559,纯LQR平衡
43.839,225.022,-456.000,85.891,0.000,65.824,-1.184,45.022,纯LQR平衡
43.859,212.915,-733.200,85.891,-4.800,119.772,-0.311,32.915,纯LQR平衡
43.880,191.821,-1371.000,85.891,0.000,180.000,-1.184,11.821,纯LQR平衡
43.900,165.762,-892.200,85.891,0.000,164.910,-1.184,14.238,纯LQR平衡
43.920,160.422,59.400,85.891,0.000,-3.734,-1.184,19.578,纯LQR平衡
43.940,164.004,135.600,85.869,4.800,-18.653,-2.057,15.996,纯LQR平衡
43.960,164.861,-5.400,85.869,0.000,6.312,-1.184,15.139,纯LQR平衡
43.979,164.861,0.000,85.869,0.000,5.344,-1.184,15.139,纯LQR平衡
44.000,164.883,0.000,85.869,0.000,5.336,-1.184,15.117,纯LQR平衡
44.019,164.949,0.000,85.847,-4.800,5.313,-0.311,15.051,纯LQR平衡
44.039,164.993,0.000,85.847,0.000,5.297,-1.184,15.007,纯LQR平衡
44.059,165.015,0.000,85.847,0.000,5.290,-1.184,14.985,纯LQR平衡
44.080,165.015,0.000,85.847,0.000,5.290,-1.184,14.985,纯LQR平衡
44.100,164.993,0.000,85.847,0.000,5.297,-1.184,15.007,纯LQR平衡
44.119,164.993,4.800,85.847,0.000,4.437,-1.184,15.007,纯LQR平衡
44.139,165.037,10.800,85.825,0.000,3.347,-1.183,14.963,纯LQR平衡
44.159,166.531,88.200,85.825,0.000,-11.051,-1.183,13.469,纯LQR平衡
44.179,167.520,0.600,85.825,-4.800,4.298,-0.310,12.480,纯LQR平衡
44.199,167.498,0.000,85.825,0.000,4.413,-1.183,12.502,纯LQR平衡
44.219,167.520,0.000,85.803,0.000,4.406,-1.183,12.480,纯LQR平衡
44.239,167.563,5.400,85.803,0.000,3.422,-1.183,12.437,纯LQR平衡
44.259,167.739,10.800,85.803,0.000,2.393,-1.183,12.261,纯LQR平衡
44.279,167.871,1.800,85.781,0.000,3.959,-1.183,12.129,纯LQR平衡
44.299,167.981,5.400,85.781,-4.800,3.275,-0.310,12.019,纯LQR平衡
44.319,168.113,16.200,85.759,0.000,1.293,-1.182,11.887,纯LQR平衡
44.339,168.289,6.000,85.759,0.000,3.059,-1.182,11.711,纯LQR平衡
44.359,168.376,16.200,85.759,-5.400,1.200,-0.200,11.624,纯LQR平衡
44.379,168.442,0.600,85.759,0.000,3.972,-1.182,11.558,纯LQR平衡
44.400,168.838,46.200,85.759,0.000,-4.339,-1.182,11.162,纯LQR平衡
44.419,170.068,0.000,85.759,0.000,3.506,-1.182,9.932,纯LQR平衡
44.440,170.596,123.600,85.737,-5.400,-18.830,-0.200,9.404,纯LQR平衡
44.460,170.420,0.000,85.759,0.000,3.382,-1.182,9.580,纯LQR平衡
44.480,170.530,16.800,85.737,0.000,0.332,-1.182,9.470,纯LQR平衡
44.500,170.596,10.200,85.737,0.000,1.492,-1.182,9.404,纯LQR平衡
44.520,170.618,0.000,85.693,0.000,3.312,-1.182,9.382,纯LQR平衡
44.539,170.618,0.000,85.671,0.000,3.312,-1.181,9.382,纯LQR平衡
44.559,170.596,0.000,85.649,0.000,3.320,-1.181,9.404,纯LQR平衡
44.580,170.618,0.000,85.649,0.000,3.312,-1.181,9.382,纯LQR平衡
44.600,170.640,0.000,85.627,0.000,3.304,-1.181,9.360,纯LQR平衡
44.620,170.684,34.800,85.649,4.800,-2.948,-2.054,9.316,纯LQR平衡
44.640,170.530,0.000,85.649,0.000,3.343,-1.181,9.470,纯LQR平衡
44.660,170.596,0.000,85.627,0.000,3.320,-1.181,9.404,纯LQR平衡
44.680,170.662,0.000,85.627,0.000,3.296,-1.181,9.338,纯LQR平衡
44.700,170.750,0.000,85.605,4.800,3.265,-2.053,9.250,纯LQR平衡
44.720,170.728,0.000,85.627,-5.400,3.273,-0.198,9.272,纯LQR平衡
44.740,170.706,-0.600,85.627,0.000,3.388,-1.181,9.294,纯LQR平衡
44.760,170.837,28.800,85.627,0.000,-1.927,-1.181,9.163,纯LQR平衡
44.780,170.881,-4.800,85.627,0.000,4.079,-1.181,9.119,纯LQR平衡
44.800,170.903,0.000,85.627,0.000,3.211,-1.181,9.097,纯LQR平衡
44.819,170.925,0.000,85.627,4.800,3.203,-2.054,9.075,纯LQR平衡
44.839,170.925,0.000,85.627,0.000,3.203,-1.181,9.075,纯LQR平衡
44.860,170.881,-0.600,85.649,0.000,3.326,-1.181,9.119,纯LQR平衡
44.880,170.837,0.000,85.671,0.000,3.234,-1.181,9.163,纯LQR平衡
44.900,170.793,0.000,85.671,0.000,3.250,-1.181,9.207,纯LQR平衡
44.920,170.859,5.400,85.671,0.000,2.259,-1.181,9.141,纯LQR平衡
44.940,170.991,10.800,85.649,0.000,1.245,-1.181,9.009,纯LQR平衡
44.960,171.365,35.400,85.649,0.000,-3.296,-1.181,8.635,纯LQR平衡
44.980,172.244,51.600,85.649,0.000,-6.509,-1.181,7.756,纯LQR平衡
45.000,173.364,48.000,85.649,0.000,-6.259,-1.181,6.636,纯LQR平衡
45.020,174.133,19.200,85.649,0.000,-1.370,-1.181,5.867,纯LQR平衡
45.040,174.177,0.000,85.649,0.000,2.055,-1.181,5.823,纯LQR平衡
