时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°),策略
32.139,154.072,-28.800,124.036,0.000,14.313,-1.710,25.928,纯LQR平衡
32.159,153.457,-46.200,124.036,0.000,17.649,-1.710,26.543,纯LQR平衡
32.179,152.095,-73.200,124.036,0.000,22.968,-1.710,27.905,纯LQR平衡
32.199,150.227,-94.800,124.036,0.000,27.498,-1.710,29.773,纯LQR平衡
32.219,148.799,-60.600,124.036,0.000,21.873,-1.710,31.201,纯LQR平衡
32.239,147.942,-45.600,124.036,0.000,19.488,-1.710,32.058,纯LQR平衡
32.259,147.458,-17.400,124.014,0.000,14.605,-1.710,32.542,纯LQR平衡
32.279,147.458,0.000,124.014,0.000,11.487,-1.710,32.542,纯LQR平衡
32.299,147.458,0.000,124.014,0.000,11.487,-1.710,32.542,纯LQR平衡
32.319,147.393,-4.800,124.014,4.800,12.370,-2.583,32.607,纯LQR平衡
32.339,147.327,0.000,124.014,0.000,11.533,-1.710,32.673,纯LQR平衡
32.359,146.777,-41.400,124.014,0.000,19.146,-1.710,33.223,纯LQR平衡
32.380,145.635,-42.000,124.014,0.000,19.657,-1.710,34.365,纯LQR平衡
32.399,145.042,-1.200,123.992,0.000,12.555,-1.710,34.958,纯LQR平衡
32.419,145.085,1.200,123.992,0.000,12.110,-1.710,34.915,纯LQR平衡
32.439,145.151,0.000,123.992,0.000,12.301,-1.710,34.849,纯LQR平衡
32.460,145.107,-0.600,123.992,0.000,12.424,-1.710,34.893,纯LQR平衡
32.479,144.844,-16.800,123.992,0.000,15.420,-1.710,35.156,纯LQR平衡
32.499,144.558,0.000,123.992,0.000,12.511,-1.710,35.442,纯LQR平衡
32.519,144.668,10.800,123.992,0.000,10.537,-1.710,35.332,纯LQR平衡
32.539,144.712,0.000,123.992,0.000,12.456,-1.710,35.288,纯LQR平衡
32.559,144.690,0.000,123.970,0.000,12.464,-1.709,35.310,纯LQR平衡
32.579,144.646,-4.800,123.970,0.000,13.340,-1.709,35.354,纯LQR平衡
32.599,144.624,0.600,123.970,-4.800,12.380,-0.836,35.376,纯LQR平衡
32.619,144.712,4.800,123.970,4.200,11.596,-2.473,35.288,纯LQR平衡
32.639,144.778,0.000,123.970,0.000,12.433,-1.709,35.222,纯LQR平衡
32.659,144.822,0.000,123.948,-4.800,12.418,-0.836,35.178,纯LQR平衡
32.679,144.910,0.000,123.948,-5.400,12.387,-0.727,35.090,纯LQR平衡
32.699,144.976,4.800,123.948,4.800,11.503,-2.582,35.024,纯LQR平衡
32.719,145.042,4.800,123.948,0.000,11.480,-1.709,34.958,纯LQR平衡
32.739,145.195,10.800,123.948,-4.800,10.350,-0.836,34.805,纯LQR平衡
32.759,145.569,24.600,123.948,0.000,7.746,-1.709,34.431,纯LQR平衡
32.779,145.898,6.000,123.948,0.000,10.962,-1.709,34.102,纯LQR平衡
32.799,146.228,22.800,123.926,0.000,7.835,-1.709,33.772,纯LQR平衡
32.819,147.283,92.400,123.926,0.000,-5.009,-1.709,32.717,纯LQR平衡
32.839,148.733,41.400,123.926,0.000,3.618,-1.709,31.267,纯LQR平衡
32.859,148.997,6.000,123.926,0.000,9.869,-1.709,31.003,纯LQR平衡
32.879,149.106,0.600,123.904,0.000,10.798,-1.708,30.894,纯LQR平衡
32.899,149.304,11.400,123.904,0.000,8.792,-1.708,30.696,纯LQR平衡
32.919,149.963,87.600,123.904,0.000,-5.095,-1.708,30.037,纯LQR平衡
32.939,152.161,169.800,123.882,0.000,-20.601,-1.708,27.839,纯LQR平衡
32.959,156.665,227.400,123.882,0.000,-32.513,-1.708,23.335,纯LQR平衡
32.979,166.553,860.400,123.860,0.000,-149.438,-1.708,13.447,纯LQR平衡
32.999,185.867,849.000,123.794,0.000,-154.213,-1.707,5.867,纯LQR平衡
33.019,200.039,577.800,119.004,-231.000,-110.616,40.380,20.039,纯LQR平衡
33.039,205.576,45.000,115.796,-45.000,-17.092,6.589,25.576,纯LQR平衡
33.059,205.752,22.800,115.730,0.000,-13.176,-1.596,25.752,纯LQR平衡
33.079,205.818,0.000,115.752,0.000,-9.114,-1.596,25.818,纯LQR平衡
33.099,205.730,-4.800,115.730,-4.800,-8.222,-0.723,25.730,纯LQR平衡
33.119,205.686,0.000,115.730,-5.400,-9.067,-0.613,25.686,纯LQR平衡
33.139,205.642,0.000,115.730,-10.200,-9.051,0.260,25.642,纯LQR平衡
33.159,205.576,-5.400,115.752,-5.400,-8.061,-0.614,25.576,纯LQR平衡
33.179,205.510,0.000,115.730,0.000,-9.005,-1.596,25.510,纯LQR平衡
33.199,205.378,-5.400,115.730,0.000,-7.991,-1.596,25.378,纯LQR平衡
33.219,205.115,-11.400,115.752,0.000,-6.822,-1.596,25.115,纯LQR平衡
33.239,204.631,-34.200,115.752,0.000,-2.566,-1.596,24.631,纯LQR平衡
33.259,204.148,-6.600,115.730,0.000,-7.341,-1.596,24.148,纯LQR平衡
33.279,203.972,-5.400,115.730,0.000,-7.494,-1.596,23.972,纯LQR平衡
33.299,203.796,-1.200,115.730,0.000,-8.185,-1.596,23.796,纯LQR平衡
33.319,203.599,-11.400,115.730,0.000,-6.287,-1.596,23.599,纯LQR平衡
33.339,203.115,-35.400,115.730,0.000,-1.816,-1.596,23.115,纯LQR平衡
33.359,202.390,-11.400,115.708,0.000,-5.861,-1.595,22.390,纯LQR平衡
33.379,202.346,0.000,115.708,0.000,-7.888,-1.595,22.346,纯LQR平衡
33.400,202.236,-6.600,115.708,0.000,-6.667,-1.595,22.236,纯LQR平衡
33.419,202.104,-5.400,115.708,0.000,-6.835,-1.595,22.104,纯LQR平衡
33.439,201.995,-10.800,115.686,0.000,-5.829,-1.595,21.995,纯LQR平衡
33.459,201.907,-10.200,115.686,0.000,-5.905,-1.595,21.907,纯LQR平衡
33.479,201.819,-5.400,115.664,-5.400,-6.734,-0.612,21.819,纯LQR平衡
33.499,201.313,-70.200,115.664,-4.800,5.056,-0.722,21.313,纯LQR平衡
33.519,200.039,-22.800,115.664,0.000,-2.988,-1.595,20.039,纯LQR平衡
33.539,199.929,0.000,115.664,0.000,-7.035,-1.595,19.929,纯LQR平衡
33.559,199.797,-10.800,115.642,0.000,-5.053,-1.594,19.797,纯LQR平衡
33.579,199.622,-5.400,115.642,0.000,-5.959,-1.594,19.622,纯LQR平衡
33.599,199.446,-16.800,115.642,0.000,-3.854,-1.594,19.446,纯LQR平衡
33.620,198.215,-120.000,115.642,0.000,15.074,-1.594,18.215,纯LQR平衡
33.639,196.699,-24.600,115.642,0.000,-1.486,-1.594,16.699,纯LQR平衡
33.659,196.699,0.000,115.642,0.000,-5.895,-1.594,16.699,纯LQR平衡
33.679,196.677,-4.800,115.620,0.000,-5.027,-1.594,16.677,纯LQR平衡
33.699,196.633,-4.800,115.620,0.000,-5.011,-1.594,16.633,纯LQR平衡
33.720,196.501,-6.000,115.620,0.000,-4.750,-1.594,16.501,纯LQR平衡
33.739,196.414,-5.400,115.620,0.000,-4.826,-1.594,16.414,纯LQR平衡
33.759,196.370,-10.200,115.598,-5.400,-3.951,-0.612,16.370,纯LQR平衡
33.779,196.326,0.000,115.598,0.000,-5.763,-1.594,16.326,纯LQR平衡
33.799,196.282,-5.400,115.598,0.000,-4.780,-1.594,16.282,纯LQR平衡
33.819,196.238,-5.400,115.598,0.000,-4.764,-1.594,16.238,纯LQR平衡
33.839,196.172,-0.600,115.576,0.000,-5.601,-1.594,16.172,纯LQR平衡
33.859,196.106,0.000,115.576,0.000,-5.685,-1.594,16.106,纯LQR平衡
33.879,196.040,-4.800,115.576,0.000,-4.802,-1.594,16.040,纯LQR平衡
33.899,195.908,-6.600,115.554,-4.800,-4.433,-0.720,15.908,纯LQR平衡
33.919,194.084,-114.000,115.554,0.000,15.457,-1.593,14.084,纯LQR平衡
33.939,192.854,-17.400,115.554,0.000,-1.419,-1.593,12.854,纯LQR平衡
33.959,192.854,0.000,115.554,0.000,-4.537,-1.593,12.854,纯LQR平衡
33.979,192.832,-0.600,115.554,0.000,-4.422,-1.593,12.832,纯LQR平衡
33.999,192.744,-10.200,115.532,0.000,-2.671,-1.593,12.744,纯LQR平衡
34.020,192.634,-11.400,115.532,0.000,-2.417,-1.593,12.634,纯LQR平衡
34.040,192.590,0.000,115.510,0.000,-4.444,-1.593,12.590,纯LQR平衡
34.060,192.546,0.000,115.510,-4.800,-4.429,-0.720,12.546,纯LQR平衡
34.080,192.524,0.000,115.510,0.000,-4.421,-1.593,12.524,纯LQR平衡
34.100,192.480,0.000,115.510,0.000,-4.406,-1.593,12.480,纯LQR平衡
34.120,192.437,0.000,115.510,0.000,-4.390,-1.593,12.437,纯LQR平衡
34.139,192.371,-10.800,115.488,0.000,-2.431,-1.592,12.371,纯LQR平衡
34.160,192.327,0.000,115.488,0.000,-4.351,-1.592,12.327,纯LQR平衡
34.179,192.261,0.000,115.488,0.000,-4.328,-1.592,12.261,纯LQR平衡
34.199,192.173,-10.200,115.466,0.000,-2.469,-1.592,12.173,纯LQR平衡
34.219,191.711,-72.600,115.466,0.000,8.876,-1.592,11.711,纯LQR平衡
34.239,188.481,-129.600,115.466,0.000,20.231,-1.592,8.481,纯LQR平衡
34.259,187.405,10.200,115.444,0.000,-4.442,-1.592,7.405,纯LQR平衡
34.279,187.449,0.000,115.444,0.000,-2.629,-1.592,7.449,纯LQR平衡
34.300,187.449,0.000,115.444,0.000,-2.629,-1.592,7.449,纯LQR平衡
34.320,187.449,0.000,115.444,0.000,-2.629,-1.592,7.449,纯LQR平衡
34.340,187.471,0.000,115.444,0.000,-2.637,-1.592,7.471,纯LQR平衡
34.360,187.449,0.000,115.422,0.000,-2.629,-1.591,7.449,纯LQR平衡
34.380,187.449,0.000,115.422,0.000,-2.629,-1.591,7.449,纯LQR平衡
34.400,187.449,0.000,115.422,0.000,-2.629,-1.591,7.449,纯LQR平衡
34.420,187.427,-5.400,115.422,4.800,-1.654,-2.465,7.427,纯LQR平衡
34.440,187.339,-0.600,115.400,0.000,-2.483,-1.591,7.339,纯LQR平衡
34.460,187.163,-10.200,115.400,0.000,-0.701,-1.591,7.163,纯LQR平衡
34.480,187.031,0.000,115.400,0.000,-2.482,-1.591,7.031,纯LQR平衡
34.500,186.987,-5.400,115.400,-4.800,-1.499,-0.718,6.987,纯LQR平衡
34.520,186.987,0.000,115.400,0.000,-2.466,-1.591,6.987,纯LQR平衡
34.540,186.965,0.000,115.378,0.000,-2.459,-1.591,6.965,纯LQR平衡
34.560,186.943,-4.800,115.378,0.000,-1.591,-1.591,6.943,纯LQR平衡
34.580,186.921,0.000,115.378,0.000,-2.443,-1.591,6.921,纯LQR平衡
34.600,186.921,4.800,115.378,0.000,-3.303,-1.591,6.921,纯LQR平衡
34.620,186.943,0.000,115.378,0.000,-2.451,-1.591,6.943,纯LQR平衡
34.640,186.943,4.800,115.378,0.000,-3.311,-1.591,6.943,纯LQR平衡
34.660,186.987,4.800,115.356,0.000,-3.327,-1.591,6.987,纯LQR平衡
34.680,187.009,4.800,115.356,5.400,-3.334,-2.573,7.009,纯LQR平衡
34.700,186.768,-23.400,115.356,0.000,1.804,-1.591,6.768,纯LQR平衡
34.720,185.427,-73.800,115.356,0.000,11.309,-1.591,5.427,纯LQR平衡
34.740,182.878,-192.000,115.356,0.000,33.391,-1.591,2.878,纯LQR平衡
34.760,178.901,-161.400,115.356,5.400,29.311,-2.573,1.099,纯LQR平衡
34.779,176.265,-127.800,115.334,0.000,24.221,-1.590,3.735,纯LQR平衡
34.799,173.826,-118.200,115.334,0.000,23.361,-1.590,6.174,纯LQR平衡
34.819,171.628,-81.600,115.312,-4.800,17.578,-0.717,8.372,纯LQR平衡
34.839,170.288,-60.600,115.334,0.000,14.288,-1.590,9.712,纯LQR平衡
34.859,168.596,-109.800,115.334,0.000,23.702,-1.590,11.404,纯LQR平衡
34.879,166.245,-123.000,115.334,0.000,26.897,-1.590,13.755,纯LQR平衡
34.899,164.048,-98.400,115.312,0.000,23.264,-1.590,15.952,纯LQR平衡
34.919,161.960,-103.200,115.312,0.000,24.861,-1.590,18.040,纯LQR平衡
34.939,159.785,-115.200,115.312,0.000,27.780,-1.590,20.215,纯LQR平衡
34.959,157.368,-133.800,115.312,0.000,31.966,-1.590,22.632,纯LQR平衡
34.979,154.468,-140.400,115.312,0.000,34.173,-1.590,25.532,纯LQR平衡
34.999,151.589,-156.000,115.291,0.000,37.984,-1.590,28.411,纯LQR平衡
35.019,148.645,-117.000,115.312,0.000,32.035,-1.590,31.355,纯LQR平衡
35.039,147.019,-68.400,115.291,0.000,23.899,-1.590,32.981,纯LQR平衡
35.059,145.129,-105.600,115.291,-4.800,31.233,-0.716,34.871,纯LQR平衡
35.079,143.174,-80.400,115.291,0.000,27.407,-1.590,36.826,纯LQR平衡
35.099,141.570,-88.200,115.291,0.000,29.371,-1.590,38.430,纯LQR平衡
35.119,139.790,-78.000,115.291,0.000,28.172,-1.590,40.210,纯LQR平衡
35.139,138.538,-42.600,115.291,0.000,22.270,-1.590,41.462,纯LQR平衡
35.160,137.791,-43.200,115.291,0.000,22.641,-1.590,42.209,纯LQR平衡
35.179,136.582,-63.600,115.291,0.000,26.723,-1.590,43.418,纯LQR平衡
35.199,135.615,-25.200,115.291,0.000,20.183,-1.590,44.385,纯LQR平衡
35.219,135.725,22.800,115.291,0.000,11.543,-1.590,44.275,纯LQR平衡
35.239,136.340,43.200,115.269,0.000,7.670,-1.589,43.660,纯LQR平衡
35.259,137.065,22.200,115.269,0.000,11.177,-1.589,42.935,纯LQR平衡
35.279,137.109,0.000,115.269,0.000,15.140,-1.589,42.891,纯LQR平衡
35.299,137.109,0.000,115.269,0.000,15.140,-1.589,42.891,纯LQR平衡
35.319,137.285,16.800,115.269,0.000,12.067,-1.589,42.715,纯LQR平衡
35.339,137.439,-4.800,115.269,0.000,15.884,-1.589,42.561,纯LQR平衡
35.359,137.417,0.000,115.269,0.000,15.031,-1.589,42.583,纯LQR平衡
35.379,137.241,-10.800,115.247,0.000,17.029,-1.589,42.759,纯LQR平衡
35.399,137.087,-0.600,115.247,0.000,15.255,-1.589,42.913,纯LQR平衡
35.419,137.109,0.000,115.247,-4.800,15.140,-0.716,42.891,纯LQR平衡
35.439,137.131,0.000,115.247,5.400,15.132,-2.571,42.869,纯LQR平衡
35.459,137.153,0.000,115.247,0.000,15.125,-1.589,42.847,纯LQR平衡
35.479,137.175,0.000,115.247,4.800,15.117,-2.462,42.825,纯LQR平衡
35.499,137.241,0.600,115.247,0.000,14.986,-1.589,42.759,纯LQR平衡
35.519,137.329,5.400,115.225,0.000,14.095,-1.589,42.671,纯LQR平衡
35.539,137.417,0.600,115.225,0.000,14.924,-1.589,42.583,纯LQR平衡
35.559,137.461,5.400,115.225,0.000,14.048,-1.589,42.539,纯LQR平衡
35.579,137.549,0.600,115.225,0.000,14.877,-1.589,42.451,纯LQR平衡
35.599,137.747,16.800,115.225,0.000,11.905,-1.589,42.253,纯LQR平衡
35.619,137.922,10.800,115.203,0.000,12.918,-1.588,42.078,纯LQR平衡
35.639,138.186,22.800,115.203,0.000,10.674,-1.588,41.814,纯LQR平衡
35.659,138.867,37.200,115.203,0.000,7.853,-1.588,41.133,纯LQR平衡
35.679,140.669,164.400,115.181,0.000,-15.577,-1.588,39.331,纯LQR平衡
35.699,160.444,1534.200,115.159,0.000,-180.000,-1.588,19.556,纯LQR平衡
35.719,192.942,1414.200,115.049,-16.800,-180.000,1.470,12.942,纯LQR平衡
35.739,214.080,753.600,108.479,-391.200,-147.076,69.666,34.080,纯LQR平衡
35.759,223.682,265.200,105.491,1.200,-62.944,-1.673,43.682,纯LQR平衡
35.779,224.385,-12.600,105.710,0.000,-13.410,-1.458,44.385,纯LQR平衡
35.799,223.857,-16.800,105.710,0.000,-12.471,-1.458,43.857,纯LQR平衡
35.819,223.396,-29.400,105.710,0.000,-10.050,-1.458,43.396,纯LQR平衡
35.839,222.627,-35.400,105.710,0.000,-8.703,-1.458,42.627,纯LQR平衡
35.859,221.946,-25.200,105.688,0.000,-10.291,-1.457,41.946,纯LQR平衡
35.879,221.155,-51.000,105.688,0.000,-5.388,-1.457,41.155,纯LQR平衡
35.899,220.496,-28.200,105.710,0.000,-9.241,-1.458,40.496,纯LQR平衡
35.919,220.232,-17.400,105.688,0.000,-11.083,-1.457,40.232,纯LQR平衡
35.939,219.836,-36.000,105.688,0.000,-7.611,-1.457,39.836,纯LQR平衡
35.959,218.606,-68.400,105.688,5.400,-1.370,-2.440,38.606,纯LQR平衡
35.979,217.925,-17.400,105.688,4.800,-10.269,-2.330,37.925,纯LQR平衡
35.999,217.727,-10.800,105.688,0.000,-11.382,-1.457,37.727,纯LQR平衡
36.019,217.244,-42.000,105.688,0.000,-5.620,-1.457,37.244,纯LQR平衡
36.039,215.574,-82.800,105.667,0.000,2.281,-1.457,35.574,纯LQR平衡
36.059,214.211,-65.400,105.667,0.000,-0.357,-1.457,34.211,纯LQR平衡
36.079,213.464,-28.200,105.667,0.000,-6.759,-1.457,33.464,纯LQR平衡
36.099,213.113,-17.400,105.667,0.000,-8.570,-1.457,33.113,纯LQR平衡
36.119,212.783,-7.200,105.667,0.000,-10.282,-1.457,32.783,纯LQR平衡
36.139,211.882,-79.200,105.667,0.000,2.939,-1.457,31.882,纯LQR平衡
36.159,211.025,-5.400,105.645,0.000,-9.984,-1.457,31.025,纯LQR平衡
36.179,210.938,-6.000,105.645,0.000,-9.846,-1.457,30.938,纯LQR平衡
36.199,210.740,-0.600,105.645,-4.800,-10.743,-0.583,30.740,纯LQR平衡
36.219,210.454,-17.400,105.645,0.000,-7.632,-1.457,30.454,纯LQR平衡
36.239,209.268,-72.000,105.645,0.000,2.571,-1.457,29.268,纯LQR平衡
36.259,208.191,-20.400,105.645,0.000,-6.295,-1.457,28.191,纯LQR平衡
36.279,207.773,-17.400,105.645,0.000,-6.686,-1.457,27.773,纯LQR平衡
36.300,207.488,-21.600,105.645,0.000,-5.832,-1.457,27.488,纯LQR平衡
36.319,207.070,-34.200,105.623,0.000,-3.427,-1.456,27.070,纯LQR平衡
36.339,205.862,-61.800,105.623,0.000,1.946,-1.456,25.862,纯LQR平衡
36.359,205.027,-23.400,105.623,0.000,-4.641,-1.456,25.027,纯LQR平衡
36.379,204.895,-5.400,105.623,0.000,-7.820,-1.456,24.895,纯LQR平衡
36.399,204.741,-6.000,105.623,0.000,-7.658,-1.456,24.741,纯LQR平衡
36.420,204.587,-6.000,105.601,-4.800,-7.604,-0.583,24.587,纯LQR平衡
36.439,204.368,-12.000,105.601,0.000,-6.451,-1.456,24.368,纯LQR平衡
36.460,203.401,-87.600,105.601,-4.800,7.438,-0.583,23.401,纯LQR平衡
36.479,202.720,0.000,105.601,0.000,-8.020,-1.456,22.720,纯LQR平衡
36.500,202.632,-15.600,105.601,0.000,-5.193,-1.456,22.632,纯LQR平衡
36.520,202.434,-10.200,105.601,0.000,-6.091,-1.456,22.434,纯LQR平衡
36.540,202.214,-16.800,105.601,0.000,-4.831,-1.456,22.214,纯LQR平衡
36.559,201.577,-48.600,105.579,0.000,1.093,-1.456,21.577,纯LQR平衡
36.579,200.610,-22.800,105.579,-5.400,-3.190,-0.473,20.610,纯LQR平衡
36.599,200.435,-16.200,105.579,0.000,-4.310,-1.456,20.435,纯LQR平衡
36.619,200.369,0.000,105.579,0.000,-7.190,-1.456,20.369,纯LQR平衡
36.639,200.347,-0.600,105.579,0.000,-7.075,-1.456,20.347,纯LQR平衡
36.659,200.303,-4.800,105.557,0.000,-6.307,-1.455,20.303,纯LQR平衡
36.679,200.237,0.000,105.557,0.000,-7.143,-1.455,20.237,纯LQR平衡
36.699,200.149,0.000,105.557,0.000,-7.112,-1.455,20.149,纯LQR平衡
36.719,200.039,0.000,105.557,0.000,-7.074,-1.455,20.039,纯LQR平衡
36.739,199.951,-10.800,105.557,0.000,-5.107,-1.455,19.951,纯LQR平衡
36.759,198.918,-177.600,105.557,0.000,25.148,-1.455,18.918,纯LQR平衡
36.780,196.370,-42.000,105.535,0.000,1.748,-1.455,16.370,纯LQR平衡
36.799,196.304,0.000,105.535,0.000,-5.755,-1.455,16.304,纯LQR平衡
36.819,196.282,0.000,105.535,0.000,-5.747,-1.455,16.282,纯LQR平衡
36.839,196.216,-6.600,105.535,0.000,-4.541,-1.455,16.216,纯LQR平衡
36.859,196.062,-5.400,105.535,0.000,-4.702,-1.455,16.062,纯LQR平衡
36.879,195.996,-4.800,105.535,0.000,-4.786,-1.455,15.996,纯LQR平衡
36.899,195.930,0.000,105.513,0.000,-5.623,-1.455,15.930,纯LQR平衡
36.919,195.842,-10.800,105.513,0.000,-3.657,-1.455,15.842,纯LQR平衡
36.939,195.776,0.000,105.513,-4.800,-5.569,-0.582,15.776,纯LQR平衡
36.959,195.710,-5.400,105.513,0.000,-4.578,-1.455,15.710,纯LQR平衡
36.979,195.623,0.000,105.513,0.000,-5.515,-1.455,15.623,纯LQR平衡
36.999,195.491,-11.400,105.513,4.800,-3.425,-2.328,15.491,纯LQR平衡
37.019,194.480,-108.000,105.491,0.000,14.242,-1.455,14.480,纯LQR平衡
37.039,193.645,0.000,105.491,0.000,-4.817,-1.455,13.645,纯LQR平衡
37.059,193.645,0.000,105.491,0.000,-4.817,-1.455,13.645,纯LQR平衡
37.079,193.579,-5.400,105.491,0.000,-3.826,-1.455,13.579,纯LQR平衡
37.099,193.469,0.000,105.491,0.000,-4.755,-1.455,13.469,纯LQR平衡
37.120,193.381,0.000,105.491,0.000,-4.724,-1.455,13.381,纯LQR平衡
37.139,193.271,0.000,105.469,0.000,-4.685,-1.454,13.271,纯LQR平衡
37.159,193.140,-10.200,105.469,0.000,-2.810,-1.454,13.140,纯LQR平衡
37.179,193.074,0.000,105.469,0.000,-4.615,-1.454,13.074,纯LQR平衡
37.199,193.030,-5.400,105.469,0.000,-3.632,-1.454,13.030,纯LQR平衡
37.219,192.876,-6.000,105.469,4.800,-3.470,-2.327,12.876,纯LQR平衡
37.239,192.393,-46.200,105.447,0.000,3.905,-1.454,12.393,纯LQR平衡
37.259,190.745,-67.200,105.447,0.000,8.250,-1.454,10.745,纯LQR平衡
37.279,189.492,-43.200,105.447,0.000,4.391,-1.454,9.492,纯LQR平衡
37.299,188.965,-16.800,105.447,0.000,-0.154,-1.454,8.965,纯LQR平衡
37.319,188.855,-4.800,105.447,0.000,-2.266,-1.454,8.855,纯LQR平衡
37.339,188.789,-0.600,105.447,0.000,-2.995,-1.454,8.789,纯LQR平衡
37.359,188.723,-10.200,105.447,0.000,-1.251,-1.454,8.723,纯LQR平衡
37.379,188.657,0.000,105.447,0.000,-3.056,-1.454,8.657,纯LQR平衡
37.400,188.569,0.000,105.425,0.000,-3.025,-1.454,8.569,纯LQR平衡
37.419,188.481,0.000,105.425,0.000,-2.994,-1.454,8.481,纯LQR平衡
37.439,188.459,0.000,105.425,0.000,-2.986,-1.454,8.459,纯LQR平衡
37.459,188.459,0.000,105.425,5.400,-2.986,-2.436,8.459,纯LQR平衡
37.480,188.438,0.000,105.425,-4.800,-2.978,-0.580,8.438,纯LQR平衡
37.500,188.394,-5.400,105.425,0.000,-1.995,-1.454,8.394,纯LQR平衡
37.519,188.372,0.000,105.425,0.000,-2.955,-1.454,8.372,纯LQR平衡
37.540,188.350,0.000,105.425,0.000,-2.947,-1.454,8.350,纯LQR平衡
37.559,188.284,-5.400,105.403,0.000,-1.956,-1.453,8.284,纯LQR平衡
37.579,188.196,-4.800,105.403,0.000,-2.033,-1.453,8.196,纯LQR平衡
37.599,188.108,-10.200,105.403,-5.400,-1.034,-0.471,8.108,纯LQR平衡
37.619,187.778,-36.000,105.403,-4.800,3.706,-0.580,7.778,纯LQR平衡
37.639,186.130,-33.600,105.403,0.000,3.857,-1.453,6.130,纯LQR平衡
37.659,185.977,0.000,105.403,0.000,-2.110,-1.453,5.977,纯LQR平衡
37.679,185.999,0.000,105.403,0.000,-2.117,-1.453,5.999,纯LQR平衡
37.699,185.999,0.000,105.403,0.000,-2.117,-1.453,5.999,纯LQR平衡
37.719,186.021,0.000,105.403,0.000,-2.125,-1.453,6.021,纯LQR平衡
37.739,185.999,0.000,105.381,-4.800,-2.117,-0.580,5.999,纯LQR平衡
37.759,185.999,0.000,105.381,0.000,-2.117,-1.453,5.999,纯LQR平衡
37.779,185.999,5.400,105.381,0.000,-3.085,-1.453,5.999,纯LQR平衡
37.799,185.955,0.000,105.381,0.000,-2.102,-1.453,5.955,纯LQR平衡
37.819,185.911,-5.400,105.381,0.000,-1.119,-1.453,5.911,纯LQR平衡
37.839,185.911,0.000,105.381,0.000,-2.086,-1.453,5.911,纯LQR平衡
37.859,185.911,0.000,105.381,0.000,-2.086,-1.453,5.911,纯LQR平衡
37.879,185.889,0.000,105.381,0.000,-2.079,-1.453,5.889,纯LQR平衡
37.899,185.867,0.000,105.381,0.000,-2.071,-1.453,5.867,纯LQR平衡
37.919,185.779,0.000,105.359,0.000,-2.040,-1.453,5.779,纯LQR平衡
37.939,185.757,0.000,105.359,0.000,-2.032,-1.453,5.757,纯LQR平衡
37.960,185.735,0.000,105.359,0.000,-2.024,-1.453,5.735,纯LQR平衡
37.979,185.691,-10.800,105.359,0.000,-0.073,-1.453,5.691,纯LQR平衡
37.999,185.669,0.000,105.359,0.000,-2.001,-1.453,5.669,纯LQR平衡
38.019,185.669,0.000,105.359,0.000,-2.001,-1.453,5.669,纯LQR平衡
38.039,185.669,0.000,105.359,0.000,-2.001,-1.453,5.669,纯LQR平衡
38.059,185.647,0.000,105.359,0.000,-1.993,-1.453,5.647,纯LQR平衡
38.079,185.625,-4.200,105.359,0.000,-1.233,-1.453,5.625,纯LQR平衡
38.099,185.603,0.000,105.337,0.000,-1.978,-1.452,5.603,纯LQR平衡
38.119,185.581,-4.800,105.337,0.000,-1.110,-1.452,5.581,纯LQR平衡
38.139,185.559,0.000,105.337,0.000,-1.962,-1.452,5.559,纯LQR平衡
38.159,185.537,0.000,105.337,0.000,-1.955,-1.452,5.537,纯LQR平衡
38.179,185.559,0.000,105.337,0.000,-1.962,-1.452,5.559,纯LQR平衡
38.199,185.559,0.000,105.337,0.000,-1.962,-1.452,5.559,纯LQR平衡
38.219,185.581,0.000,105.337,0.000,-1.970,-1.452,5.581,纯LQR平衡
38.239,185.691,10.800,105.315,-4.800,-3.944,-0.579,5.691,纯LQR平衡
38.259,185.933,17.400,105.315,-5.400,-5.212,-0.470,5.933,纯LQR平衡
38.279,186.965,87.600,105.315,-4.800,-18.157,-0.579,6.965,纯LQR平衡
38.299,188.613,111.600,105.315,0.000,-23.039,-1.452,8.613,纯LQR平衡
38.319,191.492,177.000,105.315,0.000,-35.775,-1.452,11.492,纯LQR平衡
38.339,195.117,136.200,105.315,0.000,-29.744,-1.452,15.117,纯LQR平衡
38.359,197.380,74.400,105.315,0.000,-19.468,-1.452,17.380,纯LQR平衡
38.379,198.809,86.400,105.315,0.000,-22.122,-1.452,18.809,纯LQR平衡
38.399,201.335,152.400,105.315,4.800,-34.842,-2.325,21.335,纯LQR平衡
38.419,203.357,59.400,105.315,0.000,-18.889,-1.452,23.357,纯LQR平衡
38.439,204.741,102.000,105.315,0.000,-27.012,-1.452,24.741,纯LQR平衡
38.459,206.807,85.200,105.315,-5.400,-24.731,-0.470,26.807,纯LQR平衡
38.479,208.257,66.600,105.315,0.000,-21.909,-1.452,28.257,纯LQR平衡
38.499,209.597,81.600,105.315,5.400,-25.070,-2.434,29.597,纯LQR平衡
38.519,211.575,90.600,105.315,4.800,-27.381,-2.325,31.575,纯LQR平衡
38.539,213.157,72.600,105.293,0.000,-24.714,-1.452,33.157,纯LQR平衡
38.559,214.541,67.200,105.293,0.000,-24.235,-1.452,34.541,纯LQR平衡
