时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),电机1(RPM),电机2(RPM),误差(°),能量(J),阶段,是否平衡
16.581,182.527,2715.600,241.985,2664.000,-500.000,-500.000,2.527,0.038,STM32风格起摆,0
16.601,233.877,1685.400,294.258,1749.000,-500.000,-500.000,53.877,0.011,STM32风格起摆,0
16.621,226.318,-1375.200,287.864,-1441.200,-500.000,-500.000,46.318,0.005,STM32风格起摆,0
16.640,186.350,-2422.800,249.478,-2344.200,-500.000,-500.000,6.350,0.029,STM32风格起摆,0
16.660,133.967,-2713.800,198.984,-2637.000,500.000,500.000,46.033,0.039,STM32风格起摆,0
16.681,83.079,-1650.600,148.162,-1729.200,500.000,500.000,96.921,0.013,STM32风格起摆,0
16.701,90.681,1344.600,153.984,1264.200,500.000,500.000,89.319,0.007,STM32风格起摆,0
16.720,129.199,2326.200,191.448,2323.200,500.000,500.000,50.801,0.027,STM32风格起摆,0
16.740,181.406,2789.400,240.820,2621.400,-411.328,-493.594,1.406,0.041,STM32风格起摆,0
16.761,232.493,1690.800,291.973,1531.200,-500.000,-500.000,52.493,0.011,STM32风格起摆,0
16.781,229.241,-961.800,281.997,-1255.200,-500.000,-500.000,49.241,-0.001,STM32风格起摆,0
16.801,194.854,-2134.800,243.611,-2292.000,-500.000,-500.000,14.854,0.020,STM32风格起摆,0
16.820,144.514,-2695.200,193.711,-2640.600,500.000,500.000,35.486,0.038,STM32风格起摆,0
16.840,94.373,-1582.200,143.042,-1710.000,500.000,500.000,85.627,0.011,STM32风格起摆,0
16.861,101.030,1305.600,149.436,1158.600,500.000,500.000,78.970,0.006,STM32风格起摆,0
16.881,139.878,2405.400,187.559,2323.200,500.000,500.000,40.122,0.029,STM32风格起摆,0
16.900,192.195,2781.000,237.986,2671.800,-500.000,-500.000,12.195,0.040,STM32风格起摆,0
16.920,242.732,1663.200,288.281,1770.600,500.000,500.000,62.732,0.011,STM32风格起摆,0
16.941,241.633,84.000,287.292,174.600,500.000,500.000,61.633,-0.006,STM32风格起摆,0
16.960,265.100,1970.400,311.331,1921.800,500.000,500.000,85.100,0.020,STM32风格起摆,0
16.980,312.056,2610.000,358.154,2556.600,500.000,500.000,132.056,0.041,STM32风格起摆,0
17.000,7.515,2813.400,53.328,2744.400,500.000,500.000,172.485,0.050,STM32风格起摆,0
17.020,65.193,2917.200,111.160,2953.200,400.000,480.000,114.807,0.051,STM32风格起摆,0
17.040,123.376,2892.600,170.684,2966.400,500.000,500.000,56.624,0.046,STM32风格起摆,0
17.060,177.363,2814.000,228.647,2856.600,500.000,500.000,2.637,0.041,STM32风格起摆,0
17.079,233.811,2827.800,287.073,3073.800,-500.000,-500.000,53.811,0.044,STM32风格起摆,0
17.100,286.985,1824.600,341.125,1805.400,500.000,500.000,106.985,0.018,STM32风格起摆,0
17.120,286.348,25.200,342.466,202.800,500.000,500.000,106.348,-0.003,STM32风格起摆,0
17.140,309.639,1903.200,6.746,1846.800,500.000,500.000,129.639,0.021,STM32风格起摆,0
17.160,356.946,2598.600,52.229,2496.600,500.000,500.000,176.946,0.042,STM32风格起摆,0
17.180,51.350,2792.400,106.523,2841.600,500.000,500.000,128.650,0.047,STM32风格起摆,0
17.200,109.534,2922.000,164.641,3024.600,500.000,500.000,70.466,0.048,STM32风格起摆,0
17.220,169.893,3025.200,225.176,2929.200,500.000,500.000,10.107,0.049,STM32风格起摆,0
17.240,229.351,2902.800,284.084,3088.800,-500.000,-500.000,49.351,0.046,STM32风格起摆,0
17.260,283.381,1858.200,338.665,1630.200,500.000,500.000,103.381,0.018,STM32风格起摆,0
17.280,282.678,114.000,337.632,161.400,500.000,500.000,102.678,-0.003,STM32风格起摆,0
17.300,307.222,1959.600,0.813,1830.000,500.000,500.000,127.222,0.022,STM32风格起摆,0
17.321,354.836,2703.000,46.494,2545.200,500.000,500.000,174.836,0.046,STM32风格起摆,0
17.340,49.504,2838.000,99.932,2814.600,500.000,500.000,130.496,0.049,STM32风格起摆,0
17.360,107.205,2877.000,158.005,2998.800,500.000,500.000,72.795,0.047,STM32风格起摆,0
17.380,167.454,3017.400,217.639,2955.000,500.000,500.000,12.546,0.049,STM32风格起摆,0
17.400,226.538,2881.800,276.504,3055.200,-500.000,-500.000,46.538,0.045,STM32风格起摆,0
17.420,280.876,2014.200,330.974,1886.400,500.000,500.000,100.876,0.022,STM32风格起摆,0
17.440,281.909,20.400,332.710,190.800,500.000,500.000,101.909,-0.003,STM32风格起摆,0
17.460,304.937,1950.600,356.089,1830.600,500.000,500.000,124.937,0.022,STM32风格起摆,0
17.480,351.870,2604.000,42.671,2532.000,500.000,500.000,171.870,0.042,STM32风格起摆,0
17.500,46.846,2803.800,96.943,2859.000,500.000,500.000,133.154,0.048,STM32风格起摆,0
17.520,104.524,2824.200,155.391,2964.000,500.000,500.000,75.476,0.045,STM32风格起摆,0
17.540,164.421,3069.000,214.629,2952.600,500.000,500.000,15.579,0.051,STM32风格起摆,0
17.560,224.473,2925.000,273.757,3031.800,-500.000,-500.000,44.473,0.047,STM32风格起摆,0
17.580,278.438,1812.000,329.700,1800.600,500.000,500.000,98.438,0.017,STM32风格起摆,0
17.600,279.778,1.800,333.215,210.000,500.000,500.000,99.778,-0.003,STM32风格起摆,0
17.620,302.849,1897.200,358.022,1930.800,500.000,500.000,122.849,0.021,STM32风格起摆,0
17.639,349.497,2572.200,44.846,2589.000,500.000,500.000,169.497,0.041,STM32风格起摆,0
17.660,44.451,2854.200,99.602,2821.800,500.000,500.000,135.549,0.050,STM32风格起摆,0
17.680,101.492,2910.000,157.544,3014.400,500.000,500.000,78.508,0.048,STM32风格起摆,0
17.700,161.565,3087.000,217.068,3012.600,500.000,500.000,18.435,0.052,STM32风格起摆,0
17.720,221.001,2901.600,276.372,3087.000,-500.000,-500.000,41.001,0.046,STM32风格起摆,0
17.740,275.164,1777.800,330.842,1616.400,500.000,500.000,95.164,0.016,STM32风格起摆,0
17.760,277.822,246.000,332.227,285.000,500.000,500.000,97.822,-0.003,STM32风格起摆,0
17.780,303.508,2022.000,356.946,1881.600,500.000,500.000,123.508,0.024,STM32风格起摆,0
17.800,351.409,2665.800,43.308,2591.400,500.000,500.000,171.409,0.045,STM32风格起摆,0
17.820,46.318,2860.800,96.680,2881.200,480.000,500.000,133.682,0.050,STM32风格起摆,0
17.839,103.755,2838.600,155.017,2996.400,500.000,500.000,76.245,0.045,STM32风格起摆,0
17.860,162.927,2945.400,214.893,2939.400,500.000,500.000,17.073,0.046,STM32风格起摆,0
17.880,221.880,2973.600,273.999,2878.800,-500.000,-500.000,41.880,0.048,STM32风格起摆,0
17.900,275.493,1778.400,329.216,1845.000,500.000,500.000,95.493,0.016,STM32风格起摆,0
17.920,276.504,139.200,331.106,198.000,500.000,500.000,96.504,-0.004,STM32风格起摆,0
17.940,300.388,1867.200,355.452,1852.800,500.000,500.000,120.388,0.020,STM32风格起摆,0
17.960,347.102,2550.000,41.506,2593.800,500.000,500.000,167.102,0.041,STM32风格起摆,0
17.980,41.770,2916.000,95.164,2853.000,-480.000,-500.000,138.230,0.052,STM32风格起摆,0
18.000,94.285,1698.000,148.513,1806.000,-500.000,-500.000,85.715,0.014,STM32风格起摆,0
18.020,89.451,-1230.000,143.438,-1096.800,-500.000,-500.000,90.549,0.005,STM32风格起摆,0
18.040,52.998,-2236.800,107.183,-2339.400,-500.000,-500.000,127.002,0.030,STM32风格起摆,0
18.060,3.625,-2670.000,57.458,-2594.400,-500.000,-500.000,176.375,0.045,STM32风格起摆,0
18.080,306.936,-2926.800,1.099,-2853.000,-480.000,-500.000,126.936,0.052,STM32风格起摆,0
18.100,248.093,-2976.000,302.454,-3011.400,-500.000,-500.000,68.093,0.050,STM32风格起摆,0
18.120,189.954,-3019.200,242.468,-2992.800,-500.000,-500.000,9.954,0.049,STM32风格起摆,0
18.140,130.298,-2953.200,183.604,-2878.200,500.000,500.000,49.702,0.048,STM32风格起摆,0
18.160,76.619,-1758.600,130.562,-1628.400,-500.000,-500.000,103.381,0.016,STM32风格起摆,0
18.180,75.081,-153.600,129.595,-196.800,-500.000,-500.000,104.919,-0.003,STM32风格起摆,0
18.200,51.614,-1860.000,104.414,-2023.200,-500.000,-500.000,128.386,0.020,STM32风格起摆,0
18.220,6.526,-2499.000,58.228,-2568.600,-500.000,-500.000,173.474,0.039,STM32风格起摆,0
18.240,311.309,-2853.600,3.604,-2851.800,-500.000,-500.000,131.309,0.050,STM32风格起摆,0
18.260,252.971,-2911.800,305.420,-2910.600,-500.000,-500.000,72.971,0.048,STM32风格起摆,0
18.279,193.623,-2945.400,245.435,-2871.600,-500.000,-500.000,13.623,0.046,STM32风格起摆,0
18.300,133.330,-2973.600,185.735,-2953.200,500.000,500.000,46.670,0.048,STM32风格起摆,0
18.320,79.695,-1765.200,131.682,-1858.200,-500.000,-500.000,100.305,0.016,STM32风格起摆,0
18.340,78.838,-99.000,129.045,-288.000,-500.000,-500.000,101.162,-0.003,STM32风格起摆,0
18.360,54.448,-1936.200,102.744,-2072.400,-500.000,-500.000,125.552,0.022,STM32风格起摆,0
18.380,8.723,-2616.600,55.327,-2578.800,-500.000,-500.000,171.277,0.043,STM32风格起摆,0
18.400,313.506,-2931.600,0.571,-2876.400,-480.000,-500.000,133.506,0.053,STM32风格起摆,0
18.420,255.520,-2794.800,301.860,-3038.400,-500.000,-500.000,75.520,0.044,STM32风格起摆,0
18.440,197.424,-2960.400,241.699,-3001.800,-500.000,-500.000,17.424,0.047,STM32风格起摆,0
18.460,137.659,-3003.600,182.549,-2880.600,500.000,500.000,42.341,0.049,STM32风格起摆,0
18.480,83.364,-1977.000,129.243,-1818.000,-500.000,-500.000,96.636,0.021,STM32风格起摆,0
18.500,81.365,-112.800,127.485,-218.400,-500.000,-500.000,98.635,-0.003,STM32风格起摆,0
18.520,55.723,-2014.800,102.678,-2007.000,-500.000,-500.000,124.277,0.024,STM32风格起摆,0
18.540,9.141,-2550.600,56.997,-2490.000,-500.000,-500.000,170.859,0.041,STM32风格起摆,0
18.560,313.484,-2873.400,2.043,-2838.600,-480.000,-500.000,133.484,0.050,STM32风格起摆,0
18.580,255.366,-2944.200,303.882,-2973.600,-500.000,-500.000,75.366,0.049,STM32风格起摆,0
18.600,196.963,-3004.800,243.347,-2979.000,-500.000,-500.000,16.963,0.049,STM32风格起摆,0
18.620,137.021,-2952.000,184.285,-2951.400,500.000,500.000,42.979,0.047,STM32风格起摆,0
18.640,83.035,-1773.600,130.100,-1888.200,-500.000,-500.000,96.965,0.016,STM32风格起摆,0
18.660,82.375,49.200,127.903,-220.800,-500.000,-500.000,97.625,-0.004,STM32风格起摆,0
18.680,58.689,-1928.400,104.216,-1990.200,-500.000,-500.000,121.311,0.021,STM32风格起摆,0
18.700,12.502,-2464.200,58.425,-2561.400,-500.000,-500.000,167.498,0.038,STM32风格起摆,0
18.720,317.197,-2925.000,4.351,-2860.800,-480.000,-500.000,137.197,0.053,STM32风格起摆,0
18.740,259.211,-2882.400,306.145,-2986.200,-500.000,-500.000,79.211,0.047,STM32风格起摆,0
18.760,201.116,-3037.200,245.808,-2981.400,-500.000,-500.000,21.116,0.050,STM32风格起摆,0
18.781,141.438,-3009.600,186.438,-2901.000,500.000,500.000,38.562,0.049,STM32风格起摆,0
18.800,87.627,-1779.600,131.726,-2085.000,-500.000,-500.000,92.373,0.016,STM32风格起摆,0
18.820,87.517,-83.400,127.375,-234.600,-500.000,-500.000,92.483,-0.004,STM32风格起摆,0
18.839,64.204,-1947.600,103.184,-2009.400,-500.000,-500.000,115.796,0.021,STM32风格起摆,0
18.860,17.754,-2592.000,55.305,-2500.200,-500.000,-500.000,162.246,0.042,STM32风格起摆,0
18.880,322.383,-2933.400,1.318,-2747.400,-480.000,-500.000,142.383,0.053,STM32风格起摆,0
18.900,264.133,-2858.400,302.915,-3027.000,-500.000,-500.000,84.133,0.047,STM32风格起摆,0
18.920,206.301,-2901.600,242.974,-3009.600,-500.000,-500.000,26.301,0.045,STM32风格起摆,0
18.939,146.514,-3047.400,183.911,-2860.800,500.000,500.000,33.486,0.051,STM32风格起摆,0
18.969,88.682,331.200,126.804,410.400,-500.000,-500.000,91.318,-0.003,STM32风格起摆,0
18.985,104.084,1195.800,140.537,862.200,-500.000,-500.000,75.916,0.004,STM32风格起摆,0
19.001,100.986,-1032.600,134.736,-995.400,-500.000,-500.000,79.014,0.002,STM32风格起摆,0
19.020,68.203,-2172.600,102.371,-2209.200,-500.000,-500.000,111.797,0.027,STM32风格起摆,0
19.040,18.809,-2545.800,53.152,-2641.800,-500.000,-500.000,161.191,0.040,STM32风格起摆,0
19.060,322.625,-2930.400,358.374,-2772.000,-480.000,-500.000,142.625,0.053,STM32风格起摆,0
19.080,263.958,-3004.200,299.377,-3019.200,-400.000,-480.000,83.958,0.052,STM32风格起摆,0
19.100,207.312,-2752.200,239.458,-2949.000,-500.000,-500.000,27.312,0.040,STM32风格起摆,0
19.120,154.116,-2731.200,181.516,-2915.400,500.000,500.000,25.884,0.039,STM32风格起摆,0
19.140,102.744,-1669.800,127.727,-1843.200,-500.000,-500.000,77.256,0.012,STM32风格起摆,0
19.160,103.931,-60.000,124.915,-316.200,-500.000,-500.000,76.069,-0.005,STM32风格起摆,0
19.181,80.793,-1854.600,99.119,-1958.400,-500.000,-500.000,99.207,0.018,STM32风格起摆,0
19.200,34.124,-2571.000,51.943,-2635.200,-500.000,-500.000,145.876,0.041,STM32风格起摆,0
19.220,339.412,-2823.600,357.297,-2823.600,-500.000,-500.000,159.412,0.050,STM32风格起摆,0
19.240,280.569,-2892.600,297.993,-3078.000,-500.000,-500.000,100.569,0.049,STM32风格起摆,0
19.260,221.353,-2943.600,238.250,-2901.000,-500.000,-500.000,41.353,0.047,STM32风格起摆,0
19.280,161.609,-2968.800,179.473,-2836.800,500.000,500.000,18.391,0.047,STM32风格起摆,0
19.300,107.161,-1762.800,125.024,-1861.200,-500.000,-500.000,72.839,0.014,STM32风格起摆,0
19.320,106.567,-123.000,124.014,-208.800,-500.000,-500.000,73.433,-0.005,STM32风格起摆,0
19.340,82.947,-1879.800,100.085,-1904.400,-500.000,-500.000,97.053,0.019,STM32风格起摆,0
19.360,36.628,-2493.600,53.416,-2597.400,-500.000,-500.000,143.372,0.038,STM32风格起摆,0
19.380,341.741,-2901.000,358.923,-2818.800,-480.000,-500.000,161.741,0.053,STM32风格起摆,0
19.400,283.206,-2843.400,300.630,-3083.400,-500.000,-500.000,103.206,0.048,STM32风格起摆,0
19.420,225.154,-2895.600,240.205,-2971.800,-500.000,-500.000,45.154,0.046,STM32风格起摆,0
19.440,165.916,-3049.200,181.494,-2974.800,500.000,500.000,14.084,0.050,STM32风格起摆,0
19.460,111.951,-1773.600,127.375,-1617.000,-500.000,-500.000,68.049,0.014,STM32风格起摆,0
19.480,112.280,-34.200,126.145,-225.000,-500.000,-500.000,67.720,-0.006,STM32风格起摆,0
19.500,88.484,-1902.600,102.283,-1912.800,-500.000,-500.000,91.516,0.019,STM32风格起摆,0
19.520,41.638,-2552.400,55.745,-2620.800,-500.000,-500.000,138.362,0.040,STM32风格起摆,0
19.540,347.036,-2957.400,1.187,-2823.600,-480.000,-500.000,167.036,0.055,STM32风格起摆,0
19.560,288.215,-2806.200,302.893,-2950.800,-500.000,-500.000,108.215,0.047,STM32风格起摆,0
19.580,229.900,-2953.800,242.205,-2955.000,-500.000,-500.000,49.900,0.048,STM32风格起摆,0
19.600,171.167,-2947.200,183.340,-2829.000,500.000,500.000,8.833,0.046,STM32风格起摆,0
19.620,116.038,-2005.800,128.914,-1841.400,-500.000,-500.000,63.962,0.019,STM32风格起摆,0
19.640,114.346,-103.200,125.793,-331.200,-500.000,-500.000,65.654,-0.006,STM32风格起摆,0
19.660,89.517,-1957.800,100.371,-1963.800,-500.000,-500.000,90.483,0.020,STM32风格起摆,0
19.680,42.056,-2542.800,52.734,-2558.400,-500.000,-500.000,137.944,0.039,STM32风格起摆,0
19.700,346.882,-2894.400,357.781,-2822.400,-480.000,-500.000,166.882,0.052,STM32风格起摆,0
19.720,288.369,-2904.000,299.026,-3093.000,-400.000,-480.000,108.369,0.050,STM32风格起摆,0
19.740,231.218,-2800.200,239.414,-2974.200,-500.000,-500.000,51.218,0.042,STM32风格起摆,0
19.759,178.638,-2701.200,181.736,-2821.800,398.474,478.169,1.362,0.038,STM32风格起摆,0
19.780,126.233,-1722.000,127.991,-1809.000,500.000,500.000,53.767,0.012,STM32风格起摆,0
19.800,128.101,955.200,132.056,953.400,500.000,500.000,51.899,-0.001,STM32风格起摆,0
19.820,162.993,2240.400,166.750,2161.800,500.000,500.000,17.007,0.023,STM32风格起摆,0
19.840,213.069,2667.000,215.684,2697.000,-500.000,-500.000,33.069,0.037,STM32风格起摆,0
19.860,263.672,1696.200,264.968,1673.400,-500.000,-500.000,83.672,0.013,STM32风格起摆,0
19.880,257.014,-1326.600,258.706,-1162.200,-500.000,-500.000,77.014,0.006,STM32风格起摆,0
19.900,217.815,-2287.200,222.583,-2241.000,-500.000,-500.000,37.815,0.025,STM32风格起摆,0
19.920,165.806,-2794.800,172.991,-2692.800,500.000,500.000,14.194,0.041,STM32风格起摆,0
19.940,114.236,-1662.000,122.146,-1578.600,-500.000,-500.000,65.764,0.012,STM32风格起摆,0
19.959,115.620,-33.600,123.398,-164.400,-500.000,-500.000,64.380,-0.006,STM32风格起摆,0
19.980,92.439,-1835.400,98.921,-1870.800,500.000,500.000,87.561,0.017,STM32风格起摆,0
20.000,51.394,-1336.200,58.096,-1389.000,-500.000,-500.000,128.606,0.010,STM32风格起摆,0
20.020,56.162,45.000,60.007,-261.000,-500.000,-500.000,123.838,-0.002,STM32风格起摆,0
20.040,33.486,-1896.600,35.903,-1900.200,-500.000,-500.000,146.514,0.022,STM32风格起摆,0
20.060,347.300,-2572.200,348.750,-2592.600,-500.000,-500.000,167.300,0.041,STM32风格起摆,0
20.080,291.577,-2901.600,293.225,-2809.800,-400.000,-480.000,111.577,0.050,STM32风格起摆,0
20.100,234.426,-2729.400,234.624,-2869.800,-500.000,-500.000,54.426,0.040,STM32风格起摆,0
20.120,181.626,-2791.800,177.012,-2896.800,-475.598,-500.000,1.626,0.041,STM32风格起摆,0
20.139,124.541,-2942.400,117.642,-3050.400,500.000,500.000,55.459,0.048,STM32风格起摆,0
20.160,74.202,-1645.200,63.721,-1561.200,-500.000,-500.000,105.798,0.014,STM32风格起摆,0
20.180,74.861,-117.600,62.886,-210.600,-500.000,-500.000,105.139,-0.003,STM32风格起摆,0
20.200,50.691,-1875.600,39.441,-1865.400,-500.000,-500.000,129.309,0.021,STM32风格起摆,0
20.220,4.790,-2683.800,353.342,-2561.400,-500.000,-500.000,175.210,0.045,STM32风格起摆,0
20.239,309.243,-2925.600,297.905,-2974.800,-480.000,-500.000,129.243,0.052,STM32风格起摆,0
20.260,251.060,-2857.800,239.084,-2971.800,-500.000,-500.000,71.060,0.046,STM32风格起摆,0
20.280,193.096,-2891.400,180.066,-2887.200,-500.000,-500.000,13.096,0.044,STM32风格起摆,0
20.300,133.286,-2982.600,120.037,-3068.400,500.000,500.000,46.714,0.049,STM32风格起摆,0
20.320,79.167,-1679.400,64.995,-1771.800,-500.000,-500.000,100.833,0.014,STM32风格起摆,0
20.340,77.915,23.400,63.589,-189.000,-500.000,-500.000,102.085,-0.003,STM32风格起摆,0
20.360,54.646,-1882.800,40.715,-1902.000,-500.000,-500.000,125.354,0.020,STM32风格起摆,0
20.380,9.514,-2496.000,354.924,-2549.400,-500.000,-500.000,170.486,0.039,STM32风格起摆,0
20.400,314.231,-2843.400,299.114,-2872.200,-500.000,-500.000,134.231,0.049,STM32风格起摆,0
20.420,255.959,-2986.200,240.996,-2887.800,-400.000,-480.000,75.959,0.051,STM32风格起摆,0
20.440,198.062,-2862.000,181.912,-2960.400,-500.000,-500.000,18.062,0.043,STM32风格起摆,0
20.460,144.031,-2709.000,123.486,-2967.000,500.000,500.000,35.969,0.039,STM32风格起摆,0
20.480,92.659,-1632.600,70.181,-1701.000,-500.000,-500.000,87.341,0.012,STM32风格起摆,0
20.500,92.000,-28.800,70.400,-152.400,-500.000,-500.000,88.000,-0.004,STM32风格起摆,0
20.520,69.126,-1879.800,46.714,-1954.800,-500.000,-500.000,110.874,0.020,STM32风格起摆,0
20.540,23.643,-2455.800,359.802,-2524.200,-500.000,-500.000,156.357,0.037,STM32风格起摆,0
20.560,328.909,-2929.800,304.607,-2826.600,-480.000,-500.000,148.909,0.053,STM32风格起摆,0
20.580,270.659,-2865.000,245.786,-2936.400,-500.000,-500.000,90.659,0.047,STM32风格起摆,0
20.599,212.871,-3021.000,186.570,-2917.200,-500.000,-500.000,32.871,0.050,STM32风格起摆,0
20.620,153.237,-2940.600,127.024,-3042.000,500.000,500.000,26.763,0.046,STM32风格起摆,0
20.640,98.833,-1789.200,72.795,-1616.400,-500.000,-500.000,81.167,0.015,STM32风格起摆,0
20.660,99.185,-36.000,74.949,-175.800,-500.000,-500.000,80.815,-0.005,STM32风格起摆,0
20.680,75.388,-1957.800,52.471,-1861.200,-500.000,-500.000,104.612,0.021,STM32风格起摆,0
20.700,28.477,-2560.200,6.460,-2551.800,-500.000,-500.000,151.523,0.041,STM32风格起摆,0
20.720,333.347,-2958.000,311.418,-2968.200,-480.000,-500.000,153.347,0.054,STM32风格起摆,0
20.740,275.164,-2825.400,252.927,-3030.600,-500.000,-500.000,95.164,0.046,STM32风格起摆,0
20.760,217.375,-2909.400,194.172,-2957.400,-500.000,-500.000,37.375,0.046,STM32风格起摆,0
20.780,158.093,-2947.200,134.934,-3102.000,500.000,500.000,21.907,0.047,STM32风格起摆,0
20.799,103.953,-1818.600,79.871,-1691.400,-500.000,-500.000,76.047,0.016,STM32风格起摆,0
20.820,104.216,-76.200,76.970,-307.200,-500.000,-500.000,75.784,-0.005,STM32风格起摆,0
20.840,80.552,-1911.600,52.339,-1982.400,-500.000,-500.000,99.448,0.019,STM32风格起摆,0
20.859,33.750,-2632.200,4.592,-2624.400,-500.000,-500.000,146.250,0.043,STM32风格起摆,0
20.879,338.928,-2873.400,308.870,-2880.000,-480.000,-500.000,158.928,0.051,STM32风格起摆,0
20.900,280.503,-2869.200,249.521,-3012.600,-500.000,-500.000,100.503,0.048,STM32风格起摆,0
20.920,222.627,-2940.000,190.415,-3004.200,-500.000,-500.000,42.627,0.047,STM32风格起摆,0
20.940,163.125,-3050.400,131.001,-3028.800,500.000,500.000,16.875,0.050,STM32风格起摆,0
20.960,109.116,-1707.000,76.794,-1736.400,-500.000,-500.000,70.884,0.013,STM32风格起摆,0
20.979,108.545,-121.800,76.311,-223.800,-500.000,-500.000,71.455,-0.005,STM32风格起摆,0
21.000,84.639,-1909.800,52.844,-1839.000,-500.000,-500.000,95.361,0.019,STM32风格起摆,0
21.020,38.320,-2515.200,6.108,-2597.400,-500.000,-500.000,141.680,0.039,STM32风格起摆,0
21.040,343.784,-2817.000,310.847,-2974.200,-500.000,-500.000,163.784,0.050,STM32风格起摆,0
21.059,285.073,-2976.000,251.982,-3040.200,-400.000,-480.000,105.073,0.052,STM32风格起摆,0
21.080,227.087,-2764.800,193.250,-2889.600,-500.000,-500.000,47.087,0.041,STM32风格起摆,0
21.100,173.672,-2796.600,134.583,-3044.400,500.000,500.000,6.328,0.041,STM32风格起摆,0
21.120,122.476,-1631.400,81.277,-1518.000,500.000,500.000,57.524,0.010,STM32风格起摆,0
21.140,130.803,1393.200,87.759,1140.000,500.000,500.000,49.197,0.005,STM32风格起摆,0
21.159,171.299,2389.800,123.926,2217.600,500.000,500.000,8.701,0.028,STM32风格起摆,0
21.180,223.616,2760.600,174.419,2686.800,-500.000,-500.000,43.616,0.041,STM32风格起摆,0
21.200,275.208,1678.200,224.780,1690.200,-500.000,-500.000,95.208,0.014,STM32风格起摆,0
21.220,268.923,-1371.600,218.892,-1088.400,-500.000,-500.000,88.923,0.008,STM32风格起摆,0
21.240,229.812,-2260.200,184.373,-2189.400,-500.000,-500.000,49.812,0.025,STM32风格起摆,0
21.260,178.330,-2814.600,134.143,-2818.800,488.452,500.000,1.670,0.041,STM32风格起摆,0
21.280,126.233,-1686.600,82.771,-1591.800,500.000,500.000,53.767,0.011,STM32风格起摆,0
21.300,131.770,1274.400,89.561,1182.000,500.000,500.000,48.230,0.003,STM32风格起摆,0
21.320,171.101,2318.400,125.420,2206.200,500.000,500.000,8.899,0.026,STM32风格起摆,0
21.340,222.737,2745.600,175.078,2665.200,-500.000,-500.000,42.737,0.040,STM32风格起摆,0
21.360,274.043,1639.800,224.978,1533.600,-500.000,-500.000,94.043,0.013,STM32风格起摆,0
21.380,266.968,-1476.600,218.013,-1050.600,-500.000,-500.000,86.968,0.009,STM32风格起摆,0
21.400,228.010,-2263.800,183.625,-2123.400,-500.000,-500.000,48.010,0.025,STM32风格起摆,0
21.419,176.418,-2795.400,133.813,-2733.600,500.000,500.000,3.582,0.041,STM32风格起摆,0
21.440,124.475,-1635.600,82.903,-1588.800,500.000,500.000,55.525,0.010,STM32风格起摆,0
21.460,131.155,1371.000,90.439,1177.800,500.000,500.000,48.845,0.005,STM32风格起摆,0
21.480,171.255,2341.800,126.453,2250.000,500.000,500.000,8.745,0.026,STM32风格起摆,0
21.500,223.176,2735.400,175.869,2676.600,-500.000,-500.000,43.176,0.040,STM32风格起摆,0
21.520,274.438,1655.400,225.088,1497.000,-500.000,-500.000,94.438,0.013,STM32风格起摆,0
21.539,266.990,-1489.800,217.683,-1062.600,-500.000,-500.000,86.990,0.010,STM32风格起摆,0
21.560,227.461,-2282.400,182.549,-2107.200,-500.000,-500.000,47.461,0.026,STM32风格起摆,0
21.580,175.693,-2846.400,132.539,-2791.800,500.000,500.000,4.307,0.043,STM32风格起摆,0
21.600,124.058,-1605.000,80.750,-1572.000,500.000,500.000,55.942,0.010,STM32风格起摆,0
21.620,131.484,1387.800,86.221,1062.600,500.000,500.000,48.516,0.005,STM32风格起摆,0
21.640,172.068,2385.600,122.102,2293.800,500.000,500.000,7.932,0.027,STM32风格起摆,0
21.660,224.077,2767.800,171.760,2659.200,-500.000,-500.000,44.077,0.041,STM32风格起摆,0
21.680,274.812,1726.800,221.814,1647.600,-500.000,-500.000,94.812,0.015,STM32风格起摆,0
21.700,266.770,-1501.800,216.145,-1066.800,-500.000,-500.000,86.770,0.010,STM32风格起摆,0
21.720,226.758,-2258.400,181.230,-2134.800,-500.000,-500.000,46.758,0.025,STM32风格起摆,0
21.740,174.771,-2826.600,131.001,-2760.000,500.000,500.000,5.229,0.042,STM32风格起摆,0
21.760,123.201,-1668.000,80.024,-1529.400,500.000,500.000,56.799,0.011,STM32风格起摆,0
21.780,131.484,1435.200,86.616,1074.000,500.000,500.000,48.516,0.006,STM32风格起摆,0
21.800,172.859,2436.600,122.783,2258.400,500.000,500.000,7.141,0.029,STM32风格起摆,0
21.820,225.396,2735.400,173.232,2671.800,-500.000,-500.000,45.396,0.040,STM32风格起摆,0
21.840,276.240,1651.800,222.605,1506.600,-500.000,-500.000,96.240,0.013,STM32风格起摆,0
21.860,267.012,-1636.800,215.530,-1091.400,-500.000,-500.000,87.012,0.012,STM32风格起摆,0
21.880,225.088,-2382.000,180.198,-2145.600,-500.000,-500.000,45.088,0.029,STM32风格起摆,0
21.900,171.431,-2899.800,129.221,-2792.400,500.000,500.000,8.569,0.045,STM32风格起摆,0
21.920,118.081,-1903.200,77.190,-1612.200,-500.000,-500.000,61.919,0.017,STM32风格起摆,0
21.940,120.674,346.800,77.651,-204.000,500.000,500.000,59.326,-0.005,STM32风格起摆,0
21.960,104.216,-652.800,62.271,-409.800,-500.000,-500.000,75.784,-0.002,STM32风格起摆,0
