时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),电机1(RPM),电机2(RPM),误差(°),能量(J),阶段,是否平衡
30.920,168.596,2883.600,96.833,3102.600,500.000,500.000,11.404,0.044,STM32风格起摆,0
30.940,227.461,2968.800,157.456,2976.600,-500.000,-500.000,47.461,0.048,STM32风格起摆,0
30.960,280.701,1746.600,212.102,1809.000,500.000,500.000,100.701,0.016,STM32风格起摆,0
30.980,278.306,-130.200,211.487,19.200,500.000,500.000,98.306,-0.003,STM32风格起摆,0
31.000,300.938,2052.000,235.591,1891.800,500.000,500.000,120.938,0.024,STM32风格起摆,0
31.020,350.178,2720.400,285.425,2670.600,500.000,500.000,170.178,0.046,STM32风格起摆,0
31.040,46.362,2979.000,342.510,2972.400,480.000,500.000,133.638,0.054,STM32风格起摆,0
31.060,104.590,2922.000,41.396,2902.800,500.000,500.000,75.410,0.048,STM32风格起摆,0
31.080,163.564,3024.000,100.371,3053.400,500.000,500.000,16.436,0.049,STM32风格起摆,0
31.100,222.473,2998.200,160.840,2977.200,-500.000,-500.000,42.473,0.049,STM32风格起摆,0
31.121,276.943,1869.600,214.915,1783.800,500.000,500.000,96.943,0.018,STM32风格起摆,0
31.141,276.394,-287.400,212.410,-189.000,500.000,500.000,96.394,-0.003,STM32风格起摆,0
31.161,296.938,1966.200,234.712,1837.200,500.000,500.000,116.938,0.022,STM32风格起摆,0
31.181,345.498,2697.000,284.041,2737.800,500.000,500.000,165.498,0.045,STM32风格起摆,0
31.200,41.375,2854.800,340.181,2972.400,480.000,500.000,138.625,0.050,STM32风格起摆,0
31.220,99.382,2867.400,38.584,2877.600,500.000,500.000,80.618,0.047,STM32风格起摆,0
31.240,158.335,3094.800,97.405,3105.000,500.000,500.000,21.665,0.052,STM32风格起摆,0
31.260,217.617,2929.800,158.599,3011.400,-500.000,-500.000,37.617,0.046,STM32风格起摆,0
31.280,271.714,1908.600,213.267,1810.200,500.000,500.000,91.714,0.019,STM32风格起摆,0
31.300,271.538,-183.000,213.464,-82.800,500.000,500.000,91.538,-0.004,STM32风格起摆,0
31.320,294.280,1950.600,236.887,1894.800,500.000,500.000,114.280,0.021,STM32风格起摆,0
31.340,344.685,2743.800,286.326,2714.400,500.000,500.000,164.685,0.047,STM32风格起摆,0
31.360,41.375,2847.000,343.850,2899.200,500.000,500.000,138.625,0.050,STM32风格起摆,0
31.380,99.822,2912.400,42.100,2866.200,500.000,500.000,80.178,0.048,STM32风格起摆,0
31.400,160.005,3025.800,101.030,3054.600,500.000,500.000,19.995,0.049,STM32风格起摆,0
31.420,219.595,2947.200,161.543,2925.000,-500.000,-500.000,39.595,0.047,STM32风格起摆,0
31.440,273.560,1994.400,215.991,1755.600,500.000,500.000,93.560,0.021,STM32风格起摆,0
31.460,273.933,-53.400,215.134,-151.200,500.000,500.000,93.933,-0.004,STM32风格起摆,0
31.480,297.708,1996.200,236.821,1861.800,500.000,500.000,117.708,0.023,STM32风格起摆,0
31.500,347.168,2689.200,284.963,2676.600,500.000,500.000,167.168,0.045,STM32风格起摆,0
31.520,43.528,2878.200,341.763,2953.200,480.000,500.000,136.472,0.051,STM32风格起摆,0
31.541,101.382,2914.800,40.386,2873.400,500.000,500.000,78.618,0.048,STM32风格起摆,0
31.560,160.137,2914.800,99.536,3076.800,500.000,500.000,19.863,0.045,STM32风格起摆,0
31.580,219.089,2974.200,159.851,3015.000,-500.000,-500.000,39.089,0.048,STM32风格起摆,0
31.600,272.571,1683.600,213.420,1845.600,500.000,500.000,92.571,0.014,STM32风格起摆,0
31.620,271.165,-273.000,211.223,-156.000,500.000,500.000,91.165,-0.004,STM32风格起摆,0
31.640,292.500,1863.600,233.723,1831.800,500.000,500.000,112.500,0.019,STM32风格起摆,0
31.660,341.719,2751.600,282.480,2724.000,500.000,500.000,161.719,0.047,STM32风格起摆,0
31.680,37.727,2784.000,339.258,2979.600,500.000,500.000,142.273,0.048,STM32风格起摆,0
31.700,96.152,2905.200,37.397,2795.400,500.000,500.000,83.848,0.048,STM32风格起摆,0
31.720,155.962,3053.400,96.262,3076.200,500.000,500.000,24.038,0.051,STM32风格起摆,0
31.740,216.123,2984.400,157.214,2949.000,-500.000,-500.000,36.123,0.048,STM32风格起摆,0
31.760,269.626,1692.600,210.498,1565.400,500.000,500.000,89.626,0.014,STM32风格起摆,0
31.780,267.188,-46.800,207.861,43.200,500.000,500.000,87.188,-0.004,STM32风格起摆,0
31.800,289.424,1909.200,230.933,1869.000,500.000,500.000,109.424,0.020,STM32风格起摆,0
31.820,339.302,2826.000,279.954,2739.000,500.000,500.000,159.302,0.050,STM32风格起摆,0
31.840,35.618,2831.400,337.566,2965.800,500.000,500.000,144.382,0.049,STM32风格起摆,0
31.860,93.999,2976.000,35.771,2896.800,400.000,480.000,86.001,0.051,STM32风格起摆,0
31.880,152.688,2857.800,93.933,3028.800,500.000,500.000,27.312,0.043,STM32风格起摆,0
31.900,206.389,2653.200,153.127,2815.800,-500.000,-500.000,26.389,0.036,STM32风格起摆,0
31.920,256.575,1591.200,207.114,1821.000,500.000,500.000,76.575,0.011,STM32风格起摆,0
31.940,252.971,-192.000,205.378,10.200,500.000,500.000,72.971,-0.005,STM32风格起摆,0
31.960,274.702,1837.800,227.966,1848.000,500.000,500.000,94.702,0.017,STM32风格起摆,0
31.980,324.404,2739.600,275.845,2781.000,-500.000,-500.000,144.404,0.046,STM32风格起摆,0
32.001,15.073,1590.000,326.646,1665.600,500.000,500.000,164.927,0.016,STM32风格起摆,0
32.020,11.843,-126.000,324.207,-84.000,500.000,500.000,168.157,0.000,STM32风格起摆,0
32.040,33.464,1872.000,346.465,1845.600,500.000,500.000,146.536,0.021,STM32风格起摆,0
32.060,82.046,2604.600,34.409,2676.000,500.000,500.000,97.954,0.039,STM32风格起摆,0
32.080,138.779,2994.600,89.780,2826.000,500.000,500.000,41.221,0.049,STM32风格起摆,0
32.100,198.149,2869.800,149.019,3066.000,-500.000,-500.000,18.149,0.044,STM32风格起摆,0
32.120,251.719,1747.200,203.269,1822.200,500.000,500.000,71.719,0.014,STM32风格起摆,0
32.140,249.983,24.000,202.808,1.200,500.000,500.000,69.983,-0.006,STM32风格起摆,0
32.160,271.978,1943.400,225.110,1852.200,500.000,500.000,91.978,0.020,STM32风格起摆,0
32.180,320.889,2704.800,272.461,2718.600,500.000,500.000,140.889,0.045,STM32风格起摆,0
32.200,17.512,2851.200,328.733,2896.800,480.000,500.000,162.488,0.051,STM32风格起摆,0
32.220,75.542,2944.200,27.466,2882.400,400.000,480.000,104.458,0.051,STM32风格起摆,0
32.240,132.166,2764.200,85.583,2905.200,500.000,500.000,47.834,0.041,STM32风格起摆,0
32.260,185.955,2665.800,145.085,2916.600,-500.000,-500.000,5.955,0.036,STM32风格起摆,0
32.280,236.206,1636.800,198.018,1777.200,-500.000,-500.000,56.206,0.010,STM32风格起摆,0
32.300,226.516,-1558.200,188.372,-1572.600,-500.000,-500.000,46.516,0.008,STM32风格起摆,0
32.320,181.670,-2595.600,145.811,-2461.800,-488.452,-500.000,1.670,0.034,STM32风格起摆,0
32.340,126.958,-2736.000,91.824,-2784.600,500.000,500.000,53.042,0.040,STM32风格起摆,0
32.360,76.597,-1534.800,40.583,-1596.000,500.000,500.000,103.403,0.012,STM32风格起摆,0
32.380,85.781,1593.600,48.296,1300.800,500.000,500.000,94.219,0.012,STM32风格起摆,0
32.400,130.078,2598.000,90.000,2438.400,500.000,500.000,49.922,0.036,STM32风格起摆,0
32.420,185.801,2807.400,143.899,2751.600,-500.000,-500.000,5.801,0.041,STM32风格起摆,0
32.440,237.261,1667.400,195.205,1681.800,-500.000,-500.000,57.261,0.011,STM32风格起摆,0
32.460,227.373,-1548.600,187.229,-1506.000,-500.000,-500.000,47.373,0.008,STM32风格起摆,0
32.480,182.615,-2601.600,144.778,-2424.600,-500.000,-500.000,2.615,0.034,STM32风格起摆,0
32.500,127.595,-2853.000,90.945,-2813.400,500.000,500.000,52.405,0.044,STM32风格起摆,0
32.520,75.520,-1801.200,40.232,-1645.200,500.000,500.000,104.480,0.017,STM32风格起摆,0
32.540,82.332,1408.800,48.757,1314.000,500.000,500.000,97.668,0.009,STM32风格起摆,0
32.561,125.750,2608.800,90.659,2506.800,500.000,500.000,54.250,0.036,STM32风格起摆,0
32.581,181.077,2826.600,145.020,2769.600,-314.923,-377.908,1.077,0.042,STM32风格起摆,0
32.601,233.767,1890.600,197.139,1884.600,-500.000,-500.000,53.767,0.016,STM32风格起摆,0
32.620,233.701,-936.000,194.941,-1074.600,-500.000,-500.000,53.701,-0.001,STM32风格起摆,0
32.640,198.457,-2268.600,159.521,-2226.000,-500.000,-500.000,18.457,0.024,STM32风格起摆,0
32.660,147.239,-2705.400,108.347,-2758.200,500.000,500.000,32.761,0.038,STM32风格起摆,0
32.680,95.999,-1752.600,58.645,-1359.000,500.000,500.000,84.001,0.015,STM32风格起摆,0
32.700,104.854,1566.600,68.621,1360.800,500.000,500.000,75.146,0.010,STM32风格起摆,0
32.720,149.436,2656.200,111.226,2620.800,500.000,500.000,30.564,0.037,STM32风格起摆,0
32.740,204.675,2830.200,164.861,2698.800,-500.000,-500.000,24.675,0.042,STM32风格起摆,0
32.760,257.629,1660.800,217.112,1671.000,500.000,500.000,77.629,0.012,STM32风格起摆,0
32.780,255.212,-405.000,218.628,88.200,500.000,500.000,75.212,-0.004,STM32风格起摆,0
32.800,275.845,1891.200,242.073,1878.000,500.000,500.000,95.845,0.019,STM32风格起摆,0
32.820,325.920,2715.600,289.995,2723.400,500.000,500.000,145.920,0.046,STM32风格起摆,0
32.840,22.983,2947.200,346.399,2905.800,480.000,500.000,157.017,0.054,STM32风格起摆,0
32.860,81.233,2914.800,45.439,2923.800,500.000,500.000,98.767,0.050,STM32风格起摆,0
32.880,139.460,3052.200,104.436,3084.000,500.000,500.000,40.540,0.051,STM32风格起摆,0
32.900,199.072,2894.400,164.817,2965.200,-500.000,-500.000,19.072,0.045,STM32风格起摆,0
32.920,252.927,1820.400,219.265,1809.600,500.000,500.000,72.927,0.015,STM32风格起摆,0
32.940,249.346,-326.400,219.243,28.200,500.000,500.000,69.346,-0.005,STM32风格起摆,0
32.960,271.230,1948.800,241.150,1834.200,500.000,500.000,91.230,0.020,STM32风格起摆,0
32.980,320.911,2798.400,288.962,2722.200,500.000,500.000,140.911,0.048,STM32风格起摆,0
33.000,17.820,2853.000,345.476,2918.400,480.000,500.000,162.180,0.051,STM32风格起摆,0
33.020,76.267,2845.800,43.242,2866.800,500.000,500.000,103.733,0.048,STM32风格起摆,0
33.040,134.275,2895.000,102.546,3045.600,500.000,500.000,45.725,0.046,STM32风格起摆,0
33.060,194.150,2991.600,162.795,3048.000,-500.000,-500.000,14.150,0.048,STM32风格起摆,0
33.081,247.368,1733.400,217.090,1579.200,500.000,500.000,67.368,0.013,STM32风格起摆,0
33.100,245.435,-155.400,214.695,-274.800,500.000,500.000,65.435,-0.006,STM32风格起摆,0
33.120,267.759,2055.600,234.668,1706.400,500.000,500.000,87.759,0.022,STM32风格起摆,0
33.140,316.648,2729.400,281.865,2649.000,500.000,500.000,136.648,0.046,STM32风格起摆,0
33.160,13.337,2857.800,338.005,2959.800,480.000,500.000,166.663,0.051,STM32风格起摆,0
33.180,71.301,2944.200,36.057,2921.400,400.000,480.000,108.699,0.052,STM32风格起摆,0
33.200,127.947,2779.200,94.438,3002.400,500.000,500.000,52.053,0.042,STM32风格起摆,0
33.220,181.494,2725.200,153.655,2770.200,-437.036,-500.000,1.494,0.038,STM32风格起摆,0
33.240,231.174,1507.200,206.411,1607.400,-500.000,-500.000,51.174,0.008,STM32风格起摆,0
33.260,223.616,-1553.400,196.084,-1620.600,-500.000,-500.000,43.616,0.008,STM32风格起摆,0
33.280,179.692,-2603.400,153.369,-2537.400,89.978,107.974,0.308,0.034,STM32风格起摆,0
33.300,129.902,-1595.400,105.161,-1675.200,500.000,500.000,50.098,0.009,STM32风格起摆,0
33.320,120.278,480.000,98.459,398.400,500.000,500.000,59.722,-0.005,STM32风格起摆,0
33.340,148.162,2041.800,125.332,1923.000,500.000,500.000,31.838,0.019,STM32风格起摆,0
33.361,196.150,2560.200,170.684,2563.800,-500.000,-500.000,16.150,0.033,STM32风格起摆,0
33.381,246.116,1572.000,218.386,1320.600,500.000,500.000,66.116,0.010,STM32风格起摆,0
33.401,243.765,-318.000,213.838,-311.400,500.000,500.000,63.765,-0.005,STM32风格起摆,0
33.421,264.573,1877.400,233.723,1656.600,500.000,500.000,84.573,0.018,STM32风格起摆,0
33.441,313.154,2615.400,280.942,2698.800,500.000,500.000,133.154,0.042,STM32风格起摆,0
33.461,9.932,2921.400,337.500,2861.400,480.000,500.000,170.068,0.053,STM32风格起摆,0
33.481,67.830,2838.600,36.057,2934.600,500.000,500.000,112.170,0.048,STM32风格起摆,0
33.501,125.662,2989.800,94.548,3008.400,500.000,500.000,54.338,0.050,STM32风格起摆,0
33.521,185.537,2934.000,155.171,2984.400,-500.000,-500.000,5.537,0.046,STM32风格起摆,0
33.541,240.293,1932.000,210.674,1936.800,500.000,500.000,60.293,0.017,STM32风格起摆,0
33.561,240.798,-212.400,212.695,32.400,500.000,500.000,60.798,-0.006,STM32风格起摆,0
33.581,262.881,1912.200,235.327,1804.800,500.000,500.000,82.881,0.018,STM32风格起摆,0
33.601,312.825,2674.200,283.843,2784.600,500.000,500.000,132.825,0.044,STM32风格起摆,0
33.620,9.954,2920.800,340.642,2860.200,480.000,500.000,170.046,0.053,STM32风格起摆,0
33.640,68.269,2893.200,38.738,2970.600,500.000,500.000,111.731,0.050,STM32风格起摆,0
33.660,126.079,3067.800,97.756,3017.400,500.000,500.000,53.921,0.052,STM32风格起摆,0
33.680,186.042,2884.200,157.720,3093.000,-500.000,-500.000,6.042,0.044,STM32风格起摆,0
33.700,239.612,1800.600,211.860,1782.000,-500.000,-500.000,59.612,0.014,STM32风格起摆,0
33.720,229.834,-1636.800,203.818,-1556.400,-500.000,-500.000,49.834,0.010,STM32风格起摆,0
33.740,184.175,-2636.400,161.653,-2391.600,-500.000,-500.000,4.175,0.035,STM32风格起摆,0
33.760,128.584,-2892.600,107.952,-2928.000,500.000,500.000,51.416,0.046,STM32风格起摆,0
33.780,77.190,-1598.400,57.371,-1596.000,500.000,500.000,102.810,0.013,STM32风格起摆,0
33.800,86.572,1655.400,67.324,1376.400,500.000,500.000,93.428,0.013,STM32风格起摆,0
33.820,132.166,2623.800,109.578,2661.000,500.000,500.000,47.834,0.036,STM32风格起摆,0
33.840,188.196,2865.600,162.971,2823.600,-500.000,-500.000,8.196,0.043,STM32风格起摆,0
33.860,240.073,1730.400,213.574,1701.000,500.000,500.000,60.073,0.013,STM32风格起摆,0
33.880,236.118,-207.000,211.289,-45.600,-500.000,-500.000,56.118,-0.006,STM32风格起摆,0
33.900,251.938,643.200,226.846,380.400,500.000,500.000,71.938,-0.003,STM32风格起摆,0
33.920,241.040,-523.200,215.266,-218.400,500.000,500.000,61.040,-0.004,STM32风格起摆,0
33.940,260.024,1785.000,235.129,1664.400,500.000,500.000,80.024,0.015,STM32风格起摆,0
33.960,308.035,2705.400,281.975,2650.200,500.000,500.000,128.035,0.044,STM32风格起摆,0
33.980,4.592,2905.200,338.511,2911.200,-480.000,-500.000,175.408,0.053,STM32风格起摆,0
34.000,57.283,1878.600,30.762,1735.200,-500.000,-500.000,122.717,0.020,STM32风格起摆,0
34.020,49.021,-1493.400,22.280,-1527.000,-500.000,-500.000,130.979,0.013,STM32风格起摆,0
34.039,5.295,-2518.800,340.554,-2443.800,-500.000,-500.000,174.705,0.040,STM32风格起摆,0
34.060,310.649,-2929.800,287.073,-2794.800,-480.000,-500.000,130.649,0.052,STM32风格起摆,0
34.080,253.389,-2926.800,229.878,-2899.200,-500.000,-500.000,73.389,0.048,STM32风格起摆,0
34.100,196.018,-2860.800,172.134,-2890.200,-500.000,-500.000,16.018,0.043,STM32风格起摆,0
34.120,136.318,-3060.600,111.973,-3050.400,500.000,500.000,43.682,0.052,STM32风格起摆,0
34.140,83.057,-1666.200,57.678,-1644.000,-500.000,-500.000,96.943,0.014,STM32风格起摆,0
34.160,86.484,120.000,57.371,-221.400,-500.000,-500.000,93.516,-0.004,STM32风格起摆,0
34.180,64.160,-1948.200,31.860,-2049.600,-500.000,-500.000,115.840,0.021,STM32风格起摆,0
34.200,14.502,-2707.800,342.729,-2771.400,-500.000,-500.000,165.498,0.046,STM32风格起摆,0
34.220,317.373,-2928.000,286.479,-3001.200,-480.000,-500.000,137.373,0.053,STM32风格起摆,0
34.240,258.904,-2893.800,227.900,-2928.600,-500.000,-500.000,78.904,0.048,STM32风格起摆,0
34.260,201.116,-3006.600,169.299,-2907.600,-500.000,-500.000,21.116,0.049,STM32风格起摆,0
34.280,141.394,-3063.600,109.006,-2932.200,500.000,500.000,38.606,0.051,STM32风格起摆,0
34.300,88.352,-1591.800,55.327,-1637.400,-500.000,-500.000,91.648,0.012,STM32风格起摆,0
34.320,90.901,-29.400,56.492,-81.000,-500.000,-500.000,89.099,-0.004,STM32风格起摆,0
34.340,67.830,-2111.400,32.651,-1945.200,-500.000,-500.000,112.170,0.025,STM32风格起摆,0
34.360,18.699,-2725.800,344.421,-2722.200,-500.000,-500.000,161.301,0.046,STM32风格起摆,0
34.380,322.207,-2912.400,288.589,-2898.000,-480.000,-500.000,142.207,0.052,STM32风格起摆,0
34.400,263.650,-2956.200,230.295,-2974.800,-400.000,-480.000,83.650,0.050,STM32风格起摆,0
34.420,207.422,-2654.400,172.200,-2862.600,-500.000,-500.000,27.422,0.036,STM32风格起摆,0
34.440,154.182,-2778.000,113.928,-2950.200,500.000,500.000,25.818,0.041,STM32风格起摆,0
34.460,103.777,-1542.000,60.249,-1693.200,-500.000,-500.000,76.223,0.010,STM32风格起摆,0
34.480,107.490,19.800,60.491,-184.200,-500.000,-500.000,72.510,-0.005,STM32风格起摆,0
34.500,84.397,-1998.600,36.716,-1885.800,-500.000,-500.000,95.603,0.021,STM32风格起摆,0
34.520,35.288,-2724.600,348.750,-2709.000,-500.000,-500.000,144.712,0.046,STM32风格起摆,0
34.540,339.434,-2979.600,293.027,-2784.600,-480.000,-500.000,159.434,0.055,STM32风格起摆,0
34.560,280.701,-2911.800,233.899,-2878.800,-500.000,-500.000,100.701,0.050,STM32风格起摆,0
34.580,223.176,-2787.000,175.627,-2850.000,-500.000,-500.000,43.176,0.042,STM32风格起摆,0
34.600,163.938,-3043.200,115.994,-3126.000,500.000,500.000,16.062,0.050,STM32风格起摆,0
34.620,109.204,-1846.800,61.479,-1663.200,-500.000,-500.000,70.796,0.016,STM32风格起摆,0
34.640,108.633,-70.200,59.744,-260.400,-500.000,-500.000,71.367,-0.005,STM32风格起摆,0
34.660,84.595,-2008.200,34.189,-1953.000,-500.000,-500.000,95.405,0.022,STM32风格起摆,0
34.680,35.200,-2739.000,345.454,-2653.800,-500.000,-500.000,144.800,0.046,STM32风格起摆,0
34.700,338.972,-2844.600,289.050,-2917.800,-480.000,-500.000,158.972,0.050,STM32风格起摆,0
34.720,280.195,-2953.800,230.010,-2965.200,-400.000,-480.000,100.195,0.051,STM32风格起摆,0
34.740,223.901,-2656.200,171.958,-2778.600,-500.000,-500.000,43.901,0.037,STM32风格起摆,0
34.760,171.013,-2799.600,113.665,-2925.000,500.000,500.000,8.987,0.041,STM32风格起摆,0
34.780,119.355,-1560.000,60.095,-1667.400,-500.000,-500.000,60.645,0.009,STM32风格起摆,0
34.800,122.629,198.000,60.798,-179.400,500.000,500.000,57.371,-0.006,STM32风格起摆,0
34.820,106.589,-697.800,43.154,-581.400,-500.000,-500.000,73.411,-0.002,STM32风格起摆,0
34.840,116.741,372.000,51.130,-43.800,-500.000,-500.000,63.259,-0.005,STM32风格起摆,0
34.860,96.064,-1871.400,29.355,-1813.200,-500.000,-500.000,83.936,0.017,STM32风格起摆,0
34.880,46.934,-2659.800,343.147,-2582.400,-500.000,-500.000,133.066,0.043,STM32风格起摆,0
34.900,351.519,-2895.000,287.930,-2904.600,-480.000,-500.000,171.519,0.052,STM32风格起摆,0
34.920,292.720,-3002.400,229.878,-2955.000,-400.000,-480.000,112.720,0.054,STM32风格起摆,0
34.940,236.492,-2680.200,172.222,-2873.400,-500.000,-500.000,56.492,0.039,STM32风格起摆,0
34.960,184.109,-2820.600,113.599,-2917.200,-500.000,-500.000,4.109,0.042,STM32风格起摆,0
34.980,126.782,-2934.000,54.316,-2954.400,500.000,500.000,53.218,0.047,STM32风格起摆,0
35.000,74.663,-1549.200,2.065,-1490.400,-500.000,-500.000,105.337,0.012,STM32风格起摆,0
35.020,76.707,-15.000,4.570,-94.800,-500.000,-500.000,103.293,-0.003,STM32风格起摆,0
35.040,53.547,-2078.400,341.411,-1921.200,-500.000,-500.000,126.453,0.025,STM32风格起摆,0
35.060,5.339,-2694.000,293.796,-2607.600,-500.000,-500.000,174.661,0.045,STM32风格起摆,0
35.080,308.606,-2902.200,238.733,-2827.200,-480.000,-500.000,128.606,0.051,STM32风格起摆,0
35.100,250.444,-2875.200,180.857,-2875.800,-500.000,-500.000,70.444,0.046,STM32风格起摆,0
35.120,192.810,-2903.400,121.750,-3144.000,-500.000,-500.000,12.810,0.045,STM32风格起摆,0
35.140,132.627,-3026.400,61.699,-2953.200,500.000,500.000,47.373,0.051,STM32风格起摆,0
35.159,80.156,-1602.000,8.855,-1636.200,-500.000,-500.000,99.844,0.013,STM32风格起摆,0
35.180,83.496,154.200,9.712,-114.000,-500.000,-500.000,96.504,-0.004,STM32风格起摆,0
35.200,60.095,-2047.800,344.993,-2059.800,-500.000,-500.000,119.905,0.024,STM32风格起摆,0
35.220,10.437,-2698.800,296.543,-2700.000,-500.000,-500.000,169.563,0.046,STM32风格起摆,0
35.240,312.847,-2980.800,239.744,-2888.400,-480.000,-500.000,132.847,0.054,STM32风格起摆,0
35.261,254.773,-2874.000,182.153,-2769.600,-500.000,-500.000,74.773,0.047,STM32风格起摆,0
35.281,196.721,-2923.200,122.322,-3109.200,-500.000,-500.000,16.721,0.046,STM32风格起摆,0
35.300,136.824,-3039.000,62.380,-2909.400,500.000,500.000,43.176,0.051,STM32风格起摆,0
35.321,82.881,-1721.400,8.635,-1702.200,-500.000,-500.000,97.119,0.015,STM32风格起摆,0
35.341,86.375,406.200,9.470,-35.400,-500.000,-500.000,93.625,-0.003,STM32风格起摆,0
35.361,64.578,-2006.400,344.773,-2104.200,-500.000,-500.000,115.422,0.023,STM32风格起摆,0
35.381,14.612,-2720.400,295.225,-2619.000,-500.000,-500.000,165.388,0.046,STM32风格起摆,0
35.401,317.439,-2902.800,239.194,-2915.400,-480.000,-500.000,137.439,0.052,STM32风格起摆,0
35.421,258.376,-2877.000,180.989,-2892.600,-500.000,-500.000,78.376,0.047,STM32风格起摆,0
35.441,201.335,-2917.800,122.432,-3141.600,-500.000,-500.000,21.335,0.045,STM32风格起摆,0
35.461,141.394,-3001.800,61.787,-2866.200,500.000,500.000,38.606,0.049,STM32风格起摆,0
35.481,86.484,-1867.800,7.954,-1878.600,-500.000,-500.000,93.516,0.018,STM32风格起摆,0
35.501,87.495,108.000,8.789,155.400,-500.000,-500.000,92.505,-0.004,STM32风格起摆,0
35.521,64.600,-2016.600,346.047,-2025.000,-500.000,-500.000,115.400,0.023,STM32风格起摆,0
35.541,14.656,-2732.400,296.807,-2827.200,-500.000,-500.000,165.344,0.047,STM32风格起摆,0
35.561,317.593,-2892.600,240.754,-2885.400,-480.000,-500.000,137.593,0.051,STM32风格起摆,0
35.581,259.080,-2902.800,183.208,-2841.000,-500.000,-500.000,79.080,0.048,STM32风格起摆,0
35.601,201.533,-2986.800,124.146,-3083.400,-500.000,-500.000,21.533,0.048,STM32风格起摆,0
35.620,141.658,-3076.200,64.578,-2933.400,500.000,500.000,38.342,0.052,STM32风格起摆,0
35.640,88.176,-1615.800,10.789,-1705.200,-500.000,-500.000,91.824,0.012,STM32风格起摆,0
35.661,91.296,79.200,10.591,-196.200,-500.000,-500.000,88.704,-0.004,STM32风格起摆,0
35.680,68.027,-2046.000,344.839,-2052.600,-500.000,-500.000,111.973,0.024,STM32风格起摆,0
35.701,18.677,-2775.000,295.334,-2700.000,-500.000,-500.000,161.323,0.048,STM32风格起摆,0
35.721,321.921,-2845.200,237.964,-2949.000,-500.000,-500.000,141.921,0.050,STM32风格起摆,0
35.741,263.210,-3036.000,180.242,-2883.600,-400.000,-480.000,83.210,0.053,STM32风格起摆,0
35.761,205.554,-2689.800,121.267,-3090.600,-500.000,-500.000,25.554,0.038,STM32风格起摆,0
35.780,151.633,-2831.400,62.930,-2872.800,500.000,500.000,28.367,0.043,STM32风格起摆,0
35.801,99.382,-1809.000,10.371,-1689.600,-500.000,-500.000,80.618,0.016,STM32风格起摆,0
35.821,101.997,215.400,12.305,-52.200,-500.000,-500.000,78.003,-0.005,STM32风格起摆,0
35.840,78.596,-2016.000,348.069,-2092.200,-500.000,-500.000,101.404,0.022,STM32风格起摆,0
35.861,27.905,-2655.600,298.652,-2686.800,-500.000,-500.000,152.095,0.044,STM32风格起摆,0
35.881,331.040,-2994.600,242.974,-2797.200,-480.000,-500.000,151.040,0.056,STM32风格起摆,0
35.900,272.373,-2916.000,185.295,-2891.400,-500.000,-500.000,92.373,0.049,STM32风格起摆,0
35.921,214.629,-2884.800,125.771,-3070.200,-500.000,-500.000,34.629,0.045,STM32风格起摆,0
35.941,155.259,-2995.800,65.720,-2942.400,500.000,500.000,24.741,0.048,STM32风格起摆,0
35.961,100.042,-1838.400,11.843,-1884.600,-500.000,-500.000,79.958,0.016,STM32风格起摆,0
35.980,103.843,428.400,12.634,66.000,500.000,500.000,76.157,-0.004,STM32风格起摆,0
36.001,89.055,-613.200,356.550,-464.400,-500.000,-500.000,90.945,-0.002,STM32风格起摆,0
36.021,101.953,630.600,8.569,319.200,-500.000,-500.000,78.047,-0.002,STM32风格起摆,0
36.040,82.354,-1974.600,348.179,-1876.800,-500.000,-500.000,97.646,0.021,STM32风格起摆,0
36.060,32.827,-2677.800,301.487,-2682.600,-500.000,-500.000,147.173,0.044,STM32风格起摆,0
36.081,336.555,-2911.800,245.852,-2761.200,-480.000,-500.000,156.555,0.053,STM32风格起摆,0
36.101,277.603,-2952.000,188.086,-2879.400,-400.000,-480.000,97.603,0.051,STM32风格起摆,0
36.120,221.726,-2652.000,130.496,-3046.200,-500.000,-500.000,41.726,0.037,STM32风格起摆,0
36.140,168.684,-2736.600,71.191,-2983.800,500.000,500.000,11.316,0.039,STM32风格起摆,0
36.160,117.488,-1624.200,19.336,-1614.000,-500.000,-500.000,62.512,0.011,STM32风格起摆,0
36.180,122.695,265.200,20.061,-121.800,500.000,500.000,57.305,-0.006,STM32风格起摆,0
36.200,106.172,-630.000,2.747,-496.200,-500.000,-500.000,73.828,-0.003,STM32风格起摆,0
36.221,119.246,756.600,14.172,251.400,-500.000,-500.000,60.754,-0.003,STM32风格起摆,0
36.241,100.349,-1964.400,353.826,-1825.800,-500.000,-500.000,79.651,0.019,STM32风格起摆,0
36.261,50.889,-2677.800,307.332,-2529.600,-500.000,-500.000,129.111,0.043,STM32风格起摆,0
36.281,355.056,-2908.200,252.004,-2850.600,-480.000,-500.000,175.056,0.053,STM32风格起摆,0
36.301,296.323,-2890.200,194.832,-2904.000,-400.000,-480.000,116.323,0.050,STM32风格起摆,0
36.320,239.612,-2718.000,136.538,-3029.400,-500.000,-500.000,59.612,0.040,STM32风格起摆,0
36.340,187.097,-2686.800,77.388,-2900.400,-500.000,-500.000,7.097,0.037,STM32风格起摆,0
36.360,129.463,-2965.200,18.633,-2980.200,500.000,500.000,50.537,0.048,STM32风格起摆,0
