时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),控制(RPM),倒立误差(°),是否平衡
23.92,0.59,-0.60,2862.42,-7671.00,-3000.00,179.41,0
23.94,0.66,0.60,2710.20,-7917.60,-3000.00,179.34,0
23.96,0.62,-5.40,2560.01,-7963.20,-3000.00,179.38,0
23.98,0.59,0.60,2405.52,-7645.20,-3000.00,179.41,0
24.00,0.66,0.00,2254.22,-7339.80,-3000.00,179.34,0
24.02,0.57,-5.40,2103.51,-7746.60,-3000.00,179.43,0
24.04,0.66,5.40,1951.28,-7579.80,3000.00,179.34,0
24.06,0.59,0.00,1810.68,-5971.80,-3000.00,179.41,0
24.08,0.59,4.80,1750.08,-1948.80,-3000.00,179.41,0
24.10,0.62,10.80,1681.13,-4153.20,3000.00,179.38,0
24.12,0.66,4.80,1594.64,-4525.20,-3000.00,179.34,0
24.14,0.66,0.00,1546.79,-1633.80,-3000.00,179.34,0
24.16,0.59,-4.80,1461.71,-6376.80,-3000.00,179.41,0
24.18,0.59,0.00,1322.36,-7443.60,-3000.00,179.41,0
24.20,0.66,0.00,1171.05,-7510.80,-3000.00,179.34,0
24.22,0.57,0.00,1018.54,-7615.80,-3000.00,179.43,0
24.24,0.66,0.00,866.45,-7581.00,-3000.00,179.34,0
24.26,0.59,-5.40,715.19,-7738.80,-3000.00,179.41,0
24.28,0.64,0.00,562.68,-7593.60,-3000.00,179.36,0
24.30,0.64,-5.40,411.70,-7476.00,-3000.00,179.36,0
24.32,0.59,0.60,258.40,-7555.80,-3000.00,179.41,0
24.34,0.66,0.00,106.46,-7812.60,-3000.00,179.34,0
24.36,0.57,0.00,-46.91,-7704.60,-3000.00,179.43,0
24.38,0.66,4.80,-197.80,-7745.40,-3000.00,179.34,0
24.40,0.59,-6.00,-349.01,-7692.60,-3000.00,179.41,0
24.42,0.62,6.00,-501.99,-7497.00,3000.00,179.38,0
24.44,0.64,-10.80,-643.18,-5735.40,-3000.00,179.36,0
24.46,0.59,0.00,-700.75,-1707.00,-3000.00,179.41,0
24.48,0.57,0.00,-765.70,-4006.20,-3000.00,179.43,0
24.50,0.62,0.00,-862.05,-6403.20,-3000.00,179.38,0
24.52,0.64,-0.60,-1005.38,-7523.40,-3000.00,179.36,0
24.54,0.57,0.00,-1158.16,-7757.40,-3000.00,179.43,0
24.56,0.66,5.40,-1310.19,-7656.00,3000.00,179.34,0
24.58,0.59,-0.60,-1450.04,-5496.00,-3000.00,179.41,0
24.60,0.59,0.00,-1504.97,-1642.20,-3000.00,179.41,0
24.62,0.62,0.00,-1567.49,-3927.60,-3000.00,179.38,0
24.64,0.66,5.40,-1664.27,-6458.40,3000.00,179.34,0
24.66,0.59,0.00,-1797.41,-5631.60,-3000.00,179.41,0
24.68,0.59,0.00,-1856.98,-1957.20,-3000.00,179.41,0
24.70,0.62,0.00,-1923.60,-3981.00,-3000.00,179.38,0
24.72,0.66,0.00,-2013.75,-5973.60,-3000.00,179.34,0
24.74,0.59,0.00,-2154.53,-7665.60,-3000.00,179.41,0
24.76,0.62,0.00,-2305.42,-7557.60,-3000.00,179.38,0
24.78,0.64,-5.40,-2457.44,-7554.00,-3000.00,179.36,0
24.80,0.57,0.00,-2609.21,-7496.40,-3000.00,179.43,0
24.82,0.66,0.00,-2760.58,-7527.00,-3000.00,179.34,0
24.84,0.57,-5.40,-2914.37,-7636.20,-3000.00,179.43,0
24.86,0.66,4.80,-3066.72,-7833.00,-3000.00,179.34,0
24.88,0.59,0.00,-3217.94,-7534.80,-3000.00,179.41,0
24.90,0.62,0.00,-3371.18,-7711.80,-3000.00,179.38,0
24.92,0.64,-5.40,-3522.83,-7591.20,-3000.00,179.36,0
24.94,0.57,0.00,-3674.79,-7651.80,-3000.00,179.43,0
24.96,0.66,10.20,-3827.57,-7649.40,3000.00,179.34,0
24.98,0.57,-10.20,-3968.50,-5856.60,-3000.00,179.43,0
25.00,0.57,0.00,-4029.13,-1926.00,-3000.00,179.43,0
25.02,0.62,0.00,-4096.23,-4164.60,-3000.00,179.38,0
25.04,0.66,0.00,-4191.44,-6301.80,-3000.00,179.34,0
25.06,0.57,-10.20,-4333.89,-7434.00,-3000.00,179.43,0
25.08,0.64,10.80,-4487.39,-7821.00,3000.00,179.36,0
25.10,0.62,-4.80,-4626.34,-5694.00,-3000.00,179.38,0
25.12,0.57,0.00,-4687.71,-2078.40,-3000.00,179.43,0
25.14,0.57,0.00,-4758.18,-4194.60,-3000.00,179.43,0
25.16,0.64,0.00,-4856.20,-6506.40,-3000.00,179.36,0
25.18,0.62,-10.20,-5000.34,-7450.80,-3000.00,179.38,0
25.20,0.59,4.80,-5152.74,-7620.60,-3000.00,179.41,0
25.22,0.66,0.00,-5304.38,-7311.00,-3000.00,179.34,0
25.24,0.57,0.00,-5456.18,-7620.60,-3000.00,179.43,0
25.26,0.66,0.00,-5608.21,-7359.00,3000.00,179.34,0
25.28,0.59,-6.00,-5749.63,-5860.20,-3000.00,179.41,0
25.30,0.57,0.00,-5805.29,-1606.20,3000.00,179.43,0
25.32,0.59,10.20,-5855.89,-2056.20,3000.00,179.41,0
25.34,0.62,0.00,-5845.52,2977.20,3000.00,179.38,0
25.36,0.57,4.80,-5737.68,6750.60,3000.00,179.43,0
25.38,0.66,0.00,-5597.25,7026.60,3000.00,179.34,0
25.40,0.59,-5.40,-5454.12,7262.40,-3000.00,179.41,0
25.42,0.59,0.00,-5321.65,5276.40,3000.00,179.41,0
25.44,0.64,0.00,-5266.98,1594.80,3000.00,179.36,0
25.46,0.66,0.00,-5207.45,3706.20,3000.00,179.34,0
25.48,0.62,0.00,-5128.40,5533.20,3000.00,179.38,0
25.50,0.57,0.00,-4996.96,6989.40,3000.00,179.43,0
25.52,0.66,10.20,-4852.86,7284.00,3000.00,179.34,0
25.54,0.57,-10.80,-4709.93,7339.20,-3000.00,179.43,0
25.56,0.62,10.20,-4576.77,5255.40,3000.00,179.38,0
25.58,0.66,0.00,-4526.17,1479.60,3000.00,179.34,0
25.60,0.66,0.00,-4466.25,3744.60,3000.00,179.34,0
25.62,0.59,-6.00,-4385.68,5594.40,-3000.00,179.41,0
25.64,0.59,0.00,-4262.23,5319.60,3000.00,179.41,0
25.66,0.64,0.00,-4208.60,1669.20,3000.00,179.36,0
25.68,0.66,0.00,-4149.05,3792.00,3000.00,179.34,0
25.70,0.64,0.00,-4072.26,5229.00,3000.00,179.36,0
25.72,0.57,0.00,-3943.19,6894.60,3000.00,179.43,0
25.74,0.66,16.20,-3799.73,7315.20,3000.00,179.34,0
25.76,0.59,-6.00,-3656.12,7252.20,-3000.00,179.41,0
25.78,0.59,10.80,-3524.99,5370.00,3000.00,179.41,0
25.80,0.64,0.00,-3471.86,1616.40,3000.00,179.36,0
25.82,0.66,-9.60,-3410.84,3672.60,-3000.00,179.34,0
25.84,0.62,0.00,-3337.47,3949.80,3000.00,179.38,0
25.86,0.59,0.00,-3290.80,1765.80,3000.00,179.41,0
25.88,0.57,0.00,-3210.40,6068.40,3000.00,179.43,0
25.90,0.66,10.20,-3075.89,6947.40,3000.00,179.34,0
25.92,0.59,-5.40,-2933.61,7165.80,-3000.00,179.41,0
25.94,0.59,0.00,-2801.32,5230.20,3000.00,179.41,0
25.96,0.64,0.00,-2749.13,1653.00,3000.00,179.36,0
25.98,0.66,-4.80,-2687.52,3575.40,3000.00,179.34,0
26.00,0.62,-4.80,-2604.31,5689.80,3000.00,179.38,0
26.02,0.57,0.00,-2473.75,6958.20,3000.00,179.43,0
26.04,0.66,4.80,-2330.60,7369.20,3000.00,179.34,0
26.06,0.57,-10.80,-2186.61,6950.40,-3000.00,179.43,0
26.08,0.64,6.00,-2053.94,5490.00,3000.00,179.36,0
26.10,0.66,0.00,-1997.16,1981.20,3000.00,179.34,0
26.12,0.64,-4.80,-1930.94,3843.60,3000.00,179.36,0
26.14,0.59,0.00,-1849.35,5695.80,3000.00,179.41,0
26.16,0.59,5.40,-1716.20,7117.20,3000.00,179.41,0
26.18,0.64,0.00,-1571.68,6996.00,3000.00,179.36,0
26.20,0.55,0.00,-1429.43,7192.80,3000.00,179.45,0
26.22,0.64,4.80,-1284.96,7206.00,3000.00,179.36,0
26.24,0.59,0.00,-1141.17,7292.40,3000.00,179.41,0
26.26,0.62,0.00,-997.08,6958.80,3000.00,179.38,0
26.28,0.68,0.00,-853.15,7186.20,3000.00,179.32,0
26.30,0.64,0.60,-709.01,7078.20,3000.00,179.36,0
26.32,0.70,0.00,-566.76,7308.00,3000.00,179.30,0
26.34,0.66,0.00,-421.52,7191.60,3000.00,179.34,0
26.36,0.66,0.00,-279.16,7257.60,3000.00,179.34,0
26.38,0.73,0.00,-134.54,7110.00,3000.00,179.27,0
26.40,0.64,0.00,8.00,7274.40,3000.00,179.36,0
26.42,0.70,0.00,151.50,7176.00,3000.00,179.30,0
26.44,0.68,0.00,295.80,7253.40,3000.00,179.32,0
26.46,0.66,0.60,438.57,7018.80,3000.00,179.34,0
26.48,0.73,0.00,583.07,7279.20,3000.00,179.27,0
26.50,0.64,0.00,724.61,7116.00,3000.00,179.36,0
26.52,0.70,0.00,869.02,7334.40,3000.00,179.30,0
26.54,0.68,0.00,1011.91,7000.80,3000.00,179.32,0
26.56,0.66,5.40,1154.95,7297.20,3000.00,179.34,0
26.58,0.73,0.00,1298.58,7182.60,3000.00,179.27,0
26.60,0.64,0.00,1442.77,7143.60,3000.00,179.36,0
26.62,0.70,0.00,1586.84,7239.60,3000.00,179.30,0
26.64,0.68,0.00,1730.15,7158.60,3000.00,179.32,0
26.66,0.66,-4.20,1873.65,7074.00,3000.00,179.34,0
26.68,0.70,-4.80,2017.29,7377.60,3000.00,179.30,0
26.70,0.64,0.00,2160.59,7024.80,3000.00,179.36,0
26.72,0.70,0.00,2306.10,7314.60,3000.00,179.30,0
26.74,0.68,-0.60,2449.23,7106.40,3000.00,179.32,0
26.76,0.66,6.00,2592.55,7358.40,3000.00,179.34,0
26.78,0.73,-0.60,2737.40,7203.00,3000.00,179.27,0
26.80,0.64,0.00,2882.50,7295.40,3000.00,179.36,0
26.82,0.70,0.00,3024.65,7224.00,3000.00,179.30,0
26.84,0.68,0.00,3170.35,7239.00,3000.00,179.32,0
26.86,0.66,0.00,3313.89,7104.60,3000.00,179.34,0
26.88,0.73,-0.60,3458.03,7406.40,3000.00,179.27,0
26.90,0.64,-5.40,3602.18,7111.80,-3000.00,179.36,0
26.92,0.70,0.00,3738.16,5500.20,3000.00,179.30,0
26.94,0.70,0.00,3794.28,1667.40,3000.00,179.30,0
26.96,0.68,-4.80,3856.51,3797.40,3000.00,179.32,0
26.98,0.64,0.00,3940.99,5497.80,3000.00,179.36,0
27.00,0.68,5.40,4076.59,7245.00,3000.00,179.32,0
27.02,0.70,0.00,4218.42,7141.20,3000.00,179.30,0
27.04,0.64,0.00,4362.80,7401.60,3000.00,179.36,0
27.06,0.73,0.00,4507.71,7030.80,3000.00,179.27,0
27.08,0.66,-0.60,4651.11,7319.40,3000.00,179.34,0
27.10,0.68,5.40,4797.55,7202.40,3000.00,179.32,0
27.12,0.70,-0.60,4940.42,7272.00,3000.00,179.30,0
27.14,0.64,5.40,5083.48,7296.00,3000.00,179.36,0
27.16,0.73,4.80,5228.48,7300.20,3000.00,179.27,0
27.18,0.64,-0.60,5374.58,7093.80,3000.00,179.36,0
27.20,0.68,4.80,5516.59,7273.20,3000.00,179.32,0
27.22,0.70,-5.40,5660.46,7126.80,-3000.00,179.30,0
27.24,0.64,0.00,5792.26,5474.40,3000.00,179.36,0
27.26,0.68,4.80,5847.14,1541.40,3000.00,179.32,0
27.28,0.73,0.00,5908.34,3835.80,3000.00,179.27,0
27.30,0.70,-16.20,5994.16,5790.00,-3000.00,179.30,0
27.32,0.64,0.00,6117.74,5135.40,3000.00,179.36,0
