时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),控制(RPM),倒立误差(°),是否平衡
0.00,0.00,0.00,-0.20,0.00,3000.00,180.00,0
0.02,0.00,0.00,18.94,2823.00,3000.00,180.00,0
0.04,0.00,4.80,129.77,6802.20,3000.00,180.00,0
0.06,0.02,0.00,264.64,6880.80,3000.00,179.98,0
0.08,-0.02,-0.60,403.04,7050.00,3000.00,179.98,0
0.10,0.02,5.40,545.58,7380.60,3000.00,179.98,0
0.12,0.00,-5.40,689.63,7244.40,-3000.00,180.00,0
0.15,0.02,10.80,841.71,3285.60,3000.00,179.98,0
0.16,0.04,0.00,854.91,337.80,3000.00,179.96,0
0.18,0.02,-11.40,909.93,4241.40,-3000.00,179.98,0
0.20,0.00,0.00,999.62,4268.40,3000.00,180.00,0
0.22,-0.02,0.00,1038.05,1609.80,3000.00,179.98,0
0.24,-0.02,0.00,1129.90,6514.80,3000.00,179.98,0
0.26,0.04,10.20,1267.62,6835.80,3000.00,179.96,0
0.28,0.00,-0.60,1407.50,7020.00,3000.00,180.00,0
0.30,-0.02,10.80,1547.56,7091.40,3000.00,179.98,0
0.32,0.07,0.00,1689.52,7400.40,3000.00,179.93,0
0.34,-0.04,-4.80,1833.88,7121.40,3000.00,179.96,0
0.36,0.04,0.00,1979.78,7344.00,3000.00,179.96,0
0.38,0.00,0.00,2124.73,7159.80,3000.00,180.00,0
0.40,0.00,10.20,2270.85,7378.80,3000.00,180.00,0
0.42,0.07,0.00,2415.89,7128.60,3000.00,179.93,0
0.44,-0.04,0.00,2561.42,7398.60,3000.00,179.96,0
0.46,0.07,4.80,2706.39,7175.40,3000.00,179.93,0
0.48,0.00,0.00,2851.00,7191.60,3000.00,180.00,0
0.50,0.00,0.60,2990.15,7007.40,3000.00,180.00,0
0.52,0.04,-6.00,3128.12,6929.40,-3000.00,179.96,0
0.54,-0.04,0.00,3254.55,4845.60,3000.00,179.96,0
0.56,-0.02,0.00,3304.29,2014.20,3000.00,179.98,0
0.58,0.02,0.00,3365.44,2913.60,3000.00,179.98,0
0.60,0.07,5.40,3418.68,5355.00,3000.00,179.93,0
0.62,0.02,-1.20,3539.88,6313.80,3000.00,179.98,0
0.64,-0.02,0.00,3671.21,6858.00,3000.00,179.98,0
0.66,0.02,0.00,3808.61,6985.20,3000.00,179.98,0
0.68,0.00,0.00,3950.31,6985.80,3000.00,180.00,0
0.70,-0.02,4.80,4093.57,7088.40,3000.00,179.98,0
0.72,0.04,0.00,4234.26,7204.80,3000.00,179.96,0
0.74,-0.02,0.00,4370.93,6656.40,3000.00,179.98,0
0.76,0.02,6.00,4506.15,6859.80,3000.00,179.98,0
0.78,0.02,-4.80,4640.41,6650.40,3000.00,179.98,0
0.80,-0.02,0.00,4774.44,7027.20,3000.00,179.98,0
0.82,0.04,0.00,4911.70,6826.20,3000.00,179.96,0
0.84,0.00,-5.40,5050.96,6934.80,-3000.00,180.00,0
0.86,0.00,0.00,5181.00,5117.40,3000.00,180.00,0
0.88,0.04,10.80,5230.09,2130.00,3000.00,179.96,0
0.90,0.04,0.00,5305.45,4077.00,3000.00,179.96,0
0.92,-0.02,-10.20,5397.87,6256.80,-3000.00,179.98,0
0.94,0.00,4.80,5520.74,4953.00,3000.00,180.00,0
0.96,0.04,0.00,5571.08,2379.60,3000.00,179.96,0
0.98,0.04,0.00,5642.36,3799.80,3000.00,179.96,0
1.00,0.00,0.00,5722.05,5722.20,3000.00,180.00,0
1.02,-0.02,5.40,5850.40,6888.00,3000.00,179.98,0
1.04,0.07,0.00,5990.78,7254.60,3000.00,179.93,0
1.06,-0.04,-10.20,6132.33,7131.60,-3000.00,179.96,0
1.08,0.02,0.60,6264.29,5276.40,3000.00,179.98,0
1.10,0.04,0.00,6317.80,1969.80,3000.00,179.96,0
1.12,0.02,0.00,6381.34,3791.40,3000.00,179.98,0
1.14,-0.02,0.00,6463.28,5442.60,3000.00,179.98,0
1.16,0.00,5.40,6597.20,7223.40,3000.00,180.00,0
1.18,0.04,0.00,6738.53,7066.20,3000.00,179.96,0
1.20,-0.04,-4.80,6882.21,7356.00,3000.00,179.96,0
1.22,0.04,10.20,7025.84,7063.20,3000.00,179.96,0
1.24,0.00,0.00,7167.48,7253.40,3000.00,180.00,0
1.26,0.00,0.00,7309.73,7212.60,3000.00,180.00,0
1.28,0.04,0.00,7453.45,7312.20,3000.00,179.96,0
1.30,-0.02,0.00,7595.20,7249.80,3000.00,179.98,0
1.32,0.04,4.80,7738.53,7312.80,3000.00,179.96,0
1.34,0.00,-4.80,7882.16,6951.00,3000.00,180.00,0
1.36,-0.02,4.80,8024.99,7069.20,3000.00,179.98,0
1.38,0.04,0.00,8167.70,7236.00,3000.00,179.96,0
1.40,-0.02,0.00,8309.64,7338.60,3000.00,179.98,0
1.42,0.02,0.00,8451.67,6909.60,3000.00,179.98,0
1.44,0.00,-1.20,8595.64,7151.40,3000.00,180.00,0
1.46,-0.02,0.00,8737.40,7284.60,3000.00,179.98,0
1.48,0.04,0.00,8880.58,7453.80,3000.00,179.96,0
1.50,-0.02,4.80,9022.72,7116.60,3000.00,179.98,0
1.52,0.04,5.40,9165.63,7160.40,3000.00,179.96,0
1.54,0.00,-10.80,9310.19,7009.20,-3000.00,180.00,0
1.56,-0.02,0.00,9440.33,5200.80,3000.00,179.98,0
1.58,0.02,0.00,9492.45,1628.40,3000.00,179.98,0
1.60,0.04,0.00,9552.48,3591.00,3000.00,179.96,0
1.62,0.02,0.00,9629.52,5562.60,3000.00,179.98,0
1.64,-0.02,0.00,9763.37,7078.80,3000.00,179.98,0
1.66,0.04,0.00,9907.29,7058.40,3000.00,179.96,0
1.68,0.00,0.00,10047.57,7290.60,3000.00,180.00,0
1.70,0.00,4.80,10189.47,7165.20,3000.00,180.00,0
1.72,0.04,0.00,10334.33,7215.60,3000.00,179.96,0
1.74,-0.02,0.00,10476.50,7059.60,3000.00,179.98,0
1.76,0.04,0.00,10620.07,7097.40,3000.00,179.96,0
1.78,0.00,-4.80,10761.57,7030.20,3000.00,180.00,0
1.80,-0.02,0.00,10905.34,7339.80,3000.00,179.98,0
1.82,0.04,-0.60,11048.62,7451.40,3000.00,179.96,0
1.84,-0.02,0.00,11190.59,7305.60,3000.00,179.98,0
1.86,0.04,0.00,11332.86,7087.20,3000.00,179.96,0
1.88,0.00,-0.60,11477.09,7281.60,3000.00,180.00,0
1.90,-0.02,0.60,11620.57,7285.20,3000.00,179.98,0
1.92,0.04,0.00,11763.08,7328.40,3000.00,179.96,0
1.94,-0.02,-0.60,11906.08,7057.80,3000.00,179.98,0
1.96,0.04,6.00,12048.66,6988.80,3000.00,179.96,0
1.98,0.00,-1.80,12193.15,7203.00,3000.00,180.00,0
2.00,-0.02,5.40,12334.94,7429.20,3000.00,179.98,0
2.02,0.04,0.00,12477.88,7317.60,3000.00,179.96,0
2.04,-0.02,-0.60,12619.64,6907.80,3000.00,179.98,0
2.06,0.04,0.60,12763.65,7173.00,3000.00,179.96,0
2.08,0.00,-10.80,12908.78,7325.40,-3000.00,180.00,0
2.10,-0.02,0.00,13039.58,5152.20,3000.00,179.98,0
2.12,0.02,0.00,13091.15,1588.20,3000.00,179.98,0
2.14,0.04,0.00,13151.97,3664.80,3000.00,179.96,0
2.16,0.02,0.00,13234.33,5624.40,3000.00,179.98,0
2.18,-0.02,0.00,13368.69,7039.20,3000.00,179.98,0
2.20,0.04,5.40,13512.44,7223.40,3000.00,179.96,0
2.22,-0.02,-5.40,13655.57,7300.20,-3000.00,179.98,0
2.24,0.00,0.00,13788.00,5348.40,3000.00,180.00,0
2.26,0.04,4.80,13841.59,1639.20,3000.00,179.96,0
2.28,0.04,0.00,13903.22,3592.80,3000.00,179.96,0
2.30,0.00,0.00,13984.91,5630.40,3000.00,180.00,0
2.32,-0.02,0.00,14117.94,6955.20,3000.00,179.98,0
2.34,0.04,0.00,14261.97,7266.00,3000.00,179.96,0
2.36,-0.02,-10.80,14406.88,7161.60,-3000.00,179.98,0
2.38,0.02,0.00,14539.48,5352.00,3000.00,179.98,0
2.40,0.07,0.00,14597.67,2109.00,3000.00,179.93,0
2.42,0.07,0.00,14664.79,4016.40,3000.00,179.93,0
2.44,0.04,0.00,14749.54,5490.00,3000.00,179.96,0
2.46,0.09,5.40,14885.16,7267.20,3000.00,179.91,0
2.48,0.11,-10.20,15028.33,7198.20,-3000.00,179.89,0
2.50,0.02,0.00,15161.09,5302.20,3000.00,179.98,0
2.52,0.02,0.00,15211.93,1559.40,3000.00,179.98,0
2.54,0.00,0.00,15273.21,3796.20,-3000.00,180.00,0
2.56,-0.04,-5.40,15348.08,4060.80,-3000.00,179.96,0
2.58,-0.18,-4.80,15382.64,-874.80,-3000.00,179.82,0
2.60,-0.26,-6.00,15302.22,-6450.00,-3000.00,179.74,0
2.62,-0.48,-22.20,15158.63,-7623.60,-3000.00,179.52,0
2.64,-0.73,-17.40,15004.69,-7601.40,-3000.00,179.27,0
2.66,-3.01,-142.80,14855.62,-7564.20,-3000.00,176.99,0
2.68,-6.20,-193.20,14703.95,-7491.00,-3000.00,173.80,0
2.70,-9.45,-118.20,14551.81,-7588.20,-3000.00,170.55,0
2.72,-10.37,-1.80,14399.28,-7641.00,-3000.00,169.63,0
2.74,-10.37,0.60,14249.14,-7632.60,-3000.00,169.63,0
2.76,-10.46,-4.80,14098.32,-7385.40,-3000.00,169.54,0
2.78,-10.59,-10.80,13945.87,-7541.40,-3000.00,169.41,0
2.80,-10.88,-33.00,13794.41,-7780.20,-3000.00,169.12,0
2.82,-11.84,-114.00,13643.24,-7635.00,-3000.00,168.16,0
2.84,-14.06,-121.80,13490.35,-7543.20,-3000.00,165.94,0
2.86,-15.82,-54.00,13339.84,-7715.40,-3000.00,164.18,0
2.88,-16.59,-34.80,13187.90,-7648.20,-3000.00,163.41,0
2.90,-17.53,-51.60,13034.49,-7526.40,-3000.00,162.47,0
2.92,-18.26,-33.00,12882.90,-7722.60,-3000.00,161.74,0
2.94,-18.83,-37.80,12731.26,-7695.60,-3000.00,161.17,0
2.96,-20.32,-93.00,12580.05,-7549.20,-3000.00,159.68,0
2.98,-23.20,-207.00,12428.79,-7684.20,-3000.00,156.80,0
3.00,-26.85,-140.40,12278.28,-7496.40,-3000.00,153.15,0
3.02,-29.11,-100.80,12126.34,-7651.20,-3000.00,150.89,0
3.04,-31.49,-116.40,11975.87,-7381.80,-3000.00,148.51,0
3.06,-33.20,-64.80,11823.49,-7501.20,-3000.00,146.80,0
3.08,-34.91,-118.20,11671.26,-7486.80,-3000.00,145.09,0
3.10,-38.08,-204.00,11521.14,-7587.00,-3000.00,141.92,0
3.12,-42.67,-177.60,11369.51,-7464.60,-3000.00,137.33,0
3.14,-45.20,-104.40,11216.36,-7486.20,-3000.00,134.80,0
3.16,-46.91,-72.60,11065.10,-7447.80,-3000.00,133.09,0
3.18,-48.23,-59.40,10912.81,-7646.40,-3000.00,131.77,0
3.20,-48.60,5.40,10761.42,-7415.40,3000.00,131.40,0
3.22,-48.47,0.00,10621.03,-5771.40,-3000.00,131.53,0
3.24,-48.54,0.00,10564.70,-1589.40,-3000.00,131.46,0
3.26,-48.58,0.00,10501.79,-3915.60,-3000.00,131.42,0
3.28,-48.56,11.40,10404.32,-6546.00,3000.00,131.44,0
3.30,-48.43,0.60,10271.45,-5812.20,-3000.00,131.57,0
3.32,-48.41,4.80,10217.09,-1542.00,-3000.00,131.59,0
3.34,-48.43,0.00,10154.36,-3929.40,-3000.00,131.57,0
3.36,-48.38,0.00,10064.95,-6134.40,-3000.00,131.62,0
3.38,-48.21,5.40,9921.29,-7670.40,3000.00,131.79,0
3.40,-48.30,-4.80,9782.60,-5538.60,-3000.00,131.70,0
3.42,-48.30,0.00,9726.48,-1701.60,-3000.00,131.70,0
3.44,-48.25,0.00,9662.10,-3949.20,-3000.00,131.75,0
3.46,-48.16,0.00,9567.53,-6529.80,-3000.00,131.84,0
3.48,-48.25,-0.60,9423.79,-7246.80,-3000.00,131.75,0
3.50,-48.23,6.00,9272.50,-7612.80,3000.00,131.77,0
3.52,-48.21,-5.40,9131.90,-5451.00,-3000.00,131.79,0
3.54,-48.25,0.00,9076.77,-1659.00,-3000.00,131.75,0
3.56,-48.23,0.00,9013.51,-3925.80,-3000.00,131.77,0
3.58,-47.97,28.20,8919.34,-6238.20,3000.00,132.03,0
3.60,-46.41,115.20,8788.47,-5313.00,3000.00,133.59,0
3.62,-44.17,112.20,8745.67,676.20,3000.00,135.83,0
3.64,-42.23,77.40,8794.73,2771.40,3000.00,137.77,0
3.66,-40.19,36.00,8861.77,5340.00,3000.00,139.81,0
3.68,-39.95,1.20,8993.98,6961.20,-3000.00,140.05,0
3.70,-39.55,39.60,9126.94,5465.40,3000.00,140.45,0
3.72,-38.65,57.00,9180.66,1665.60,3000.00,141.35,0
3.74,-36.54,153.00,9241.52,3768.60,3000.00,143.46,0
3.76,-29.88,345.00,9322.82,5491.20,3000.00,150.12,0
3.78,-24.37,197.40,9456.46,7294.20,3000.00,155.63,0
3.80,-21.86,94.20,9600.73,7150.20,3000.00,158.14,0
3.82,-18.46,261.00,9742.87,7204.20,3000.00,161.54,0
3.84,-12.94,244.80,9887.45,6978.60,3000.00,167.06,0
3.86,-8.09,222.60,10031.88,7254.60,3000.00,171.91,0
3.88,-4.83,172.80,10174.64,7346.40,3000.00,175.17,0
3.90,-0.40,252.60,10318.78,7407.60,3000.00,179.60,0
3.92,3.78,172.80,10462.98,6964.80,3000.00,176.22,0
3.94,7.76,195.00,10606.71,7075.20,3000.00,172.24,0
3.96,10.22,108.60,10750.98,7140.00,3000.00,169.78,0
3.98,12.83,163.80,10893.80,7363.80,3000.00,167.17,0
4.00,16.46,154.80,11038.18,7597.20,3000.00,163.54,0
4.02,18.96,119.40,11180.19,7199.40,3000.00,161.04,0
4.04,22.57,225.00,11325.43,6978.00,3000.00,157.43,0
4.06,26.67,176.40,11469.33,7397.40,3000.00,153.33,0
4.08,30.17,190.80,11613.10,7313.40,3000.00,149.83,0
4.10,34.32,217.20,11757.17,7475.40,3000.00,145.68,0
4.12,39.16,283.80,11901.31,6842.40,3000.00,140.84,0
4.14,44.49,225.60,12045.85,7194.00,3000.00,135.51,0
4.16,48.52,198.00,12190.19,7285.20,3000.00,131.48,0
4.18,52.98,234.60,12333.41,7480.20,3000.00,127.02,0
4.20,58.43,276.60,12477.90,7314.60,3000.00,121.57,0
4.22,62.34,177.60,12620.94,7234.80,3000.00,117.66,0
4.24,66.75,239.40,12766.38,6982.20,3000.00,113.25,0
4.26,72.40,359.40,12909.95,7402.80,3000.00,107.60,0
4.28,77.23,140.40,13054.06,7368.00,3000.00,102.77,0
4.30,80.00,177.60,13198.45,7392.60,3000.00,100.00,0
4.32,83.98,189.00,13341.53,7018.20,3000.00,96.02,0
4.34,88.62,261.00,13486.22,7112.40,3000.00,91.38,0
4.36,91.80,85.80,13631.46,7264.20,3000.00,88.20,0
4.38,93.41,71.40,13775.36,7388.40,3000.00,86.59,0
4.40,95.14,100.80,13919.35,7372.80,3000.00,84.86,0
4.42,97.89,142.80,14064.76,7217.40,3000.00,82.11,0
4.44,101.01,170.40,14209.04,6966.60,3000.00,78.99,0
4.46,105.21,212.40,14352.54,7000.80,3000.00,74.79,0
4.48,107.56,57.60,14496.53,7351.20,3000.00,72.44,0
4.50,108.22,34.20,14642.69,7473.60,3000.00,71.78,0
4.52,108.87,24.00,14783.55,7068.60,3000.00,71.13,0
4.54,109.34,24.00,14929.72,7204.80,3000.00,70.66,0
4.56,110.43,75.60,15073.95,7170.60,3000.00,69.57,0
4.58,112.61,130.20,15218.24,7461.60,3000.00,67.39,0
4.60,115.91,200.40,15362.45,7236.00,3000.00,64.09,0
4.62,120.21,202.80,15507.33,7386.60,3000.00,59.79,0
4.64,122.61,42.60,15649.65,7103.40,3000.00,57.39,0
4.66,123.00,6.00,15794.80,7203.60,3000.00,57.00,0
4.68,123.11,-4.80,15937.67,7251.60,-3000.00,56.89,0
4.70,122.98,0.00,16071.46,5364.00,-3000.00,57.02,0
4.72,123.05,5.40,16108.79,-886.80,3000.00,56.95,0
4.74,123.07,5.40,16063.07,-2121.00,3000.00,56.93,0
4.76,123.13,0.00,16062.78,2209.20,-3000.00,56.87,0
4.78,123.22,0.00,16147.62,4425.60,-3000.00,56.78,0
4.80,123.31,0.00,16173.68,-1324.20,-3000.00,56.69,0
4.82,123.22,-0.60,16084.18,-6502.20,-3000.00,56.78,0
4.84,123.24,10.80,15937.51,-7166.40,3000.00,56.76,0
4.86,123.29,-6.00,15800.58,-5622.60,-3000.00,56.71,0
4.88,123.20,0.00,15745.01,-1638.60,-3000.00,56.80,0
4.90,123.13,-5.40,15681.67,-4135.80,-3000.00,56.87,0
4.92,123.16,5.40,15588.26,-6165.00,3000.00,56.84,0
4.94,123.16,-6.60,15456.58,-5462.40,-3000.00,56.84,0
4.96,123.02,-5.40,15404.13,-1564.20,-3000.00,56.98,0
4.98,122.89,-10.80,15343.11,-3938.40,-3000.00,57.11,0
5.00,122.85,0.00,15256.36,-6020.40,-3000.00,57.15,0
5.02,122.87,-5.40,15116.92,-7477.20,-3000.00,57.13,0
5.04,122.65,-1.20,14967.09,-7627.80,-3000.00,57.35,0
5.06,122.32,-39.60,14816.58,-7431.60,-3000.00,57.68,0
5.08,121.20,-40.20,14665.06,-7531.80,-3000.00,58.80,0
5.10,120.72,-0.60,14511.75,-7780.20,-3000.00,59.28,0
5.12,120.61,-10.20,14359.94,-7474.80,-3000.00,59.39,0
5.14,120.39,-5.40,14207.30,-7718.40,-3000.00,59.61,0
5.16,120.50,0.00,14056.37,-7594.80,-3000.00,59.50,0
5.18,120.34,-10.80,13904.10,-7863.00,-3000.00,59.66,0
5.20,120.30,4.80,13754.33,-7534.20,-3000.00,59.70,0
5.22,120.10,-13.20,13601.97,-7672.80,-3000.00,59.90,0
5.24,119.18,-129.60,13447.84,-7329.00,-3000.00,60.82,0
5.26,116.50,-129.60,13297.17,-7569.00,-3000.00,63.50,0
5.28,113.12,-224.40,13146.75,-7756.80,-3000.00,66.88,0
5.30,107.56,-341.40,12995.75,-7724.40,-3000.00,72.44,0
5.32,102.41,-166.20,12843.41,-7298.40,-3000.00,77.59,0
5.34,100.66,-12.00,12691.43,-7417.20,-3000.00,79.34,0
5.36,99.67,-72.00,12538.98,-7605.00,-3000.00,80.33,0
5.38,96.86,-203.40,12388.67,-7712.40,-3000.00,83.14,0
5.40,92.70,-253.20,12236.04,-7603.80,-3000.00,87.30,0
5.42,88.55,-95.40,12083.88,-7921.80,-3000.00,91.45,0
5.44,88.37,4.80,11932.93,-7567.20,-3000.00,91.63,0
5.46,88.15,-27.00,11781.39,-7479.60,-3000.00,91.85,0
5.48,87.74,-34.80,11628.65,-7672.20,-3000.00,92.26,0
5.50,86.15,-115.80,11477.50,-7813.80,-3000.00,93.85,0
5.52,82.97,-204.00,11324.79,-7444.80,-3000.00,97.03,0
5.54,78.29,-242.40,11174.63,-7604.40,-3000.00,101.71,0
5.56,73.08,-180.00,11023.31,-7775.40,-3000.00,106.92,0
5.58,71.78,-17.40,10871.06,-7759.20,-3000.00,108.22,0
5.60,71.41,-25.80,10718.81,-7546.20,-3000.00,108.59,0
5.62,70.42,-64.80,10567.60,-7492.80,-3000.00,109.58,0
5.64,68.51,-110.40,10414.45,-7606.20,-3000.00,111.49,0
5.66,65.32,-175.20,10263.14,-7617.00,-3000.00,114.68,0
5.68,62.42,-134.40,10111.46,-7548.00,-3000.00,117.58,0
5.70,59.22,-154.20,9957.96,-7716.60,-3000.00,120.78,0
5.72,57.41,-37.20,9805.28,-7823.40,-3000.00,122.59,0
5.74,57.04,-10.80,9655.49,-7537.20,-3000.00,122.96,0
5.76,56.84,-0.60,9501.86,-7660.80,-3000.00,123.16,0
5.78,56.65,-6.60,9350.66,-7831.20,-3000.00,123.35,0
5.80,56.38,0.00,9198.54,-7798.80,-3000.00,123.62,0
5.82,56.29,-0.60,9048.80,-7493.40,-3000.00,123.71,0
5.84,56.23,-10.20,8896.42,-7662.60,-3000.00,123.77,0
5.86,56.29,0.00,8744.17,-7499.40,-3000.00,123.71,0
5.88,56.25,0.00,8590.76,-7645.80,-3000.00,123.75,0
5.90,56.25,4.80,8438.71,-7656.00,-3000.00,123.75,0
5.92,56.29,-5.40,8286.99,-7735.80,-3000.00,123.71,0
5.94,56.21,0.00,8134.65,-7647.60,-3000.00,123.79,0
5.96,56.23,0.00,7984.38,-7503.00,-3000.00,123.77,0
5.98,56.01,-12.00,7831.19,-7591.80,-3000.00,123.99,0
6.00,55.92,0.00,7679.36,-7667.40,-3000.00,124.08,0
6.02,55.81,-10.80,7528.05,-7369.80,-3000.00,124.19,0
6.04,55.46,-34.80,7376.18,-7665.60,-3000.00,124.54,0
6.06,52.62,-175.80,7225.00,-7579.80,-3000.00,127.38,0
6.08,48.74,-173.40,7072.19,-7713.60,-3000.00,131.26,0
6.10,45.24,-156.60,6918.71,-7740.00,-3000.00,134.76,0
6.12,42.34,-123.60,6766.79,-7771.20,-3000.00,137.66,0
6.14,41.53,5.40,6613.29,-7465.20,3000.00,138.47,0
6.16,41.53,0.00,6474.84,-5778.60,-3000.00,138.47,0
6.18,41.48,-5.40,6413.82,-1914.00,-3000.00,138.52,0
6.20,41.24,-11.40,6346.05,-4239.00,-3000.00,138.76,0
6.22,40.65,-57.00,6248.78,-6162.00,-3000.00,139.35,0
6.24,39.46,-58.80,6103.70,-7618.80,-3000.00,140.54,0
6.26,37.92,-82.20,5950.77,-7554.60,-3000.00,142.08,0
6.28,35.46,-157.80,5800.98,-7674.00,-3000.00,144.54,0
6.30,32.23,-156.60,5648.82,-7465.80,-3000.00,147.77,0
6.32,29.18,-134.40,5496.13,-7629.60,-3000.00,150.82,0
6.34,26.21,-144.60,5342.54,-7529.40,-3000.00,153.79,0
6.36,23.49,-117.00,5190.91,-7618.20,-3000.00,156.51,0
6.38,21.20,-118.20,5039.98,-7425.00,-3000.00,158.80,0
6.40,18.76,-144.60,4887.77,-7737.00,-3000.00,161.24,0
6.42,15.58,-165.60,4732.47,-7765.20,-3000.00,164.42,0
6.44,12.92,-95.40,4582.31,-7615.20,-3000.00,167.08,0
6.46,10.70,-128.40,4429.07,-7573.20,-3000.00,169.30,0
6.48,7.80,-140.40,4279.31,-7711.20,-3000.00,172.20,0
6.50,5.82,-69.60,4126.16,-7764.60,-3000.00,174.18,0
6.52,4.17,-93.00,3974.13,-7812.60,-3000.00,175.83,0
6.54,1.98,-123.00,3823.29,-7600.20,-3000.00,178.02,0
6.56,-0.83,-134.40,3669.92,-7654.80,-3000.00,179.17,0
6.58,-2.79,-57.00,3519.01,-7431.00,-3000.00,177.21,0
6.60,-3.93,-61.80,3365.29,-7621.80,-3000.00,176.07,0
6.62,-5.49,-90.60,3214.25,-7494.60,-3000.00,174.51,0
6.64,-7.71,-123.60,3061.49,-7703.40,-3000.00,172.29,0
6.66,-9.32,-43.20,2909.82,-7419.60,-3000.00,170.68,0
6.68,-9.62,-4.80,2757.48,-7586.40,-3000.00,170.38,0
6.70,-9.67,-6.00,2605.36,-7681.80,-3000.00,170.33,0
6.72,-9.71,4.80,2454.24,-7753.20,-3000.00,170.29,0
6.74,-9.56,0.00,2301.79,-7376.40,-3000.00,170.44,0
6.76,-9.60,0.00,2150.68,-7755.00,-3000.00,170.40,0
6.78,-9.43,6.00,1998.65,-7681.80,3000.00,170.57,0
6.80,-9.40,0.00,1858.32,-5766.60,-3000.00,170.60,0
6.82,-9.36,5.40,1800.51,-1680.60,3000.00,170.64,0
6.84,-9.23,10.80,1748.36,-2178.60,3000.00,170.77,0
6.86,-8.99,12.00,1757.90,2903.40,3000.00,171.01,0
6.88,-8.39,41.40,1865.59,6930.60,3000.00,171.61,0
6.90,-7.67,6.60,2006.13,7015.20,3000.00,172.33,0
6.92,-7.69,0.00,2149.65,7087.20,-3000.00,172.31,0
6.94,-7.54,16.80,2284.65,5367.60,3000.00,172.46,0
6.96,-7.40,0.00,2339.34,1737.00,-3000.00,172.60,0
6.98,-7.36,0.00,2389.70,2067.00,-3000.00,172.64,0
7.00,-7.32,10.20,2382.32,-2783.40,3000.00,172.68,0
7.02,-7.27,0.00,2282.59,-4945.20,-3000.00,172.73,0
7.04,-7.23,4.80,2229.85,-1605.00,-3000.00,172.77,0
7.06,-7.12,0.00,2168.15,-3786.00,-3000.00,172.88,0
7.08,-6.06,172.20,2093.25,-5332.80,3000.00,173.94,0
7.10,-1.47,252.00,1973.10,-5267.40,3000.00,178.53,0
7.12,2.77,166.80,1930.50,677.40,3000.00,177.23,0
7.14,6.33,214.20,1977.96,2640.60,3000.00,173.67,0
7.16,11.49,174.00,2039.99,5202.60,3000.00,168.51,0
7.18,13.80,111.00,2168.68,7062.60,3000.00,166.20,0
7.20,16.00,88.80,2313.52,7366.80,3000.00,164.00,0
7.22,17.05,35.40,2457.20,6986.40,3000.00,162.95,0
7.24,17.64,30.00,2598.79,7182.60,3000.00,162.36,0
7.26,18.08,22.80,2742.80,7126.80,3000.00,161.92,0
7.28,18.26,5.40,2885.27,7364.40,3000.00,161.74,0
7.30,18.39,0.00,3031.50,7080.60,-3000.00,161.61,0
7.32,18.37,0.00,3164.24,5484.60,-3000.00,161.63,0
7.34,18.33,0.00,3205.94,-661.20,-3000.00,161.67,0
7.36,18.33,5.40,3156.72,-2809.20,3000.00,161.67,0
7.38,18.33,0.00,3096.34,-3686.40,-3000.00,161.67,0
7.40,18.33,-5.40,3052.09,-1675.20,-3000.00,161.67,0
7.42,18.30,-4.80,2968.09,-6095.40,-3000.00,161.70,0
7.44,18.24,0.00,2824.45,-7557.00,-3000.00,161.76,0
7.46,18.28,0.00,2673.46,-7459.20,-3000.00,161.72,0
7.48,18.22,-5.40,2522.72,-7794.00,-3000.00,161.78,0
7.50,18.22,10.20,2371.27,-7458.60,3000.00,161.78,0
7.52,18.19,-0.60,2231.32,-5824.20,-3000.00,161.81,0
7.54,18.13,0.00,2170.02,-2028.00,-3000.00,161.87,0
7.56,18.13,-5.40,2099.47,-4224.00,-3000.00,161.87,0
7.58,18.17,10.20,2001.12,-6553.20,3000.00,161.83,0
7.60,18.15,0.00,1868.88,-5766.60,-3000.00,161.85,0
7.62,18.11,0.00,1812.66,-1671.00,-3000.00,161.89,0
7.64,18.08,0.00,1750.10,-3902.40,-3000.00,161.92,0
7.66,18.13,0.00,1660.72,-6076.80,-3000.00,161.87,0
7.68,18.15,-0.60,1518.99,-7580.40,-3000.00,161.85,0
7.70,18.08,0.00,1366.61,-7446.00,-3000.00,161.92,0
7.72,18.15,0.00,1214.98,-7716.00,-3000.00,161.85,0
7.74,18.11,0.00,1065.54,-7674.00,-3000.00,161.89,0
7.76,18.15,4.80,912.70,-7910.40,-3000.00,161.85,0
7.78,18.13,-5.40,760.83,-7670.40,-3000.00,161.87,0
7.80,18.11,0.00,610.69,-7754.40,-3000.00,161.89,0
7.82,18.15,0.00,459.34,-7639.20,-3000.00,161.85,0
7.84,18.08,0.00,308.30,-7582.80,-3000.00,161.92,0
7.86,18.15,5.40,155.06,-7592.40,3000.00,161.85,0
7.88,18.11,-10.80,14.88,-5841.00,-3000.00,161.89,0
7.90,18.08,0.00,-45.09,-2064.00,-3000.00,161.92,0
7.92,18.11,4.80,-112.94,-3994.80,-3000.00,161.89,0
7.94,18.15,0.00,-210.43,-6381.00,-3000.00,161.85,0
7.96,18.11,-1.20,-354.16,-7599.60,-3000.00,161.89,0
7.98,18.13,4.80,-506.60,-7640.40,-3000.00,161.87,0
8.00,18.13,-10.20,-657.75,-7435.20,-3000.00,161.87,0
8.02,18.08,0.00,-808.92,-7552.20,-3000.00,161.92,0
