时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°),策略,是否平衡
17.219,49.460,-69.527,359.956,0.000,-22.832,0.049,130.540,表3-1启摆,0
17.239,45.439,-71.811,359.956,0.000,-20.708,0.037,134.561,表3-1启摆,0
17.259,43.857,-72.090,359.956,0.000,-19.091,0.027,136.143,表3-1启摆,0
17.279,41.880,-73.496,359.956,0.000,-17.761,0.021,138.120,表3-1启摆,0
17.300,39.639,-75.131,359.956,0.000,-16.627,0.015,140.361,表3-1启摆,0
17.319,37.244,-77.555,359.956,0.000,-15.573,0.012,142.756,表3-1启摆,0
17.340,34.255,-81.177,359.956,0.000,-14.479,0.009,145.745,表3-1启摆,0
17.359,31.619,-81.468,359.934,0.000,-13.634,0.007,148.381,表3-1启摆,0
17.379,30.718,-78.565,359.934,0.000,-13.244,0.005,149.282,表3-1启摆,0
17.399,30.388,-74.966,359.956,0.000,-13.253,0.004,149.612,表3-1启摆,0
17.419,30.015,-71.848,359.934,0.000,-13.520,0.003,149.985,表3-1启摆,0
17.439,29.509,-69.456,359.956,0.000,-13.921,0.002,150.491,表3-1启摆,0
17.459,28.696,-68.353,359.934,-4.800,-14.315,0.242,151.304,表3-1启摆,0
17.480,27.642,-67.815,359.956,0.000,-14.655,0.181,152.358,表3-1启摆,0
17.499,26.213,-68.564,359.956,0.000,-14.847,0.136,153.787,表3-1启摆,0
17.519,24.148,-71.106,359.934,0.000,-14.778,0.102,155.852,表3-1启摆,0
17.539,21.445,-74.721,359.934,0.000,-14.424,0.076,158.555,表3-1启摆,0
17.559,18.325,-79.505,359.934,0.000,-13.757,0.057,161.675,表3-1启摆,0
17.579,14.854,-81.830,359.934,0.000,-13.063,0.043,165.146,表3-1启摆,0
17.599,13.711,-79.418,359.934,0.000,-12.744,0.032,166.289,表3-1启摆,0
17.620,13.250,-75.837,359.934,0.000,-12.804,0.024,166.750,表3-1启摆,0
17.640,12.678,-73.305,359.934,0.000,-13.062,0.018,167.322,表3-1启摆,0
17.659,11.689,-73.210,359.934,0.000,-13.263,0.014,168.311,表3-1启摆,0
17.679,10.283,-73.390,359.934,0.000,-13.399,0.010,169.717,表3-1启摆,0
17.699,8.240,-75.150,359.934,0.000,-13.354,0.008,171.760,表3-1启摆,0
17.720,5.911,-77.033,359.934,0.000,-13.162,0.006,174.089,表3-1启摆,0
17.740,4.065,-77.501,359.934,0.000,-12.979,0.004,175.935,表3-1启摆,0
17.760,1.802,-80.616,359.934,0.000,-12.580,0.003,178.198,表3-1启摆,0
17.780,359.099,-81.385,359.934,0.000,6.983,0.002,179.099,表3-1启摆,0
17.800,358.000,-78.216,359.934,0.000,21.390,0.002,178.000,表3-1启摆,0
17.820,357.781,-74.305,359.934,0.000,31.867,0.001,177.781,表3-1启摆,0
17.840,357.627,-70.590,359.934,0.000,39.414,0.001,177.627,表3-1启摆,0
17.859,357.693,-66.790,359.934,0.000,44.756,0.001,177.693,表3-1启摆,0
17.880,357.913,-62.611,359.934,4.800,48.412,-0.239,177.913,表3-1启摆,0
17.899,358.726,-56.180,359.934,0.000,50.616,-0.180,178.726,表3-1启摆,0
17.919,0.352,-47.791,359.934,0.000,32.366,-0.135,179.648,表3-1启摆,0
17.939,3.384,-35.922,359.934,0.000,17.684,-0.101,176.616,表3-1启摆,0
17.959,7.976,-22.696,359.934,0.000,5.564,-0.076,172.024,表3-1启摆,0
17.980,12.964,-8.991,359.934,0.000,-4.674,-0.057,167.036,表3-1启摆,0
18.000,15.359,-7.971,359.934,0.000,-12.438,-0.043,164.641,表3-1启摆,0
18.019,15.381,-7.573,359.934,0.000,-18.294,-0.032,164.619,表3-1启摆,0
18.039,15.359,-7.434,359.934,0.000,-22.698,-0.024,164.641,表3-1启摆,0
18.059,15.359,-7.332,359.934,0.000,-26.009,-0.018,164.641,表3-1启摆,0
18.079,15.337,-6.966,359.934,0.000,-28.523,-0.013,164.663,表3-1启摆,0
18.099,15.293,-6.617,359.934,0.000,-30.438,-0.010,164.707,表3-1启摆,0
18.119,15.139,-7.067,359.934,-5.400,-31.836,0.262,164.861,表3-1启摆,0
18.140,14.854,-7.373,359.934,0.000,-32.860,0.197,165.146,表3-1启摆,0
18.160,14.106,-8.835,359.934,0.000,-33.505,0.148,165.894,表3-1启摆,0
18.180,13.228,-10.763,359.934,0.000,-33.827,0.111,166.772,表3-1启摆,0
18.199,11.689,-15.295,359.934,0.000,-33.689,0.083,168.311,表3-1启摆,0
18.220,8.569,-25.570,359.934,0.000,-32.724,0.062,171.431,表3-1启摆,0
18.239,3.384,-37.762,359.934,0.000,-30.980,0.047,176.616,表3-1启摆,0
18.259,357.957,-46.673,359.934,4.800,-9.725,-0.205,177.957,表3-1启摆,0
18.279,356.221,-46.080,359.934,10.800,6.167,-0.694,176.221,表3-1启摆,0
18.300,355.715,-43.866,359.934,0.000,17.900,-0.520,175.715,表3-1启摆,0
18.319,355.627,-41.432,359.934,0.000,26.496,-0.390,175.627,表3-1启摆,0
18.339,355.693,-39.091,359.934,0.000,32.747,-0.293,175.693,表3-1启摆,0
18.359,355.825,-36.626,359.934,0.000,37.229,-0.220,175.825,表3-1启摆,0
18.381,356.155,-33.115,359.934,4.800,40.296,-0.405,176.155,表3-1启摆,0
18.400,357.100,-29.599,359.934,0.000,42.301,-0.303,177.100,表3-1启摆,0
18.420,358.088,-25.059,359.934,0.000,43.425,-0.228,178.088,表3-1启摆,0
18.440,359.539,-20.506,359.934,4.800,43.887,-0.411,179.539,表3-1启摆,0
18.460,1.208,-14.471,359.934,0.000,24.528,-0.308,178.792,表3-1启摆,0
18.479,3.999,-5.167,359.934,0.000,9.229,-0.231,176.001,表3-1启摆,0
18.499,7.317,2.111,359.934,0.000,19.545,-0.173,172.683,表3-1启摆,0
18.520,10.349,10.945,359.934,0.000,26.541,-0.130,169.651,表3-1启摆,0
18.539,14.392,19.248,359.934,0.000,31.094,-0.097,165.608,表3-1启摆,0
18.559,16.150,20.686,359.934,0.000,34.387,-0.073,163.850,表3-1启摆,0
18.579,17.512,24.031,359.934,0.000,36.577,-0.055,162.488,表3-1启摆,0
18.600,20.391,33.480,359.934,0.000,37.428,-0.041,159.609,表3-1启摆,0
18.619,25.049,44.466,359.956,0.000,37.146,-0.031,154.951,表3-1启摆,0
18.639,31.135,55.863,359.956,0.000,35.979,-0.023,148.865,表3-1启摆,0
18.660,34.321,60.329,359.934,0.000,34.730,-0.017,145.679,表3-1启摆,0
18.680,38.320,70.573,359.956,-5.400,32.936,0.257,141.680,表3-1启摆,0
18.699,44.407,83.004,359.956,0.000,30.548,0.193,135.593,表3-1启摆,0
18.719,49.175,85.934,359.956,0.000,28.512,0.145,130.825,表3-1启摆,0
18.740,51.724,89.257,359.956,0.000,26.706,0.108,128.276,表3-1启摆,0
18.759,55.986,98.745,359.956,-5.400,24.557,0.351,124.014,表3-1启摆,0
18.779,61.304,105.897,359.956,0.000,22.346,0.263,118.696,表3-1启摆,0
18.799,64.622,105.582,359.956,0.000,20.714,0.198,115.378,表3-1启摆,0
18.819,66.116,103.033,359.956,0.000,19.704,0.148,113.884,表3-1启摆,0
18.839,67.698,103.072,359.956,0.000,18.943,0.111,112.302,表3-1启摆,0
18.860,70.620,108.448,359.956,0.000,17.922,0.083,109.380,表3-1启摆,0
18.879,74.927,113.106,359.956,0.000,16.766,0.063,105.073,表3-1启摆,0
18.899,78.311,115.460,359.956,0.000,15.702,0.047,101.689,表3-1启摆,0
18.919,80.815,114.007,359.956,0.000,15.025,0.035,99.185,表3-1启摆,0
18.939,81.892,110.317,359.956,0.000,14.827,0.026,98.108,表3-1启摆,0
18.960,82.727,107.261,359.956,0.000,14.934,0.020,97.273,表3-1启摆,0
18.980,84.023,105.768,359.956,0.000,15.140,0.015,95.977,表3-1启摆,0
19.000,86.902,110.560,359.956,0.000,14.893,0.011,93.098,表3-1启摆,0
19.020,90.725,112.592,359.956,0.000,-11.063,0.008,89.275,表3-1启摆,0
19.039,92.505,109.812,359.956,0.000,-30.297,0.006,87.495,表3-1启摆,0
19.059,92.791,104.262,359.956,0.000,-44.257,0.005,87.209,表3-1启摆,0
19.079,92.659,98.478,359.956,0.000,-54.243,0.004,87.341,表3-1启摆,0
19.099,92.219,91.485,359.956,0.000,-61.146,0.003,87.781,表3-1启摆,0
19.120,90.242,79.860,359.956,0.000,-65.350,0.002,89.758,表3-1启摆,0
19.139,86.462,63.897,359.956,0.000,-41.566,0.001,93.538,表3-1启摆,0
19.160,79.233,43.122,359.956,0.000,-21.987,0.001,100.767,表3-1启摆,0
19.179,73.850,29.746,359.956,0.000,-6.182,0.001,106.150,表3-1启摆,0
19.199,70.576,22.679,359.956,0.000,6.263,0.001,109.424,表3-1启摆,0
19.219,67.830,13.025,359.956,0.000,16.406,0.000,112.170,表3-1启摆,0
19.239,65.061,7.994,359.956,0.000,24.435,0.000,114.939,表3-1启摆,0
19.260,64.709,7.594,359.956,0.000,30.490,0.000,115.291,表3-1启摆,0
19.280,64.775,7.754,359.956,0.000,35.018,0.000,115.225,表3-1启摆,0
19.299,64.885,7.667,359.956,0.000,38.421,0.000,115.115,表3-1启摆,0
19.320,65.325,9.263,359.956,0.000,40.840,0.000,114.675,表3-1启摆,0
19.340,66.599,13.210,359.956,0.000,42.323,0.000,113.401,表3-1启摆,0
19.360,69.368,22.660,359.956,0.000,42.644,0.000,110.632,表3-1启摆,0
19.380,74.729,35.177,359.956,0.000,41.836,0.000,105.271,表3-1启摆,0
19.399,79.233,43.738,359.956,0.000,40.513,0.000,100.767,表3-1启摆,0
19.419,82.397,47.701,359.956,0.000,39.188,0.000,97.603,表3-1启摆,0
19.439,85.474,56.416,359.956,0.000,37.465,0.000,94.526,表3-1启摆,0
19.460,90.791,66.645,359.956,0.000,9.716,0.000,89.209,表3-1启摆,0
19.479,94.812,71.533,359.956,0.000,-11.506,0.000,85.188,表3-1启摆,0
19.500,96.877,69.516,359.956,0.000,-27.253,0.000,83.123,表3-1启摆,0
19.520,96.987,66.040,359.956,0.000,-38.773,0.000,83.013,表3-1启摆,0
19.539,96.899,62.468,359.956,-4.800,-47.113,0.240,83.101,表3-1启摆,0
19.559,96.746,58.805,359.956,0.000,-53.061,0.180,83.254,表3-1启摆,0
19.579,96.152,52.835,359.956,0.000,-57.022,0.135,83.848,表3-1启摆,0
19.599,94.592,44.973,359.956,0.000,-59.334,0.101,85.408,表3-1启摆,0
19.620,91.406,31.444,359.956,0.000,-59.935,0.076,88.594,表3-1启摆,0
19.639,86.858,18.322,359.956,4.800,-33.686,-0.183,93.142,表3-1启摆,0
19.659,80.464,-1.104,359.956,0.000,-34.772,-0.137,99.536,表3-1启摆,0
19.679,75.850,-10.169,359.956,0.000,-34.827,-0.103,104.150,表3-1启摆,0
19.699,71.851,-18.960,359.956,0.000,-34.132,-0.077,108.149,表3-1启摆,0
19.719,67.720,-31.692,359.956,0.000,-32.544,-0.058,112.280,表3-1启摆,0
19.739,61.721,-41.148,359.956,-4.800,-30.561,0.197,118.279,表3-1启摆,0
19.759,58.250,-48.150,359.956,0.000,-28.487,0.147,121.750,表3-1启摆,0
19.779,54.536,-55.283,359.956,-4.800,-26.334,0.351,125.464,表3-1启摆,0
19.799,49.570,-67.459,359.956,0.000,-23.699,0.263,130.430,表3-1启摆,0
19.819,45.176,-69.576,359.956,0.000,-21.545,0.197,134.824,表3-1启摆,0
19.840,43.484,-70.507,359.956,0.000,-19.852,0.148,136.516,表3-1启摆,0
19.859,41.199,-73.132,359.956,0.000,-18.363,0.111,138.801,表3-1启摆,0
19.880,38.320,-77.635,359.956,0.000,-16.868,0.083,141.680,表3-1启摆,0
19.899,34.585,-84.583,359.934,0.000,-15.165,0.062,145.415,表3-1启摆,0
19.919,30.718,-86.924,359.934,0.000,-13.692,0.047,149.282,表3-1启摆,0
19.939,29.575,-84.048,359.956,0.000,-12.827,0.035,150.425,表3-1启摆,0
19.959,29.004,-81.856,359.956,0.000,-12.363,0.026,150.996,表3-1启摆,0
19.979,28.323,-79.803,359.934,0.000,-12.187,0.020,151.677,表3-1启摆,0
19.999,27.422,-78.183,359.934,0.000,-12.190,0.015,152.578,表3-1启摆,0
20.019,26.213,-77.573,359.934,0.000,-12.244,0.011,153.787,表3-1启摆,0
20.039,24.434,-78.975,359.956,0.000,-12.167,0.008,155.566,表3-1启摆,0
20.059,22.039,-80.606,359.956,4.800,-11.972,-0.234,157.961,表3-1启摆,0
20.079,19.622,-82.546,359.934,0.000,-11.664,-0.175,160.378,表3-1启摆,0
20.099,17.117,-85.138,359.934,0.000,-11.215,-0.131,162.883,表3-1启摆,0
20.119,15.007,-83.852,359.934,0.000,-10.987,-0.099,164.993,表3-1启摆,0
20.139,14.216,-81.159,359.934,0.000,-11.041,-0.074,165.784,表3-1启摆,0
20.159,13.601,-78.301,359.934,0.000,-11.321,-0.055,166.399,表3-1启摆,0
20.179,12.876,-76.426,359.934,4.800,-11.688,-0.282,167.124,表3-1启摆,0
20.199,11.997,-74.705,359.934,0.000,-12.108,-0.211,168.003,表3-1启摆,0
20.220,10.920,-73.729,359.934,0.000,-12.504,-0.158,169.080,表3-1启摆,0
20.240,9.185,-76.193,359.934,0.000,-12.595,-0.119,170.815,表3-1启摆,0
20.260,6.350,-80.483,359.934,0.000,-12.304,-0.089,173.650,表3-1启摆,0
20.279,3.494,-83.509,359.934,0.600,-11.832,-0.097,176.506,表3-1启摆,0
20.299,0.417,-87.314,359.934,0.000,-11.159,-0.073,179.583,表3-1启摆,0
20.320,358.484,-84.988,359.934,4.800,8.351,-0.294,178.484,表3-1启摆,0
20.339,358.044,-80.769,359.934,0.000,22.629,-0.221,178.044,表3-1启摆,0
20.359,357.979,-76.730,359.934,0.000,33.000,-0.166,177.979,表3-1启摆,0
20.379,358.000,-72.894,359.934,0.000,40.457,-0.124,178.000,表3-1启摆,0
20.399,358.110,-68.979,359.934,3.600,45.721,-0.273,178.110,表3-1启摆,0
20.420,358.396,-64.570,359.934,4.800,49.300,-0.445,178.396,表3-1启摆,0
20.440,359.363,-57.652,359.934,4.800,51.405,-0.574,179.363,表3-1启摆,0
20.459,1.450,-47.539,359.934,0.000,32.936,-0.430,178.550,表3-1启摆,0
20.480,5.779,-32.112,359.934,0.000,17.793,-0.323,174.221,表3-1启摆,0
20.499,10.854,-17.216,359.934,0.000,5.187,-0.242,169.146,表3-1启摆,0
20.519,15.271,-11.436,359.934,0.000,-4.752,-0.182,164.729,表3-1启摆,0
20.539,15.908,-9.754,359.956,4.800,-12.347,-0.376,164.092,表3-1启摆,0
20.559,16.128,-9.266,359.956,0.000,-18.084,-0.282,163.872,表3-1启摆,0
20.580,16.172,-8.803,359.934,0.000,-22.425,-0.212,163.828,表3-1启摆,0
20.599,16.150,-8.363,359.934,0.000,-25.718,-0.159,163.850,表3-1启摆,0
20.619,16.106,-7.945,359.934,0.000,-28.223,-0.119,163.894,表3-1启摆,0
20.639,16.040,-8.087,359.934,0.000,-30.090,-0.089,163.960,表3-1启摆,0
20.659,15.952,-7.683,359.934,0.000,-31.524,-0.067,164.048,表3-1启摆,0
20.679,15.842,-7.389,359.934,0.000,-32.624,-0.050,164.158,表3-1启摆,0
20.699,15.601,-7.649,359.934,0.000,-33.427,-0.038,164.399,表3-1启摆,0
20.720,14.722,-10.057,359.934,0.000,-33.828,-0.028,165.278,表3-1启摆,0
20.740,13.689,-12.674,359.934,-4.800,-33.909,0.219,166.311,表3-1启摆,0
20.759,12.261,-16.390,359.934,0.000,-33.659,0.164,167.739,表3-1启摆,0
20.780,9.932,-23.791,359.934,0.000,-32.851,0.123,170.068,表3-1启摆,0
20.800,5.361,-35.441,359.934,0.000,-31.269,0.092,174.639,表3-1启摆,0
20.820,0.088,-47.829,359.934,0.000,-29.045,0.069,179.912,表3-1启摆,0
20.840,356.704,-49.758,359.934,0.000,-8.015,0.052,176.704,表3-1启摆,0
20.860,355.276,-50.540,359.934,0.000,7.823,0.039,175.276,表3-1启摆,0
20.879,353.936,-51.073,359.934,0.000,19.746,0.029,173.936,表3-1启摆,0
20.900,352.727,-50.379,359.934,-5.400,28.630,0.292,172.727,表3-1启摆,0
20.919,352.288,-47.860,359.934,0.000,35.082,0.219,172.288,表3-1启摆,0
20.939,352.375,-44.687,359.934,0.000,39.655,0.164,172.375,表3-1启摆,0
20.959,352.507,-42.153,359.934,0.000,42.873,0.123,172.507,表3-1启摆,0
20.980,352.793,-38.605,359.934,0.000,44.989,0.092,172.793,表3-1启摆,0
20.999,354.375,-30.795,359.934,0.000,45.921,0.069,174.375,表3-1启摆,0
21.020,357.671,-20.585,359.934,0.000,45.766,0.052,177.671,表3-1启摆,0
21.039,0.198,-14.036,359.934,0.000,25.900,0.039,179.802,表3-1启摆,0
21.060,2.483,-6.644,359.934,0.000,10.382,0.029,177.517,表3-1启摆,0
21.079,5.537,1.338,359.934,0.000,20.474,0.022,174.463,表3-1启摆,0
21.099,8.350,8.951,359.934,0.000,27.406,0.016,171.650,表3-1启摆,0
21.119,12.283,20.504,359.934,0.000,31.637,0.012,167.717,表3-1启摆,0
21.139,15.908,24.548,359.934,0.000,34.471,0.009,164.092,表3-1启摆,0
21.159,17.490,27.431,359.956,0.000,36.355,0.007,162.510,表3-1启摆,0
21.179,20.193,36.439,359.934,0.000,37.014,0.005,159.807,表3-1启摆,0
21.199,24.851,47.487,359.956,4.800,36.582,-0.236,155.149,表3-1启摆,0
21.219,30.959,58.943,359.956,0.000,35.298,-0.177,149.041,表3-1启摆,0
21.239,34.167,62.146,359.956,4.800,34.067,-0.373,145.833,表3-1启摆,0
21.259,37.903,70.649,359.956,0.000,32.432,-0.280,142.097,表3-1启摆,0
21.280,43.792,83.856,359.956,0.000,30.099,-0.210,136.208,表3-1启摆,0
21.299,48.955,87.733,359.956,0.000,28.024,-0.157,131.045,表3-1启摆,0
21.320,51.614,90.877,359.956,-4.800,26.205,0.122,128.386,表3-1启摆,0
21.339,55.854,100.253,359.956,0.000,24.055,0.092,124.146,表3-1启摆,0
21.360,61.282,106.460,359.956,0.000,21.922,0.069,118.718,表3-1启摆,0
21.380,64.709,107.227,359.956,0.000,20.259,0.051,115.291,表3-1启摆,0
21.400,66.533,106.276,359.956,0.000,19.091,0.039,113.467,表3-1启摆,0
21.420,68.643,107.442,359.956,0.000,18.117,0.029,111.357,表3-1启摆,0
21.439,72.334,112.690,359.956,0.000,16.947,0.022,107.666,表3-1启摆,0
21.459,75.894,113.715,359.956,0.000,15.984,0.016,104.106,表3-1启摆,0
21.479,78.179,113.850,359.956,0.600,15.250,-0.018,101.821,表3-1启摆,0
21.499,79.827,111.547,359.956,0.000,14.892,-0.013,100.173,表3-1启摆,0
21.519,80.903,107.980,359.956,0.000,14.923,-0.010,99.097,表3-1启摆,0
21.540,81.606,104.141,359.956,0.000,15.268,-0.008,98.394,表3-1启摆,0
21.559,82.705,102.714,359.956,0.000,15.646,-0.006,97.295,表3-1启摆,0
21.579,84.639,103.968,359.956,0.000,15.825,-0.004,95.361,表3-1启摆,0
21.599,87.935,107.920,359.956,0.000,15.627,-0.003,92.065,表3-1启摆,0
21.619,90.615,106.934,359.956,0.000,-10.038,-0.002,89.385,表3-1启摆,0
21.639,91.780,102.727,359.956,0.000,-28.935,-0.002,88.220,表3-1启摆,0
21.659,91.824,97.591,359.956,0.000,-42.677,-0.001,88.176,表3-1启摆,0
21.679,91.758,92.471,359.956,0.000,-52.554,-0.001,88.242,表3-1启摆,0
21.699,91.516,86.948,359.956,0.000,-59.500,-0.001,88.484,表3-1启摆,0
21.719,90.374,77.050,359.956,4.800,-63.880,-0.241,89.626,表3-1启摆,0
21.739,87.737,64.738,359.956,0.000,-40.533,-0.180,92.263,表3-1启摆,0
21.759,82.771,44.341,359.956,4.800,-21.315,-0.375,97.229,表3-1启摆,0
21.779,76.816,32.884,359.956,0.000,-5.941,-0.281,103.184,表3-1启摆,0
21.800,73.564,24.160,359.956,0.000,6.320,-0.211,106.436,表3-1启摆,0
21.820,72.048,21.182,359.956,0.000,15.766,-0.158,107.952,表3-1启摆,0
21.840,71.719,20.123,359.956,0.000,22.939,-0.119,108.281,表3-1启摆,0
21.860,71.741,19.116,359.956,0.000,28.402,-0.089,108.259,表3-1启摆,0
21.881,71.829,18.401,359.956,0.000,32.560,-0.067,108.171,表3-1启摆,0
21.900,71.960,18.021,359.956,0.000,35.711,-0.050,108.040,表3-1启摆,0
21.920,72.180,17.450,359.956,0.000,38.121,-0.038,107.820,表3-1启摆,0
21.940,73.081,19.787,359.956,0.000,39.733,-0.028,106.919,表3-1启摆,0
21.960,74.641,24.018,359.956,4.800,40.588,-0.261,105.359,表3-1启摆,0
21.980,77.080,29.597,359.956,0.000,40.761,-0.196,102.920,表3-1启摆,0
22.000,80.244,36.397,359.956,0.000,40.322,-0.147,99.756,表3-1启摆,0
22.020,82.837,40.727,359.956,-5.400,39.629,0.160,97.163,表3-1启摆,0
22.040,86.309,51.441,359.956,0.000,38.213,0.120,93.691,表3-1启摆,0
22.059,91.143,59.219,359.956,0.000,10.898,0.090,88.857,表3-1启摆,0
22.080,94.658,63.428,359.956,0.000,-9.940,0.067,85.342,表3-1启摆,0
22.100,96.768,61.786,359.956,0.000,-25.431,0.051,83.232,表3-1启摆,0
22.119,96.899,58.697,359.956,0.000,-36.791,0.038,83.101,表3-1启摆,0
22.139,96.833,55.732,359.956,0.000,-45.062,0.028,83.167,表3-1启摆,0
22.159,96.680,52.106,359.956,0.000,-50.962,0.021,83.320,表3-1启摆,0
22.180,96.350,48.030,359.956,0.000,-55.045,0.016,83.650,表3-1启摆,0
22.199,95.032,41.459,359.956,0.000,-57.557,0.012,84.968,表3-1启摆,0
22.219,92.461,30.656,359.956,0.000,-58.536,0.009,87.539,表3-1启摆,0
22.240,88.352,19.583,359.956,0.000,-32.743,0.007,91.648,表3-1启摆,0
22.259,84.045,5.794,359.956,0.000,-12.242,0.005,95.955,表3-1启摆,0
22.279,78.816,-3.226,359.956,0.000,-18.512,0.004,101.184,表3-1启摆,0
22.299,76.619,-8.254,359.956,0.000,-22.792,0.003,103.381,表3-1启摆,0
22.319,74.312,-13.902,359.956,0.000,-25.529,0.002,105.688,表3-1启摆,0
22.339,71.807,-19.387,359.956,0.000,-27.123,0.002,108.193,表3-1启摆,0
22.360,68.994,-27.027,359.956,0.000,-27.678,0.001,111.006,表3-1启摆,0
22.379,63.918,-37.556,359.956,0.000,-27.212,0.001,116.082,表3-1启摆,0
22.399,60.754,-41.258,359.956,0.000,-26.553,0.001,119.246,表3-1启摆,0
22.419,58.359,-46.215,359.956,0.000,-25.643,0.001,121.641,表3-1启摆,0
22.439,55.459,-51.225,359.956,0.000,-24.541,0.000,124.541,表3-1启摆,0
22.459,51.768,-60.693,359.956,0.000,-22.921,0.000,128.232,表3-1启摆,0
22.479,46.648,-67.919,359.956,4.800,-21.101,-0.240,133.352,表3-1启摆,0
22.499,44.187,-69.263,359.956,5.400,-19.623,-0.450,135.813,表3-1启摆,0
22.519,42.012,-72.130,359.956,0.000,-18.275,-0.337,137.988,表3-1启摆,0
22.539,39.331,-75.843,359.956,0.000,-16.952,-0.253,140.669,表3-1启摆,0
22.560,36.211,-80.661,359.956,0.000,-15.557,-0.190,143.789,表3-1启摆,0
22.579,32.256,-86.708,359.934,-5.400,-14.003,0.128,147.744,表3-1启摆,0
22.599,29.905,-85.342,359.956,0.000,-12.953,0.096,150.095,表3-1启摆,0
22.619,29.070,-83.145,359.956,0.000,-12.349,0.072,150.930,表3-1启摆,0
22.640,28.081,-81.958,359.956,0.000,-11.996,0.054,151.919,表3-1启摆,0
22.659,26.829,-81.430,359.934,0.000,-11.775,0.040,153.171,表3-1启摆,0
22.679,25.027,-82.519,359.934,0.000,-11.518,0.030,154.973,表3-1启摆,0
22.700,22.610,-85.233,359.934,0.000,-11.098,0.023,157.390,表3-1启摆,0
22.719,19.951,-86.791,359.934,0.000,-10.653,0.017,160.049,表3-1启摆,0
22.739,17.227,-90.672,359.934,0.000,-9.993,0.013,162.773,表3-1启摆,0
22.759,14.700,-88.868,359.934,0.000,-9.650,0.010,165.300,表3-1启摆,0
22.779,14.172,-85.295,359.934,0.000,-9.692,0.007,165.828,表3-1启摆,0
22.799,13.689,-81.960,359.934,0.000,-10.003,0.005,166.311,表3-1启摆,0
22.820,13.184,-79.062,359.934,0.000,-10.479,0.004,166.816,表3-1启摆,0
22.840,12.634,-76.849,359.934,0.000,-11.021,0.003,167.366,表3-1启摆,0
22.859,11.997,-74.866,359.934,0.000,-11.594,0.002,168.003,表3-1启摆,0
22.880,11.140,-73.703,359.934,0.000,-12.121,0.002,168.860,表3-1启摆,0
22.900,9.866,-74.098,359.934,0.000,-12.483,0.001,170.134,表3-1启摆,0
22.919,7.932,-75.913,359.934,0.000,-12.603,0.001,172.068,表3-1启摆,0
22.939,5.713,-76.857,359.934,0.000,-12.613,0.001,174.287,表3-1启摆,0
22.959,3.867,-76.794,359.934,-4.800,-12.626,0.241,176.133,表3-1启摆,0
22.979,1.780,-79.435,359.934,0.000,-12.415,0.180,178.220,表3-1启摆,0
23.000,359.495,-79.303,359.934,0.000,6.932,0.135,179.495,表3-1启摆,0
23.019,358.726,-76.178,359.934,0.000,21.181,0.101,178.726,表3-1启摆,0
23.039,358.704,-72.369,359.934,0.000,31.549,0.076,178.704,表3-1启摆,0
23.059,358.748,-68.751,359.934,0.000,39.021,0.057,178.748,表3-1启摆,0
23.080,358.857,-64.803,359.934,0.000,44.295,0.043,178.857,表3-1启摆,0
23.099,359.099,-60.693,359.934,0.000,47.906,0.032,179.099,表3-1启摆,0
23.119,0.176,-52.738,359.934,0.000,30.747,0.024,179.824,表3-1启摆,0
23.139,2.461,-43.351,359.934,0.000,17.092,0.018,177.539,表3-1启摆,0
23.159,6.021,-32.304,359.934,0.000,5.926,0.014,173.979,表3-1启摆,0
23.179,9.316,-23.009,359.934,0.000,-3.228,0.010,170.684,表3-1启摆,0
23.199,12.590,-14.748,359.934,0.000,-10.786,0.008,167.410,表3-1启摆,0
23.219,14.019,-13.411,359.934,0.000,-16.566,0.006,165.981,表3-1启摆,0
23.240,13.997,-12.740,359.934,0.000,-20.957,0.004,166.003,表3-1启摆,0
23.260,13.931,-12.403,359.934,0.000,-24.279,0.003,166.069,表3-1启摆,0
23.280,13.843,-12.023,359.934,0.000,-26.802,0.002,166.157,表3-1启摆,0
23.299,13.733,-11.692,359.934,0.000,-28.722,0.002,166.267,表3-1启摆,0
23.319,13.513,-11.977,359.934,0.000,-30.138,0.001,166.487,表3-1启摆,0
23.340,12.942,-13.568,359.934,0.000,-31.067,0.001,167.058,表3-1启摆,0
23.359,11.711,-16.970,359.934,0.000,-31.478,0.001,168.289,表3-1启摆,0
23.379,9.624,-23.141,359.934,0.000,-31.270,0.001,170.376,表3-1启摆,0
23.400,5.691,-32.904,359.934,0.000,-30.296,0.000,174.309,表3-1启摆,0
23.419,1.428,-43.229,359.934,0.000,-28.700,0.000,178.572,表3-1启摆,0
23.440,357.759,-46.708,359.934,0.000,-8.012,0.000,177.759,表3-1启摆,0
23.459,356.616,-46.052,359.934,0.000,7.449,0.000,176.616,表3-1启摆,0
23.480,356.309,-43.750,359.934,0.000,18.852,0.000,176.309,表3-1启摆,0
23.500,356.353,-41.562,359.934,0.000,27.221,0.000,176.353,表3-1启摆,0
23.520,356.440,-38.944,359.934,0.000,33.278,0.000,176.440,表3-1启摆,0
23.540,356.660,-35.947,359.934,0.000,37.570,0.000,176.660,表3-1启摆,0
23.559,357.122,-31.840,359.934,0.000,40.445,0.000,177.122,表3-1启摆,0
23.579,358.638,-26.078,359.934,0.000,42.118,0.000,178.638,表3-1启摆,0
