时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),摆杆控制(RPM),飞轮控制(RPM),倒立误差(°),是否平衡,控制策略
28.06,184.70,0.00,342.40,-1069.20,0.00,-148.30,4.70,1,LQR平衡
28.08,184.70,0.00,321.99,-922.20,0.00,-187.00,4.70,1,LQR平衡
28.10,184.68,0.00,303.16,-960.60,0.00,-174.69,4.68,1,LQR平衡
28.12,184.68,0.00,282.57,-1015.20,0.00,-160.08,4.68,1,LQR平衡
28.14,184.68,0.00,262.09,-1003.20,0.00,-163.08,4.68,1,LQR平衡
28.16,184.68,0.00,242.62,-1008.00,0.00,-161.65,4.68,1,LQR平衡
28.18,184.68,0.00,223.04,-1005.60,0.00,-162.12,4.68,1,LQR平衡
28.20,184.70,0.00,203.16,-939.00,0.00,-181.56,4.70,1,LQR平衡
28.22,184.70,0.00,183.19,-1036.80,0.00,-155.54,4.70,1,LQR平衡
28.24,184.70,0.00,162.36,-1067.40,0.00,-147.27,4.70,1,LQR平衡
28.26,184.72,0.00,143.39,-934.80,0.00,-184.17,4.72,1,LQR平衡
28.28,184.72,0.00,125.20,-905.40,0.00,-191.79,4.72,1,LQR平衡
28.30,184.75,0.00,104.39,-1111.20,0.00,-139.20,4.75,1,LQR平衡
28.32,184.75,0.00,82.66,-999.00,0.00,-168.69,4.75,1,LQR平衡
28.34,184.75,0.00,64.09,-953.40,0.00,-180.59,4.75,1,LQR平衡
28.36,184.75,0.00,44.54,-1041.60,0.00,-157.11,4.75,1,LQR平衡
28.38,184.72,0.00,23.95,-1023.00,0.00,-159.85,4.72,1,LQR平衡
28.40,184.72,0.00,4.26,-925.80,0.00,-185.39,4.72,1,LQR平衡
28.42,184.70,0.00,344.42,-1071.60,0.00,-147.68,4.70,1,LQR平衡
28.44,184.70,0.00,323.33,-1004.40,0.00,-165.28,4.70,1,LQR平衡
28.46,184.68,0.00,304.26,-909.60,0.00,-188.18,4.68,1,LQR平衡
28.48,184.68,0.00,284.94,-1036.80,0.00,-154.39,4.68,1,LQR平衡
28.50,184.68,0.00,264.27,-1014.60,0.00,-160.08,4.68,1,LQR平衡
28.52,184.68,0.00,245.10,-954.00,0.00,-175.95,4.68,1,LQR平衡
28.54,184.68,0.00,225.40,-1044.00,0.00,-151.98,4.68,1,LQR平衡
28.56,184.70,0.00,204.87,-1001.40,0.00,-165.08,4.70,1,LQR平衡
28.58,184.70,0.00,185.60,-946.20,0.00,-179.51,4.70,1,LQR平衡
28.60,184.70,0.00,165.72,-1006.20,0.00,-163.48,4.70,1,LQR平衡
28.62,184.72,0.00,145.33,-1047.00,0.00,-154.52,4.72,1,LQR平衡
28.64,184.72,0.00,125.79,-933.60,0.00,-184.34,4.72,1,LQR平衡
28.66,184.75,4.80,106.77,-998.40,0.00,-193.18,4.75,1,LQR平衡
28.68,184.75,0.00,85.58,-1088.40,0.00,-145.08,4.75,1,LQR平衡
28.70,184.75,-4.80,64.05,-1008.60,0.00,-141.87,4.75,1,LQR平衡
28.72,184.75,0.00,44.93,-927.60,0.00,-187.25,4.75,1,LQR平衡
28.74,184.72,0.00,26.61,-1006.80,0.00,-164.16,4.72,1,LQR平衡
28.76,184.72,0.00,6.20,-979.80,0.00,-171.13,4.72,1,LQR平衡
28.78,184.72,0.00,345.56,-1063.20,0.00,-151.92,4.72,1,LQR平衡
28.80,184.70,0.00,325.09,-1006.80,0.00,-164.66,4.70,1,LQR平衡
