时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),摆杆控制(RPM),飞轮控制(RPM),倒立误差(°),是否平衡,控制策略
15.20,183.76,0.00,255.23,-770.40,0.00,-140.55,3.76,1,LQR平衡
15.22,183.76,0.00,239.59,-821.40,0.00,-126.93,3.76,1,LQR平衡
15.24,183.76,0.00,223.04,-797.40,0.00,-133.14,3.76,1,LQR平衡
15.26,183.76,0.00,206.89,-796.20,0.00,-133.32,3.76,1,LQR平衡
15.28,183.76,-5.40,190.50,-805.20,0.00,-103.66,3.76,1,LQR平衡
15.30,183.78,4.80,174.75,-718.80,0.00,-179.65,3.78,1,LQR平衡
15.32,183.78,0.00,160.38,-837.00,0.00,-124.15,3.78,1,LQR平衡
15.34,183.80,0.00,142.67,-866.40,0.00,-118.22,3.80,1,LQR平衡
15.36,183.80,0.00,126.72,-716.40,0.00,-157.75,3.80,1,LQR平衡
15.38,183.82,0.00,111.67,-819.00,0.00,-132.50,3.82,1,LQR平衡
15.40,183.82,0.00,94.61,-828.00,0.00,-129.98,3.82,1,LQR平衡
15.42,183.82,0.00,78.27,-786.00,0.00,-140.94,3.82,1,LQR平衡
15.44,183.82,5.40,62.31,-802.20,0.00,-163.67,3.82,1,LQR平衡
15.46,183.82,0.00,45.53,-903.60,0.00,-109.57,3.82,1,LQR平衡
15.48,183.80,0.00,27.36,-802.80,0.00,-134.07,3.80,1,LQR平衡
15.50,183.80,0.00,12.02,-817.20,0.00,-130.14,3.80,1,LQR平衡
15.52,183.80,0.00,356.18,-850.80,0.00,-124.14,3.80,1,LQR平衡
15.55,183.78,4.80,332.49,-742.80,0.00,-174.62,3.78,1,LQR平衡
15.57,183.78,0.00,319.55,-771.00,0.00,-142.93,3.78,1,LQR平衡
15.58,183.76,0.00,304.91,-861.00,0.00,-117.01,3.76,1,LQR平衡
15.60,183.76,0.00,290.59,-785.40,0.00,-136.88,3.76,1,LQR平衡
15.62,183.76,0.00,275.54,-780.60,0.00,-138.02,3.76,1,LQR平衡
15.64,183.76,0.00,260.02,-807.60,0.00,-130.75,3.76,1,LQR平衡
15.66,183.76,0.00,243.96,-801.60,0.00,-132.21,3.76,1,LQR平衡
15.68,183.74,0.00,227.83,-834.00,0.00,-121.50,3.74,1,LQR平衡
15.70,183.76,0.00,211.75,-846.00,0.00,-120.20,3.76,1,LQR平衡
15.72,183.76,0.00,196.57,-825.60,0.00,-125.46,3.76,1,LQR平衡
15.74,183.76,0.00,181.85,-796.80,0.00,-132.95,3.76,1,LQR平衡
15.76,183.78,0.00,167.10,-742.80,0.00,-149.11,3.78,1,LQR平衡
15.78,183.78,4.80,151.50,-802.80,0.00,-157.24,3.78,1,LQR平衡
15.80,183.80,0.00,134.71,-872.40,0.00,-116.57,3.80,1,LQR平衡
15.82,183.80,0.00,116.85,-882.00,0.00,-113.88,3.80,1,LQR平衡
15.84,183.80,0.00,101.49,-757.20,0.00,-146.75,3.80,1,LQR平衡
15.86,183.80,0.00,86.90,-792.00,0.00,-137.43,3.80,1,LQR平衡
15.88,183.80,0.00,70.88,-813.60,0.00,-131.58,3.80,1,LQR平衡
15.90,183.80,0.00,54.47,-813.60,0.00,-131.45,3.80,1,LQR平衡
15.92,183.80,0.00,38.58,-762.00,0.00,-144.96,3.80,1,LQR平衡
15.94,183.80,0.00,22.43,-766.80,0.00,-143.55,3.80,1,LQR平衡
15.96,183.78,0.00,5.45,-799.20,0.00,-132.84,3.78,1,LQR平衡
15.98,183.78,0.00,348.35,-767.40,0.00,-144.12,3.78,1,LQR平衡
16.00,183.78,0.00,331.94,-819.60,0.00,-130.18,3.78,1,LQR平衡
16.02,183.76,0.00,315.31,-808.20,0.00,-131.06,3.76,1,LQR平衡
16.04,183.76,0.00,299.44,-807.00,0.00,-131.24,3.76,1,LQR平衡
16.06,183.74,0.00,283.78,-763.20,0.00,-140.69,3.74,1,LQR平衡
16.08,183.74,-4.80,268.11,-802.80,0.00,-105.96,3.74,1,LQR平衡
16.10,183.74,0.00,252.31,-753.00,0.00,-143.13,3.74,1,LQR平衡
16.12,183.74,0.00,237.96,-773.40,0.00,-137.61,3.74,1,LQR平衡
16.14,183.76,0.00,221.75,-804.00,0.00,-131.38,3.76,1,LQR平衡
16.16,183.76,0.00,205.03,-823.20,0.00,-126.17,3.76,1,LQR平衡
16.18,183.76,0.00,188.83,-725.40,0.00,-151.89,3.76,1,LQR平衡
16.20,183.78,4.80,173.06,-774.00,0.00,-165.04,3.78,1,LQR平衡
16.22,183.78,5.40,156.09,-835.80,0.00,-151.57,3.78,1,LQR平衡
16.24,183.78,0.00,137.88,-888.60,0.00,-110.31,3.78,1,LQR平衡
16.26,183.80,0.00,120.34,-805.20,0.00,-134.22,3.80,1,LQR平衡
16.28,183.80,0.00,104.96,-772.80,0.00,-142.66,3.80,1,LQR平衡
16.30,183.80,0.00,89.14,-847.20,0.00,-122.85,3.80,1,LQR平衡
16.32,183.80,0.00,72.86,-798.00,0.00,-135.73,3.80,1,LQR平衡
16.34,183.80,0.00,57.41,-776.40,0.00,-141.31,3.80,1,LQR平衡
16.36,183.80,0.00,41.13,-774.60,0.00,-141.65,3.80,1,LQR平衡
16.38,183.80,0.00,24.48,-834.00,0.00,-125.80,3.80,1,LQR平衡
16.40,183.78,0.00,7.67,-753.00,0.00,-145.08,3.78,1,LQR平衡
16.42,183.78,0.00,351.74,-793.20,0.00,-137.33,3.78,1,LQR平衡
16.44,183.76,0.00,335.04,-770.40,0.00,-141.22,3.76,1,LQR平衡
16.46,183.76,0.00,318.30,-786.00,0.00,-136.95,3.76,1,LQR平衡
16.48,183.76,0.00,301.79,-785.40,0.00,-136.97,3.76,1,LQR平衡
16.50,183.74,0.00,285.62,-810.60,0.00,-128.17,3.74,1,LQR平衡
16.52,183.74,0.00,269.56,-784.80,0.00,-134.86,3.74,1,LQR平衡
16.54,183.74,0.00,254.11,-758.40,0.00,-141.71,3.74,1,LQR平衡
16.56,183.74,0.00,238.03,-838.80,0.00,-120.32,3.74,1,LQR平衡
16.58,183.76,5.40,221.31,-772.80,0.00,-166.77,3.76,1,LQR平衡
16.60,183.76,0.00,205.20,-862.80,0.00,-115.70,3.76,1,LQR平衡
16.62,183.76,0.00,187.25,-805.20,0.00,-130.78,3.76,1,LQR平衡
16.64,183.78,0.00,171.54,-736.20,0.00,-150.89,3.78,1,LQR平衡
16.66,183.78,4.80,155.87,-720.00,0.00,-179.17,3.78,1,LQR平衡
16.68,183.80,0.00,138.67,-885.00,0.00,-113.27,3.80,1,LQR平衡
16.70,183.80,0.00,119.75,-906.60,0.00,-107.40,3.80,1,LQR平衡
16.72,183.80,0.00,104.17,-739.80,0.00,-151.38,3.80,1,LQR平衡
16.74,183.80,0.00,89.63,-790.20,0.00,-137.93,3.80,1,LQR平衡
16.76,183.80,0.00,73.23,-844.80,0.00,-123.35,3.80,1,LQR平衡
16.78,183.80,0.00,56.76,-808.20,0.00,-132.89,3.80,1,LQR平衡
16.80,183.80,0.00,41.31,-752.40,0.00,-147.52,3.80,1,LQR平衡
16.82,183.78,0.00,25.33,-831.00,0.00,-124.60,3.78,1,LQR平衡
16.84,183.78,0.00,8.55,-789.00,0.00,-135.57,3.78,1,LQR平衡
16.86,183.78,0.00,352.57,-749.40,0.00,-148.92,3.78,1,LQR平衡
16.88,183.78,0.00,336.31,-775.20,0.00,-141.96,3.78,1,LQR平衡
16.90,183.76,0.60,319.13,-829.20,0.00,-128.55,3.76,1,LQR平衡
16.92,183.76,0.00,302.56,-760.80,0.00,-143.48,3.76,1,LQR平衡
16.94,183.76,4.20,286.63,-774.60,0.00,-160.81,3.76,1,LQR平衡
16.96,183.74,0.00,269.93,-846.00,0.00,-118.68,3.74,1,LQR平衡
16.98,183.74,0.00,252.36,-826.20,0.00,-123.77,3.74,1,LQR平衡
17.00,183.74,0.00,236.71,-790.20,0.00,-133.16,3.74,1,LQR平衡
17.02,183.74,0.00,221.35,-781.20,0.00,-135.41,3.74,1,LQR平衡
17.04,183.76,0.00,205.31,-813.60,0.00,-128.71,3.76,1,LQR平衡
17.06,183.76,0.00,188.90,-752.40,0.00,-144.75,3.76,1,LQR平衡
17.08,183.76,-5.40,173.03,-765.60,0.00,-113.99,3.76,1,LQR平衡
17.10,183.78,0.00,156.91,-728.40,0.00,-152.83,3.78,1,LQR平衡
17.12,183.78,0.00,142.08,-721.80,0.00,-154.45,3.78,1,LQR平衡
17.14,183.80,0.00,125.42,-813.00,0.00,-132.20,3.80,1,LQR平衡
17.16,183.80,0.00,107.82,-822.60,0.00,-129.51,3.80,1,LQR平衡
17.18,183.80,0.00,91.30,-783.60,0.00,-139.69,3.80,1,LQR平衡
17.20,183.80,0.00,75.41,-782.40,0.00,-139.87,3.80,1,LQR平衡
17.22,183.80,0.00,59.17,-809.40,0.00,-132.60,3.80,1,LQR平衡
17.24,183.80,0.00,42.50,-831.60,0.00,-126.59,3.80,1,LQR平衡
17.26,183.80,0.00,26.41,-768.00,0.00,-143.27,3.80,1,LQR平衡
17.28,183.78,0.00,10.31,-823.20,0.00,-126.54,3.78,1,LQR平衡
17.30,183.78,0.00,353.80,-794.40,0.00,-137.03,3.78,1,LQR平衡
17.32,183.76,0.00,337.94,-752.40,0.00,-146.00,3.76,1,LQR平衡
17.34,183.76,0.00,321.66,-778.80,0.00,-138.89,3.76,1,LQR平衡
17.36,183.76,0.00,304.98,-797.40,0.00,-133.83,3.76,1,LQR平衡
17.38,183.74,0.00,288.68,-744.60,0.00,-145.65,3.74,1,LQR平衡
17.40,183.74,0.00,272.55,-775.80,0.00,-137.27,3.74,1,LQR平衡
17.42,183.74,0.00,256.14,-783.00,0.00,-135.23,3.74,1,LQR平衡
17.44,183.74,5.40,239.61,-835.80,0.00,-148.27,3.74,1,LQR平衡
17.46,183.76,0.00,222.78,-829.80,0.00,-124.57,3.76,1,LQR平衡
17.48,183.76,0.00,205.44,-844.20,0.00,-120.62,3.76,1,LQR平衡
17.50,183.76,4.80,189.49,-730.20,0.00,-174.76,3.76,1,LQR平衡
17.52,183.78,0.00,173.61,-832.20,0.00,-125.53,3.78,1,LQR平衡
17.54,183.78,0.00,155.57,-793.20,0.00,-135.69,3.78,1,LQR平衡
17.56,183.80,0.00,139.77,-748.20,0.00,-149.45,3.80,1,LQR平衡
17.58,183.80,0.00,123.51,-758.40,0.00,-146.62,3.80,1,LQR平衡
17.60,183.80,0.00,106.24,-856.20,0.00,-120.62,3.80,1,LQR平衡
17.62,183.80,0.00,89.19,-808.80,0.00,-133.01,3.80,1,LQR平衡
17.64,183.80,0.00,73.74,-784.20,0.00,-139.38,3.80,1,LQR平衡
17.66,183.80,0.00,57.94,-807.00,0.00,-133.22,3.80,1,LQR平衡
17.68,183.80,4.80,41.59,-799.20,0.00,-159.27,3.80,1,LQR平衡
17.70,183.80,0.00,24.98,-845.40,0.00,-122.79,3.80,1,LQR平衡
17.72,183.78,-4.80,7.32,-793.80,0.00,-110.16,3.78,1,LQR平衡
17.74,183.78,0.00,351.39,-696.60,0.00,-162.87,3.78,1,LQR平衡
17.76,183.76,4.80,336.45,-745.20,0.00,-172.02,3.76,1,LQR平衡
17.78,183.76,0.00,318.76,-904.20,0.00,-105.70,3.76,1,LQR平衡
17.80,183.74,4.80,300.15,-843.00,0.00,-143.86,3.74,1,LQR平衡
17.82,183.74,0.00,285.03,-785.40,0.00,-134.83,3.74,1,LQR平衡
17.84,183.74,0.00,269.01,-802.20,0.00,-130.26,3.74,1,LQR平衡
17.86,183.74,0.00,253.30,-770.40,0.00,-138.53,3.74,1,LQR平衡
17.88,183.74,-4.80,237.46,-822.60,0.00,-100.47,3.74,1,LQR平衡
17.90,183.74,0.00,221.40,-724.80,0.00,-150.32,3.74,1,LQR平衡
17.92,183.74,0.00,206.98,-756.00,0.00,-141.95,3.74,1,LQR平衡
17.94,183.76,0.00,190.28,-828.00,0.00,-124.78,3.76,1,LQR平衡
17.96,183.76,0.00,173.69,-763.80,0.00,-141.61,3.76,1,LQR平衡
17.98,183.78,0.00,157.94,-747.00,0.00,-147.92,3.78,1,LQR平衡
18.00,183.78,0.00,141.86,-777.00,0.00,-139.86,3.78,1,LQR平衡
18.02,183.78,0.00,125.09,-780.60,0.00,-138.76,3.78,1,LQR平衡
18.04,183.80,0.00,108.39,-797.40,0.00,-136.18,3.80,1,LQR平衡
18.06,183.80,-5.40,91.67,-790.80,0.00,-110.64,3.80,1,LQR平衡
18.08,183.80,0.00,75.63,-740.40,0.00,-150.98,3.80,1,LQR平衡
18.10,183.80,0.00,60.64,-772.20,0.00,-142.45,3.80,1,LQR平衡
18.12,183.80,0.00,43.99,-882.60,0.00,-113.11,3.80,1,LQR平衡
18.14,183.80,0.00,27.29,-780.00,0.00,-140.10,3.80,1,LQR平衡
18.16,183.78,0.00,12.11,-800.40,0.00,-132.58,3.78,1,LQR平衡
18.18,183.76,-10.80,355.80,-816.00,0.00,-75.05,3.76,1,LQR平衡
18.20,183.76,-4.80,340.47,-698.40,0.00,-136.17,3.76,1,LQR平衡
18.22,183.76,0.00,328.84,-701.40,0.00,-159.41,3.76,1,LQR平衡
18.24,183.76,0.00,313.90,-853.20,0.00,-119.15,3.76,1,LQR平衡
18.26,183.74,0.00,296.98,-832.20,0.00,-122.56,3.74,1,LQR平衡
18.28,183.74,0.00,281.95,-757.80,0.00,-142.10,3.74,1,LQR平衡
18.30,183.74,0.00,267.03,-781.80,0.00,-135.63,3.74,1,LQR平衡
18.32,183.74,0.00,251.28,-813.00,0.00,-127.25,3.74,1,LQR平衡
18.34,183.74,0.00,235.11,-776.40,0.00,-136.79,3.74,1,LQR平衡
18.36,183.74,0.00,219.31,-781.80,0.00,-135.23,3.74,1,LQR平衡
18.38,183.76,0.00,202.87,-774.60,0.00,-139.00,3.76,1,LQR平衡
18.40,183.76,0.00,186.26,-775.20,0.00,-138.70,3.76,1,LQR平衡
18.42,183.76,0.00,169.78,-742.20,0.00,-147.29,3.76,1,LQR平衡
18.44,183.78,4.80,153.46,-792.00,0.00,-160.11,3.78,1,LQR平衡
18.46,183.78,0.00,136.36,-853.80,0.00,-119.50,3.78,1,LQR平衡
18.48,183.80,10.20,118.32,-876.60,0.00,-166.59,3.80,1,LQR平衡
18.50,183.80,0.00,101.89,-894.00,0.00,-110.58,3.80,1,LQR平衡
18.52,183.80,0.00,84.13,-848.40,0.00,-122.49,3.80,1,LQR平衡
18.54,183.80,0.00,69.13,-724.20,0.00,-155.21,3.80,1,LQR平衡
18.56,183.80,0.00,53.88,-797.40,0.00,-135.73,3.80,1,LQR平衡
18.58,183.80,0.00,36.87,-816.60,0.00,-130.51,3.80,1,LQR平衡
18.60,183.78,0.00,20.35,-784.20,0.00,-136.93,3.78,1,LQR平衡
18.62,183.78,0.00,4.22,-747.00,0.00,-146.63,3.78,1,LQR平衡
18.64,183.76,0.00,347.59,-821.40,0.00,-127.84,3.76,1,LQR平衡
18.66,183.76,0.00,330.45,-825.00,0.00,-126.74,3.76,1,LQR平衡
18.68,183.76,0.00,314.74,-775.80,0.00,-139.62,3.76,1,LQR平衡
18.70,183.74,0.00,299.42,-787.80,0.00,-134.32,3.74,1,LQR平衡
18.72,183.74,0.00,283.47,-792.00,0.00,-133.07,3.74,1,LQR平衡
18.74,183.74,0.00,267.60,-790.80,0.00,-133.26,3.74,1,LQR平衡
18.76,183.74,-4.80,251.96,-784.80,0.00,-110.59,3.74,1,LQR平衡
18.78,183.74,0.00,236.32,-744.00,0.00,-145.37,3.74,1,LQR平衡
18.80,183.74,0.00,221.57,-762.60,0.00,-140.33,3.74,1,LQR平衡
18.82,183.74,0.00,205.14,-817.80,0.00,-125.60,3.74,1,LQR平衡
18.84,183.76,0.00,188.42,-760.80,0.00,-142.53,3.76,1,LQR平衡
18.86,183.76,0.00,172.51,-751.80,0.00,-144.77,3.76,1,LQR平衡
18.88,183.78,0.00,156.03,-760.20,0.00,-144.42,3.78,1,LQR平衡
18.90,183.78,0.00,139.37,-770.40,0.00,-141.58,3.78,1,LQR平衡
18.92,183.80,0.00,122.61,-813.00,0.00,-132.18,3.80,1,LQR平衡
18.94,183.78,0.00,105.67,-804.60,0.00,-132.25,3.78,1,LQR平衡
18.96,183.80,0.00,89.38,-825.60,0.00,-128.57,3.80,1,LQR平衡
18.98,183.80,0.00,73.41,-772.80,0.00,-142.39,3.80,1,LQR平衡
19.00,183.80,0.00,57.70,-816.60,0.00,-130.68,3.80,1,LQR平衡
19.02,183.80,0.00,41.35,-772.20,0.00,-142.28,3.80,1,LQR平衡
19.04,183.80,0.00,25.11,-828.60,0.00,-127.23,3.80,1,LQR平衡
19.06,183.78,0.00,8.35,-732.00,0.00,-150.64,3.78,1,LQR平衡
19.08,183.76,-5.40,352.05,-794.40,0.00,-107.87,3.76,1,LQR平衡
19.10,183.76,0.00,335.50,-717.00,0.00,-155.34,3.76,1,LQR平衡
19.12,183.76,0.00,320.16,-749.40,0.00,-146.65,3.76,1,LQR平衡
19.14,183.74,0.00,303.38,-801.60,0.00,-130.70,3.74,1,LQR平衡
19.16,183.74,0.00,286.52,-790.80,0.00,-133.42,3.74,1,LQR平衡
19.18,183.74,0.00,270.57,-771.00,0.00,-138.52,3.74,1,LQR平衡
19.20,183.74,0.00,254.95,-793.80,0.00,-132.36,3.74,1,LQR平衡
19.22,183.74,-4.80,238.80,-793.20,0.00,-108.26,3.74,1,LQR平衡
19.24,183.74,0.00,222.74,-742.80,0.00,-145.57,3.74,1,LQR平衡
19.26,183.74,0.00,208.15,-775.20,0.00,-136.89,3.74,1,LQR平衡
19.28,183.76,0.00,191.54,-860.40,0.00,-116.22,3.76,1,LQR平衡
19.30,183.76,0.00,175.30,-787.20,0.00,-135.44,3.76,1,LQR平衡
19.32,183.78,0.00,160.55,-803.40,0.00,-133.03,3.78,1,LQR平衡
19.34,183.78,0.00,145.28,-823.80,0.00,-127.51,3.78,1,LQR平衡
19.36,183.78,0.00,129.68,-828.60,0.00,-126.11,3.78,1,LQR平衡
19.38,183.80,0.00,114.30,-816.60,0.00,-131.15,3.80,1,LQR平衡
19.40,183.80,0.00,99.07,-823.80,0.00,-129.12,3.80,1,LQR平衡
19.42,183.80,0.00,83.52,-795.60,0.00,-136.45,3.80,1,LQR平衡
19.44,183.80,0.00,68.25,-805.20,0.00,-133.78,3.80,1,LQR平衡
19.46,183.80,0.00,52.29,-763.20,0.00,-144.75,3.80,1,LQR平衡
19.48,183.80,0.00,36.08,-818.40,0.00,-130.02,3.80,1,LQR平衡
19.50,183.78,-4.80,19.31,-816.00,0.00,-104.39,3.78,1,LQR平衡
19.52,183.78,0.00,3.54,-743.40,0.00,-147.58,3.78,1,LQR平衡
19.54,183.76,0.00,349.12,-685.80,0.00,-163.71,3.76,1,LQR平衡
19.56,183.76,0.00,332.53,-860.40,0.00,-117.40,3.76,1,LQR平衡
19.58,183.76,0.00,314.34,-827.40,0.00,-125.97,3.76,1,LQR平衡
19.60,183.74,0.00,299.09,-775.80,0.00,-137.49,3.74,1,LQR平衡
19.62,183.74,0.00,284.06,-756.60,0.00,-142.44,3.74,1,LQR平衡
19.64,183.74,0.00,268.26,-829.20,0.00,-123.11,3.74,1,LQR平衡
19.66,183.74,0.00,252.38,-768.00,0.00,-139.16,3.74,1,LQR平衡
19.68,183.74,5.40,236.51,-820.80,0.00,-152.21,3.74,1,LQR平衡
19.70,183.74,0.00,219.92,-838.20,0.00,-120.33,3.74,1,LQR平衡
19.72,183.76,0.00,202.35,-826.80,0.00,-125.19,3.76,1,LQR平衡
19.74,183.76,0.00,186.61,-685.20,0.00,-162.50,3.76,1,LQR平衡
19.76,183.78,10.20,170.93,-781.20,0.00,-190.26,3.78,1,LQR平衡
19.78,183.78,-4.80,152.80,-936.00,0.00,-73.78,3.78,1,LQR平衡
19.80,183.78,0.00,133.37,-861.60,0.00,-117.41,3.78,1,LQR平衡
19.82,183.78,0.00,120.15,-668.40,0.00,-168.39,3.78,1,LQR平衡
19.84,183.80,0.00,105.95,-799.20,0.00,-135.69,3.80,1,LQR平衡
19.86,183.80,10.20,88.02,-869.40,0.00,-168.24,3.80,1,LQR平衡
19.88,183.80,0.00,70.99,-909.00,0.00,-106.36,3.80,1,LQR平衡
19.90,183.80,0.00,52.71,-784.20,0.00,-139.21,3.80,1,LQR平衡
19.92,183.80,0.00,37.62,-741.60,0.00,-150.34,3.80,1,LQR平衡
19.94,183.78,0.00,21.34,-793.80,0.00,-134.40,3.78,1,LQR平衡
19.96,183.78,0.00,3.98,-843.60,0.00,-121.09,3.78,1,LQR平衡
19.98,183.78,0.00,347.50,-768.60,0.00,-143.80,3.78,1,LQR平衡
20.00,183.76,0.00,332.07,-790.80,0.00,-135.80,3.76,1,LQR平衡
20.02,183.76,0.00,315.83,-802.80,0.00,-132.49,3.76,1,LQR平衡
20.04,183.74,0.00,299.75,-804.60,0.00,-129.88,3.74,1,LQR平衡
20.06,183.74,0.00,284.33,-744.00,0.00,-145.77,3.74,1,LQR平衡
20.08,183.74,0.00,268.64,-811.20,0.00,-127.87,3.74,1,LQR平衡
20.10,183.74,0.00,252.20,-774.60,0.00,-137.41,3.74,1,LQR平衡
20.12,183.71,0.00,236.36,-835.20,0.00,-119.26,3.71,1,LQR平衡
20.14,183.74,0.00,220.19,-759.00,0.00,-141.27,3.74,1,LQR平衡
20.16,183.74,0.00,204.59,-799.80,0.00,-130.35,3.74,1,LQR平衡
20.18,183.76,0.00,188.06,-718.20,0.00,-153.79,3.76,1,LQR平衡
20.20,183.76,0.00,171.76,-805.20,0.00,-130.65,3.76,1,LQR平衡
20.22,183.78,0.00,154.95,-762.00,0.00,-143.93,3.78,1,LQR平衡
20.24,183.78,0.00,138.91,-786.60,0.00,-137.29,3.78,1,LQR平衡
20.26,183.78,0.00,122.23,-765.00,0.00,-142.86,3.78,1,LQR平衡
20.28,183.80,0.00,105.56,-834.60,0.00,-126.32,3.80,1,LQR平衡
20.30,183.80,0.00,88.79,-831.00,0.00,-127.13,3.80,1,LQR平衡
20.32,183.80,0.00,73.23,-793.20,0.00,-137.00,3.80,1,LQR平衡
20.34,183.80,0.00,57.74,-793.20,0.00,-136.87,3.80,1,LQR平衡
20.36,183.78,0.00,41.48,-804.60,0.00,-131.72,3.78,1,LQR平衡
20.38,183.78,-10.80,25.25,-780.00,0.00,-83.80,3.78,1,LQR平衡
20.40,183.78,0.00,9.84,-689.40,0.00,-161.91,3.78,1,LQR平衡
20.42,183.78,0.00,356.64,-808.80,0.00,-133.25,3.78,1,LQR平衡
20.44,183.76,0.00,340.00,-875.40,0.00,-113.50,3.76,1,LQR平衡
20.46,183.74,-0.60,323.94,-748.20,0.00,-141.98,3.74,1,LQR平衡
20.48,183.74,0.00,309.35,-802.20,0.00,-130.59,3.74,1,LQR平衡
20.50,183.74,0.00,293.62,-831.60,0.00,-122.69,3.74,1,LQR平衡
20.52,183.74,0.00,278.22,-789.00,0.00,-133.82,3.74,1,LQR平衡
20.54,183.74,0.00,263.45,-756.60,0.00,-142.27,3.74,1,LQR平衡
20.56,183.71,-0.60,248.09,-823.20,0.00,-119.51,3.71,1,LQR平衡
20.58,183.74,0.00,231.77,-785.40,0.00,-134.39,3.74,1,LQR平衡
20.60,183.74,0.00,216.32,-768.60,0.00,-138.70,3.74,1,LQR平衡
20.62,183.76,0.00,200.04,-801.60,0.00,-131.84,3.76,1,LQR平衡
20.64,183.76,0.00,183.60,-807.60,0.00,-130.11,3.76,1,LQR平衡
20.66,183.76,0.00,167.74,-751.20,0.00,-144.89,3.76,1,LQR平衡
20.68,183.78,0.00,152.18,-767.40,0.00,-142.48,3.78,1,LQR平衡
20.70,183.78,0.00,135.77,-820.80,0.00,-128.22,3.78,1,LQR平衡
20.72,183.78,0.00,119.09,-846.60,0.00,-121.26,3.78,1,LQR平衡
20.74,183.80,0.00,103.38,-763.20,0.00,-145.18,3.80,1,LQR平衡
20.76,183.80,0.00,87.91,-833.40,0.00,-126.49,3.80,1,LQR平衡
20.78,183.80,0.00,71.74,-804.60,0.00,-133.97,3.80,1,LQR平衡
20.80,183.80,0.00,55.79,-811.80,0.00,-131.93,3.80,1,LQR平衡
20.82,183.78,-4.80,40.12,-783.60,0.00,-113.13,3.78,1,LQR平衡
20.84,183.78,0.00,24.37,-740.40,0.00,-148.55,3.78,1,LQR平衡
20.86,183.78,0.00,9.27,-734.40,0.00,-150.01,3.78,1,LQR平衡
20.88,183.76,0.00,352.53,-819.60,0.00,-128.36,3.76,1,LQR平衡
20.90,183.76,0.00,335.37,-775.20,0.00,-139.95,3.76,1,LQR平衡
20.92,183.76,0.00,318.91,-796.20,0.00,-134.26,3.76,1,LQR平衡
20.94,183.74,0.00,302.72,-739.20,0.00,-147.20,3.74,1,LQR平衡
20.96,183.74,-5.40,286.57,-804.60,0.00,-102.63,3.74,1,LQR平衡
20.98,183.71,-4.80,270.40,-721.80,0.00,-125.40,3.71,1,LQR平衡
21.00,183.74,0.00,256.38,-701.40,0.00,-156.80,3.74,1,LQR平衡
21.02,183.74,0.00,241.44,-826.20,0.00,-123.68,3.74,1,LQR平衡
21.04,183.74,0.00,224.21,-853.20,0.00,-116.40,3.74,1,LQR平衡
21.06,183.74,-4.80,208.34,-796.80,0.00,-107.05,3.74,1,LQR平衡
21.08,183.76,0.00,193.40,-735.00,0.00,-149.39,3.76,1,LQR平衡
21.10,183.76,0.00,179.58,-845.40,0.00,-120.08,3.76,1,LQR平衡
21.12,183.76,0.00,163.65,-860.40,0.00,-115.98,3.76,1,LQR平衡
21.14,183.78,4.80,149.17,-808.20,0.00,-155.79,3.78,1,LQR平衡
21.16,183.78,0.00,134.54,-821.40,0.00,-128.05,3.78,1,LQR平衡
21.18,183.80,4.80,117.55,-850.20,0.00,-146.42,3.80,1,LQR平衡
21.20,183.80,0.00,101.34,-875.40,0.00,-115.50,3.80,1,LQR平衡
21.22,183.80,0.00,84.81,-784.20,0.00,-139.47,3.80,1,LQR平衡
21.24,183.80,0.00,69.68,-802.80,0.00,-134.43,3.80,1,LQR平衡
21.26,183.80,0.00,53.53,-766.80,0.00,-143.81,3.80,1,LQR平衡
21.28,183.80,0.00,37.35,-797.40,0.00,-135.59,3.80,1,LQR平衡
21.30,183.78,0.00,20.70,-796.20,0.00,-133.76,3.78,1,LQR平衡
21.32,183.78,0.00,4.11,-816.00,0.00,-128.39,3.78,1,LQR平衡
21.34,183.76,-4.80,347.83,-776.40,0.00,-115.61,3.76,1,LQR平衡
21.36,183.76,0.00,332.14,-729.60,0.00,-151.98,3.76,1,LQR平衡
21.38,183.76,0.00,317.31,-730.80,0.00,-151.54,3.76,1,LQR平衡
21.40,183.74,0.00,300.61,-879.60,0.00,-110.05,3.74,1,LQR平衡
21.42,183.74,0.00,283.54,-775.80,0.00,-137.36,3.74,1,LQR平衡
21.44,183.74,5.40,268.73,-764.40,0.00,-167.39,3.74,1,LQR平衡
21.46,183.74,0.00,252.88,-837.60,0.00,-120.76,3.74,1,LQR平衡
21.48,183.74,0.00,234.60,-858.00,0.00,-115.21,3.74,1,LQR平衡
21.50,183.74,0.00,218.78,-725.40,0.00,-150.14,3.74,1,LQR平衡
21.52,183.74,0.00,203.36,-794.40,0.00,-131.77,3.74,1,LQR平衡
21.54,183.76,10.20,186.61,-753.60,0.00,-195.69,3.76,1,LQR平衡
21.56,183.76,-4.80,169.65,-900.00,0.00,-81.44,3.76,1,LQR平衡
21.58,183.78,0.00,150.69,-827.40,0.00,-126.60,3.78,1,LQR平衡
21.60,183.78,0.00,137.09,-636.60,0.00,-176.94,3.78,1,LQR平衡
21.62,183.78,0.00,122.37,-799.80,0.00,-133.66,3.78,1,LQR平衡
21.64,183.80,0.00,103.84,-922.80,0.00,-102.99,3.80,1,LQR平衡
