时间(s),摆角(°),摆速(°/s),飞轮角(°),飞轮速(°/s),M1(RPM),M2(RPM),误差(°),能量(J),模式,是否平衡
19.179,335.281,66.600,345.300,201.000,-220.000,-220.000,155.281,-0.000,文献能量启摆,0
19.199,336.533,-96.000,348.267,-258.600,220.000,220.000,156.533,-0.000,文献能量启摆,0
19.219,334.578,74.400,344.751,191.400,-220.000,-220.000,154.578,-0.000,文献能量启摆,0
19.240,335.742,-82.200,348.267,-246.000,220.000,220.000,155.742,-0.000,文献能量启摆,0
19.260,334.116,69.000,344.707,193.800,-220.000,-220.000,154.116,-0.000,文献能量启摆,0
19.280,335.259,-63.600,348.311,-255.600,220.000,220.000,155.259,-0.000,文献能量启摆,0
19.300,334.270,69.600,344.685,190.200,-220.000,-220.000,154.270,-0.000,文献能量启摆,0
19.320,335.413,-55.200,348.420,-241.200,194.423,220.000,155.413,-0.000,文献能量启摆,0
19.340,334.248,41.400,345.300,204.000,-145.835,-182.294,154.248,-0.000,文献能量启摆,0
19.360,335.105,-28.200,349.189,-176.400,99.331,124.164,155.105,-0.000,文献能量启摆,0
19.379,334.841,11.400,346.685,74.400,-40.157,-50.196,154.841,-0.000,文献能量启摆,0
19.399,334.951,-4.800,347.805,-21.600,16.908,21.135,154.951,-0.000,文献能量启摆,0
19.420,334.951,0.000,347.739,0.000,60.000,75.000,154.951,-0.000,文献能量启摆,0
19.440,335.017,6.000,348.201,69.600,-21.135,-26.418,155.017,-0.000,文献能量启摆,0
19.460,335.171,0.000,349.607,-28.200,60.000,75.000,155.171,-0.000,文献能量启摆,0
19.480,335.259,10.800,349.958,68.400,-38.042,-47.552,155.259,-0.000,文献能量启摆,0
19.500,335.522,0.000,351.870,-16.200,60.000,75.000,155.522,-0.000,文献能量启摆,0
19.519,335.588,16.200,352.178,70.200,-57.061,-71.326,155.588,-0.000,文献能量启摆,0
19.539,336.313,0.000,354.463,0.600,60.000,75.000,156.313,-0.000,文献能量启摆,0
19.559,336.401,6.600,354.771,87.000,-23.245,-29.057,156.401,-0.000,文献能量启摆,0
19.579,337.104,16.800,357.803,86.400,-59.167,-73.958,157.104,-0.000,文献能量启摆,0
19.599,337.083,-10.200,357.935,-10.800,35.923,44.904,157.083,-0.000,文献能量启摆,0
19.619,337.083,0.000,357.781,13.200,60.000,75.000,157.083,-0.000,文献能量启摆,0
19.639,337.192,16.200,358.308,82.200,-57.053,-71.317,157.192,-0.000,文献能量启摆,0
19.659,337.610,-5.400,0.813,0.000,19.017,23.772,157.610,-0.000,文献能量启摆,0
19.679,337.588,0.000,0.703,0.000,60.000,75.000,157.588,-0.000,文献能量启摆,0
19.699,337.764,29.400,1.274,92.400,-103.535,-129.419,157.764,-0.000,文献能量启摆,0
19.719,338.489,-6.600,3.472,-65.400,23.242,29.052,158.489,-0.000,文献能量启摆,0
19.739,338.423,0.000,2.219,18.000,60.000,75.000,158.423,-0.000,文献能量启摆,0
19.759,338.511,5.400,2.505,22.200,-19.016,-23.770,158.511,-0.000,文献能量启摆,0
19.779,338.665,0.000,3.560,0.600,60.000,75.000,158.665,-0.000,文献能量启摆,0
19.799,338.796,18.000,3.911,74.400,-63.385,-79.231,158.796,-0.000,文献能量启摆,0
19.819,339.653,0.000,5.361,-41.400,60.000,75.000,159.653,-0.000,文献能量启摆,0
19.840,339.697,16.200,5.361,35.400,-57.042,-71.303,159.697,-0.000,文献能量启摆,0
19.859,340.225,0.000,5.691,-37.800,60.000,75.000,160.225,-0.000,文献能量启摆,0
19.879,340.269,16.200,5.735,35.400,-57.040,-71.300,160.269,-0.000,文献能量启摆,0
19.899,340.818,0.000,6.042,-46.800,60.000,75.000,160.818,-0.000,文献能量启摆,0
19.919,340.862,10.800,6.021,36.000,-38.025,-47.532,160.862,-0.000,文献能量启摆,0
19.940,341.389,0.000,6.416,-18.600,60.000,75.000,161.389,-0.000,文献能量启摆,0
19.959,341.521,22.800,6.614,39.600,-80.272,-100.340,161.521,-0.000,文献能量启摆,0
19.979,342.224,-16.200,7.009,-60.600,57.033,71.291,162.224,-0.000,文献能量启摆,0
19.999,342.224,5.400,6.570,36.000,-19.011,-23.764,162.224,-0.000,文献能量启摆,0
20.020,342.356,0.000,6.855,-6.600,60.000,75.000,162.356,-0.000,文献能量启摆,0
20.040,342.422,11.400,7.185,67.800,-40.134,-50.167,162.422,-0.000,文献能量启摆,0
20.060,342.883,0.000,8.789,5.400,60.000,75.000,162.883,-0.000,文献能量启摆,0
20.080,343.015,18.000,9.229,87.600,-63.367,-79.208,163.015,-0.000,文献能量启摆,0
20.100,343.608,0.000,12.986,81.000,60.000,75.000,163.608,-0.000,文献能量启摆,0
20.120,343.630,15.600,13.425,81.000,-54.916,-68.645,163.630,-0.000,文献能量启摆,0
20.140,343.894,0.000,16.216,12.000,60.000,75.000,163.894,-0.000,文献能量启摆,0
20.160,343.938,5.400,16.348,46.800,-19.009,-23.761,163.938,-0.000,文献能量启摆,0
20.180,344.180,0.000,18.391,32.400,60.000,75.000,164.180,-0.000,文献能量启摆,0
20.200,344.399,41.400,19.094,117.600,-145.728,-182.160,164.399,-0.000,文献能量启摆,0
20.220,345.410,-12.600,20.808,-128.400,44.351,55.439,165.410,-0.000,文献能量启摆,0
20.241,345.234,0.000,17.600,37.200,60.000,75.000,165.234,-0.000,文献能量启摆,0
20.259,345.322,0.600,17.996,12.000,60.000,75.000,165.322,-0.000,文献能量启摆,0
20.279,345.674,34.800,20.479,204.600,-122.489,-153.111,165.674,-0.000,文献能量启摆,0
20.299,347.300,-18.000,22.280,-87.600,63.352,79.190,167.300,-0.000,文献能量启摆,0
20.319,347.234,6.600,20.413,20.400,-23.229,-29.037,167.234,-0.000,文献能量启摆,0
20.339,347.366,0.000,20.588,-5.400,60.000,75.000,167.366,-0.000,文献能量启摆,0
20.359,347.476,17.400,20.918,47.400,-61.240,-76.550,167.476,-0.000,文献能量启摆,0
20.380,349.255,48.600,21.929,-36.600,-171.031,-213.789,169.255,-0.000,文献能量启摆,0
20.399,349.058,-24.000,18.962,-432.600,84.463,105.579,169.058,-0.000,文献能量启摆,0
20.420,348.025,5.400,9.844,-156.600,-19.005,-23.757,168.025,-0.000,文献能量启摆,0
20.439,348.047,-4.800,9.536,-6.000,16.894,21.117,168.047,-0.000,文献能量启摆,0
20.459,348.025,0.000,9.404,-4.800,60.000,75.000,168.025,-0.000,文献能量启摆,0
20.479,348.113,10.800,9.712,34.200,-38.010,-47.513,168.113,-0.000,文献能量启摆,0
20.499,348.223,0.000,10.591,-39.000,60.000,75.000,168.223,-0.000,文献能量启摆,0
20.520,348.267,10.800,10.854,46.800,-38.010,-47.512,168.267,-0.000,文献能量启摆,0
20.539,348.442,0.000,12.788,13.200,60.000,75.000,168.442,-0.000,文献能量启摆,0
20.559,348.552,22.800,13.271,88.800,-80.242,-100.302,168.552,-0.000,文献能量启摆,0
20.579,349.189,-7.800,15.820,-37.200,27.451,34.313,169.189,-0.000,文献能量启摆,0
20.599,349.167,0.000,15.513,6.600,60.000,75.000,169.167,-0.000,文献能量启摆,0
20.620,349.343,33.000,15.952,68.400,-116.135,-145.168,169.343,-0.000,文献能量启摆,0
20.640,350.002,-22.800,17.358,-70.200,80.237,100.297,170.002,-0.000,文献能量启摆,0
20.660,349.958,10.200,15.688,32.400,-35.896,-44.870,169.958,-0.000,文献能量启摆,0
20.679,350.068,-5.400,15.952,-18.600,19.004,23.755,170.068,-0.000,文献能量启摆,0
20.699,350.046,0.000,15.930,0.000,60.000,75.000,170.046,-0.000,文献能量启摆,0
20.719,350.178,18.000,16.370,75.600,-63.345,-79.181,170.178,-0.000,文献能量启摆,0
20.739,350.991,0.000,18.589,-28.800,60.000,75.000,170.991,-0.000,文献能量启摆,0
20.759,351.101,18.000,18.611,25.200,-63.343,-79.179,171.101,-0.000,文献能量启摆,0
20.779,351.804,-16.200,19.248,-36.000,57.008,71.260,171.804,-0.000,文献能量启摆,0
20.800,351.826,16.200,19.226,19.800,-57.008,-71.260,171.826,-0.000,文献能量启摆,0
20.820,352.112,0.000,19.358,-18.600,60.000,75.000,172.112,-0.000,文献能量启摆,0
20.840,352.156,6.000,19.380,38.400,-21.114,-26.392,172.156,-0.000,文献能量启摆,0
20.860,352.441,0.000,19.688,-6.600,60.000,75.000,172.441,-0.000,文献能量启摆,0
20.880,352.639,36.600,20.061,59.400,-128.790,-160.987,172.639,-0.000,文献能量启摆,0
20.900,354.177,-29.400,21.072,-87.600,103.451,129.314,174.177,-0.000,文献能量启摆,0
20.920,354.089,6.600,19.028,83.400,-23.224,-29.030,174.089,-0.000,文献能量启摆,0
20.940,354.551,-10.200,20.830,-5.400,35.891,44.864,174.551,-0.000,文献能量启摆,0
20.960,354.617,16.800,20.874,11.400,-59.115,-73.894,174.617,-0.000,文献能量启摆,0
20.980,355.034,-1.200,20.918,-24.600,60.000,75.000,175.034,-0.000,文献能量启摆,0
21.000,355.056,11.400,20.940,39.000,-40.114,-50.142,175.056,-0.000,文献能量启摆,0
21.020,355.474,-1.200,21.094,-28.200,60.000,75.000,175.474,-0.000,文献能量启摆,0
21.039,355.583,27.600,21.270,23.400,-97.115,-121.394,175.583,-0.000,文献能量启摆,0
21.059,356.243,-22.200,21.423,-64.800,78.114,97.642,176.243,-0.000,文献能量启摆,0
21.079,356.221,0.600,20.413,37.800,60.000,75.000,176.221,-0.000,文献能量启摆,0
21.099,357.012,87.600,22.412,126.600,-220.000,-220.000,177.012,0.000,文献能量启摆,0
21.119,358.396,-63.000,22.698,-211.800,220.000,220.000,178.396,0.000,文献能量启摆,0
21.139,356.814,70.800,19.314,229.800,-220.000,-220.000,176.814,0.000,文献能量启摆,0
21.159,359.341,-85.200,22.654,-228.000,220.000,220.000,179.341,0.000,文献能量启摆,0
21.180,357.649,86.400,19.270,216.000,-220.000,-220.000,177.649,0.000,文献能量启摆,0
21.200,0.593,-104.400,22.720,-242.400,220.000,220.000,179.407,0.000,文献能量启摆,0
21.220,358.440,94.200,19.292,216.600,-220.000,-220.000,178.440,0.000,文献能量启摆,0
21.240,0.549,-90.600,22.939,-236.400,220.000,220.000,179.451,0.000,文献能量启摆,0
21.260,358.176,88.200,19.951,232.800,-220.000,-220.000,178.176,0.000,文献能量启摆,0
21.280,0.571,-105.600,23.357,-228.000,220.000,220.000,179.429,0.000,文献能量启摆,0
21.300,358.176,89.400,19.929,232.800,-220.000,-220.000,178.176,0.000,文献能量启摆,0
21.320,0.242,-99.600,23.489,-235.800,220.000,220.000,179.758,0.000,文献能量启摆,0
21.340,357.803,82.800,19.907,224.400,-220.000,-220.000,177.803,0.000,文献能量启摆,0
21.360,0.132,-97.200,23.577,-230.400,220.000,220.000,179.868,0.000,文献能量启摆,0
21.380,357.737,81.000,19.775,219.600,-220.000,-220.000,177.737,0.000,文献能量启摆,0
21.400,359.714,-98.400,22.874,-237.000,220.000,220.000,179.714,0.000,文献能量启摆,0
21.420,357.341,67.200,19.336,227.400,-220.000,-220.000,177.341,0.000,文献能量启摆,0
21.440,359.561,-85.200,22.917,-247.800,220.000,220.000,179.561,0.000,文献能量启摆,0
21.460,357.166,69.000,19.182,218.400,-220.000,-220.000,177.166,0.000,文献能量启摆,0
21.480,359.495,-82.200,22.983,-234.600,220.000,220.000,179.495,0.000,文献能量启摆,0
21.500,357.539,72.600,19.841,243.000,-220.000,-220.000,177.539,0.000,文献能量启摆,0
21.520,359.846,-82.200,23.467,-241.200,220.000,220.000,179.846,0.000,文献能量启摆,0
21.539,357.671,76.200,19.841,257.400,-220.000,-220.000,177.671,0.000,文献能量启摆,0
21.559,359.604,-71.400,22.939,-232.200,220.000,220.000,179.604,0.000,文献能量启摆,0
21.580,357.451,61.200,19.336,216.600,-215.325,-220.000,177.451,0.000,文献能量启摆,0
21.599,359.648,-58.800,22.874,-237.000,206.880,220.000,179.648,0.000,文献能量启摆,0
21.619,358.066,60.600,19.160,227.400,-213.214,-220.000,178.066,0.000,文献能量启摆,0
21.639,359.780,-61.800,22.280,-255.600,217.434,220.000,179.780,0.000,文献能量启摆,0
21.659,358.132,60.000,18.677,212.400,-211.103,-220.000,178.132,0.000,文献能量启摆,0
21.679,359.978,-55.800,22.258,-234.600,196.326,220.000,179.978,0.000,文献能量启摆,0
21.699,358.594,47.400,18.589,220.800,-166.775,-208.468,178.594,0.000,文献能量启摆,0
21.719,359.868,-34.800,22.478,-225.000,122.444,153.055,179.868,0.000,文献能量启摆,0
21.739,359.517,7.800,19.270,123.000,-27.445,-34.306,179.517,0.000,文献能量启摆,0
21.759,359.780,0.000,21.731,-16.200,60.000,75.000,179.780,-0.000,文献能量启摆,0
21.779,359.868,12.600,22.083,69.000,-44.334,-55.418,179.868,0.000,文献能量启摆,0
21.799,0.198,-0.600,23.423,-29.400,60.000,75.000,179.802,-0.000,文献能量启摆,0
21.819,0.308,22.800,23.643,46.200,-80.223,-100.279,179.692,0.000,文献能量启摆,0
21.839,0.659,-0.600,24.543,-42.600,60.000,75.000,179.341,-0.000,文献能量启摆,0
21.859,0.659,16.200,23.994,46.200,-57.001,-71.251,179.341,0.000,文献能量启摆,0
21.879,0.703,-4.800,24.192,-49.800,16.889,21.112,179.297,-0.000,文献能量启摆,0
21.899,0.681,0.000,23.665,1.200,60.000,75.000,179.319,-0.000,文献能量启摆,0
21.919,0.747,0.600,24.104,57.600,60.000,75.000,179.253,-0.000,文献能量启摆,0
21.940,1.230,48.000,27.444,304.200,-168.886,-211.107,178.770,0.000,文献能量启摆,0
21.960,1.846,-5.400,32.322,-145.800,19.000,23.751,178.154,-0.000,文献能量启摆,0
21.980,1.648,10.200,28.521,-44.400,-35.890,-44.862,178.352,-0.000,文献能量启摆,0
22.000,1.626,0.000,27.971,-70.800,60.000,75.000,178.374,-0.000,文献能量启摆,0
22.020,1.626,0.000,25.247,-29.400,60.000,75.000,178.374,-0.000,文献能量启摆,0
22.040,1.692,5.400,25.598,23.400,-19.000,-23.751,178.308,-0.000,文献能量启摆,0
22.059,1.736,0.000,26.851,71.400,60.000,75.000,178.264,-0.000,文献能量启摆,0
22.079,1.824,10.800,27.949,170.400,-38.001,-47.501,178.176,-0.000,文献能量启摆,0
22.099,2.153,0.000,32.629,67.800,60.000,75.000,177.847,-0.000,文献能量启摆,0
22.119,2.263,27.600,33.157,99.600,-97.112,-121.391,177.737,0.000,文献能量启摆,0
22.139,2.769,-11.400,35.464,-42.000,40.112,50.140,177.231,-0.000,文献能量启摆,0
22.159,2.747,5.400,34.497,12.600,-19.001,-23.751,177.253,-0.000,文献能量启摆,0
22.179,2.769,-1.200,34.541,0.000,-60.000,-75.000,177.231,-0.000,文献能量启摆,0
22.199,2.725,0.000,34.080,-61.800,-60.000,-75.000,177.275,-0.000,文献能量启摆,0
22.219,2.593,-16.200,30.300,-246.600,57.001,71.252,177.407,-0.000,文献能量启摆,0
22.239,2.527,0.000,25.532,-113.400,-60.000,-75.000,177.473,-0.000,文献能量启摆,0
22.259,2.483,-4.800,24.500,-139.800,16.889,21.112,177.517,-0.000,文献能量启摆,0
22.279,2.417,0.000,20.457,-23.400,-60.000,-75.000,177.583,-0.000,文献能量启摆,0
22.300,2.351,-10.800,19.797,-116.400,38.001,47.501,177.649,-0.000,文献能量启摆,0
22.319,2.307,10.200,17.073,9.600,-35.890,-44.862,177.693,-0.000,文献能量启摆,0
22.339,2.285,-4.800,16.985,-37.800,16.889,21.112,177.715,-0.000,文献能量启摆,0
22.359,2.307,4.800,16.172,-12.600,-16.889,-21.112,177.693,-0.000,文献能量启摆,0
22.381,2.307,0.000,16.040,-18.600,-60.000,-75.000,177.693,-0.000,文献能量启摆,0
22.400,2.219,0.000,14.238,-172.800,-60.000,-75.000,177.781,-0.000,文献能量启摆,0
22.421,2.000,-7.200,7.888,-444.000,25.334,31.667,178.000,-0.000,文献能量启摆,0
22.440,1.582,-10.800,0.901,-66.600,38.001,47.501,178.418,-0.000,文献能量启摆,0
22.460,1.494,0.000,0.967,6.600,-60.000,-75.000,178.506,-0.000,文献能量启摆,0
22.480,1.384,-16.800,0.835,-31.800,59.112,73.890,178.616,0.000,文献能量启摆,0
22.500,1.274,0.000,0.022,34.800,-60.000,-75.000,178.726,-0.000,文献能量启摆,0
22.519,1.230,-16.200,359.978,-40.800,57.001,71.251,178.770,0.000,文献能量启摆,0
22.539,1.121,0.000,359.583,34.200,-60.000,-75.000,178.879,-0.000,文献能量启摆,0
22.559,1.077,-10.200,359.517,-30.600,35.890,44.862,178.923,-0.000,文献能量启摆,0
22.579,0.923,0.000,359.011,24.600,-60.000,-75.000,179.077,-0.000,文献能量启摆,0
22.599,0.835,-16.800,358.748,-42.000,59.112,73.890,179.165,0.000,文献能量启摆,0
22.619,0.725,5.400,357.275,45.000,-19.000,-23.750,179.275,-0.000,文献能量启摆,0
22.640,0.725,0.000,357.385,0.000,-60.000,-75.000,179.275,-0.000,文献能量启摆,0
22.659,0.637,-15.600,356.858,-85.200,54.890,68.612,179.363,0.000,文献能量启摆,0
22.679,0.527,0.000,353.936,-33.000,-60.000,-75.000,179.473,-0.000,文献能量启摆,0
22.699,0.439,-10.800,353.430,-103.800,38.001,47.501,179.561,0.000,文献能量启摆,0
22.719,0.286,0.000,349.761,-73.200,-60.000,-75.000,179.714,-0.000,文献能量启摆,0
22.739,0.198,-6.000,349.233,-87.000,21.111,26.389,179.802,0.000,文献能量启摆,0
22.759,359.978,0.000,347.256,5.400,-60.000,-75.000,179.978,-0.000,文献能量启摆,0
22.779,359.846,-11.400,346.904,-74.400,40.112,50.140,179.846,0.000,文献能量启摆,0
22.799,359.011,-36.600,345.410,36.000,128.777,160.972,179.011,0.000,文献能量启摆,0
22.819,359.077,6.000,346.904,237.600,-21.112,-26.389,179.077,-0.000,文献能量启摆,0
22.839,359.253,0.000,351.343,1.800,-60.000,-75.000,179.253,-0.000,文献能量启摆,0
22.859,359.187,-10.800,350.925,-35.400,38.001,47.501,179.187,0.000,文献能量启摆,0
22.879,359.187,0.000,350.332,29.400,-60.000,-75.000,179.187,-0.000,文献能量启摆,0
22.899,359.143,-4.800,350.024,-52.200,16.889,21.112,179.143,-0.000,文献能量启摆,0
22.919,359.077,10.800,348.530,21.000,-38.001,-47.501,179.077,0.000,文献能量启摆,0
22.939,359.033,-10.200,348.354,-34.200,35.890,44.862,179.033,0.000,文献能量启摆,0
22.959,359.011,4.800,347.827,19.200,-16.889,-21.112,179.011,-0.000,文献能量启摆,0
22.979,359.011,-5.400,347.827,-5.400,19.000,23.750,179.011,-0.000,文献能量启摆,0
23.000,359.011,0.000,347.871,5.400,-60.000,-75.000,179.011,-0.000,文献能量启摆,0
23.019,358.967,-0.600,347.585,-55.800,-60.000,-75.000,178.967,-0.000,文献能量启摆,0
23.039,358.770,-6.000,345.300,-169.200,21.112,26.389,178.770,-0.000,文献能量启摆,0
23.059,358.418,-5.400,340.906,-181.800,19.000,23.751,178.418,-0.000,文献能量启摆,0
23.079,358.330,0.000,339.917,1.200,-60.000,-75.000,178.330,-0.000,文献能量启摆,0
23.099,358.154,-28.800,339.170,-145.800,101.334,126.668,178.154,0.000,文献能量启摆,0
23.119,357.297,10.200,335.830,51.600,-35.890,-44.862,177.297,-0.000,文献能量启摆,0
23.139,357.297,-10.200,336.313,-27.600,35.890,44.862,177.297,-0.000,文献能量启摆,0
23.159,357.253,0.000,336.335,11.400,-60.000,-75.000,177.253,-0.000,文献能量启摆,0
23.179,357.188,-10.800,336.182,-12.600,38.001,47.501,177.188,-0.000,文献能量启摆,0
23.199,357.056,4.800,335.852,12.600,-16.889,-21.112,177.056,-0.000,文献能量启摆,0
23.219,357.056,0.000,335.830,0.000,-60.000,-75.000,177.056,-0.000,文献能量启摆,0
23.239,356.902,-27.000,335.303,-83.400,95.002,118.753,176.902,-0.000,文献能量启摆,0
23.259,356.287,0.000,333.149,56.400,-60.000,-75.000,176.287,-0.000,文献能量启摆,0
23.279,356.265,-0.600,333.787,-18.600,-60.000,-75.000,176.265,-0.000,文献能量启摆,0
23.299,355.583,-61.200,332.622,-110.400,215.330,220.000,175.583,0.000,文献能量启摆,0
23.319,354.573,33.000,332.424,222.600,-116.117,-145.146,174.573,-0.000,文献能量启摆,0
23.339,354.771,-6.600,337.083,-87.000,23.224,29.030,174.771,-0.000,文献能量启摆,0
23.359,354.661,0.000,335.676,-24.600,-60.000,-75.000,174.661,-0.000,文献能量启摆,0
23.379,354.595,0.000,335.149,-97.800,-60.000,-75.000,174.595,-0.000,文献能量启摆,0
23.399,354.375,-16.800,331.106,-198.000,59.115,73.894,174.375,-0.000,文献能量启摆,0
